timestamp,power_kw
2024-01-08 23:00:00,236.7
2024-01-09 00:00:00,191.6
2024-01-09 01:00:00,176.8
2024-01-09 02:00:00,168.3
2024-01-09 03:00:00,165.6
2024-01-09 04:00:00,170.2
2024-01-09 05:00:00,183.7
2024-01-09 06:00:00,206.4
2024-01-09 07:00:00,244.3
2024-01-09 08:00:00,288.5
2024-01-09 09:00:00,322.7
2024-01-09 10:00:00,338.9
2024-01-09 11:00:00,349.8
2024-01-09 12:00:00,356.7
2024-01-09 13:00:00,353.2
2024-01-09 14:00:00,362.5
2024-01-09 15:00:00,368.9
2024-01-09 16:00:00,376.3
2024-01-09 17:00:00,388.6
2024-01-09 18:00:00,398.7
2024-01-09 19:00:00,392.5
2024-01-09 20:00:00,373.4
2024-01-09 21:00:00,339.8
2024-01-09 22:00:00,295.7
2024-01-09 23:00:00,242.8
2024-01-10 00:00:00,195.4
2024-01-10 01:00:00,180.9
2024-01-10 02:00:00,171.8
2024-01-10 03:00:00,168.7
2024-01-10 04:00:00,173.8
2024-01-10 05:00:00,187.4
2024-01-10 06:00:00,209.7
2024-01-10 07:00:00,247.8
2024-01-10 08:00:00,292.3
2024-01-10 09:00:00,326.5
2024-01-10 10:00:00,342.8
2024-01-10 11:00:00,353.7
2024-01-10 12:00:00,360.9
2024-01-10 13:00:00,357.8
2024-01-10 14:00:00,366.7
2024-01-10 15:00:00,373.5
2024-01-10 16:00:00,380.8
2024-01-10 17:00:00,393.2
2024-01-10 18:00:00,403.5
2024-01-10 19:00:00,397.3
2024-01-10 20:00:00,377.8
2024-01-10 21:00:00,344.3
2024-01-10 22:00:00,300.2
2024-01-10 23:00:00,246.5
2024-01-11 00:00:00,199.8
2024-01-11 01:00:00,185.3
2024-01-11 02:00:00,176.4
2024-01-11 03:00:00,172.5
2024-01-11 04:00:00,177.3
2024-01-11 05:00:00,190.8
2024-01-11 06:00:00,213.2
2024-01-11 07:00:00,251.4
2024-01-11 08:00:00,295.9
2024-01-11 09:00:00,330.8
2024-01-11 10:00:00,346.5
2024-01-11 11:00:00,357.9
2024-01-11 12:00:00,364.6
2024-01-11 13:00:00,361.7
2024-01-11 14:00:00,370.8
2024-01-11 15:00:00,377.9
2024-01-11 16:00:00,385.2
2024-01-11 17:00:00,397.5
2024-01-11 18:00:00,407.8
2024-01-11 19:00:00,401.9
2024-01-11 20:00:00,381.7
2024-01-11 21:00:00,348.6
2024-01-11 22:00:00,304.3
2024-01-11 23:00:00,250.3
2024-01-12 00:00:00,203.7
2024-01-12 01:00:00,191.5
2024-01-12 02:00:00,183.9
2024-01-12 03:00:00,179.8
2024-01-12 04:00:00,182.7
2024-01-12 05:00:00,193.5
2024-01-12 06:00:00,212.9
2024-01-12 07:00:00,241.7
2024-01-12 08:00:00,272.8
2024-01-12 09:00:00,297.5
2024-01-12 10:00:00,311.8
2024-01-12 11:00:00,322.7
2024-01-12 12:00:00,328.9
2024-01-12 13:00:00,326.8
2024-01-12 14:00:00,333.2
2024-01-12 15:00:00,338.5
2024-01-12 16:00:00,343.8
2024-01-12 17:00:00,352.9
2024-01-12 18:00:00,359.6
2024-01-12 19:00:00,355.3
2024-01-12 20:00:00,340.5
2024-01-12 21:00:00,313.7
2024-01-12 22:00:00,277.8
2024-01-12 23:00:00,231.2
2024-01-13 00:00:00,200.3
2024-01-13 01:00:00,188.7
2024-01-13 02:00:00,180.8
2024-01-13 03:00:00,177.3
2024-01-13 04:00:00,180.5
2024-01-13 05:00:00,192.8
2024-01-13 06:00:00,211.3
2024-01-13 07:00:00,240.2
2024-01-13 08:00:00,271.5
2024-01-13 09:00:00,296.8
2024-01-13 10:00:00,310.6
2024-01-13 11:00:00,321.3
2024-01-13 12:00:00,327.2
2024-01-13 13:00:00,325.5
2024-01-13 14:00:00,331.8
2024-01-13 15:00:00,336.9
2024-01-13 16:00:00,342.3
2024-01-13 17:00:00,351.7
2024-01-13 18:00:00,357.8
2024-01-13 19:00:00,353.9
2024-01-13 20:00:00,338.6
2024-01-13 21:00:00,311.9
2024-01-13 22:00:00,275.3
2024-01-13 23:00:00,228.5
2024-01-14 00:00:00,187.3
2024-01-14 01:00:00,173.2
2024-01-14 02:00:00,165.9
2024-01-14 03:00:00,162.8
2024-01-14 04:00:00,167.3
2024-01-14 05:00:00,180.9
2024-01-14 06:00:00,203.8
2024-01-14 07:00:00,241.7
2024-01-14 08:00:00,285.9
2024-01-14 09:00:00,320.3
2024-01-14 10:00:00,336.7
2024-01-14 11:00:00,347.6
2024-01-14 12:00:00,354.8
2024-01-14 13:00:00,351.3
2024-01-14 14:00:00,360.5
2024-01-14 15:00:00,367.2
2024-01-14 16:00:00,374.9
2024-01-14 17:00:00,387.3
2024-01-14 18:00:00,397.8
2024-01-14 19:00:00,391.2
2024-01-14 20:00:00,371.9
2024-01-14 21:00:00,338.7
2024-01-14 22:00:00,294.5
2024-01-14 23:00:00,241.3
2024-01-15 00:00:00,194.8
2024-01-15 01:00:00,179.6
2024-01-15 02:00:00,170.7
2024-01-15 03:00:00,167.9
2024-01-15 04:00:00,172.6
2024-01-15 05:00:00,186.3
2024-01-15 06:00:00,208.9
2024-01-15 07:00:00,246.5
2024-01-15 08:00:00,291.4
2024-01-15 09:00:00,325.9
2024-01-15 10:00:00,341.5
2024-01-15 11:00:00,352.8
2024-01-15 12:00:00,359.7
2024-01-15 13:00:00,356.9
2024-01-15 14:00:00,365.8
2024-01-15 15:00:00,372.6
2024-01-15 16:00:00,379.5
2024-01-15 17:00:00,392.8
2024-01-15 18:00:00,402.9
2024-01-15 19:00:00,396.8
2024-01-15 20:00:00,377.2
2024-01-15 21:00:00,343.9
2024-01-15 22:00:00,299.8
2024-01-15 23:00:00,245.9
2024-01-16 00:00:00,198.6
2024-01-16 01:00:00,184.7
2024-01-16 02:00:00,175.9
2024-01-16 03:00:00,171.6
2024-01-16 04:00:00,176.8
2024-01-16 05:00:00,189.7
2024-01-16 06:00:00,212.6
2024-01-16 07:00:00,250.8
2024-01-16 08:00:00,295.3
2024-01-16 09:00:00,329.7
2024-01-16 10:00:00,345.9
2024-01-16 11:00:00,356.8
2024-01-16 12:00:00,363.9
2024-01-16 13:00:00,360.8
2024-01-16 14:00:00,370.2
2024-01-16 15:00:00,376.7
2024-01-16 16:00:00,384.3
2024-01-16 17:00:00,396.9
2024-01-16 18:00:00,406.7
2024-01-16 19:00:00,400.8
2024-01-16 20:00:00,380.9
2024-01-16 21:00:00,347.8
2024-01-16 22:00:00,303.9
2024-01-16 23:00:00,249.7
2024-01-17 00:00:00,202.9
2024-01-17 01:00:00,189.8
2024-01-17 02:00:00,181.7
2024-01-17 03:00:00,177.9
2024-01-17 04:00:00,181.8
2024-01-17 05:00:00,193.9
2024-01-17 06:00:00,215.7
2024-01-17 07:00:00,254.3
2024-01-17 08:00:00,298.6
2024-01-17 09:00:00,333.8
2024-01-17 10:00:00,349.2
2024-01-17 11:00:00,360.5
2024-01-17 12:00:00,367.3
2024-01-17 13:00:00,364.7
2024-01-17 14:00:00,373.9
2024-01-17 15:00:00,380.8
2024-01-17 16:00:00,388.7
2024-01-17 17:00:00,400.8
2024-01-17 18:00:00,410.9
2024-01-17 19:00:00,404.7
2024-01-17 20:00:00,385.3
2024-01-17 21:00:00,351.9
2024-01-17 22:00:00,307.8
2024-01-17 23:00:00,253.6
2024-01-18 00:00:00,206.8
2024-01-18 01:00:00,194.3
2024-01-18 02:00:00,186.5
2024-01-18 03:00:00,182.7
2024-01-18 04:00:00,185.9
2024-01-18 05:00:00,197.3
2024-01-18 06:00:00,216.8
2024-01-18 07:00:00,246.9
2024-01-18 08:00:00,277.5
2024-01-18 09:00:00,302.8
2024-01-18 10:00:00,316.9
2024-01-18 11:00:00,327.8
2024-01-18 12:00:00,333.7
2024-01-18 13:00:00,331.9
2024-01-18 14:00:00,338.6
2024-01-18 15:00:00,343.8
2024-01-18 16:00:00,349.7
2024-01-18 17:00:00,358.5
2024-01-18 18:00:00,365.3
2024-01-18 19:00:00,360.7
2024-01-18 20:00:00,345.9
2024-01-18 21:00:00,318.5
2024-01-18 22:00:00,281.7
2024-01-18 23:00:00,234.8
2024-01-19 00:00:00,203.5
2024-01-19 01:00:00,192.7
2024-01-19 02:00:00,184.3
2024-01-19 03:00:00,180.9
2024-01-19 04:00:00,184.2
2024-01-19 05:00:00,195.8
2024-01-19 06:00:00,215.3
2024-01-19 07:00:00,244.6
2024-01-19 08:00:00,275.9
2024-01-19 09:00:00,300.5
2024-01-19 10:00:00,314.8
2024-01-19 11:00:00,325.9
2024-01-19 12:00:00,331.5
2024-01-19 13:00:00,329.3
2024-01-19 14:00:00,336.2
2024-01-19 15:00:00,341.7
2024-01-19 16:00:00,347.8
2024-01-19 17:00:00,356.9
2024-01-19 18:00:00,362.8
2024-01-19 19:00:00,358.9
2024-01-19 20:00:00,343.7
2024-01-19 21:00:00,316.8
2024-01-19 22:00:00,279.6
2024-01-19 23:00:00,232.7
2024-01-20 00:00:00,191.8
2024-01-20 01:00:00,177.9
2024-01-20 02:00:00,169.3
2024-01-20 03:00:00,166.8
2024-01-20 04:00:00,171.7
2024-01-20 05:00:00,185.2
2024-01-20 06:00:00,207.9
2024-01-20 07:00:00,245.8
2024-01-20 08:00:00,290.6
2024-01-20 09:00:00,324.8
2024-01-20 10:00:00,340.9
2024-01-20 11:00:00,351.7
2024-01-20 12:00:00,358.9
2024-01-20 13:00:00,355.8
2024-01-20 14:00:00,364.9
2024-01-20 15:00:00,371.3
2024-01-20 16:00:00,378.9
2024-01-20 17:00:00,391.7
2024-01-20 18:00:00,401.3
2024-01-20 19:00:00,395.7
2024-01-20 20:00:00,376.8
2024-01-20 21:00:00,343.2
2024-01-20 22:00:00,299.3
2024-01-20 23:00:00,245.8
2024-01-21 00:00:00,198.9
2024-01-21 01:00:00,184.3
2024-01-21 02:00:00,175.6
2024-01-21 03:00:00,172.3
2024-01-21 04:00:00,176.9
2024-01-21 05:00:00,190.3
2024-01-21 06:00:00,212.8
2024-01-21 07:00:00,250.9
2024-01-21 08:00:00,295.7
2024-01-21 09:00:00,330.3
2024-01-21 10:00:00,346.2
2024-01-21 11:00:00,357.8
2024-01-21 12:00:00,364.5
2024-01-21 13:00:00,361.9
2024-01-21 14:00:00,370.7
2024-01-21 15:00:00,377.8
2024-01-21 16:00:00,385.3
2024-01-21 17:00:00,397.9
2024-01-21 18:00:00,407.8
2024-01-21 19:00:00,401.9
2024-01-21 20:00:00,382.3
2024-01-21 21:00:00,348.7
2024-01-21 22:00:00,304.8
2024-01-21 23:00:00,250.9
2024-01-22 00:00:00,203.8
2024-01-22 01:00:00,190.7
2024-01-22 02:00:00,182.9
2024-01-22 03:00:00,178.7
2024-01-22 04:00:00,182.9
2024-01-22 05:00:00,194.8
2024-01-22 06:00:00,216.3
2024-01-22 07:00:00,254.7
2024-01-22 08:00:00,299.3
2024-01-22 09:00:00,334.6
2024-01-22 10:00:00,350.8
2024-01-22 11:00:00,361.9
2024-01-22 12:00:00,368.9
2024-01-22 13:00:00,366.2
2024-01-22 14:00:00,375.3
2024-01-22 15:00:00,382.7
2024-01-22 16:00:00,390.2
2024-01-22 17:00:00,402.8
2024-01-22 18:00:00,412.6
2024-01-22 19:00:00,406.9
2024-01-22 20:00:00,387.3
2024-01-22 21:00:00,353.9
2024-01-22 22:00:00,309.7
2024-01-22 23:00:00,255.3
2024-01-23 00:00:00,207.9
2024-01-23 01:00:00,195.8
2024-01-23 02:00:00,187.6
2024-01-23 03:00:00,183.9
2024-01-23 04:00:00,187.3
2024-01-23 05:00:00,198.9
2024-01-23 06:00:00,219.7
2024-01-23 07:00:00,257.8
2024-01-23 08:00:00,302.9
2024-01-23 09:00:00,337.8
2024-01-23 10:00:00,354.3
2024-01-23 11:00:00,365.7
2024-01-23 12:00:00,372.8
2024-01-23 13:00:00,370.3
2024-01-23 14:00:00,379.8
2024-01-23 15:00:00,386.9
2024-01-23 16:00:00,394.7
2024-01-23 17:00:00,407.3
2024-01-23 18:00:00,417.8
2024-01-23 19:00:00,411.5
2024-01-23 20:00:00,391.9
2024-01-23 21:00:00,358.3
2024-01-23 22:00:00,313.8
2024-01-23 23:00:00,259.7
2024-01-24 00:00:00,211.9
2024-01-24 01:00:00,199.3
2024-01-24 02:00:00,191.8
2024-01-24 03:00:00,187.5
2024-01-24 04:00:00,190.8
2024-01-24 05:00:00,202.7
2024-01-24 06:00:00,223.8
2024-01-24 07:00:00,261.3
2024-01-24 08:00:00,306.8
2024-01-24 09:00:00,341.9
2024-01-24 10:00:00,358.7
2024-01-24 11:00:00,369.8
2024-01-24 12:00:00,376.9
2024-01-24 13:00:00,374.8
2024-01-24 14:00:00,383.7
2024-01-24 15:00:00,391.3
2024-01-24 16:00:00,398.9
2024-01-24 17:00:00,411.7
2024-01-24 18:00:00,421.9
2024-01-24 19:00:00,415.8
2024-01-24 20:00:00,396.7
2024-01-24 21:00:00,362.8
2024-01-24 22:00:00,318.5
2024-01-24 23:00:00,263.9
2024-01-25 00:00:00,215.8
2024-01-25 01:00:00,203.7
2024-01-25 02:00:00,195.9
2024-01-25 03:00:00,191.8
2024-01-25 04:00:00,194.7
2024-01-25 05:00:00,206.3
2024-01-25 06:00:00,227.9
2024-01-25 07:00:00,265.7
2024-01-25 08:00:00,310.8
2024-01-25 09:00:00,346.3
2024-01-25 10:00:00,362.9
2024-01-25 11:00:00,374.2
2024-01-25 12:00:00,381.7
2024-01-25 13:00:00,379.3
2024-01-25 14:00:00,388.9
2024-01-25 15:00:00,395.8
2024-01-25 16:00:00,403.7
2024-01-25 17:00:00,416.9
2024-01-25 18:00:00,426.8
2024-01-25 19:00:00,420.9
2024-01-25 20:00:00,401.3
2024-01-25 21:00:00,367.9
2024-01-25 22:00:00,323.7
2024-01-25 23:00:00,268.8
2024-01-26 00:00:00,219.7
2024-01-26 01:00:00,207.9
2024-01-26 02:00:00,199.8
2024-01-26 03:00:00,195.9
2024-01-26 04:00:00,198.6
2024-01-26 05:00:00,210.8
2024-01-26 06:00:00,231.7
2024-01-26 07:00:00,269.8
2024-01-26 08:00:00,315.3
2024-01-26 09:00:00,350.9
2024-01-26 10:00:00,367.8
2024-01-26 11:00:00,379.3
2024-01-26 12:00:00,386.5
2024-01-26 13:00:00,384.7
2024-01-26 14:00:00,393.8
2024-01-26 15:00:00,401.2
2024-01-26 16:00:00,408.9
2024-01-26 17:00:00,421.8
2024-01-26 18:00:00,431.9
2024-01-26 19:00:00,425.7
2024-01-26 20:00:00,406.8
2024-01-26 21:00:00,372.9
2024-01-26 22:00:00,328.9
2024-01-26 23:00:00,273.6
2024-01-27 00:00:00,223.9
2024-01-27 01:00:00,212.8
2024-01-27 02:00:00,204.7
2024-01-27 03:00:00,200.3
2024-01-27 04:00:00,203.8
2024-01-27 05:00:00,215.9
2024-01-27 06:00:00,236.8
2024-01-27 07:00:00,274.3
2024-01-27 08:00:00,285.7
2024-01-27 09:00:00,310.8
2024-01-27 10:00:00,324.9
2024-01-27 11:00:00,335.7
2024-01-27 12:00:00,341.8
2024-01-27 13:00:00,339.7
2024-01-27 14:00:00,346.9
2024-01-27 15:00:00,352.8
2024-01-27 16:00:00,358.7
2024-01-27 17:00:00,368.9
2024-01-27 18:00:00,375.8
2024-01-27 19:00:00,371.3
2024-01-27 20:00:00,356.7
2024-01-27 21:00:00,328.9
2024-01-27 22:00:00,291.8
2024-01-27 23:00:00,243.7
2024-01-28 00:00:00,210.8
2024-01-28 01:00:00,199.7
2024-01-28 02:00:00,191.9
2024-01-28 03:00:00,187.8
2024-01-28 04:00:00,191.7
2024-01-28 05:00:00,203.8
2024-01-28 06:00:00,224.9
2024-01-28 07:00:00,262.8
2024-01-28 08:00:00,282.7
2024-01-28 09:00:00,307.9
2024-01-28 10:00:00,322.8
2024-01-28 11:00:00,333.8
2024-01-28 12:00:00,339.7
2024-01-28 13:00:00,337.9
2024-01-28 14:00:00,344.8
2024-01-28 15:00:00,350.9
2024-01-28 16:00:00,356.8
2024-01-28 17:00:00,366.7
2024-01-28 18:00:00,373.9
2024-01-28 19:00:00,369.8
2024-01-28 20:00:00,354.9
2024-01-28 21:00:00,327.8
2024-01-28 22:00:00,290.7
2024-01-28 23:00:00,242.9
2024-01-29 00:00:00,198.7
2024-01-29 01:00:00,184.9
2024-01-29 02:00:00,176.8
2024-01-29 03:00:00,173.7
2024-01-29 04:00:00,178.3
2024-01-29 05:00:00,191.8
2024-01-29 06:00:00,214.7
2024-01-29 07:00:00,252.9
2024-01-29 08:00:00,297.8
2024-01-29 09:00:00,332.7
2024-01-29 10:00:00,348.9
2024-01-29 11:00:00,359.8
2024-01-29 12:00:00,366.9
2024-01-29 13:00:00,364.3
2024-01-29 14:00:00,373.8
2024-01-29 15:00:00,380.7
2024-01-29 16:00:00,388.3
2024-01-29 17:00:00,400.9
2024-01-29 18:00:00,410.8
2024-01-29 19:00:00,404.9
2024-01-29 20:00:00,385.7
2024-01-29 21:00:00,352.8
2024-01-29 22:00:00,308.9
2024-01-29 23:00:00,254.8
2024-01-30 00:00:00,206.9
2024-01-30 01:00:00,193.8
2024-01-30 02:00:00,185.7
2024-01-30 03:00:00,181.9
2024-01-30 04:00:00,186.8
2024-01-30 05:00:00,199.7
2024-01-30 06:00:00,222.9
2024-01-30 07:00:00,260.8
2024-01-30 08:00:00,305.9
2024-01-30 09:00:00,340.8
2024-01-30 10:00:00,357.3
2024-01-30 11:00:00,368.7
2024-01-30 12:00:00,375.8
2024-01-30 13:00:00,373.9
2024-01-30 14:00:00,382.9
2024-01-30 15:00:00,390.3
2024-01-30 16:00:00,397.8
2024-01-30 17:00:00,410.7
2024-01-30 18:00:00,420.9
2024-01-30 19:00:00,414.8
2024-01-30 20:00:00,395.9
2024-01-30 21:00:00,362.7
2024-01-30 22:00:00,318.9
2024-01-30 23:00:00,264.8
2024-01-31 00:00:00,215.9
2024-01-31 01:00:00,203.8
2024-01-31 02:00:00,195.8
2024-01-31 03:00:00,191.9
2024-01-31 04:00:00,195.7
2024-01-31 05:00:00,208.9
2024-01-31 06:00:00,231.8
2024-01-31 07:00:00,269.7
2024-01-31 08:00:00,314.9
2024-01-31 09:00:00,349.8
2024-01-31 10:00:00,366.7
2024-01-31 11:00:00,378.3
2024-01-31 12:00:00,385.9
2024-01-31 13:00:00,383.7
2024-01-31 14:00:00,392.8
2024-01-31 15:00:00,400.7
2024-01-31 16:00:00,408.3
2024-01-31 17:00:00,421.8
2024-01-31 18:00:00,431.7
2024-01-31 19:00:00,425.9
2024-01-31 20:00:00,406.8
2024-01-31 21:00:00,373.9
2024-01-31 22:00:00,329.8
2024-01-31 23:00:00,275.9
2024-02-01 00:00:00,226.8
2024-02-01 01:00:00,214.9
2024-02-01 02:00:00,206.7
2024-02-01 03:00:00,202.8
2024-02-01 04:00:00,206.9
2024-02-01 05:00:00,219.8
2024-02-01 06:00:00,242.7
2024-02-01 07:00:00,280.9
2024-02-01 08:00:00,326.8
2024-02-01 09:00:00,361.9
2024-02-01 10:00:00,378.7
2024-01-01 11:00:00,390.8
2024-02-01 12:00:00,398.7
2024-02-01 13:00:00,396.3
2024-02-01 14:00:00,405.9
2024-02-01 15:00:00,413.8
2024-02-01 16:00:00,421.7
2024-02-01 17:00:00,434.8
2024-02-01 18:00:00,444.9
2024-02-01 19:00:00,438.7
2024-02-01 20:00:00,419.8
2024-02-01 21:00:00,386.9
2024-02-01 22:00:00,342.8
2024-02-01 23:00:00,288.7
2024-02-02 00:00:00,238.9
2024-02-02 01:00:00,226.8
2024-02-02 02:00:00,218.9
2024-02-02 03:00:00,214.7
2024-02-02 04:00:00,218.9
2024-02-02 05:00:00,231.8
2024-02-02 06:00:00,254.9
2024-02-02 07:00:00,292.8
2024-02-02 08:00:00,338.9
2024-02-02 09:00:00,374.8
2024-02-02 10:00:00,391.9
2024-02-02 11:00:00,403.7
2024-02-02 12:00:00,411.8
2024-02-02 13:00:00,409.7
2024-02-02 14:00:00,418.9
2024-02-02 15:00:00,426.8
2024-02-02 16:00:00,434.9
2024-02-02 17:00:00,447.8
2024-02-02 18:00:00,457.9
2024-02-02 19:00:00,451.8
2024-02-02 20:00:00,432.9
2024-02-02 21:00:00,399.8
2024-02-02 22:00:00,355.9
2024-02-02 23:00:00,301.8
2024-02-03 00:00:00,251.9
2024-02-03 01:00:00,239.8
2024-02-03 02:00:00,231.7
2024-02-03 03:00:00,227.9
2024-02-03 04:00:00,231.8
2024-02-03 05:00:00,244.9
2024-02-03 06:00:00,267.8
2024-02-03 07:00:00,281.9
2024-02-03 08:00:00,317.8
2024-02-03 09:00:00,343.9
2024-02-03 10:00:00,359.8
2024-02-03 11:00:00,370.9
2024-02-03 12:00:00,377.8
2024-02-03 13:00:00,375.9
2024-02-03 14:00:00,383.7
2024-02-03 15:00:00,390.8
2024-02-03 16:00:00,397.9
2024-02-03 17:00:00,408.7
2024-02-03 18:00:00,415.8
2024-02-03 19:00:00,411.9
2024-02-03 20:00:00,396.8
2024-02-03 21:00:00,368.9
2024-02-03 22:00:00,331.8
2024-02-03 23:00:00,283.9
2024-02-04 00:00:00,243.8
2024-02-04 01:00:00,232.9
2024-02-04 02:00:00,224.8
2024-02-04 03:00:00,220.9
2024-02-04 04:00:00,224.8
2024-02-04 05:00:00,237.9
