timestamp,sensor_id,temperature,humidity,pressure
2024-01-02 13:15:00,10,23.9,46.5,1012.5
2024-01-02 13:30:00,1,22.5,50.1,1013.6
2024-01-02 13:45:00,2,24.2,45.6,1011.9
2024-01-02 14:00:00,3,21.1,55.3,1014.9
2024-01-02 14:15:00,4,25.4,40.9,1010.5
2024-01-02 14:30:00,5,23.0,49.7,1013.4
2024-01-02 14:45:00,6,22.9,51.3,1014.2
2024-01-02 15:00:00,7,24.5,43.2,1011.6
2024-01-02 15:15:00,8,21.4,54.1,1014.7
2024-01-02 15:30:00,9,23.8,46.8,1012.6
2024-01-02 15:45:00,10,22.3,50.6,1013.8
2024-01-02 16:00:00,1,24.9,42.2,1011.3
2024-01-02 16:15:00,2,21.5,55.6,1015.0
2024-01-02 16:30:00,3,25.2,41.7,1010.7
2024-01-02 16:45:00,4,23.1,48.5,1013.2
2024-01-02 17:00:00,5,22.6,50.8,1013.7
2024-01-02 17:15:00,6,24.7,43.7,1011.8
2024-01-02 17:30:00,7,21.3,54.9,1014.8
2024-01-02 17:45:00,8,23.4,47.5,1012.7
2024-01-02 18:00:00,9,22.2,51.8,1014.0
2024-01-02 18:15:00,10,25.1,41.9,1011.1
2024-01-02 18:30:00,1,23.5,48.4,1013.3
2024-01-02 18:45:00,2,21.8,53.9,1014.8
2024-01-02 19:00:00,3,24.6,44.2,1011.5
2024-01-02 19:15:00,4,22.7,50.3,1013.8
2024-01-02 19:30:00,5,23.7,46.7,1012.4
2024-01-02 19:45:00,6,21.2,55.1,1015.1
2024-01-02 20:00:00,7,25.6,40.4,1010.6
2024-01-02 20:15:00,8,22.9,49.2,1013.5
2024-01-02 20:30:00,9,24.0,45.8,1012.0
2024-01-02 20:45:00,10,21.9,52.4,1014.4
