TXN00019012	processing	2024-01-12T13:25:32Z	290.50
TXN00019012	failed	2024-01-12T13:26:00Z	290.50
TXN00020123	initiated	2024-01-12T14:45:22Z	1500.00
TXN00020123	processing	2024-01-12T14:45:35Z	1500.00
TXN00020123	completed	2024-01-12T14:46:10Z	1500.00
TXN00021234	initiated	2024-01-12T16:10:15Z	385.99
TXN00021234	processing	2024-01-12T16:10:28Z	385.99
TXN00022345	initiated	2024-01-13T08:30:40Z	225.00
TXN00022345	processing	2024-01-13T08:30:55Z	225.00
TXN00022345	completed	2024-01-13T08:31:30Z	225.00
TXN00023456	initiated	2024-01-13T09:45:25Z	950.00
TXN00023456	completed	2024-01-13T09:45:30Z	950.00
TXN00023456	processing	2024-01-13T09:46:15Z	950.00
TXN00024567	initiated	2024-01-13T11:00:18Z	165.50
TXN00024567	processing	2024-01-13T11:00:32Z	165.50
TXN00024567	completed	2024-01-13T11:01:05Z	165.50
TXN00025678	initiated	2024-01-13T12:20:45Z	540.00
TXN00025678	processing	2024-01-13T12:21:00Z	540.00
TXN00025678	completed	2024-01-13T12:21:35Z	540.00
TXN00026789	initiated	2024-01-13T13:40:30Z	780.25
TXN00026789	processing	2024-01-13T13:40:45Z	780.25
TXN00026789	completed	2024-01-13T13:41:20Z	780.25
TXN00027890	initiated	2024-01-13T15:00:22Z	410.00
TXN00027890	processing	2024-01-13T15:00:35Z	410.00
TXN00028901	initiated	2024-01-14T08:15:40Z	335.50
TXN00028901	processing	2024-01-14T08:15:55Z	335.50
TXN00028901	completed	2024-01-14T08:16:30Z	335.50
TXN00029012	initiated	2024-01-14T09:30:25Z	890.00
TXN00029012	processing	2024-01-14T09:30:40Z	890.00
TXN00029012	completed	2024-01-14T09:31:15Z	890.00
TXN00030123	initiated	2024-01-14T10:45:18Z	255.75
TXN00030123	completed	2024-01-14T10:45:25Z	255.75
TXN00030123	processing	2024-01-14T10:46:10Z	255.75
TXN00031234	initiated	2024-01-14T12:00:30Z	1250.00
TXN00031234	processing	2024-01-14T12:00:45Z	1250.00
TXN00031234	completed	2024-01-14T12:01:20Z	1250.00
TXN00032345	initiated	2024-01-14T13:20:15Z	475.50
TXN00032345	processing	2024-01-14T13:20:30Z	475.50
TXN00032345	refunded	2024-01-14T13:25:00Z	475.50
TXN00033456	initiated	2024-01-14T14:40:22Z	620.00
TXN00033456	processing	2024-01-14T14:40:35Z	620.00
TXN00033456	completed	2024-01-14T14:41:10Z	620.00
TXN00034567	initiated	2024-01-14T16:00:40Z	145.25
TXN00034567	processing	2024-01-14T16:00:55Z	145.25
TXN00034567	completed	2024-01-14T16:01:30Z	145.25
TXN00035678	initiated	2024-01-15T08:10:25Z	805.00
TXN00035678	processing	2024-01-15T08:10:40Z	805.00
TXN00035678	completed	2024-01-15T08:11:15Z	805.00
TXN00036789	initiated	2024-01-15T09:25:30Z	370.99
TXN00036789	completed	2024-01-15T09:25:35Z	370.99
TXN00036789	processing	2024-01-15T09:26:20Z	370.99
TXN00037890	initiated	2024-01-15T10:40:18Z	925.00
TXN00037890	processing	2024-01-15T10:40:32Z	925.00
TXN00037890	completed	2024-01-15T10:41:05Z	925.00
TXN00038901	initiated	2024-01-15T12:00:45Z	210.50
TXN00038901	processing	2024-01-15T12:01:00Z	210.50
TXN00038901	failed	2024-01-15T12:01:35Z	210.50
TXN00039012	initiated	2024-01-15T13:20:22Z	1750.00
TXN00039012	processing	2024-01-15T13:20:35Z	1750.00
TXN00039012	completed	2024-01-15T13:21:10Z	1750.00
TXN00040123	initiated	2024-01-15T14:45:30Z	495.25
TXN00040123	processing	2024-01-15T14:45:45Z	495.25
TXN00040123	completed	2024-01-15T14:46:20Z	495.25
TXN00041234	initiated	2024-01-15T16:10:15Z	635.00
TXN00041234	processing	2024-01-15T16:10:30Z	635.00
TXN00042345	initiated	2024-01-16T08:20:40Z	280.75
TXN00042345	processing	2024-01-16T08:20:55Z	280.75
TXN00042345	completed	2024-01-16T08:21:30Z	280.75
TXN00043456	initiated	2024-01-16T09:40:25Z	1100.00
TXN00043456	completed	2024-01-16T09:40:30Z	1100.00
TXN00043456	processing	2024-01-16T09:41:15Z	1100.00
TXN00044567	initiated	2024-01-16T11:00:18Z	395.50
TXN00044567	processing	2024-01-16T11:00:32Z	395.50
TXN00044567	completed	2024-01-16T11:01:05Z	395.50
TXN00045678	initiated	2024-01-16T12:25:30Z	720.00
TXN00045678	processing	2024-01-16T12:25:45Z	720.00
TXN00045678	completed	2024-01-16T12:26:20Z	720.00
TXN00045678	initiated	2024-01-16T12:25:30Z	720.00
TXN00046789	initiated	2024-01-16T13:50:22Z	555.99
TXN00046789	processing	2024-01-16T13:50:35Z	555.99
TXN00046789	completed	2024-01-16T13:51:10Z	555.99
TXN00047890	initiated	2024-01-16T15:15:40Z	840.00
TXN00047890	processing	2024-01-16T15:15:55Z	840.00
TXN00048901	initiated	2024-01-17T08:30:25Z	315.25
TXN00048901	processing	2024-01-17T08:30:40Z	315.25
TXN00048901	completed	2024-01-17T08:31:15Z	315.25
TXN00049012	initiated	2024-01-17T09:50:30Z	1450.00
TXN00049012	processing	2024-01-17T09:50:45Z	1450.00
TXN00049012	completed	2024-01-17T09:51:20Z	1450.00
TXN00050123	initiated	2024-01-17T11:15:18Z	235.50
TXN00050123	completed	2024-01-17T11:15:25Z	235.50
TXN00050123	processing	2024-01-17T11:16:10Z	235.50
TXN00051234	initiated	2024-01-17T12:40:40Z	970.00
TXN00051234	processing	2024-01-17T12:40:55Z	970.00
TXN00051234	completed	2024-01-17T12:41:30Z	970.00
TXN00052345	initiated	2024-01-17T14:05:25Z	425.75
TXN00052345	processing	2024-01-17T14:05:40Z	425.75
TXN00052345	refunded	2024-01-17T14:10:00Z	425.75
TXN00053456	initiated	2024-01-17T15:30:30Z	685.00
TXN00053456	processing	2024-01-17T15:30:45Z	685.00
TXN00053456	completed	2024-01-17T15:31:20Z	685.00
TXN00054567	initiated	2024-01-18T08:15:22Z	190.50
TXN00054567	processing	2024-01-18T08:15:35Z	190.50
TXN00054567	completed	2024-01-18T08:16:10Z	190.50
TXN00055678	initiated	2024-01-18T09:35:40Z	1320.00
TXN00055678	processing	2024-01-18T09:35:55Z	1320.00
TXN00055678	completed	2024-01-18T09:36:30Z	1320.00
TXN00056789	initiated	2024-01-18T11:00:25Z	465.25
TXN00056789	completed	2024-01-18T11:00:30Z	465.25
TXN00056789	processing	2024-01-18T11:01:15Z	465.25
TXN00057890	initiated	2024-01-18T12:25:18Z	795.00
TXN00057890	processing	2024-01-18T12:25:32Z	795.00
TXN00057890	completed	2024-01-18T12:26:05Z	795.00
TXN00058901	initiated	2024-01-18T13:50:30Z	340.99
TXN00058901	processing	2024-01-18T13:50:45Z	340.99
TXN00058901	failed	2024-01-18T13:51:20Z	340.99
TXN00059012	initiated	2024-01-18T15:20:22Z	2100.00
TXN00059012	processing	2024-01-18T15:20:35Z	2100.00
TXN00059012	completed	2024-01-18T15:21:10Z	2100.00
TXN00060123	initiated	2024-01-18T16:45:40Z	515.50
TXN00060123	processing	2024-01-18T16:45:55Z	515.50
TXN00060123	completed	2024-01-18T16:46:30Z	515.50
TXN00061234	initiated	2024-01-19T08:10:25Z	660.00
TXN00061234	processing	2024-01-19T08:10:40Z	660.00
TXN00062345	initiated	2024-01-19T09:30:30Z	295.75
TXN00062345	processing	2024-01-19T09:30:45Z	295.75
TXN00062345	completed	2024-01-19T09:31:20Z	295.75
TXN00063456	initiated	2024-01-19T10:55:18Z	1225.00
TXN00063456	completed	2024-01-19T10:55:25Z	1225.00
TXN00063456	processing	2024-01-19T10:56:10Z	1225.00
TXN00064567	initiated	2024-01-19T12:20:40Z	415.50
TXN00064567	processing	2024-01-19T12:20:55Z	415.50
TXN00064567	completed	2024-01-19T12:21:30Z	415.50
TXN00065678	initiated	2024-01-19T13:45:25Z	755.00
TXN00065678	processing	2024-01-19T13:45:40Z	755.00
TXN00065678	completed	2024-01-19T13:46:15Z	755.00
TXN00066789	initiated	2024-01-19T15:10:30Z	580.99
TXN00066789	processing	2024-01-19T15:10:45Z	580.99
TXN00066789	completed	2024-01-19T15:11:20Z	580.99
TXN00067890	initiated	2024-01-19T16:35:22Z	865.00
TXN00067890	processing	2024-01-19T16:35:35Z
