customer_id,avg_order_value,purchase_frequency,days_since_last_purchase,product_diversity,session_duration,email_engagement
64,57.60,5.6,6,7,8.1,0.32
65,90.40,1.0,77,4,11.0,0.15
66,204.50,0.9,42,3,21.0,0.76
67,48.90,3.1,11,5,9.2,0.40
68,66.30,6.2,4,9,7.7,0.31
69,183.60,1.6,26,2,18.4,0.68
70,36.70,2.8,12,4,8.5,0.35
71,86.80,0.8,81,5,10.8,0.14
72,199.20,1.3,32,3,19.8,0.75
73,62.40,5.8,5,8,8.6,0.34
74,44.60,2.6,14,4,9.6,0.41
75,189.70,1.2,35,2,19.4,0.71
76,51.30,3.3,9,5,8.8,0.38
77,79.50,0.9,72,4,11.6,0.18
78,213.40,1.0,25,3,20.6,0.80
79,59.80,6.5,6,10,9.3,0.36
80,42.90,2.9,10,4,8.7,0.39
81,174.20,1.5,22,2,17.1,0.70
82,35.40,3.0,11,4,7.8,0.33
83,93.70,0.7,78,5,12.0,0.16
84,191.80,1.4,33,3,18.9,0.72
85,65.50,6.0,5,9,8.2,0.35
86,46.80,2.4,13,5,9.0,0.40
87,208.60,1.1,28,2,21.3,0.77
88,54.20,5.5,7,7,8.5,0.32
89,38.10,3.4,9,4,8.4,0.36
90,88.90,0.8,83,4,11.4,0.12
91,180.30,1.6,24,3,18.0,0.69
92,61.70,6.3,6,10,9.1,0.37
93,43.50,2.7,12,4,9.3,0.38
94,197.40,0.9,40,2,20.2,0.74
95,56.90,5.9,5,8,8.7,0.34
96,91.60,1.0,75,5,11.7,0.17
97,185.90,1.3,29,2,18.6,0.68
98,50.40,3.2,10,5,9.5,0.39
99,67.80,6.6,4,11,7.9,0.31
100,202.70,1.2,31,3,19.9,0.76
101,39.80,2.8,11,4,8.1,0.35
102,84.20,0.9,79,4,10.6,0.15
103,176.50,1.5,20,2,17.4,0.71
104,63.90,5.7,6,8,8.4,0.33
105,45.70,2.5,14,5,9.7,0.41
106,194.80,1.4,34,3,19.2,0.73
107,52.60,3.1,9,4,8.9,0.38
108,80.40,0.8,74,5,11.1,0.18
109,211.20,1.1,27,2,20.5,0.78
110,58.30,6.4,5,10,9.2,0.36
111,41.20,2.9,12,4,8.6,0.37
112,187.60,1.6,23,2,18.7,0.70
113,34.90,3.3,10,4,7.6,0.34
114,95.80,0.7,82,5,12.4,0.14
115,169.40,1.2,36,3,16.9,0.72
116,66.70,6.1,4,9,8.0,0.35
117,47.90,2.6,13,5,9.4,0.40
118,206.30,0.9,43,2,21.1,0.77
119,55.10,5.6,7,7,8.3,0.32
120,37.20,3.0,11,4,8.5,0.36
121,89.70,0.8,80,4,11.9,0.13
122,192.50,1.5,30,3,19.0,0.69
123,64.30,6.8,6,11,9.0,0.37
124,44.10,2.7,12,4,9.1,0.38
125,179.80,1.3,26,2,17.8,0.73
126,53.50,5.4,5,8,8.6,0.34
127,92.90,1.0,76,5,11.3,0.19
128,200.60,1.4,32,2,20.3,0.75
129,49.70,3.4,9,5,9.6,0.39
130,68.90,6.2,4,9,7.8,0.31
131,184.20,1.1,37,3,18.3,0.68
132,36.40,2.8,13,4,8.2,0.35
133,87.50,0.9,77,4,10.9,0.16
134,214.70,1.6,21,3,20.7,0.79
135,60.20,5.8,6,8,8.8,0.33
136,42.60,2.4,14,5,9.5,0.41
137,173.90,1.2,28,2,17.3,0.71
138,51.80,3.1,10,4,8.7,0.38
139,82.30,0.8,81,5,11.5,0.15
140,198.10,1.5,33,3,19.6,0.74
141,57.40,6.5,5,10,9.3,0.36
142,46.20,2.9,11,4,9.0,0.37
143,190.30,1.4,31,2,18.9,0.72
144,35.60,3.2,9,4,7.7,0.34
145,94.10,0.7,78,5,12.1,0.17
146,167.80,1.1,39,3,16.6,0.69
147,65.80,6.0,4,9,8.1,0.35
148,48.50,2.5,13,5,9.2,0.40
149,205.90,0.9,44,2,21.4,0.78
150,54.90,5.5,7,7,8.4,0.32
151,38.70,3.3,10,4,8.3,0.36
152,90.80,0.8,84,4,11.8,0.12
153,181.70,1.6,25,3,18.1,0.70
154,62.60,6.3,6,10,9.1,0.37
155,43.30,2.6,12,4,9.4,0.38
156,196.20,1.3,29,2,20.1,0.75
157,56.70,5.9,5,8,8.5,0.34
158,93.40,1.0,73,5,12.2,0.18
159,188.40,1.5,34,2,18.5,0.68
160,50.10,3.0,11,5,9.7,0.39
161,69.50,6.7,4,11,7.6,0.31
162,203.80,1.2,30,3,20.0,0.76
163,40.50,2.7,13,4,8.4,0.35
164,85.60,0.9,79,4,10.7,0.16
165,177.60,1.4,22,2,17.5,0.71
166,64.10,5.7,6,8,8.6,0.33
167,45.90,2.8,14,5,9.8,0.41
168,193.70,1.1,35,3,19.3,0.73
169,52.30,3.4,9,4,8.8,0.38
170,81.70,0.8,75,5,11.2,0.17
171,212.50,1.6,26,2,20.8,0.79
172,59.60,6.4,5,10,9.2,0.36
173,41.90,2.5,12,4,8.7,0.37
174,186.90,1.3,27,2,18.8,0.70
175,35.10,2.9,11,4,7.9,0.34
176,96.20,0.7,82,5,12.5,0.15
177,170.50,1.2,38,3,17.0,0.72
178,67.40,6.1,4,9,8.2,0.35
179,48.10,2.4,13,5,9.3,0.40
180,207.20,0.9,42,2,21.5,0.77
181,55.80,5.6,7,7,8.5,0.32
182,37.90,3.1,10,4,8.1,0.36
183,88.60,0.8,80,4,11.0,0.14
184,191.30,1.5,31,3,19.1,0.69
185,63.20,6.8,6,11,9.3,0.37
186,44.80,2.6,12,4,9.2,0.38
187,178.10,1.4,24,2,17.9,0.73
188,54.40,5.4,5,8,8.7,0.34
189,91.20,1.0,76,5,11.4,0.19
190,199.70,1.1,33,2,20.4,0.75
191,50.60,3.2,9,5,9.5,0.39
192,70.10,6.2,4,9,7.9,0.31
193,183.50,1.6,28,3,18.2,0.68
194,36.80,2.7,13,4,8.3,0.35
195,86.30,0.9,77,4,10.8,0.16
196,215.90,1.3,23,3,20.9,0.80
197,61.50,5.8,6,8,8.9,0.33
198,43.40,2.8,14,5,9.6,0.41
199,174.70,1.2,29,2,17.2,0.71
200,52.90,3.3,10,4,8.6,0.38
201,83.80,0.8,81,5,11.6,0.15
202,197.90,1.5,32,3,19.7,0.74
203,58.70,6.5,5,10,9.0,0.36
204,47.30,2.5,11,4,9.1,0.37
205,189.20,1.4,34,2,18.6,0.72
206,34.50,3.0,9,4,7.8,0.34
207,95.50,0.7,78,5,12.3,0.17
208,168.90,1.1,40,3,16.7,0.69
209,66.90,6.0,4,9,8.3,0.35
210,49.20,2.9,13,5,9.4,0.40
211,206.80,0.9,43,2,21.2,0.78
212,56.10,5.5,7,7,8.6,0.32
213,39.30,3.4,10,4,8.5,0.36
214,90.30,0.8,84,4,11.7,0.13
215,180.80,1.6,26,3,17.7,0.70
216,63.60,6.3,6,10,9.2,0.37
217,45.00,2.6,12,4,9.5,0.38
218,195.40,1.3,30,2,19.4,0.75
219,57.90,5.9,5,8,8.8,0.34
220,92.70,1.0,73,5,11.9,0.18
221,187.30,1.5,35,2,18.4,0.68
222,51.50,3.1,11,5,9.8,0.39
223,71.20,6.7,4,11,7.7,0.31
224,202.10,1.2,31,3,20.2,0.76
225,41.70,2.7,13,4,8.6,0.35
226,84.90,0.9,79,4,10.9,0.16
227,176.20,1.4,23,2,17.6,0.71
228,64.80,5.7,6,8,8.4,0.33
229,46.40,2.8,14,5,9.7,0.41
230,192.60,1.1,36,3,19.0,0.73
231,53.70,3.4,9,4,8.9,0.38
232,80.10,0.8,75,5,11.3,0.17
233,211.70,1.6,27,2,20.6,0.79
234,60.30,6.4,5,10,9.1,0.36
235,42.80,2.5,12,4,8.8,0.37
236,185.40,1.3,28,2,18.7,0.70
237,35.90,2.9,11,4,7.6,0.34
238,97.40,0.7,82,5,12.6,0.15
239,169.70,1.2,39,3,16.8,0.72
240,68.20,6.1,4,9,8.1,0.35
241,48.70,2.4,13,5,9.2,0.40
242,208.50,0.9,44,2,21.6,0.77
243,56.50,5.6,7,7,8.7,0.32
244,38.60,3.1,10,4,8.2,0.36
245,89.50,0.8,80,4,11.1,0.14
246,190.70,1.5,32,3,19.2,0.69
247,62.10,6.8,6,11,9.4,0.37
248,44.30,2.6,12,4,9.3,0.38
249,177.40,1.4,25,2,17.8,0.73
250,55.20,5.4,5,8,8.5,0.34
251,93.80,1.0,76,5,12.0,0.19
252,198.50,1.1,34,2,20.5,0.75
253,51.10,3.2,9,5,9.6,0.39
254,69.80,6.2,4,9,7.8,0.31
255,182.80,1.6,29,3,18.3,0.68
256,37.50,2.7,13,4,8.4,0.35
257,87.70,0.9,77,4,11.0,0.16
258,214.30,1.3,24,3,20.7,0.80
259,61.80,5.8,6,8,9.0,0.33
260,43.90,2.8,14,5,9.8,0.41
261,173.60,1.2,30,2,17.1,0.71
262,52.40,3.3,10,4,8.7,0.38
263,82.60,0.8,81,5,11.7,0.15
264,196.70,1.5,33,3,19.8,0.74
265,58.90,6.5,5,10,9.3,0.36
266,47.60,2.5,11,4,9.0,0.37
267,188.90,1.4,35,2,18.5,0.72
268,34.70,3.0,9,4,7.9,0.34
269,96.90,0.7,78,5,12.4,0.17
270,167.30,1.1,41,3,16.5,0.69
271,67.10,6.0,4,9,8.2,0.35
272,49.80,2.9,13,5,9.5,0.40
273,205.40,0.9,45,2,21.3,0.78
274,56.30,5.5,7,7,8.4,0.32
275,40.10,3.4,10,4,8.6,0.36
276,91.10,0.8,84,4,11.8,0.13
277,179.50,1.6,27,3,17.4,0.70
278,63.90,6.3,6,10,9.1,0.37
279,45.50,2.6,12,4,9.4,0.38
280,194.20,1.3,31,2,19.5,0.75
281,57.20,5.9,5,8,8.9,0.34
282,94.50,1.0,73,5,12.1,0.18
283,186.10,1.5,36,2,18.1,0.68
284,50.90,3.1,11,5,9.7,0.39
285,72.50,6.7,4,11,7.9,0.31
286,201.30,1.2,32,3,20.1,0.76
287,42.30,2.7,13,4,8.5,0.35
288,85.20,0.9,79,4,10.6,0.16
289,175.90,1.4,24,2,17.7,0.71
290,65.40,5.7,6,8,8.7,0.33
291,46.90,2.8,14,5,9.9,0.41
292,191.80,1.1,37,3,18.9,0.73
293,54.10,3.4,9,4,9.0,0.38
294,81.40,0.8,75,5,11.4,0.17
295,210.90,1.6,28,2,20.5,0.79
296,60.70,6.4,5,10,9.2,0.36
297,43.60,2.5,12,4,8.9,0.37
298,184.60,1.3,29,2,18.6,0.70
299,36.20,2.9,11,4,7.7,0.34
300,98.10,0.7,82,5,12.7,0.15
301,168.40,1.2,40,3,16.9,0.72
302,68.60,6.1,4,9,8.0,0.35
303,49.00,2.4,13,5,9.1,0.40
304,207.70,0.9,46,2,21.7,0.77
305,55.60,5.6,7,7,8.3,0.32
306,39.50,3.1,10,4,8.1,0.36
307,90.70,0.8,80,4,11.2,0.14
308,189.90,1.5,33,3,19.3,0.69
309,62.50,6.8,6,11,9.5,0.37
310,44.70,2.6,12,4,9.2,0.38
311,176.70,1.4,26,2,17.5,0.73
312,54.80,5.4,5,8,8.6,0.34
313,94.20,1.0,76,5,12.2,0.19
314,197.90,1.1,35,2,20.6,0.75
315,51.30,3.2,9,5,9.5,0.39
316,70.90,6.2,4,9,7.7,0.31
317,181.90,1.6,30,3,18.0,0.68
318,38.20,2.7,13,4,8.3,0.35
319,88.40,0.9,77,4,11.1,0.16
320,213.60,1.3,25,3,20.8,0.80
321,62.20,5.8,6,8,9.1,0.33
322,44.50,2.8,14,5,9.7,0.41
323,172.90,1.2,31,2,17.0,0.71
324,53.00,3.3,10,4,8.8,0.38
325,83.10,0.8,81,5,11.5,0.15
326,195.80,1.5,34,3,19.9,0.74
327,59.40,6.5,5,10,9.4,0.36
328,48.20,2.5,11,4,9.3,0.37
329,187.70,1.4,36,2,18.8,0.72
330,35.30,3.0,9,4,7.8,0.34
331,97.60,0.7,78,5,12.5,0.17
332,166.80,1.1,42,3,16.4,0.69
333,67.70,6.0,4,9,8.3,0.35
334,50.40,2.9,13,5,9.6,0.40
335,204.90,0.9,47,2,21.4,0.78
336,56.80,5.5,7,7,8.5,0.32
337,40.80,3.4,10,4,8.7,0.36
338,91.90,0.8,84,4,11.9,0.13
339,178.70,1.6,28,3,17.6,0.70
340,64.30,6.3,6,10,9.2,0.37
341,46.10,2.6,12,4,9.5,0.38
342,193.50,1.3,32,2,19.6,0.75
343,57.70,5.9,5,8,8.8,0.34
344,95.30,1.0,73,5,12.3,0.18
345,185.30,1.5,37,2,18.2,0.68
346,51.60,3.1,11,5,9.8,0.39
347,73.80,6.7,4,11,7.6,0.31
348,200.60,1.2,33,3,20.3,0.76
349,42.90,2.7,13,4,8.4,0.35
350,86.00,0.9,79,4,10.7,0.16
351,175.40,1.4,25,2,17.3,0.71
352,66.20,5.7,6,8,8.5,0.33
353,47.50,2.8,14,5,9.8,0.41
354,191.10,1.1,38,3,18.7,0.73
355,54.60,3.4,9,4,8.9,0.38
356,82.70,0.8,75,5,11.6,0.17
357,210.20,1.6,29,2,20.4,0.79
358,61.10,6.4,5,10,9.3,0.36
359,44.10,2.5,12,4,8.6,0.37
360,183.80,1.3,30,2,18.4,0.70
361,36.90,2.9,11,4,7.9,0.34
362,99.30,0.7,82,5,12.8,0.15
363,167.60,1.2,41,3,16.6,0.72
364,69.40,6.1,4,9,8.1,0.35
365,49.60,2.4,13,5,9.0,0.40
366,206.90,0.9,48,2,21.8,0.77
367,56.00,5.6,7,7,8.6,0.32
368,40.40,3.1,10,4,8.2,0.36
369,92.60,0.8,80,4,11.3,0.14
370,188.40,1.5,34,3,19.4,0.69
371,63.10,6.8,6,11,9.6,0.37
372,45.30,2.6,12,4,9.4,0.38
373,175.90,1.4,27,2,17.4,0.73
374,55.40,5.4,5,8,8.7,0.34
375,95.00,1.0,76,5,12.4,0.19
376,197.20,1.1,36,2,20.7,0.75
377,51.90,3.2,9,5,9.7,0.39
378,71.60,6.2,4,9,7.8,0.31
379,181.10,1.6,31,3,18.1,0.68
380,38.90,2.7,13,4,8.5,0.35
381,89.20,0.9,77,4,10.8,0.16
382,212.80,1.3,26,3,20.9,0.80
383,62.80,5.8,6,8,9.2,0.33
384,45.20,2.8,14,5,9.6,0.41
385,172.20,1.2,32,2,16.8,0.71
386,53.50,3.3,10,4,8.7,0.38
387,83.90,0.8,81,5,11.8,0.15
388,195.10,1.5,35,3,20.0,0.74
389,60.00,6.5,5,10,9.5,0.36
390,48.90,2.5,11,4,9.1,0.37
391,186.90,1.4,37,2,18.9,0.72
392,35.60,3.0,9,4,7.7,0.34
393,98.40,0.7,78,5,12.6,0.17
394,165.90,1.1,43,3,16.3,0.69
395,68.30,6.0,4,9,8.4,0.35
396,51.00,2.9,13,5,9.7,0.40
397,204.20,0.9,49,2,21.5,0.78
398,57.30,5.5,7,7,8.4,0.32
399,41.50,3.4,10,4,8.8,0.36
400,92.80,0.8,84,4,12.0,0.13
401,177.90,1.6,29,3,17.7,0.70
402,64.90,6.3,6,10,9.3,0.37
403,46.70,2.6,12,4,9.6,0.38
404,192.70,1.3,33,2,19.7,0.75
405,58.20,5.9,5,8,9.0,0.34
406,96.10,1.0,73,5,12.5,0.18
407,184.50,1.5,38,2,18.3,0.68
408,52.20,3.1,11,5,9.9,0.39
409,74.90,6.7,4,11,7.7,0.31
410,199.80,1.2,34,3,20.4,0.76
411,43.60,2.7,13,4,8.3,0.35
412,86.70,0.9,79,4,10.9,0.16
413,174.70,1.4,26,2,17.2,0.71
414,66.80,5.7,6,8,8.6,0.33
415,48.30,2.8,14,5,9.9,0.41
416,190.30,1.1,39,3,18.8,0.73
417,55.10,3.4,9,4,9.1,0.38
418,84.40,0.8,75,5,11.7,0.17
419,209.50,1.6,30,2,20.3,0.79
420,61.60,6.4,5,10,9.4,0.36
421,44.80,2.5,12,4,8.7,0.37
422,182.90,1.3,31,2,18.5,0.70
423,37.60,2.9,11,4,7.6,0.34
424,100.50,0.7,82,5,12.9,0.15
425,166.70,1.2,42,3,16.5,0.72
426,70.10,6.1,4,9,8.2,0.35
427,50.20,2.4,13,5,9.2,0.40
428,206.10,0.9,50,2,21.9,0.77
429,56.70,5.6,7,7,8.7,0.32
430,41.20,3.1,10,4,8.3,0.36
431,93.50,0.8,80,4,11.4,0.14
432,187.60,1.5,35,3,19.5,0.69
433,63.70,6.8,6,11,9.7,0.37
434,46.00,2.6,12,4,9.5,0.38
435,175.20,1.4,28,2,17.6,0.73
436,55.90,5.4,5,8,8.8,0.34
437,95.80,1.0,76,5,12.6,0.19
438,196.40,1.1,37,2,20.8,0.75
439,52.50,3.2,9,5,9.6,0.39
440,72.30,6.2,4,9,7.9,0.31
441,180.40,1.6,32,3,17.9,0.68
442,39.60,2.7,13,4,8.6,0.35
443,90.00,0.9,77,4,11.0,0.16
444,212.00,1.3,27,3,21.0,0.80
445,63.40,5.8,6,8,9.3,0.33
446,45.90,2.8,14,5,9.8,0.41
447,171.50,1.2,33,2,16.7,0.71
448,54.10,3.3,10,4,8.9,0.38
449,84.60,0.8,81,5,11.9,0.15
450,194.30,1.5,36,3,20.1,0.74
451,60.50,6.5,5,10,9.6,0.36
452,49.50,2.5,11,4,9.4,0.37
453,186.00,1.4,38,2,19.0,0.72
454,36.30,3.0,9,4,7.8,0.34
455,99.10,0.7,78,5,12.7,0.17
456,165.00,1.1,44,3,16.2,0.69
457,69.00,6.0,4,9,8.5,0.35
458,51.70,2.9,13,5,9.8,0.40
459,203.40,0.9,51,2,21.6,0.78
460,57.90,5.5,7,7,8.5,0.32
461,42.20,3.4,10,4,8.9,0.36
462,93.70,0.8,84,4,12.1,0.13
463,177.10,1.6,30,3,17.8,0.70
464,65.50,6.3,6,10,9.4,0.37
465,47.40,2.6,12,4,9.7,0.38
466,191.90,1.3,34,2,19.8,0.75
467,58.80,5.9,5,8,9.1,0.34
468,96.90,1.0,73,5,12.7,0.18
469,183.70,1.5,39,2,18.4,0.68
470,52.80,3.1,11,5,10.0,0.39
471,76.00,6.7,4,11,7.8,0.31
472,199.00,1.2,35,3,20.5,0.76
473,44.30,2.7,13,4,8.4,0.35
474,87.50,0.9,79,4,11.1,0.16
475,173.90,1.4,27,2,17.1,0.71
476,67.40,5.7,6,8,8.7,0.33
477,49.10,2.8,14,5,10.0,0.41
478,189.50,1.1,40,3,18.9,0.73
479,55.70,3.4,9,4,9.2,0.38
480,85.20,0.8,75,5,11.8,0.17
481,208.70,1.6,31,2,20.2,0.79
482,62.20,6.4,5,10,9.5,0.36
483,45.60,2.5,12,4,8.8,0.37
484,182.10,1.3,32,2,18.6,0.70
485,38.30,2.9,11,4,7.7,0.34
486,101.70,0.7,82,5,13.0,0.15
487,165.80,1.2,43,3,16.4,0.72
488,70.80,6.1,4,9,8.3,0.35
489,50.90,2.4,13,5,9.3,0.40
490,205.30,0.9,52,2,22.0,0.77
491,57.40,5.6,7,7,8.8,0.32
492,41.90,3.1,10,4,8.4,0.36
493,94.30,0.8,80,4,11.5,0.14
494,186.80,1.5,36,3,19.6,0.69
495,64.20,6.8,6,11,9.8,0.37
496,46.70,2.6,12,4,9.6,0.38
497,174.50,1.4,29,2,17.5,0.73
498,56.50,5.4,5,8,8.9,0.34
499,96.60,1.0,76,5,12.8,0.19
500,195.60,1.1,38,2,20.9,0.75
501,53.10,3.2,9,5,9.8,0.39
502,73.00,6.2,4,9,8.0,0.31
503,179.60,1.6,33,3,17.7,0.68
504,40.30,2.7,13,4,8.7,0.35
505,90.70,0.9,77,4,11.2,0.16
506,211.20,1.3,28,3,21.1,0.80
507,64.00,5.8,6,8,9.4,0.33
508,46.60,2.8,14,5,9.9,0.41
509,170.80,1.2,34,2,16.6,0.71
510,54.60,3.3,10,4,9.0,0.38
511,85.40,0.8,81,5,12.0,0.15
512,193.50,1.5,37,3,20.2,0.74
513,61.10,6.5,5,10,9.7,0.36
514,50.20,2.5,11,4,9.5,0.37
515,185.20,1.4,39,2,19.1,0.72
516,37.00,3.0,9,4,7.9,0.34
517,99.90,0.7,78,5,12.8,0.17
518,164.20,1.1,45,3,16.1,0.69
519,69.70,6.0,4,9,8.6,0.35
520,52.40,2.9,13,5,9.9,0.40
521,202.60,0.9,53,2,21.7,0.78
522,58.50,5.5,7,7,8.6,0.32
523,42.90,3.4,10,4,9.0,0.36
524,94.50,0.8,84,4,12.2,0.13
525,176.30,1.6,31,3,17.4,0.70
526,66.10,6.3,6,10,9.5,0.37
527,48.10,2.6,12,4,9.8,0.38
528,191.10,1.3,35,2,19.9,0.75
529,59.40,5.9,5,8,9.2,0.34
530,97.70,1.0,73,5,12.9,0.18
531,182.90,1.5,40,2,18.5,0.68
532,53.50,3.1,11,5,10.1,0.39
533,77.10,6.7,4,11,7.9,0.31
534,198.20,1.2,36,3,20.6,0.76
535,45.00,2.7,13,4,8.5,0.35
536,88.20,0.9,79,4,11.3,0.16
537,173.10,1.4,28,2,17.0,0.71
538,68.00,5.7,6,8,8.8,0.33
539,49.80,2.8,14,5,10.1,0.41
540,188.70,1.1,41,3,19.0,0.73
541,56.30,3.4,9,4,9.3,0.38
542,85.90,0.8,75,5,11.9,0.17
543,207.90,1.6,32,2,20.1,0.79
544,62.80,6.4,5,10,9.6,0.36
545,46.30,2.5,12,4,8.9,0.37
546,181.30,1.3,33,2,18.7,0.70
547,39.00,2.9,11,4,7.8,0.34
548,102.90,0.7,82,5,13.1,0.15
549,164.90,1.2,44,3,16.3,0.72
550,71.50,6.1,4,9,8.4,0.35
551,51.60,2.4,13,5,9.4,0.40
552,204.50,0.9,54,2,22.1,0.77
553,58.10,5.6,7,7,8.9,0.32
554,42.60,3.1,10,4,8.5,0.36
555,95.10,0.8,80,4,11.6,0.14
556,186.00,1.5,37,3,19.7,0.69
557,64.80,6.8,6,11,9.9,0.37
558,47.40,2.6,12,4,9.7,0.38
559,173.70,1.4,30,2,17.4,0.73
560,57.10,5.4,5,8,9.0,0.34
561,97.40,1.0,76,5,13.0,0.19
562,194.80,1.1,39,2,21.0,0.75
563,53.70,3.2,9,5,9.9,0.39
564,73.70,6.2,4,9,8.1,0.31
565,178.80,1.6,34,3,17.6,0.68
566,41.00,2.7,13,4,8.8,0.35
567,91.50,0.9,77,4,11.4,0.16
568,210.40,1.3,29,3,21.2,0.80
569,64.60,5.8,6,8,9.5,0.33
570,47.30,2.8,14,5,10.0,0.41
571,170.00,1.2,35,2,16.5,0.71
572,55.20,3.3,10,4,9.1,0.38
573,86.10,0.8,81,5,12.1,0.15
574,192.70,1.5,38,3,20.3,0.74
575,61.70,6.5,5,10,9.8,0.36
576,50.90,2.5,11,4,9.6,0.37
577,184.40,1.4,40,2,19.2,0.72
578,37.70,3.0,9,4,8.0,0.34
579,100.70,0.7,78,5,12.9,0.17
580,163.40,1.1,46,3,16.0,0.69
581,70.40,6.0,4,9,8.7,0.35
582,53.10,2.9,13,5,10.0,0.40
583,201.80,0.9,55,2,21.8,0.78
584,59.10,5.5,7,7,8.7,0.32
585,43.60,3.4,10,4,9.1,0.36
586,95.20,0.8,84,4,12.3,0.13
587,175.50,1.6,32,3,17.3,0.70
588,66.70,6.3,6,10,9.6,0.37
589,48.80,2.6,12,4,9.9,0.38
590,190.30,1.3,36,2,20.0,0.75
591,60.00,5.9,5,8,9.3,0.34
592,98.50,1.0,73,5,13.1,0.18
593,182.10,1.5,41,2,18.6,0.68
594,54.20,3.1,11,5,10.2,0.39
595,78.20,6.7,4,11,8.0,0.31
596,197.40,1.2,37,3,20.7,0.76
597,45.70,2.7,13,4,8.6,0.35
598,89.00,0.9,79,4,11.5,0.16
599,172.30,1.4,29,2,16.9,0.71
600,68.60,5.7,6,8,8.9,0.33
601,50.50,2.8,14,5,10.2,0.41
602,187.90,1.1,42,3,19.1,0.73
603,56.90,3.4,9,4,9.4,0.38
604,86.70,0.8,75,5,12.0,0.17
605,207.10,1.6,33,2,20.0,0.79
606,63.40,6.4,5,10,9.7,0.36
607,47.00,2.5,12,4,9.0,0.37
608,180.50,1.3,34,2,18.8,0.70
609,39.70,2.9,11,4,7.9,0.34
610,104.10,0.7,82,5,13.2,0.15
611,164.00,1.2,45,3,16.2,0.72
612,72.20,6.1,4,9,8.5,0.35
613,52.30,2.4,13,5,9.5,0.40
614,203.70,0.9,56,2,22.2,0.77
615,58.70,5.6,7,7,9.0,0.32
616,43.30,3.1,10,4,8.6,0.36
617,95.90,0.8,80,4,11.7,0.14
618,185.20,1.5,38,3,19.8,0.69
619,65.40,6.8,6,11,10.0,0.37
620,48.10,2.6,12,4,9.8,0.38
621,172.90,1.4,31,2,17.3,0.73
622,57.70,5.4,5,8,9.1,0.34
623,98.20,1.0,76,5,13.2,0.19
624,194.00,1.1,40,2,21.1,0.75
625,54.40,3.2,9,5,10.0,0.39
626,74.40,6.2,4,9,8.2,0.31
627,178.00,1.6,35,3,17.5,0.68
628,41.70,2.7,13,4,8.9,0.35
629,92.20,0.9,77,4,11.6,0.16
630,209.60,1.3,30,3,21.3,0.80
631,65.20,5.8,6,8,9.6,0.33
