customer_id,transaction_id,amount,transaction_date,product_category
1276,10291,345.67,2023-11-03,Books
1277,10292,789.99,2023-11-04,Sports
1278,10293,234.56,2023-11-05,Home
1279,10294,1200.00,2023-11-06,Electronics
1280,10295,567.80,2023-11-07,Clothing
1281,10296,123.45,2023-11-08,Books
1282,10297,890.00,2023-11-09,Sports
1283,10298,456.78,2023-11-10,Home
1284,10299,234.50,2023-11-11,Electronics
1285,10300,1500.00,2023-11-12,Clothing
1286,10301,789.99,2023-11-13,Books
1287,10302,123.00,2023-11-14,Sports
1288,10303,567.89,2023-11-15,Home
1289,10304,345.67,2023-11-16,Electronics
1290,10305,890.00,2023-11-17,Clothing
1291,10306,234.56,2023-11-18,Books
1292,10307,1200.00,2023-11-19,Sports
1001,10308,567.80,2023-11-20,Home
1293,10309,123.45,2023-11-21,Electronics
1294,10310,890.00,2023-11-22,Clothing
1295,10311,456.78,2023-11-23,Books
1296,10312,234.50,2023-11-24,Sports
1297,10313,789.99,2023-11-25,Home
1298,10314,345.67,2023-11-26,Electronics
1299,10315,1500.00,2023-11-27,Clothing
1300,10316,234.56,2023-11-28,Books
1301,10317,890.00,2023-11-29,Sports
1302,10318,123.00,2023-11-30,Home
1303,10319,567.89,2023-12-01,Electronics
1304,10320,3800.00,2023-12-02,Clothing
1305,10321,345.67,2023-12-03,Books
1306,10322,789.99,2023-12-04,Sports
1307,10323,234.56,2023-12-05,Home
1308,10324,1200.00,2023-12-06,Electronics
1309,10325,567.80,2023-12-07,Clothing
1310,10326,123.45,2023-12-08,Books
1311,10327,890.00,2023-12-09,Sports
1312,10328,456.78,2023-12-10,Home
1313,10329,234.50,2023-12-11,Electronics
1314,10330,1500.00,2023-12-12,Clothing
1315,10331,789.99,2023-12-13,Books
1316,10332,123.00,2023-12-14,Sports
1317,10333,567.89,2023-12-15,Home
1318,10334,345.67,2023-12-16,Electronics
1319,10335,890.00,2023-12-17,Clothing
1320,10336,234.56,2023-12-18,Books
1321,10337,1200.00,2023-12-19,Sports
1322,10338,567.80,2023-12-20,Home
1323,10339,123.45,2023-12-21,Electronics
1324,10340,890.00,2023-12-22,Clothing
1325,10341,456.78,2023-12-23,Books
1326,10342,234.50,2023-12-24,Sports
1327,10343,789.99,2023-12-25,Home
1328,10344,345.67,2023-12-26,Electronics
1329,10345,1500.00,2023-12-27,Clothing
1330,10346,234.56,2023-12-28,Books
1331,10347,890.00,2023-12-29,Sports
1332,10348,123.00,2023-12-30,Home
1333,10349,567.89,2023-12-31,Electronics
1025,10350,4000.00,2023-01-10,Clothing
1334,10351,345.67,2023-01-11,Books
1335,10352,789.99,2023-01-12,Sports
1336,10353,234.56,2023-01-13,Home
1337,10354,1200.00,2023-01-14,Electronics
1338,10355,567.80,2023-02-16,Clothing
1339,10356,123.45,2023-02-17,Books
1340,10357,890.00,2023-02-18,Sports
1341,10358,456.78,2023-03-21,Home
1342,10359,234.50,2023-03-22,Electronics
1343,10360,1500.00,2023-03-23,Clothing
1344,10361,789.99,2023-03-24,Books
1345,10362,123.00,2023-04-16,Sports
1346,10363,567.89,2023-04-17,Home
1347,10364,345.67,2023-04-18,Electronics
1348,10365,890.00,2023-05-17,Clothing
1349,10366,234.56,2023-05-18,Books
1350,10367,1200.00,2023-05-19,Sports
1351,10368,567.80,2023-06-19,Home
1352,10369,123.45,2023-06-20,Electronics
1353,10370,890.00,2023-06-21,Clothing
1354,10371,456.78,2023-07-18,Books
1355,10372,234.50,2023-07-19,Sports
1356,10373,789.99,2023-07-20,Home
1357,10374,345.67,2023-08-18,Electronics
1358,10375,1500.00,2023-08-19,Clothing
1359,10376,234.56,2023-08-20,Books
1360,10377,890.00,2023-09-17,Sports
1361,10378,123.00,2023-09-18,Home
1362,10379,567.89,2023-09-19,Electronics
1363,10380,345.67,2023-10-17,Clothing
1364,10381,789.99,2023-10-18,Books
1365,10382,234.56,2023-10-19,Sports
1366,10383,1200.00,2023-11-16,Home
1367,10384,567.80,2023-11-17,Electronics
1368,10385,123.45,2023-11-18,Clothing
1369,10386,890.00,2023-12-16,Books
1370,10387,456.78,2023-12-17,Sports
1371,10388,234.50,2023-12-18,Home
1372,10389,1500.00,2023-01-26,Electronics
1373,10390,789.99,2023-02-23,Clothing
1374,10391,123.00,2023-03-25,Books
1375,10392,567.89,2023-04-24,Sports
1376,10393,345.67,2023-05-25,Home
1377,10394,890.00,2023-06-26,Electronics
1378,10395,234.56,2023-07-26,Clothing
1379,10396,1200.00,2023-08-26,Books
1380,10397,567.80,2023-09-26,Sports
1381,10398,123.45,2023-10-26,Home
1382,10399,890.00,2023-11-26,Electronics
1383,10400,456.78,2023-12-26,Clothing
1004,10401,234.50,2023-03-05,Books
1384,10402,789.99,2023-04-05,Sports
1385,10403,345.67,2023-05-05,Home
1386,10404,1500.00,2023-06-05,Electronics
1387,10405,234.56,2023-07-05,Clothing
1388,10406,890.00,2023-08-05,Books
1389,10407,123.00,2023-09-05,Sports
1390,10408,567.89,2023-10-05,Home
1391,10409,345.67,2023-11-05,Electronics
1392,10410,1200.00,2023-12-05,Clothing
1393,10411,567.80,2023-01-17,Books
1394,10412,123.45,2023-02-14,Sports
1395,10413,890.00,2023-03-15,Home
1396,10414,456.78,2023-04-15,Electronics
1397,10415,234.50,2023-05-15,Clothing
1398,10416,789.99,2023-06-15,Books
1399,10417,345.67,2023-07-15,Sports
1400,10418,1500.00,2023-08-15,Home
1401,10419,234.56,2023-09-15,Electronics
1402,10420,890.00,2023-10-15,Clothing
1403,10421,123.00,2023-11-15,Books
1404,10422,567.89,2023-12-15,Sports
1405,10423,345.67,2023-02-25,Home
1406,10424,1200.00,2023-03-26,Electronics
1407,10425,567.80,2023-04-26,Clothing
1408,10426,123.45,2023-05-26,Books
1409,10427,890.00,2023-06-26,Sports
1410,10428,456.78,2023-07-26,Home
1411,10429,234.50,2023-08-26,Electronics
1412,10430,789.99,2023-09-26,Clothing
1413,10431,345.67,2023-10-26,Books
1414,10432,1500.00,2023-11-26,Sports
1415,10433,234.56,2023-12-26,Home
1416,10434,890.00,2023-01-28,Electronics
1417,10435,123.00,2023-02-28,Clothing
1418,10436,567.89,2023-03-28,Books
1419,10437,345.67,2023-04-28,Sports
1420,10438,1200.00,2023-05-28,Home
1421,10439,567.80,2023-06-28,Electronics
1422,10440,123.45,2023-07-28,Clothing
1423,10441,890.00,2023-08-28,Books
1424,10442,456.78,2023-09-28,Sports
1425,10443,234.50,2023-10-28,Home
1426,10444,789.99,2023-11-28,Electronics
1427,10445,345.67,2023-12-28,Clothing
1428,10446,1500.00,2023-02-11,Books
1429,10447,234.56,2023-03-11,Sports
1430,10448,890.00,2023-04-11,Home
1431,10449,123.00,2023-05-11,Electronics
1432,10450,567.89,2023-06-11,Clothing
1433,10451,345.67,2023-07-11,Books
1434,10452,1200.00,2023-08-11,Sports
1435,10453,567.80,2023-09-11,Home
1436,10454,123.45,2023-10-11,Electronics
1437,10455,890.00,2023-11-11,Clothing
1438,10456,456.78,2023-12-11,Books
1439,10457,234.50,2023-01-23,Sports
1440,10458,789.99,2023-02-23,Home
1441,10459,345.67,2023-03-23,Electronics
1442,10460,1500.00,2023-04-23,Clothing
1443,10461,234.56,2023-05-23,Books
1444,10462,890.00,2023-06-23,Sports
1445,10463,123.00,2023-07-23,Home
1446,10464,567.89,2023-08-23,Electronics
1447,10465,345.67,2023-09-23,Clothing
1448,10466,1200.00,2023-10-23,Books
1449,10467,567.80,2023-11-23,Sports
1450,10468,123.45,2023-12-23,Home
1018,10469,890.00,2023-04-14,Electronics
1451,10470,456.78,2023-05-14,Clothing
1452,10471,234.50,2023-06-14,Books
1453,10472,789.99,2023-07-14,Sports
1454,10473,345.67,2023-08-14,Home
1455,10474,1500.00,2023-09-14,Electronics
1456,10475,234.56,2023-10-14,Clothing
1457,10476,890.00,2023-11-14,Books
1458,10477,123.00,2023-12-14,Sports
1459,10478,567.89,2023-03-12,Home
1460,10479,345.67,2023-04-12,Electronics
1461,10480,1200.00,2023-05-12,Clothing
1462,10481,567.80,2023-06-12,Books
1463,10482,123.45,2023-07-12,Sports
1464,10483,890.00,2023-08-12,Home
1465,10484,456.78,2023-09-12,Electronics
1466,10485,234.50,2023-10-12,Clothing
1467,10486,789.99,2023-11-12,Books
1468,10487,345.67,2023-12-12,Sports
1469,10488,1500.00,2023-02-15,Home
1470,10489,234.56,2023-03-16,Electronics
1471,10490,890.00,2023-04-16,Clothing
1472,10491,123.00,2023-05-16,Books
1473,10492,567.89,2023-06-16,Sports
1474,10493,345.67,2023-07-16,Home
1475,10494,1200.00,2023-08-16,Electronics
1476,10495,567.80,2023-09-16,Clothing
1477,10496,123.45,2023-10-16,Books
1478,10497,890.00,2023-11-16,Sports
1479,10498,456.78,2023-12-16,Home
1480,10499,234.50,2023-01-29,Electronics
1481,10500,789.99,2023-02-26,Clothing
1482,10501,345.67,2023-03-27,Books
1483,10502,1500.00,2023-04-27,Sports
1484,10503,234.56,2023-05-27,Home
1485,10504,890.00,2023-06-27,Electronics
1486,10505,123.00,2023-07-27,Clothing
1487,10506,567.89,2023-08-27,Books
1488,10507,345.67,2023-09-27,Sports
1489,10508,1200.00,2023-10-27,Home
1490,10509,567.80,2023-11-27,Electronics
1491,10510,123.45,2023-12-27,Clothing
1492,10511,890.00,2023-01-30,Books
1493,10512,456.78,2023-02-27,Sports
1494,10513,234.50,2023-03-29,Home
1495,10514,789.99,2023-04-29,Electronics
1496,10515,345.67,2023-05-29,Clothing
1497,10516,1500.00,2023-06-29,Books
1498,10517,234.56,2023-07-29,Sports
1499,10518,890.00,2023-08-29,Home
1500,10519,123.00,2023-09-29,Electronics
1001,10520,567.89,2023-10-29,Clothing
1025,10521,345.67,2023-11-29,Books
1004,10522,1200.00,2023-12-29,Sports
1018,10523,567.80,2023-01-31,Home
1025,10524,123.45,2023-03-30,Electronics
1004,10525,890.00,2023-05-30,Clothing
1018,10526,456.78,2023-07-30,Books
1001,10527,234.50,2023-09-30,Sports
1025,10528,789.99,2023-11-30,Home
1004,10529,345.67,2023-01-16,Electronics
1018,10530,1500.00,2023-02-17,Clothing
1001,10531,234.56,2023-03-17,Books
1025,10532,890.00,2023-04-17,Sports
1004,10533,123.00,2023-05-17,Home
1018,10534,567.89,2023-06-17,Electronics
1001,10535,345.67,2023-07-17,Clothing
1025,10536,1200.00,2023-08-17,Books
1004,10537,567.80,2023-09-17,Sports
1018,10538,123.45,2023-10-17,Home
1001,10539,890.00,2023-11-17,Electronics
1025,10540,456.78,2023-12-17,Clothing
1004,10541,234.50,2023-02-18,Books
1018,10542,789.99,2023-03-18,Sports
1001,10543,345.67,2023-04-18,Home
1025,10544,1500.00,2023-05-18,Electronics
1004,10545,234.56,2023-06-18,Clothing
1018,10546,890.00,2023-07-18,Books
1001,10547,123.00,2023-08-18,Sports
1025,10548,567.89,2023-09-18,Home
1004,10549,345.67,2023-10-18,Electronics
1018,10550,1200.00,2023-11-18,Clothing
1001,10551,567.80,2023-12-18,Books
1025,10552,123.45,2023-01-19,Sports
1004,10553,890.00,2023-02-19,Home
1018,10554,456.78,2023-03-19,Electronics
1001,10555,234.50,2023-04-19,Clothing
1025,10556,789.99,2023-05-19,Books
1004,10557,345.67,2023-06-19,Sports
1018,10558,1500.00,2023-07-19,Home
1001,10559,234.56,2023-08-19,Electronics
1025,10560,890.00,2023-09-19,Clothing
1004,10561,123.00,2023-10-19,Books
1018,10562,567.89,2023-11-19,Sports
1001,10563,345.67,2023-12-19,Home
1025,10564,1200.00,2023-01-20,Electronics
1004,10565,567.80,2023-02-20,Clothing
1018,10566,123.45,2023-03-20,Books
1001,10567,890.00,2023-04-20,Sports
1025,10568,456.78,2023-05-20,Home
1004,10569,234.50,2023-06-20,Electronics
1018,10570,789.99,2023-07-20,Clothing
1001,10571,345.67,2023-08-20,Books
1025,10572,1500.00,2023-09-20,Sports
1004,10573,234.56,2023-10-20,Home
1018,10574,890.00,2023-11-20,Electronics
1001,10575,123.00,2023-12-20,Clothing
1025,10576,567.89,2023-01-21,Books
1004,10577,345.67,2023-02-21,Sports
1018,10578,1200.00,2023-03-21,Home
1001,10579,567.80,2023-04-21,Electronics
1025,10580,123.45,2023-05-21,Clothing
1004,10581,890.00,2023-06-21,Books
1018,10582,456.78,2023-07-21,Sports
1001,10583,234.50,2023-08-21,Home
1025,10584,789.99,2023-09-21,Electronics
1004,10585,345.67,2023-10-21,Clothing
1018,10586,1500.00,2023-11-21,Books
1001,10587,234.56,2023-12-21,Sports
1025,10588,890.00,2023-01-22,Home
1004,10589,123.00,2023-02-22,Electronics
1018,10590,567.89,2023-03-22,Clothing
1001,10591,345.67,2023-04-22,Books
1025,10592,1200.00,2023-05-22,Sports
1004,10593,567.80,2023-06-22,Home
1018,10594,123.45,2023-07-22,Electronics
1001,10595,890.00,2023-08-22,Clothing
1025,10596,456.78,2023-09-22,Books
1004,10597,234.50,2023-10-22,Sports
1018,10598,789.99,2023-11-22,Home
1001,10599,345.67,2023-12-22,Electronics
1025,10600,1500.00,2023-01-23,Clothing
1004,10601,234.56,2023-02-23,Books
1018,10602,890.00,2023-03-23,Sports
1100,10603,123.00,2023-04-23,Home
1187,10604,567.89,2023-05-23,Electronics
1216,10605,345.67,2023-06-23,Clothing
1245,10606,1200.00,2023-07-23,Books
1275,10607,567.80,2023-08-23,Sports
1304,10608,123.45,2023-09-23,Home
1129,10609,890.00,2023-10-23,Electronics
1158,10610,456.78,2023-11-23,Clothing
1100,10611,234.50,2023-12-23,Books
1187,10612,789.99,2023-01-24,Sports
1216,10613,345.67,2023-02-24,Home
1245,10614,1500.00,2023-03-24,Electronics
1275,10615,234.56,2023-04-24,Clothing
1304,10616,890.00,2023-05-24,Books
1129,10617,123.00,2023-06-24,Sports
1158,10618,567.89,2023-07-24,Home
1100,10619,345.67,2023-08-24,Electronics
1187,10620,1200.00,2023-09-24,Clothing
1216,10621,567.80,2023-10-24,Books
1245,10622,123.45,2023-11-24,Sports
1275,10623,890.00,2023-12-24,Home
1304,10624,456.78,2023-01-25,Electronics
1129,10625,234.50,2023-02-25,Clothing
1158,10626,789.99,2023-03-25,Books
1100,10627,345.67,2023-04-25,Sports
1187,10628,1500.00,2023-05-25,Home
1216,10629,234.56,2023-06-25,Electronics
1245,10630,890.00,2023-07-25,Clothing
1275,10631,123.00,2023-08-25,Books
1304,10632,567.89,2023-09-25,Sports
1129,10633,345.67,2023-10-25,Home
1158,10634,1200.00,2023-11-25,Electronics
1100,10635,567.80,2023-12-25,Clothing
1187,10636,123.45,2023-01-26,Books
1216,10637,890.00,2023-02-26,Sports
1245,10638,456.78,2023-03-26,Home
1275,10639,234.50,2023-04-26,Electronics
1304,10640,789.99,2023-05-26,Clothing
1129,10641,345.67,2023-06-26,Books
1158,10642,1500.00,2023-07-26,Sports
1100,10643,234.56,2023-08-26,Home
1187,10644,890.00,2023-09-26,Electronics
1216,10645,123.00,2023-10-26,Clothing
1245,10646,567.89,2023-11-26,Books
1275,10647,345.67,2023-12-26,Sports
1304,10648,1200.00,2023-01-27,Home
1129,10649,567.80,2023-02-27,Electronics
1158,10650,123.45,2023-03-27,Clothing
1035,10651,890.00,2023-04-27,Books
1053,10652,456.78,2023-05-27,Sports
1067,10653,234.50,2023-06-27,Home
1081,10654,789.99,2023-07-27,Electronics
1095,10655,345.67,2023-08-27,Clothing
1124,10656,1500.00,2023-09-27,Books
1153,10657,234.56,2023-10-27,Sports
1168,10658,890.00,2023-11-27,Home
