1609459290500,AMZN,3249.50
1609459292700,GOOGL,1758.60
1609459294950,AAPL,133.45
1609459297250,MSFT,224.70
1609459299600,TSLA,719.50
1609459302000,AMZN,3248.75
1609459304500,GOOGL,1758.40
1609459307050,AAPL,133.50
1609459309650,MSFT,224.80
1609459312300,TSLA,719.00
1609459315000,AMZN,3248.00
1609459317750,GOOGL,1758.20
1609459320550,AAPL,133.55
1609459323400,MSFT,224.90
1609459326300,TSLA,718.50
1609459329250,AMZN,3247.25
1609459332250,GOOGL,1758.00
1609459335300,AAPL,133.60
1609459338400,MSFT,225.00
1609459341550,TSLA,718.00
1609459344750,AMZN,3246.50
1609459348000,GOOGL,1757.80
1609459351300,AAPL,133.65
1609459354650,MSFT,224.95
1609459358050,TSLA,717.50
1609459361500,AMZN,3245.75
1609459365000,GOOGL,1757.60
1609459368550,AAPL,133.70
1609459372150,MSFT,224.85
1609459375800,TSLA,717.00
1609459379500,AMZN,3245.00
1609459383250,GOOGL,1757.40
1609459387050,AAPL,133.75
1609459390900,MSFT,224.75
1609459394800,TSLA,716.50
1609459398750,AMZN,3244.25
1609459402750,GOOGL,1757.20
1609459406800,AAPL,133.80
1609459410900,MSFT,224.65
1609459415050,TSLA,716.00
1609459419250,AMZN,3243.50
1609459423500,GOOGL,1757.00
1609459427800,AAPL,133.85
1609459432150,MSFT,224.55
1609459436550,TSLA,715.50
1609459441000,AMZN,3242.75
1609459445500,GOOGL,1756.80
1609459450050,AAPL,133.90
1609459454650,MSFT,224.45
1609459459300,TSLA,715.00
1609459464000,AMZN,3242.00
1609459468750,GOOGL,1756.60
1609459473550,AAPL,133.95
1609459478400,MSFT,224.35
1609459483300,TSLA,714.50
1609459488250,AMZN,3241.25
1609459493250,GOOGL,1756.40
1609459498300,AAPL,134.00
1609459503400,MSFT,224.25
1609459508550,TSLA,714.00
1609459513750,AMZN,3240.50
1609459519000,GOOGL,1756.20
1609459524300,AAPL,134.05
1609459529650,MSFT,224.15
1609459535050,TSLA,713.50
1609459540500,AMZN,3239.75
1609459546000,GOOGL,1756.00
