Timestamp,EventID,Username,SourceIP,LogonType
2024-01-15 10:23:12,4625,administrator,203.0.113.45,3
2024-01-15 10:23:20,4625,administrator,203.0.113.45,3
2024-01-15 10:23:28,4625,administrator,203.0.113.45,3
2024-01-15 10:23:36,4625,administrator,203.0.113.45,3
2024-01-15 10:23:44,4625,administrator,203.0.113.45,3
2024-01-15 10:23:52,4625,administrator,203.0.113.45,3
2024-01-15 11:10:18,4624,dbadmin,192.168.1.75,2
2024-01-15 11:45:25,4624,backup_user,192.168.1.100,3
2024-01-15 12:15:33,4625,administrator,203.0.113.45,3
2024-01-15 12:15:41,4625,administrator,203.0.113.45,3
2024-01-15 12:15:49,4625,administrator,203.0.113.45,3
2024-01-15 12:15:57,4625,administrator,203.0.113.45,3
2024-01-15 12:16:05,4625,administrator,203.0.113.45,3
2024-01-15 12:16:13,4625,administrator,203.0.113.45,3
2024-01-15 12:16:21,4625,administrator,203.0.113.45,3
2024-01-15 12:16:29,4625,administrator,203.0.113.45,3
2024-01-15 12:16:37,4625,administrator,203.0.113.45,3
2024-01-15 12:16:45,4625,administrator,203.0.113.45,3
2024-01-15 12:45:08,4624,webadmin,192.168.1.82,2
2024-01-15 13:05:50,4624,jsmith,192.168.1.50,2
2024-01-15 13:30:15,4740,administrator,203.0.113.45,3
2024-01-15 14:10:22,4625,administrator,203.0.113.45,3
2024-01-15 14:10:30,4625,administrator,203.0.113.45,3
2024-01-15 14:10:38,4625,administrator,203.0.113.45,3
2024-01-15 14:10:46,4625,administrator,203.0.113.45,3
2024-01-15 14:10:54,4625,administrator,203.0.113.45,3
2024-01-15 14:11:02,4625,administrator,203.0.113.45,3
2024-01-15 14:11:10,4625,administrator,203.0.113.45,3
2024-01-15 14:11:18,4625,administrator,203.0.113.45,3
2024-01-15 14:11:26,4625,administrator,203.0.113.45,3
2024-01-15 14:11:34,4625,administrator,203.0.113.45,3
2024-01-15 14:22:55,4624,administrator,203.0.113.45,3
2024-01-15 14:45:30,4624,dbadmin,192.168.1.75,2
2024-01-15 15:10:15,4624,backup_user,192.168.1.100,3
2024-01-15 15:35:42,4624,webadmin,192.168.1.82,2
2024-01-15 16:05:18,4624,jsmith,192.168.1.50,2
2024-01-15 16:30:55,4625,dbadmin,192.168.1.88,2
2024-01-15 17:15:20,4624,dbadmin,192.168.1.75,2
2024-01-15 18:10:45,4624,webadmin,192.168.1.82,2
2024-01-15 18:45:33,4624,backup_user,192.168.1.100,3
2024-01-15 19:20:10,4624,jsmith,192.168.1.50,2
2024-01-15 20:05:28,4624,dbadmin,192.168.1.75,2
2024-01-15 20:40:15,4625,webadmin,192.168.1.90,2
2024-01-15 21:15:50,4624,webadmin,192.168.1.82,2
2024-01-15 22:10:35,4624,backup_user,192.168.1.100,3
2024-01-15 23:05:42,4624,jsmith,192.168.1.50,2
2024-01-16 00:15:18,4624,dbadmin,192.168.1.75,2
2024-01-16 01:10:25,4624,webadmin,192.168.1.82,2
2024-01-16 02:05:40,4624,backup_user,192.168.1.100,3
2024-01-16 03:15:55,4624,jsmith,192.168.1.50,2
2024-01-16 04:20:30,4624,dbadmin,192.168.1.75,2
2024-01-16 05:10:15,4624,webadmin,192.168.1.82,2
2024-01-16 06:05:48,4624,backup_user,192.168.1.100,3
2024-01-16 07:15:22,4624,jsmith,192.168.1.50,2
2024-01-16 08:10:35,4624,dbadmin,192.168.1.75,2
2024-01-16 09:05:50,4624,webadmin,192.168.1.82,2
2024-01-16 10:15:40,4624,backup_user,192.168.1.100,3
2024-01-16 11:20:18,4624,jsmith,192.168.1.50,2
2024-01-16 12:10:55,4624,dbadmin,192.168.1.75,2
2024-01-16 13:05:30,4624,webadmin,192.168.1.82,2
2024-01-16 14:15:45,4624,backup_user,192.168.1.100,3
2024-01-16 15:10:20,4624,jsmith,192.168.1.50,2
2024-01-16 16:05:38,4624,dbadmin,192.168.1.75,2
2024-01-16 17:15:50,4624,webadmin,192.168.1.82,2
2024-01-16 18:10:25,4624,backup_user,192.168.1.100,3
2024-01-16 19:05:42,4624,jsmith,192.168.1.50,2
2024-01-16 20:15:18,4624,dbadmin,192.168.1.75,2
2024-01-16 21:10:55,4624,webadmin,192.168.1.82,2
2024-01-16 22:05:30,4624,backup_user,192.168.1.100,3
2024-01-16 23:15:45,4624,jsmith,192.168.1.50,2
