timestamp,operation,key,server_id
1609459585,SET,session:n4o5p6,server-2
1609459589,GET,product:50013,server-3
1609459592,SET,cart:hij789,server-3
1609459596,GET,session:n4o5p6,server-2
1609459600,SET,user:10015,server-3
1609459603,GET,cart:hij789,server-3
1609459607,SET,product:50014,server-2
1609459611,GET,user:10015,server-3
1609459614,SET,session:o5p6q7,server-3
1609459618,GET,product:50014,server-2
1609459622,SET,cart:klm012,server-2
1609459625,GET,session:o5p6q7,server-3
1609459629,SET,user:10016,server-2
1609459633,GET,cart:klm012,server-2
1609459636,GET,user:10001,server-2
1609459640,GET,product:50001,server-2
1609459644,GET,session:a1b2c3,server-2
1609459647,SET,user:10017,server-3
1609459651,GET,user:10016,server-2
1609459655,SET,product:50015,server-3
1609459658,GET,user:10017,server-3
1609459662,SET,session:p6q7r8,server-2
1609459666,GET,product:50015,server-3
1609459669,SET,cart:nop345,server-3
1609459673,GET,session:p6q7r8,server-2
1609459677,SET,user:10018,server-3
1609459680,GET,cart:nop345,server-3
1609459684,SET,product:50016,server-2
1609459688,GET,user:10018,server-3
1609459691,SET,session:q7r8s9,server-3
1609459695,GET,product:50016,server-2
1609459699,SET,cart:qrs678,server-2
1609459702,GET,session:q7r8s9,server-3
1609459706,SET,user:10019,server-2
1609459710,GET,cart:qrs678,server-2
1609459713,SET,product:50017,server-3
1609459717,GET,user:10019,server-2
1609459721,SET,session:r8s9t0,server-3
1609459724,GET,product:50017,server-3
1609459728,SET,cart:tuv901,server-2
1609459732,GET,session:r8s9t0,server-3
1609459735,SET,user:10020,server-3
1609459739,GET,cart:tuv901,server-2
1609459743,GET,user:10002,server-2
1609459746,GET,product:50002,server-2
1609459750,SET,product:50018,server-2
1609459754,GET,user:10020,server-3
1609459757,SET,session:s9t0u1,server-2
1609459761,GET,product:50018,server-2
1609459765,SET,cart:wxy234,server-3
1609459768,GET,session:s9t0u1,server-2
1609459772,SET,user:10021,server-3
1609459776,GET,cart:wxy234,server-3
1609459779,SET,product:50019,server-2
1609459783,GET,user:10021,server-3
1609459787,SET,session:t0u1v2,server-3
1609459790,GET,product:50019,server-2
1609459794,SET,cart:zab567,server-2
1609459798,GET,session:t0u1v2,server-3
1609459801,SET,user:10022,server-2
1609459805,GET,cart:zab567,server-2
1609459809,SET,product:50020,server-3
1609459812,GET,user:10022,server-2
1609459816,SET,session:u1v2w3,server-3
1609459820,GET,product:50020,server-3
1609459823,SET,cart:cde890,server-2
1609459827,GET,session:u1v2w3,server-3
1609459831,SET,user:10023,server-3
1609459834,GET,cart:cde890,server-2
1609459838,SET,product:50021,server-2
1609459842,GET,user:10023,server-3
1609459845,SET,session:v2w3x4,server-2
1609459849,GET,product:50021,server-2
1609459853,SET,cart:fgh123,server-3
1609459856,GET,session:v2w3x4,server-2
1609459860,SET,user:10024,server-2
1609459864,GET,cart:fgh123,server-3
1609459867,SET,product:50022,server-3
1609459871,GET,user:10024,server-2
1609459875,SET,session:w3x4y5,server-3
1609459878,GET,product:50022,server-3
1609459882,SET,cart:ijk456,server-2
1609459886,GET,session:w3x4y5,server-3
1609459889,SET,user:10025,server-3
1609459893,GET,cart:ijk456,server-2
1609459897,GET,user:10003,server-2
1609459900,GET,product:50003,server-2
1609459904,SET,product:50023,server-2
1609459908,GET,user:10025,server-3
1609459911,SET,session:x4y5z6,server-2
1609459915,GET,product:50023,server-2
1609459919,SET,cart:lmn789,server-3
1609459922,GET,session:x4y5z6,server-2
1609459926,SET,user:10026,server-3
1609459930,GET,cart:lmn789,server-3
1609459933,SET,product:50024,server-2
1609459937,GET,user:10026,server-3
1609459941,SET,session:y5z6a7,server-3
1609459944,GET,product:50024,server-2
1609459948,SET,cart:opq012,server-2
1609459952,GET,session:y5z6a7,server-3
1609459955,SET,user:10027,server-2
1609459959,GET,cart:opq012,server-2
1609459963,SET,product:50025,server-3
1609459966,GET,user:10027,server-2
1609459970,SET,session:z6a7b8,server-3
1609459974,GET,product:50025,server-3
1609459977,SET,cart:rst345,server-2
1609459981,GET,session:z6a7b8,server-3
1609459985,SET,user:10028,server-3
1609459988,GET,cart:rst345,server-2
1609459992,SET,product:50026,server-2
1609459996,GET,user:10028,server-3
1609459999,SET,session:a7b8c9,server-2
1609460003,GET,product:50026,server-2
1609460007,SET,cart:uvw678,server-3
1609460010,GET,session:a7b8c9,server-2
1609460014,SET,user:10029,server-3
1609460018,GET,cart:uvw678,server-3
1609460021,SET,product:50027,server-2
1609460025,GET,user:10029,server-3
1609460029,SET,session:b8c9d0,server-3
1609460032,GET,product:50027,server-2
1609460036,SET,cart:xyz901,server-2
1609460040,GET,session:b8c9d0,server-3
1609460043,SET,user:10030,server-2
1609460047,GET,cart:xyz901,server-2
1609460051,GET,user:10004,server-2
1609460054,SET,product:50028,server-3
1609460058,GET,user:10030,server-2
1609460062,SET,session:c9d0e1,server-3
1609460065,GET,product:50028,server-3
1609460069,SET,cart:abc234,server-2
1609460073,GET,session:c9d0e1,server-3
1609460076,SET,user:10031,server-3
1609460080,GET,cart:abc234,server-2
1609460084,SET,product:50029,server-2
1609460087,GET,user:10031,server-3
1609460091,SET,session:d0e1f2,server-2
1609460095,GET,product:50029,server-2
1609460098,SET,cart:def567,server-3
1609460102,GET,session:d0e1f2,server-2
1609460106,SET,user:10032,server-3
1609460109,GET,cart:def567,server-3
1609460113,SET,product:50030,server-2
1609460117,GET,user:10032,server-3
1609460120,SET,session:e1f2g3,server-3
1609460124,GET,product:50030,server-2
1609460128,SET,cart:ghi890,server-2
1609460131,GET,session:e1f2g3,server-3
1609460135,SET,user:10033,server-2
1609460139,GET,cart:ghi890,server-2
1609460142,SET,product:50031,server-3
1609460146,GET,user:10033,server-2
1609460150,SET,session:f2g3h4,server-3
1609460153,GET,product:50031,server-3
1609460157,SET,cart:jkl123,server-2
1609460161,GET,session:f2g3h4,server-3
1609460164,SET,user:10034,server-3
1609460168,GET,cart:jkl123,server-2
1609460172,SET,product:50032,server-2
1609460175,GET,user:10034,server-3
1609460179,SET,session:g3h4i5,server-2
1609460183,GET,product:50032,server-2
1609460186,SET,cart:mno456,server-3
1609460190,GET,session:g3h4i5,server-2
1609460194,SET,user:10035,server-3
1609460197,GET,cart:mno456,server-3
1609460201,GET,user:10005,server-2
1609460205,GET,product:50004,server-2
1609460209,SET,product:50033,server-2
1609460212,GET,user:10035,server-3
1609460216,SET,session:h4i5j6,server-3
1609460220,GET,product:50033,server-2
1609460223,SET,cart:pqr789,server-2
1609460227,GET,session:h4i5j6,server-3
1609460231,SET,user:10036,server-2
1609460234,GET,cart:pqr789,server-2
1609460238,SET,product:50034,server-3
1609460242,GET,user:10036,server-2
1609460245,SET,session:i5j6k7,server-3
1609460249,GET,product:50034,server-3
1609460253,SET,cart:stu012,server-2
1609460256,GET,session:i5j6k7,server-3
1609460260,SET,user:10037,server-3
1609460264,GET,cart:stu012,server-2
1609460267,SET,product:50035,server-2
1609460271,GET,user:10037,server-3
1609460275,SET,session:j6k7l8,server-2
1609460278,GET,product:50035,server-2
1609460282,SET,cart:vwx345,server-3
1609460286,GET,session:j6k7l8,server-2
1609460289,SET,user:10038,server-3
1609460293,GET,cart:vwx345,server-3
1609460297,SET,product:50036,server-2
1609460300,GET,user:10038,server-3
1609460304,SET,session:k7l8m9,server-3
1609460308,GET,product:50036,server-2
1609460311,SET,cart:yza678,server-2
1609460315,GET,session:k7l8m9,server-3
1609460319,SET,user:10039,server-2
1609460322,GET,cart:yza678,server-2
1609460326,SET,product:50037,server-3
1609460330,GET,user:10039,server-2
1609460333,SET,session:l8m9n0,server-3
1609460337,GET,product:50037,server-3
1609460341,SET,cart:bcd901,server-2
1609460344,GET,session:l8m9n0,server-3
1609460348,SET,user:10040,server-3
1609460352,GET,cart:bcd901,server-2
1609460355,GET,user:10006,server-2
1609460359,GET,product:50005,server-2
1609460363,SET,product:50038,server-2
1609460366,GET,user:10040,server-3
1609460370,SET,session:m9n0o1,server-2
1609460374,GET,product:50038,server-2
1609460377,SET,cart:efg234,server-3
1609460381,GET,session:m9n0o1,server-2
1609460385,SET,user:10041,server-3
1609460388,GET,cart:efg234,server-3
1609460392,SET,product:50039,server-2
1609460396,GET,user:10041,server-3
1609460399,SET,session:n0o1p2,server-3
1609460403,GET,product:50039,server-2
1609460407,SET,cart:hij567,server-2
1609460410,GET,session:n0o1p2,server-3
1609460414,SET,user:10042,server-2
1609460418,GET,cart:hij567,server-2
1609460421,SET,product:50040,server-3
1609460425,GET,user:10042,server-2
1609460429,SET,session:o1p2q3,server-3
1609460432,GET,product:50040,server-3
1609460436,SET,cart:klm890,server-2
1609460440,GET,session:o1p2q3,server-3
1609460443,SET,user:10043,server-3
1609460447,GET,cart:klm890,server-2
1609460451,SET,product:50041,server-2
1609460454,GET,user:10043,server-3
1609460458,SET,session:p2q3r4,server-2
1609460462,GET,product:50041,server-2
1609460465,SET,cart:nop123,server-3
1609460469,GET,session:p2q3r4,server-2
1609460473,SET,user:10044,server-3
1609460476,GET,cart:nop123,server-3
1609460480,SET,product:50042,server-2
1609460484,GET,user:10044,server-3
1609460487,SET,session:q3r4s5,server-3
1609460491,GET,product:50042,server-2
1609460495,SET,cart:qrs456,server-2
1609460498,GET,session:q3r4s5,server-3
1609460502,SET,user:10045,server-2
1609460506,GET,cart:qrs456,server-2
1609460509,GET,user:10007,server-2
1609460513,SET,product:50043,server-3
1609460517,GET,user:10045,server-2
1609460520,SET,session:r4s5t6,server-3
1609460524,GET,product:50043,server-3
1609460528,SET,cart:tuv789,server-2
1609460531,GET,session:r4s5t6,server-3
1609460535,SET,user:10046,server-3
1609460539,GET,cart:tuv789,server-2
1609460542,SET,product:50044,server-2
1609460546,GET,user:10046,server-3
1609460550,SET,session:s5t6u7,server-2
1609460553,GET,product:50044,server-2
1609460557,SET,cart:wxy012,server-3
1609460561,GET,session:s5t6u7,server-2
1609460564,SET,user:10047,server-3
1609460568,GET,cart:wxy012,server-3
1609460572,SET,product:50045,server-2
1609460575,GET,user:10047,server-3
1609460579,SET,session:t6u7v8,server-3
1609460583,GET,product:50045,server-2
1609460586,SET,cart:zab345,server-2
1609460590,GET,session:t6u7v8,server-3
1609460594,SET,user:10048,server-2
1609460597,GET,cart:zab345,server-2
1609460601,SET,product:50046,server-3
1609460605,GET,user:10048,server-2
1609460608,SET,session:u7v8w9,server-3
1609460612,GET,product:50046,server-3
1609460616,SET,cart:cde678,server-2
1609460619,GET,session:u7v8w9,server-3
1609460623,SET,user:10049,server-3
1609460627,GET,cart:cde678,server-2
1609460630,SET,product:50047,server-2
1609460634,GET,user:10049,server-3
1609460638,SET,session:v8w9x0,server-2
1609460641,GET,product:50047,server-2
1609460645,SET,cart:fgh901,server-3
1609460649,GET,session:v8w9x0,server-2
1609460652,SET,user:10050,server-3
1609460656,GET,cart:fgh901,server-3
1609460660,GET,user:10008,server-2
1609460663,GET,product:50006,server-2
1609460667,SET,product:50048,server-2
1609460671,GET,user:10050,server-3
1609460674,SET,session:w9x0y1,server-3
1609460678,GET,product:50048,server-2
1609460682,SET,cart:ijk234,server-2
1609460685,GET,session:w9x0y1,server-3
1609460689,SET,user:10051,server-2
1609460693,GET,cart:ijk234,server-2
1609460696,SET,product:50049,server-3
1609460700,GET,user:10051,server-2
1609460704,SET,session:x0y1z2,server-3
1609460707,GET,product:50049,server-3
1609460711,SET,cart:lmn567,server-2
1609460715,GET,session:x0y1z2,server-3
1609460718,SET,user:10052,server-3
1609460722,GET,cart:lmn567,server-2
1609460726,SET,product:50050,server-2
1609460729,GET,user:10052,server-3
1609460733,SET,session:y1z2a3,server-2
1609460737,GET,product:50050,server-2
1609460740,SET,cart:opq890,server-3
1609460744,GET,session:y1z2a3,server-2
1609460748,SET,user:10053,server-3
1609460751,GET,cart:opq890,server-3
1609460755,SET,product:50051,server-2
1609460759,GET,user:10053,server-3
1609460762,SET,session:z2a3b4,server-3
1609460766,GET,product:50051,server-2
1609460770,SET,cart:rst123,server-2
1609460773,GET,session:z2a3b4,server-3
1609460777,SET,user:10054,server-2
1609460781,GET,cart:rst123,server-2
1609460784,SET,product:50052,server-3
1609460788,GET,user:10054,server-2
1609460792,SET,session:a3b4c5,server-3
1609460795,GET,product:50052,server-3
1609460799,SET,cart:uvw456,server-2
1609460803,GET,session:a3b4c5,server-3
1609460806,SET,user:10055,server-3
1609460810,GET,cart:uvw456,server-2
1609460814,GET,user:10009,server-3
1609460817,GET,product:50007,server-3
1609460821,SET,product:50053,server-2
1609460825,GET,user:10055,server-3
1609460828,SET,session:b4c5d6,server-2
1609460832,GET,product:50053,server-2
1609460836,SET,cart:xyz789,server-3
1609460839,GET,session:b4c5d6,server-2
1609460843,SET,user:10056,server-3
1609460847,GET,cart:xyz789,server-3
1609460850,SET,product:50054,server-2
1609460854,GET,user:10056,server-3
1609460858,SET,session:c5d6e7,server-3
1609460861,GET,product:50054,server-2
1609460865,SET,cart:abc012,server-2
1609460869,GET,session:c5d6e7,server-3
1609460872,SET,user:10057,server-2
1609460876,GET,cart:abc012,server-2
1609460880,SET,product:50055,server-3
1609460883,GET,user:10057,server-2
1609460887,SET,session:d6e7f8,server-3
1609460891,GET,product:50055,server-3
1609460894,SET,cart:def345,server-2
1609460898,GET,session:d6e7f8,server-3
1609460902,SET,user:10058,server-3
1609460905,GET,cart:def345,server-2
1609460909,SET,product:50056,server-2
1609460913,GET,user:10058,server-3
1609460916,SET,session:e7f8g9,server-2
1609460920,GET,product:50056,server-2
1609460924,SET,cart:ghi678,server-3
1609460927,GET,session:e7f8g9,server-2
1609460931,SET,user:10059,server-3
1609460935,GET,cart:ghi678,server-3
1609460938,SET,product:50057,server-2
1609460942,GET,user:10059,server-3
1609460946,SET,session:f8g9h0,server-3
1609460949,GET,product:50057,server-2
1609460953,SET,cart:jkl901,server-2
1609460957,GET,session:f8g9h0,server-3
1609460960,SET,user:10060,server-2
1609460964,GET,cart:jkl901,server-2
1609460968,GET,user:10010,server-2
1609460971,GET,product:50008,server-2
1609460975,SET,product:50058,server-3
1609460979,GET,user:10060,server-2
1609460982,SET,session:g9h0i1,server-3
1609460986,GET,product:50058,server-3
1609460990,SET,cart:mno234,server-2
1609460993,GET,session:g9h0i1,server-3
1609460997,SET,user:10061,server-3
1609461001,GET,cart:mno234,server-2
1609461004,SET,product:50059,server-2
1609461008,GET,user:10061,server-3
1609461012,SET,session:h0i1j2,server-2
1609461015,GET,product:50059,server-2
1609461019,SET,cart:pqr567,server-3
1609461023,GET,session:h0i1j2,server-2
1609461026,SET,user:10062,server-3
1609461030,GET,cart:pqr567,server-3
1609461034,SET,product:50060,server-2
1609461037,GET,user:10062,server-3
1609461041,SET,session:i1j2k3,server-3
1609461045,GET,product:50060,server-2
1609461048,SET,cart:stu890,server-2
1609461052,GET,session:i1j2k3,server-3
1609461056,SET,user:10063,server-2
1609461059,GET,cart:stu890,server-2
1609461063,SET,product:50061,server-3
1609461067,GET,user:10063,server-2
1609461070,SET,session:j2k3l4,server-3
1609461074,GET,product:50061,server-3
1609461078,SET,cart:vwx123,server-2
1609461081,GET,session:j2k3l4,server-3
1609461085,SET,user:10064,server-3
1609461089,GET,cart:vwx123,server-2
1609461092,SET,product:50062,server-2
1609461096,GET,user:10064,server-3
1609461100,SET,session:k3l4m5,server-2
1609461103,GET,product:50062,server-2
1609461107,SET,cart:yza456,server-3
1609461111,GET,session:k3l4m5,server-2
1609461114,SET,user:10065,server-3
1609461118,GET,cart:yza456,server-3
1609461122,GET,user:10011,server-3
1609461125,GET,product:50009,server-3
1609461129,SET,product:50063,server-2
1609461133,GET,user:10065,server-3
1609461136,SET,session:l4m5n6,server-3
1609461140,GET,product:50063,server-2
1609461144,SET,cart:bcd789,server-2
1609461147,GET,session:l4m5n6,server-3
1609461151,SET,user:10066,server-2
1609461155,GET,cart:bcd789,server-2
1609461158,SET,product:50064,server-3
1609461162,GET,user:10066,server-2
1609461166,SET,session:m5n6o7,server-3
1609461169,GET,product:50064,server-3
1609461173,SET,cart:efg012,server-2
1609461177,GET,session:m5n6o7,server-3
1609461180,SET,user:10067,server-3
1609461184,GET,cart:efg012,server-2
1609461188,SET,product:50065,server-2
1609461191,GET,user:10067,server-3
1609461195,SET,session:n6o7p8,server-2
1609461199,GET,product:50065,server-2
1609461202,SET,cart:hij345,server-3
1609461206,GET,session:n6o7p8,server-2
1609461210,SET,user:10068,server-3
1609461213,GET,cart:hij345,server-3
1609461217,SET,product:50066,server-2
1609461221,GET,user:10068,server-3
1609461224,SET,session:o7p8q9,server-3
1609461228,GET,product:50066,server-2
1609461232,SET,cart:klm678,server-2
1609461235,GET,session:o7p8q9,server-3
1609461239,SET,user:10069,server-2
1609461243,GET,cart:klm678,server-2
1609461246,SET,product:50067,server-3
1609461250,GET,user:10069,server-2
1609461254,SET,session:p8q9r0,server-3
1609461257,GET,product:50067,server-3
1609461261,SET,cart:nop901,server-2
1609461265,GET,session:p8q9r0,server-3
1609461268,SET,user:10070,server-3
1609461272,GET,cart:nop901,server-2
1609461276,GET,user:10012,server-2
1609461279,GET,product:50010,server-2
1609461283,SET,product:50068,server-2
1609461287,GET,user:10070,server-3
1609461290,SET,session:q9r0s1,server-2
1609461294,GET,product:50068,server-2
1609461298,SET,cart:qrs234,server-3
1609461301,GET,session:q9r0s1,server-2
1609461305,SET,user:10071,server-3
1609461309,GET,cart:qrs234,server-3
1609461312,SET,product:50069,server-2
1609461316,GET,user:10071,server-3
1609461320,SET,session:r0s1t2,server-3
1609461323,GET,product:50069,server-2
1609461327,SET,cart:tuv567,server-2
1609461331,GET,session:r0s1t2,server-3
1609461334,SET,user:10072,server-2
1609461338,GET,cart:tuv567,server-2
1609461342,SET,product:50070,server-3
1609461345,GET,user:10072,server-2
1609461349,SET,session:s1t2u3,server-3
1609461353,GET,product:50070,server-3
1609461356,SET,cart:wxy890,server-2
1609461360,GET,session:s1t2u3,server-3
1609461364,SET,user:10073,server-3
1609461367,GET,cart:wxy890,server-2
1609461371,SET,product:50071,server-2
1609461375,GET,user:10073,server-3
1609461378,SET,session:t2u3v4,server-2
1609461382,GET,product:50071,server-2
1609461386,SET,cart:zab123,server-3
1609461389,GET,session:t2u3v4,server-2
1609461393,SET,user:10074,server-3
1609461397,GET,cart:zab123,server-3
1609461400,SET,product:50072,server-2
1609461404,GET,user:10074,server-3
1609461408,SET,session:u3v4w5,server-3
1609461411,GET,product:50072,server-2
1609461415,SET,cart:cde456,server-2
1609461419,GET,session:u3v4w5,server-3
1609461422,SET,user:10075,server-2
1609461426,GET,cart:cde456,server-2
1609461430,GET,user:10013,server-3
1609461433,GET,product:50011,server-3
1609461437,SET,product:50073,server-3
1609461441,GET,user:10075,server-2
1609461444,SET,session:v4w5x6,server-3
1609461448,GET,product:50073,server-3
1609461452,SET,cart:fgh789,server-2
1609461455,GET,session:v4w5x6,server-3
1609461459,SET,user:10076,server-3
1609461463,GET,cart:fgh789,server-2
1609461466,SET,product:50074,server-2
1609461470,GET,user:10076,server-3
1609461474,SET,session:w5x6y7,server-2
1609461477,GET,product:50074,server-2
1609461481,SET,cart:ijk012,server-3
1609461485,GET,session:w5x6y7,server-2
1609461488,SET,user:10077,server-3
1609461492,GET,cart:ijk012,server-3
1609461496,SET,product:50075,server-2
1609461499,GET,user:10077,server-3
1609461503,SET,session:x6y7z8,server-3
1609461507,GET,product:50075,server-2
1609461510,SET,cart:lmn345,server-2
1609461514,GET,session:x6y7z8,server-3
1609461518,SET,user:10078,server-2
1609461521,GET,cart:lmn345,server-2
1609461525,SET,product:50076,server-3
1609461529,GET,user:10078,server-2
1609461532,SET,session:y7z8a9,server-3
1609461536,GET,product:50076,server-3
1609461540,SET,cart:opq678,server-2
1609461543,GET,session:y7z8a9,server-3
1609461547,SET,user:10079,server-3
1609461551,GET,cart:opq678,server-2
1609461554,SET,product:50077,server-2
1609461558,GET,user:10079,server-3
1609461562,SET,session:z8a9b0,server-2
1609461565,GET,product:50077,server-2
1609461569,SET,cart:rst901,server-3
1609461573,GET,session:z8a9b0,server-2
1609461576,SET,user:10080,server-3
1609461580,GET,cart:rst901,server-3
1609461584,GET,user:10014,server-2
1609461587,GET,product:50012,server-2
1609461591,SET,product:50078,server-2
1609461595,GET,user:10080,server-3
1609461598,SET,session:a9b0c1,server-3
1609461602,GET,product:50078,server-2
1609461606,SET,cart:uvw234,server-2
1609461609,GET,session:a9b0c1,server-3
1609461613,SET,user:10081,server-2
1609461617,GET,cart:uvw234,server-2
1609461620,SET,product:50079,server-3
1609461624,GET,user:10081,server-2
1609461628,SET,session:b0c1d2,server-3
1609461631,GET,product:50079,server-3
1609461635,SET,cart:xyz567,server-2
1609461639,GET,session:b0c1d2,server-3
1609461642,SET,user:10082,server-3
1609461646,GET,cart:xyz567,server-2
1609461650,SET,product:50080,server-2
1609461653,GET,user:10082,server-3
1609461657,SET,session:c1d2e3,server-2
1609461661,GET,product:50080,server-2
1609461664,SET,cart:abc890,server-3
1609461668,GET,session:c1d2e3,server-2
1609461672,SET,user:10083,server-3
1609461675,GET,cart:abc890,server-3
1609461679,SET,product:50081,server-2
1609461683,GET,user:10083,server-3
1609461686,SET,session:d2e3f4,server-3
1609461690,GET,product:50081,server-2
1609461694,SET,cart:def123,server-2
1609461697,GET,session:d2e3f4,server-3
1609461701,SET,user:10084,server-2
1609461705,GET,cart:def123,server-2
1609461708,SET,product:50082,server-3
1609461712,GET,user:10084,server-2
1609461716,SET,session:e3f4g5,server-3
1609461719,GET,product:50082,server-3
1609461723,SET,cart:ghi456,server-2
1609461727,GET,session:e3f4g5,server-3
1609461730,SET,user:10085,server-3
1609461734,GET,cart:ghi456,server-2
1609461738,GET,user:10015,server-3
1609461741,GET,product:50013,server-3
1609461745,SET,product:50083,server-2
1609461749,GET,user:10085,server-3
1609461752,SET,session:f4g5h6,server-2
1609461756,GET,product:50083,server-2
1609461760,SET,cart:jkl789,server-3
1609461763,GET,session:f4g5h6,server-2
1609461767,SET,user:10086,server-3
1609461771,GET,cart:jkl789,server-3
1609461774,SET,product:50084,server-2
1609461778,GET,user:10086,server-3
1609461782,SET,session:g5h6i7,server-3
1609461785,GET,product:50084,server-2
1609461789,SET,cart:mno012,server-2
1609461793,GET,session:g5h6i7,server-3
1609461796,SET,user:10087,server-2
1609461800,GET,cart:mno012,server-2
1609461804,SET,product:50085,server-3
1609461807,GET,user:10087,server-2
1609461811,SET,session:h6i7j8,server-3
1609461815,GET,product:50085,server-3
1609461818,SET,cart:pqr345,server-2
1609461822,GET,session:h6i7j8,server-3
1609461826,SET,user:10088,server-3
1609461829,GET,cart:pqr345,server-2
1609461833,SET,product:50086,server-2
1609461837,GET,user:10088,server-3
1609461840,SET,session:i7j8k9,server-2
1609461844,GET,product:50086,server-2
1609461848,SET,cart:stu678,server-3
1609461851,GET,session:i7j8k9,server-2
1609461855,SET,user:10089,server-3
1609461859,GET,cart:stu678,server-3
1609461862,SET,product:50087,server-2
1609461866,GET,user:10089,server-3
1609461870,SET,session:j8k9l0,server-3
1609461873,GET,product:50087,server-2
1609461877,SET,cart:vwx901,server-2
1609461881,GET,session:j8k9l0,server-3
1609461884,SET,user:10090,server-2
1609461888,GET,cart:vwx901,server-2
1609461892,GET,user:10016,server-2
1609461895,GET,product:50014,server-2
1609461899,SET,product:50088,server-3
1609461903,GET,user:10090,server-2
1609461906,SET,session:k9l0m1,server-3
1609461910,GET,product:50088,server-3
1609461914,SET,cart:yza234,server-2
1609461917,GET,session:k9l0m1,server-3
1609461921,SET,user:10091,server-3
1609461925,GET,cart:yza234,server-2
1609461928,SET,product:50089,server-2
1609461932,GET,user:10091,server-3
1609461936,SET,session:l0m1n2,server-2
1609461939,GET,product:50089,server-2
1609461943,SET,cart:bcd567,server-3
1609461947,GET,session:l0m1n2,server-2
1609461950,SET,user:10092,server-3
1609461954,GET,cart:bcd567,server-3
1609461958,SET,product:50090,server-2
