transaction_id,user_id,amount,merchant_category,event_timestamp
txn_00191,user_091,290.12,restaurants,2022-10-28T13:46:37
txn_00192,user_045,4456.78,electronics,2022-11-01T10:33:23
txn_00193,user_008,434.56,clothing,2022-11-04T18:20:19
txn_00194,user_062,267.89,groceries,2022-11-08T15:57:56
txn_00195,user_033,4890.12,travel,2022-11-11T12:45:42
txn_00196,user_098,323.45,entertainment,2022-11-15T20:32:28
txn_00197,user_017,2556.78,healthcare,2022-11-18T17:19:14
txn_00198,user_079,234.56,utilities,2022-11-22T14:56:51
txn_00199,user_024,2778.90,education,2022-11-25T11:44:37
txn_00200,user_069,301.23,restaurants,2022-11-29T19:31:23
txn_00201,user_046,4678.90,electronics,2022-12-02T16:18:19
txn_00202,user_003,445.67,clothing,2022-12-06T13:55:56
txn_00203,user_073,278.90,groceries,2022-12-09T10:43:42
txn_00204,user_028,4012.34,travel,2022-12-13T18:30:28
txn_00205,user_094,334.56,entertainment,2022-12-16T15:17:14
txn_00206,user_055,2667.89,healthcare,2022-12-20T12:54:51
txn_00207,user_089,245.67,utilities,2022-12-23T20:41:37
txn_00208,user_042,2890.01,education,2022-12-27T17:29:23
txn_00209,user_012,312.34,restaurants,2022-12-30T14:16:19
txn_00210,user_067,4890.12,electronics,2023-01-03T11:53:56
txn_00211,user_037,456.78,clothing,2023-01-06T19:41:42
txn_00212,user_085,289.01,groceries,2023-01-10T16:28:28
txn_00213,user_018,4234.56,travel,2023-01-13T13:15:14
txn_00214,user_076,345.67,entertainment,2023-01-17T10:52:51
txn_00215,user_031,2778.90,healthcare,2023-01-20T18:39:37
txn_00216,user_098,256.78,utilities,2023-01-24T15:27:23
txn_00217,user_053,3001.12,education,2023-01-27T12:14:19
txn_00218,user_014,323.45,restaurants,2023-01-31T20:51:56
txn_00219,user_069,4012.34,electronics,2023-02-03T17:39:42
txn_00220,user_025,467.89,clothing,2023-02-07T14:26:28
txn_00221,user_088,290.12,groceries,2023-02-10T11:13:14
txn_00222,user_041,4456.78,travel,2023-02-14T19:50:51
txn_00223,user_072,356.78,entertainment,2023-02-17T16:38:37
txn_00224,user_006,2890.01,healthcare,2023-02-21T13:25:23
txn_00225,user_059,267.89,utilities,2023-02-24T10:12:19
txn_00226,user_093,3112.23,education,2023-02-28T17:59:56
txn_00227,user_036,334.56,restaurants,2023-03-03T14:47:42
txn_00228,user_081,4234.56,electronics,2023-03-07T11:34:28
txn_00229,user_022,478.90,clothing,2023-03-10T19:21:14
txn_00230,user_064,301.23,groceries,2023-03-14T16:58:51
txn_00231,user_047,4678.90,travel,2023-03-17T13:46:37
txn_00232,user_011,367.89,entertainment,2023-03-21T10:33:23
txn_00233,user_078,3001.12,healthcare,2023-03-24T18:20:19
txn_00234,user_034,278.90,utilities,2023-03-28T15:57:56
txn_00235,user_097,3223.34,education,2023-03-31T12:45:42
txn_00236,user_052,345.67,restaurants,2023-04-04T20:32:28
txn_00237,user_086,4456.78,electronics,2023-04-07T17:19:14
txn_00238,user_019,489.01,clothing,2023-04-11T14:56:51
txn_00239,user_063,312.34,groceries,2023-04-14T11:44:37
txn_00240,user_029,4890.12,travel,2023-04-18T19:31:23
txn_00241,user_095,378.90,entertainment,2023-04-21T16:18:19
txn_00242,user_048,3112.23,healthcare,2023-04-25T13:55:56
txn_00243,user_071,289.01,utilities,2023-04-28T10:43:42
txn_00244,user_005,3334.45,education,2023-05-02T18:30:28
txn_00245,user_058,356.78,restaurants,2023-05-05T15:17:14
txn_00246,user_092,4678.90,electronics,2023-05-09T12:54:51
txn_00247,user_035,490.12,clothing,2023-05-12T20:41:37
txn_00248,user_080,323.45,groceries,2023-05-16T17:29:23
txn_00249,user_021,4012.34,travel,2023-05-19T14:16:19
txn_00250,user_066,389.01,entertainment,2023-05-23T11:53:56
txn_00251,user_043,3223.34,healthcare,2023-05-26T19:41:42
txn_00252,user_010,290.12,utilities,2023-05-30T16:28:28
txn_00253,user_077,3445.56,education,2023-06-02T13:15:14
txn_00254,user_032,367.89,restaurants,2023-06-06T10:52:51
txn_00255,user_099,4890.12,electronics,2023-06-09T18:39:37
txn_00256,user_054,501.23,clothing,2023-06-13T15:27:23
txn_00257,user_087,334.56,groceries,2023-06-16T12:14:19
txn_00258,user_016,4234.56,travel,2023-06-20T20:51:56
txn_00259,user_070,390.12,entertainment,2023-06-23T17:39:42
txn_00260,user_026,3334.45,healthcare,2023-06-27T14:26:28
txn_00261,user_089,301.23,utilities,2023-06-30T11:13:14
txn_00262,user_044,3556.67,education,2023-07-04T19:50:51
txn_00263,user_001,378.90,restaurants,2023-07-07T16:38:37
txn_00264,user_060,4012.34,electronics,2023-07-11T13:25:23
txn_00265,user_096,512.34,clothing,2023-07-14T10:12:19
txn_00266,user_039,345.67,groceries,2023-07-18T17:59:56
txn_00267,user_082,4456.78,travel,2023-07-21T14:47:42
txn_00268,user_023,401.23,entertainment,2023-07-25T11:34:28
txn_00269,user_068,3445.56,healthcare,2023-07-28T19:21:14
txn_00270,user_051,312.34,utilities,2023-08-01T16:58:51
txn_00271,user_013,3667.78,education,2023-08-04T13:46:37
txn_00272,user_075,389.01,restaurants,2023-08-08T10:33:23
txn_00273,user_030,4234.56,electronics,2023-08-11T18:20:19
txn_00274,user_094,523.45,clothing,2023-08-15T15:57:56
txn_00275,user_057,356.78,groceries,2023-08-18T12:45:42
txn_00276,user_090,4678.90,travel,2023-08-22T20:32:28
txn_00277,user_038,412.34,entertainment,2023-08-25T17:19:14
txn_00278,user_002,3556.67,healthcare,2023-08-29T14:56:51
txn_00279,user_065,323.45,utilities,2023-09-01T11:44:37
txn_00280,user_049,3778.89,education,2023-09-05T19:31:23
txn_00281,user_084,390.12,restaurants,2023-09-08T16:18:19
txn_00282,user_020,4456.78,electronics,2023-09-12T13:55:56
txn_00283,user_074,534.56,clothing,2023-09-15T10:43:42
txn_00284,user_027,367.89,groceries,2023-09-19T18:30:28
txn_00285,user_100,4890.12,travel,2023-09-22T15:17:14
txn_00286,user_056,423.45,entertainment,2023-09-26T12:54:51
txn_00287,user_091,3667.78,healthcare,2023-09-29T20:41:37
txn_00288,user_045,334.56,utilities,2023-10-03T17:29:23
txn_00289,user_008,3890.00,education,2023-10-06T14:16:19
txn_00290,user_062,401.23,restaurants,2023-10-10T11:53:56
txn_00291,user_033,4678.90,electronics,2023-10-13T19:41:42
txn_00292,user_098,545.67,clothing,2023-10-17T16:28:28
txn_00293,user_017,378.90,groceries,2023-10-20T13:15:14
txn_00294,user_079,4012.34,travel,2023-10-24T10:52:51
txn_00295,user_024,434.56,entertainment,2023-10-27T18:39:37
txn_00296,user_069,3778.89,healthcare,2023-10-31T15:27:23
txn_00297,user_046,345.67,utilities,2023-11-03T12:14:19
txn_00298,user_003,4001.11,education,2023-11-07T20:51:56
txn_00299,user_073,412.34,restaurants,2023-11-10T17:39:42
txn_00300,user_028,4890.12,electronics,2023-11-14T14:26:28
txn_00301,user_094,556.78,clothing,2023-11-17T11:13:14
txn_00302,user_055,389.01,groceries,2023-11-21T19:50:51
txn_00303,user_089,4234.56,travel,2023-11-24T16:38:37
txn_00304,user_042,445.67,entertainment,2023-11-28T13:25:23
txn_00305,user_012,3890.00,healthcare,2023-12-01T10:12:19
txn_00306,user_067,356.78,utilities,2023-12-05T17:59:56
txn_00307,user_037,4112.22,education,2023-12-08T14:47:42
txn_00308,user_085,423.45,restaurants,2023-12-12T11:34:28
txn_00309,user_018,4012.34,electronics,2023-12-15T19:21:14
txn_00310,user_076,567.89,clothing,2023-12-19T16:58:51
txn_00311,user_031,390.12,groceries,2023-12-22T13:46:37
txn_00312,user_098,4456.78,travel,2023-12-26T10:33:23
txn_00313,user_053,456.78,entertainment,2023-12-29T18:20:19
txn_00314,user_014,4001.11,healthcare,2024-01-02T15:57:56
txn_00315,user_069,367.89,utilities,2024-01-05T12:45:42
txn_00316,user_025,4223.33,education,2024-01-09T20:32:28
txn_00317,user_088,434.56,restaurants,2024-01-12T17:19:14
txn_00318,user_041,4234.56,electronics,2024-01-15T14:56:51
txn_00319,user_072,578.90,clothing,2024-01-14T11:44:37
txn_00320,user_006,401.23,groceries,2024-01-13T19:31:23
txn_00321,user_059,4678.90,travel,2024-01-12T16:18:19
txn_00322,user_093,467.89,entertainment,2024-01-11T13:55:56
txn_00323,user_036,4112.22,healthcare,2024-01-10T10:43:42
txn_00324,user_081,378.90,utilities,2024-01-09T18:30:28
txn_00325,user_022,4334.44,education,2024-01-08T15:17:14
txn_00326,user_064,445.67,restaurants,2024-01-07T12:54:51
txn_00327,user_047,4456.78,electronics,2024-01-06T20:41:37
txn_00328,user_011,589.01,clothing,2024-01-05T17:29:23
txn_00329,user_078,412.34,groceries,2024-01-04T14:16:19
txn_00330,user_034,4890.12,travel,2024-01-03T11:53:56
txn_00331,user_097,478.90,entertainment,2024-01-02T19:41:42
txn_00332,user_052,4223.33,healthcare,2024-01-01T16:28:28
txn_00333,user_086,389.01,utilities,2023-12-31T13:15:14
txn_00334,user_019,4445.55,education,2023-12-30T10:52:51
txn_00335,user_063,456.78,restaurants,2023-12-29T18:39:37
txn_00336,user_029,4678.90,electronics,2023-12-28T15:27:23
txn_00337,user_095,590.12,clothing,2023-12-27T12:14:19
txn_00338,user_048,423.45,groceries,2023-12-26T20:51:56
txn_00339,user_071,4012.34,travel,2023-12-25T17:39:42
txn_00340,user_005,489.01,entertainment,2023-12-24T14:26:28
txn_00341,user_058,4334.44,healthcare,2023-12-23T11:13:14
txn_00342,user_092,390.12,utilities,2023-12-22T19:50:51
txn_00343,user_035,4556.66,education,2023-12-21T16:38:37
txn_00344,user_080,467.89,restaurants,2023-12-20T13:25:23
txn_00345,user_021,4890.12,electronics,2023-12-19T10:12:19
txn_00346,user_066,601.23,clothing,2023-12-18T17:59:56
txn_00347,user_043,434.56,groceries,2023-12-17T14:47:42
txn_00348,user_010,4234.56,travel,2023-12-16T11:34:28
txn_00349,user_077,490.12,entertainment,2023-12-15T19:21:14
txn_00350,user_032,4445.55,healthcare,2023-12-14T16:58:51
txn_00351,user_099,401.23,utilities,2023-12-13T13:46:37
txn_00352,user_054,4667.77,education,2023-12-12T10:33:23
txn_00353,user_087,478.90,restaurants,2023-12-11T18:20:19
txn_00354,user_016,4012.34,electronics,2023-12-10T15:57:56
txn_00355,user_070,612.34,clothing,2023-12-09T12:45:42
txn_00356,user_026,445.67,groceries,2023-12-08T20:32:28
txn_00357,user_089,4456.78,travel,2023-12-07T17:19:14
txn_00358,user_044,501.23,entertainment,2023-12-06T14:56:51
txn_00359,user_001,4556.66,healthcare,2023-12-05T11:44:37
txn_00360,user_060,412.34,utilities,2023-12-04T19:31:23
txn_00361,user_096,4778.88,education,2023-12-03T16:18:19
txn_00362,user_039,489.01,restaurants,2023-12-02T13:55:56
txn_00363,user_082,4234.56,electronics,2023-12-01T10:43:42
txn_00364,user_023,623.45,clothing,2023-11-30T18:30:28
txn_00365,user_068,456.78,groceries,2023-11-29T15:17:14
txn_00366,user_051,4678.90,travel,2023-11-28T12:54:51
txn_00367,user_013,512.34,entertainment,2023-11-27T20:41:37
txn_00368,user_075,4667.77,healthcare,2023-11-26T17:29:23
txn_00369,user_030,423.45,utilities,2023-11-25T14:16:19
txn_00370,user_094,4890.12,education,2023-11-24T11:53:56
txn_00371,user_057,490.12,restaurants,2023-11-23T19:41:42
txn_00372,user_090,4456.78,electronics,2023-11-22T16:28:28
txn_00373,user_038,634.56,clothing,2023-11-21T13:15:14
txn_00374,user_002,467.89,groceries,2023-11-20T10:52:51
txn_00375,user_065,4890.12,travel,2023-11-19T18:39:37
txn_00376,user_049,523.45,entertainment,2023-11-18T15:27:23
txn_00377,user_084,4778.88,healthcare,2023-11-17T12:14:19
txn_00378,user_020,434.56,utilities,2023-11-16T20:51:56
txn_00379,user_074,4001.11,education,2023-11-15T17:39:42
txn_00380,user_027,501.23,restaurants,2023-11-14T14:26:28
txn_00381,user_100,4678.90,electronics,2023-11-13T11:13:14
txn_00382,user_056,645.67,clothing,2023-11-12T19:50:51
txn_00383,user_091,478.90,groceries,2023-11-11T16:38:37
txn_00384,user_045,4012.34,travel,2023-11-10T13:25:23
txn_00385,user_008,534.56,entertainment,2023-11-09T10:12:19
txn_00386,user_062,4890.12,healthcare,2023-11-08T17:59:56
txn_00387,user_033,445.67,utilities,2023-11-07T14:47:42
txn_00388,user_098,4112.22,education,2023-11-06T11:34:28
txn_00389,user_017,512.34,restaurants,2023-11-05T19:21:14
txn_00390,user_079,4890.12,electronics,2023-11-04T16:58:51
txn_00391,user_024,656.78,clothing,2023-11-03T13:46:37
txn_00392,user_069,489.01,groceries,2023-11-02T10:33:23
txn_00393,user_046,4234.56,travel,2023-11-01T18:20:19
txn_00394,user_003,545.67,entertainment,2023-10-31T15:57:56
txn_00395,user_073,4001.11,healthcare,2023-10-30T12:45:42
txn_00396,user_028,456.78,utilities,2023-10-29T20:32:28
txn_00397,user_094,4223.33,education,2023-10-28T17:19:14
txn_00398,user_055,523.45,restaurants,2023-10-27T14:56:51
txn_00399,user_089,4012.34,electronics,2023-10-26T11:44:37
txn_00400,user_042,667.89,clothing,2023-10-25T19:31:23
txn_00401,user_012,490.12,groceries,2023-10-24T16:18:19
txn_00402,user_067,4456.78,travel,2023-10-23T13:55:56
txn_00403,user_037,556.78,entertainment,2023-10-22T10:43:42
txn_00404,user_085,4112.22,healthcare,2023-10-21T18:30:28
txn_00405,user_018,467.89,utilities,2023-10-20T15:17:14
txn_00406,user_076,4334.44,education,2023-10-19T12:54:51
txn_00407,user_031,534.56,restaurants,2023-10-18T20:41:37
txn_00408,user_098,4234.56,electronics,2023-10-17T17:29:23
txn_00409,user_053,678.90,clothing,2023-10-16T14:16:19
txn_00410,user_014,501.23,groceries,2023-10-15T11:53:56
txn_00411,user_069,4678.90,travel,2023-10-14T19:41:42
txn_00412,user_025,567.89,entertainment,2023-10-13T16:28:28
txn_00413,user_088,4223.33,healthcare,2023-10-12T13:15:14
txn_00414,user_041,478.90,utilities,2023-10-11T10:52:51
txn_00415,user_072,4445.55,education,2023-10-10T18:39:37
txn_00416,user_006,545.67,restaurants,2023-10-09T15:27:23
txn_00417,user_059,4456.78,electronics,2023-10-08T12:14:19
txn_00418,user_093,689.01,clothing,2023-10-07T20:51:56
txn_00419,user_036,512.34,groceries,2023-10-06T17:39:42
txn_00420,user_081,4890.12,travel,2023-10-05T14:26:28
txn_00421,user_022,578.90,entertainment,2023-10-04T11:13:14
txn_00422,user_064,4334.44,healthcare,2023-10-03T19:50:51
txn_00423,user_047,489.01,utilities,2023-10-02T16:38:37
txn_00424,user_011,4556.66,education,2023-10-01T13:25:23
txn_00425,user_078,556.78,restaurants,2023-09-30T10:12:19
txn_00426,user_034,4678.90,electronics,2023-09-29T17:59:56
txn_00427,user_097,690.12,clothing,2023-09-28T14:47:42
txn_00428,user_052,523.45,groceries,2023-09-27T11:34:28
txn_00429,user_086,4012.34,travel,2023-09-26T19:21:14
txn_00430,user_019,589.01,entertainment,2023-09-25T16:58:51
txn_00431,user_063,4445.55,healthcare,2023-09-24T13:46:37
txn_00432,user_029,490.12,utilities,2023-09-23T10:33:23
txn_00433,user_095,4667.77,education,2023-09-22T18:20:19
txn_00434,user_048,567.89,restaurants,2023-09-21T15:57:56
txn_00435,user_071,4890.12,electronics,2023-09-20T12:45:42
txn_00436,user_005,701.23,clothing,2023-09-19T20:32:28
txn_00437,user_058,534.56,groceries,2023-09-18T17:19:14
txn_00438,user_092,4234.56,travel,2023-09-17T14:56:51
txn_00439,user_035,590.12,entertainment,2023-09-16T11:44:37
txn_00440,user_080,4556.66,healthcare,2023-09-15T19:31:23
txn_00441,user_021,501.23,utilities,2023-09-14T16:18:19
txn_00442,user_066,4778.88,education,2023-09-13T13:55:56
txn_00443,user_043,578.90,restaurants,2023-09-12T10:43:42
