transaction_id,customer_id,amount,timestamp,category
3035,customer_678,389.20,2023-04-15 12:17:25,electronics
3036,customer_456,225.65,2023-04-18 08:42:51,groceries
3037,customer_956,492.30,2023-04-21 14:08:16,home
3038,customer_890,137.90,2023-04-24 10:33:42,sports
3039,customer_123,318.45,2023-04-27 16:59:07,electronics
3040,customer_234,84.70,2023-04-30 13:24:33,books
3041,customer_567,276.20,2023-05-03 09:49:58,clothing
3042,customer_456,195.85,2023-05-06 15:15:24,groceries
3043,customer_967,428.60,2023-05-09 11:40:49,electronics
3044,customer_789,162.35,2023-05-12 07:06:15,home
3045,customer_123,349.75,2023-05-15 13:31:40,electronics
3046,customer_978,91.50,2023-05-18 09:57:06,groceries
3047,customer_345,258.90,2023-05-21 16:22:31,sports
3048,customer_678,517.25,2023-05-24 12:47:57,electronics
3049,customer_456,143.60,2023-05-27 08:13:22,books
3050,customer_989,385.40,2023-05-30 14:38:48,clothing
3051,customer_890,209.15,2023-06-02 11:04:13,home
3052,customer_123,467.80,2023-06-05 16:29:39,electronics
3053,customer_234,128.95,2023-06-08 12:55:04,groceries
3054,customer_567,342.50,2023-06-11 08:20:30,electronics
3055,customer_456,176.70,2023-06-14 14:45:55,groceries
3056,customer_990,294.30,2023-06-17 11:11:21,sports
3057,customer_789,88.45,2023-06-20 16:36:46,books
3058,customer_123,235.60,2023-06-23 13:02:12,clothing
3059,customer_345,452.90,2023-06-26 09:27:37,electronics
3060,customer_678,167.25,2023-06-29 15:53:03,home
3061,customer_456,398.80,2023-07-02 12:18:28,electronics
3062,customer_991,115.40,2023-07-05 07:43:54,groceries
3063,customer_890,284.65,2023-07-08 14:09:19,clothing
3064,customer_123,523.20,2023-07-11 10:34:45,electronics
3065,customer_234,192.75,2023-07-14 16:00:10,sports
3066,customer_567,329.50,2023-07-17 12:25:36,home
3067,customer_456,146.85,2023-07-20 08:51:01,groceries
3068,customer_992,418.95,2023-07-23 15:16:27,electronics
3069,customer_789,237.40,2023-07-26 11:41:52,books
3070,customer_123,365.10,2023-07-29 07:07:18,electronics
3071,customer_345,109.60,2023-08-01 13:32:43,groceries
3072,customer_678,478.25,2023-08-04 09:58:09,electronics
3073,customer_456,214.90,2023-08-07 16:23:34,clothing
3074,customer_993,156.35,2023-08-10 12:49:00,home
3075,customer_890,342.70,2023-08-13 08:14:25,sports
3076,customer_123,187.55,2023-08-16 14:39:51,books
3077,customer_234,495.40,2023-08-19 11:05:16,electronics
3078,customer_567,123.80,2023-08-22 16:30:42,groceries
3079,customer_456,268.25,2023-08-25 13:56:07,home
3080,customer_994,389.60,2023-08-28 09:21:33,electronics
3081,customer_789,175.90,2023-08-31 15:46:58,clothing
3082,customer_123,442.15,2023-09-03 12:12:24,electronics
3083,customer_345,96.50,2023-09-06 07:37:49,groceries
3084,customer_678,315.75,2023-09-09 14:03:15,sports
3085,customer_456,228.40,2023-09-12 10:28:40,groceries
3086,customer_995,463.85,2023-09-15 16:54:06,electronics
3087,customer_890,139.20,2023-09-18 13:19:31,books
3088,customer_123,287.65,2023-09-21 08:44:57,clothing
3089,customer_234,524.30,2023-09-24 15:10:22,electronics
3090,customer_567,164.95,2023-09-27 11:35:48,home
3091,customer_456,356.50,2023-09-30 07:01:13,electronics
3092,customer_996,198.70,2023-10-03 13:26:39,groceries
3093,customer_789,429.85,2023-10-06 09:52:04,electronics
3094,customer_123,112.40,2023-10-09 16:17:30,sports
3095,customer_345,275.60,2023-10-12 12:42:55,clothing
3096,customer_678,487.20,2023-10-15 08:08:21,electronics
3097,customer_456,153.35,2023-10-18 14:33:46,groceries
3098,customer_997,328.90,2023-10-21 11:59:12,home
3099,customer_890,245.75,2023-10-24 16:24:37,books
3100,customer_123,412.50,2023-10-27 13:50:03,electronics
