transaction_id,order_id,product_id,quantity,unit_price,line_total,discount_percent,discount_amount,final_amount,transaction_date,warehouse_id,fulfillment_status
9098,8096,5050,6,20.99,125.94,0.0,0.00,125.94,2022-08-01 12:54:53,205,fulfilled
9099,8097,5093,2,178.50,357.00,25.0,89.25,267.75,2022-08-02 10:20:06,202,cancelled
9100,8098,5061,4,48.75,195.00,15.0,29.25,165.75,2022-08-02 16:45:18,209,fulfilled
9101,8099,5088,3,28.75,86.25,10.0,8.63,77.62,2022-08-03 09:10:31,204,fulfilled
9102,8100,5119,1,189.00,189.00,22.0,41.58,147.42,2022-08-03 13:35:43,206,fulfilled
9103,8101,5040,2,65.50,131.00,12.0,15.72,115.28,2022-08-04 08:00:56,203,fulfilled
9104,8102,5080,5,31.99,159.95,18.0,28.79,131.16,2022-08-04 15:26:08,210,fulfilled
9105,8103,5106,1,42.99,42.99,5.0,2.15,40.84,2022-08-05 10:51:21,201,fulfilled
9106,8104,5024,3,17.50,52.50,8.0,4.20,48.30,2022-08-05 14:16:33,207,pending
9107,8105,5097,2,210.00,420.00,20.0,84.00,336.00,2022-08-06 09:41:46,208,fulfilled
9108,8106,5068,4,54.25,217.00,10.0,21.70,195.30,2022-08-06 12:06:58,205,fulfilled
9109,8107,5091,1,39.99,39.99,0.0,0.00,39.99,2022-08-07 10:32:11,202,fulfilled
9110,8108,5112,2,172.00,344.00,25.0,86.00,258.00,2022-08-07 16:57:23,209,fulfilled
9111,8109,5056,3,22.50,67.50,5.0,3.38,64.12,2022-08-08 09:22:36,204,fulfilled
9112,8110,5035,5,27.99,139.95,15.0,20.99,118.96,2022-08-08 13:47:48,206,backordered
9113,8111,5102,1,199.99,199.99,12.0,24.00,175.99,2022-08-09 08:13:01,203,fulfilled
9114,8112,5078,2,67.99,135.98,10.0,13.60,122.38,2022-08-09 15:38:13,210,fulfilled
9115,8113,5043,4,18.99,75.96,8.0,6.08,69.88,2022-08-10 10:03:26,201,fulfilled
9116,8114,5115,3,156.00,468.00,22.0,102.96,365.04,2022-08-10 14:28:38,207,fulfilled
9117,8115,5051,1,95.00,95.00,18.0,17.10,77.90,2022-08-11 09:53:51,208,fulfilled
9118,8116,5087,2,21.50,43.00,5.0,2.15,40.85,2022-08-11 12:19:03,205,fulfilled
9119,8117,5064,6,31.99,191.94,20.0,38.39,153.55,2022-08-12 10:44:16,202,fulfilled
9120,8118,5101,1,155.00,155.00,25.0,38.75,116.25,2022-08-12 16:09:28,209,fulfilled
9121,8119,5072,3,54.99,164.97,15.0,24.75,140.22,2022-08-13 09:34:41,204,fulfilled
9122,8120,5029,2,33.50,67.00,10.0,6.70,60.30,2022-08-13 13:59:53,206,fulfilled
9123,8121,5094,4,126.50,506.00,12.0,60.72,445.28,2022-08-14 08:25:06,203,cancelled
9124,8122,5046,1,59.99,59.99,8.0,4.80,55.19,2022-08-14 15:50:18,210,fulfilled
9125,8123,5108,5,134.99,674.95,18.0,121.49,553.46,2022-08-15 10:15:31,201,fulfilled
9126,8124,5073,2,36.75,73.50,5.0,3.68,69.82,2022-08-15 14:40:43,207,fulfilled
9127,8125,5019,3,48.00,144.00,10.0,14.40,129.60,2022-08-16 09:05:56,208,fulfilled
9128,8126,5110,1,47.25,47.25,0.0,0.00,47.25,2022-08-16 12:31:08,205,fulfilled
9129,8127,5062,4,44.50,178.00,20.0,35.60,142.40,2022-08-17 10:56:21,202,fulfilled
9130,8128,5084,2,72.99,145.98,15.0,21.90,124.08,2022-08-17 16:21:33,209,pending
9131,8129,5025,6,19.99,119.94,12.0,14.39,105.55,2022-08-18 09:46:46,204,fulfilled
9132,8130,5118,3,88.00,264.00,10.0,26.40,237.60,2022-08-18 13:11:58,206,fulfilled
9133,8131,5055,1,35.99,35.99,5.0,1.80,34.19,2022-08-19 08:37:11,203,fulfilled
9134,8132,5097,2,210.00,420.00,25.0,105.00,315.00,2022-08-19 15:02:23,210,fulfilled
9135,8133,5070,4,64.75,259.00,18.0,46.62,212.38,2022-08-20 10:27:36,201,fulfilled
9136,8134,5028,3,51.50,154.50,8.0,12.36,142.14,2022-08-20 14:52:48,207,backordered
9137,8135,5103,1,145.00,145.00,22.0,31.90,113.10,2022-08-21 09:18:01,208,fulfilled
9138,8136,5086,5,16.50,82.50,10.0,8.25,74.25,2022-08-21 12:43:13,205,fulfilled
9139,8137,5042,2,29.99,59.98,5.0,3.00,56.98,2022-08-22 10:08:26,202,fulfilled
9140,8138,5113,1,192.50,192.50,20.0,38.50,154.00,2022-08-22 16:33:38,209,fulfilled
9141,8139,5059,3,78.99,236.97,15.0,35.55,201.42,2022-08-23 09:58:51,204,fulfilled
9142,8140,5031,4,24.75,99.00,12.0,11.88,87.12,2022-08-23 13:24:03,206,fulfilled
9143,8141,5098,2,41.99,83.98,10.0,8.40,75.58,2022-08-24 08:49:16,203,fulfilled
9144,8142,5076,1,56.00,56.00,8.0,4.48,51.52,2022-08-24 15:14:28,210,fulfilled
9145,8143,5052,5,83.50,417.50,25.0,104.38,313.12,2022-08-25 10:39:41,201,fulfilled
9146,8144,5095,3,69.99,209.97,18.0,37.79,172.18,2022-08-25 14:04:53,207,cancelled
9147,8145,5021,2,13.99,27.98,0.0,0.00,27.98,2022-08-26 09:30:06,208,fulfilled
9148,8146,5110,4,47.25,189.00,20.0,37.80,151.20,2022-08-26 12:55:18,205,fulfilled
9149,8147,5067,1,124.99,124.99,15.0,18.75,106.24,2022-08-27 10:20:31,202,fulfilled
9150,8148,5048,6,32.50,195.00,12.0,23.40,171.60,2022-08-27 16:45:43,209,fulfilled
9151,8149,5074,2,91.00,182.00,10.0,18.20,163.80,2022-08-28 09:10:56,204,fulfilled
9152,8150,5033,3,38.99,116.97,5.0,5.85,111.12,2022-08-28 13:36:08,206,fulfilled
9153,8101,5117,1,87.99,87.99,8.0,7.04,80.95,2022-08-29 08:01:21,203,fulfilled
9154,8102,5063,4,49.99,199.96,22.0,43.99,155.97,2022-08-29 15:26:33,210,fulfilled
9155,8103,5026,2,18.25,36.50,5.0,1.83,34.67,2022-08-30 10:51:46,201,fulfilled
9156,8104,5094,5,126.50,632.50,25.0,158.13,474.37,2022-08-30 14:16:58,207,fulfilled
9157,8105,5058,3,53.75,161.25,18.0,29.03,132.22,2022-08-31 09:42:11,208,pending
9158,8106,5045,1,89.99,89.99,10.0,9.00,80.99,2022-08-31 12:07:23,205,fulfilled
9159,8107,5079,2,34.50,69.00,15.0,10.35,58.65,2022-09-01 10:32:36,202,fulfilled
9160,8108,5036,4,62.00,248.00,12.0,29.76,218.24,2022-09-01 16:57:48,209,backordered
9161,8109,5105,3,28.99,86.97,10.0,8.70,78.27,2022-09-02 09:23:01,204,fulfilled
9162,8110,5071,1,175.00,175.00,20.0,35.00,140.00,2022-09-02 13:48:13,206,fulfilled
9163,8111,5049,6,43.25,259.50,8.0,20.76,238.74,2022-09-03 08:13:26,203,fulfilled
9164,8112,5092,2,71.50,143.00,5.0,7.15,135.85,2022-09-03 15:38:38,210,fulfilled
9165,8113,5022,5,17.99,89.95,0.0,0.00,89.95,2022-09-04 10:03:51,201,fulfilled
9166,8114,5107,1,198.00,198.00,25.0,49.50,148.50,2022-09-04 14:29:03,207,fulfilled
9167,8115,5060,3,55.99,167.97,18.0,30.23,137.74,2022-09-05 09:54:16,208,fulfilled
9168,8116,5085,4,30.75,123.00,15.0,18.45,104.55,2022-09-05 12:19:28,205,cancelled
9169,8117,5114,2,46.00,92.00,12.0,11.04,80.96,2022-09-06 10:44:41,202,fulfilled
9170,8118,5041,1,84.99,84.99,10.0,8.50,76.49,2022-09-06 16:09:53,209,fulfilled
9171,8119,5096,5,112.50,562.50,22.0,123.75,438.75,2022-09-07 09:35:06,204,fulfilled
9172,8120,5053,3,25.50,76.50,8.0,6.12,70.38,2022-09-07 13:00:18,206,fulfilled
9173,8121,5077,2,68.75,137.50,20.0,27.50,110.00,2022-09-08 08:25:31,203,fulfilled
9174,8122,5030,4,37.99,151.96,5.0,7.60,144.36,2022-09-08 15:50:43,210,fulfilled
9175,8123,5100,1,149.00,149.00,15.0,22.35,126.65,2022-09-09 10:15:56,201,fulfilled
9176,8124,5065,6,19.25,115.50,10.0,11.55,103.95,2022-09-09 14:41:08,207,fulfilled
9177,8125,5089,2,45.00,90.00,12.0,10.80,79.20,2022-09-10 09:06:21,208,fulfilled
9178,8126,5116,3,183.50,550.50,25.0,137.63,412.87,2022-09-10 12:31:33,205,fulfilled
9179,8127,5044,1,52.99,52.99,8.0,4.24,48.75,2022-09-11 10:56:46,202,fulfilled
9180,8128,5082,4,33.25,133.00,18.0,23.94,109.06,2022-09-11 16:21:58,209,fulfilled
