transaction_id,product_id,quantity,amount
329,367,10,734.70
330,5567,24,1923.70
331,234,8,623.60
332,5901,16,1267.60
333,445,13,1012.80
334,5234,22,1734.80
335,189,9,678.90
336,5678,18,1389.60
337,134,25,1978.60
338,5432,11,845.90
339,167,4,267.70
340,5123,21,1645.80
341,423,7,534.50
342,5789,17,1334.90
343,156,12,934.60
344,5567,23,1834.80
345,89,5,312.70
346,5901,20,1567.70
347,278,14,1089.90
348,5234,6,412.90
349,356,19,1478.60
350,5678,10,734.80
351,67,24,1923.60
352,5432,8,623.70
353,201,16,1267.80
354,5123,13,1012.90
355,298,22,1734.90
356,5789,9,678.60
357,234,18,1389.90
358,5567,25,1978.90
359,145,11,845.60
360,5901,4,267.90
361,412,21,1645.70
362,5234,7,534.60
363,78,17,1334.80
364,5678,12,934.80
365,334,23,1834.70
366,5432,5,312.60
367,289,20,1567.60
368,5123,14,1089.50
369,401,6,412.50
370,5789,19,1478.70
371,112,10,734.90
372,5567,24,1923.80
373,156,8,623.80
374,5901,16,1267.90
375,478,13,1012.70
376,5234,22,1734.70
377,189,9,678.70
378,5678,18,1389.80
379,256,25,1978.80
380,5432,11,845.80
381,167,4,267.80
382,5123,21,1645.90
383,67,7,534.70
384,5789,17,1334.70
385,234,12,934.70
386,5567,23,1834.90
387,445,5,312.80
388,5901,20,1567.80
389,89,14,1089.80
390,5234,6,412.80
391,278,19,1478.80
392,5678,10,734.70
393,367,24,1923.90
394,5432,8,623.90
395,298,16,1267.70
396,5123,13,1012.80
397,201,22,1734.80
398,5789,9,678.80
399,156,18,1389.70
400,5567,25,1978.70
401,78,11,845.70
402,5901,4,267.70
403,412,21,1645.80
404,5234,7,534.80
405,145,17,1334.90
406,5678,12,934.90
407,334,23,1834.80
408,5432,5,312.70
409,289,20,1567.90
410,5123,14,1089.70
411,401,6,412.70
412,5789,19,1478.90
413,134,10,734.60
414,5567,24,1923.70
415,67,8,623.60
416,5901,16,1267.60
417,356,13,1012.90
418,5234,22,1734.90
419,189,9,678.90
420,5678,18,1389.90
421,234,25,1978.90
422,5432,11,845.90
423,112,4,267.90
424,5123,21,1645.60
425,423,7,534.90
426,5789,17,1334.60
427,156,12,934.60
428,5567,23,1834.60
429,89,5,312.90
430,5901,20,1567.50
431,278,14,1089.50
432,5234,6,412.60
433,167,19,1478.50
434,5678,10,734.80
435,445,24,1923.50
436,5432,8,623.50
437,201,16,1267.50
438,5123,13,1012.50
439,298,22,1734.50
440,5789,9,678.50
441,234,18,1389.50
442,5567,25,1978.50
443,78,11,845.50
444,5901,4,267.50
445,412,21,1645.50
446,5234,7,534.50
447,145,17,1334.50
448,5678,12,934.50
449,334,23,1834.50
450,5432,5,312.50
451,289,20,1567.50
452,5123,14,1089.40
453,67,6,412.40
454,5789,19,1478.40
455,356,10,734.40
456,5567,24,1923.40
457,401,8,623.40
458,5901,16,1267.40
459,189,13,1012.40
460,5234,22,1734.40
461,156,9,678.40
462,5678,18,1389.40
463,112,25,1978.40
464,5432,11,845.40
465,256,4,267.40
466,5123,21,1645.40
467,478,7,534.40
468,5789,17,1334.40
469,234,12,934.40
470,5567,23,1834.40
471,89,5,312.40
472,5901,20,1567.40
473,278,14,1089.30
474,5234,6,412.30
475,134,19,1478.30
476,5678,10,734.30
477,423,24,1923.30
478,5432,8,623.30
479,167,16,1267.30
480,5123,13,1012.30
481,367,22,1734.30
482,5789,9,678.30
483,201,18,1389.30
484,5567,25,1978.30
485,445,11,845.30
486,5901,4,267.30
487,78,21,1645.30
488,5234,7,534.30
489,156,17,1334.30
490,5678,12,934.30
491,298,23,1834.30
492,5432,5,312.30
493,289,20,1567.30
494,5123,14,1089.20
495,67,6,412.20
496,5789,19,1478.20
497,145,10,734.20
498,5567,24,1923.20
499,412,8,623.20
500,5901,16,1267.20
501,234,13,1012.20
502,5234,22,1734.20
503,401,9,678.20
504,5678,18,1389.20
505,189,25,1978.20
506,5432,11,845.20
507,356,4,267.20
508,5123,21,1645.20
509,112,7,534.20
510,5789,17,1334.20
511,89,12,934.20
512,5567,23,1834.20
513,278,5,312.20
514,5901,20,1567.20
515,256,14,1089.10
516,5234,6,412.10
517,334,19,1478.10
518,5678,10,734.10
519,478,24,1923.10
520,5432,8,623.10
521,167,16,1267.10
522,5123,13,1012.10
523,423,22,1734.10
524,5789,9,678.10
525,201,18,1389.10
526,5567,25,1978.10
527,78,11,845.10
528,5901,4,267.10
529,445,21,1645.10
530,5234,7,534.10
531,156,17,1334.10
532,5678,12,934.10
533,298,23,1834.10
534,5432,5,312.10
535,289,20,1567.10
536,5123,14,1089.00
537,67,6,412.00
538,5789,19,1478.00
539,145,10,734.00
540,5567,24,1923.00
541,412,8,623.00
542,5901,16,1267.00
543,234,13,1012.00
544,5234,22,1734.00
545,401,9,678.00
546,5678,18,1389.00
547,189,25,1978.00
548,5432,11,845.00
549,356,4,267.00
550,5123,21,1645.00
551,112,7,534.00
552,5789,17,1334.00
553,89,12,934.00
554,5567,23,1834.00
555,278,5,312.00
556,5901,20,1567.00
557,134,14,1088.90
558,5234,6,411.90
559,167,19,1477.90
560,5678,10,733.90
561,256,24,1922.90
562,5432,8,622.90
563,334,16,1266.90
564,5123,13,1011.90
565,478,22,1733.90
566,5789,9,677.90
567,201,18,1388.90
568,5567,25,1977.90
569,78,11,844.90
570,5901,4,266.90
571,445,21,1644.90
572,5234,7,533.90
573,156,17,1333.90
574,5678,12,933.90
575,298,23,1833.90
576,5432,5,311.90
577,289,20,1566.90
578,5123,14,1088.80
579,67,6,411.80
580,5789,19,1477.80
581,145,10,733.80
582,5567,24,1922.80
583,412,8,622.80
584,5901,16,1266.80
585,234,13,1011.80
586,5234,22,1733.80
587,401,9,677.80
588,5678,18,1388.80
589,189,25,1977.80
590,5432,11,844.80
591,356,4,266.80
592,5123,21,1644.80
593,112,7,533.80
594,5789,17,1333.80
595,89,12,933.80
596,5567,23,1833.80
597,278,5,311.80
598,5901,20,1566.80
599,423,14,1088.70
600,5234,6,411.70
601,167,19,1477.70
602,5678,10,733.70
603,134,24,1922.70
604,5432,8,622.70
605,367,16,1266.70
606,5123,13,1011.70
607,256,22,1733.70
608,5789,9,677.70
609,201,18,1388.70
610,5567,25,1977.70
611,78,11,844.70
612,5901,4,266.70
613,445,21,1644.70
614,5234,7,533.70
615,156,17,1333.70
616,5678,12,933.70
617,298,23,1833.70
618,5432,5,311.70
619,289,20,1566.70
620,5123,14,1088.60
621,67,6,411.60
622,5789,19,1477.60
623,145,10,733.60
624,5567,24,1922.60
625,412,8,622.60
626,5901,16,1266.60
627,234,13,1011.60
628,5234,22,1733.60
629,401,9,677.60
630,5678,18,1388.60
631,189,25,1977.60
632,5432,11,844.60
633,356,4,266.60
634,5123,21,1644.60
635,112,7,533.60
636,5789,17,1333.60
637,89,12,933.60
638,5567,23,1833.60
639,278,5,311.60
640,5901,20,1566.60
641,478,14,1088.50
642,5234,6,411.50
643,167,19,1477.50
644,5678,10,733.50
645,334,24,1922.50
646,5432,8,622.50
647,256,16,1266.50
648,5123,13,1011.50
649,423,22,1733.50
650,5789,9,677.50
651,201,18,1388.50
652,5567,25,1977.50
653,78,11,844.50
654,5901,4,266.50
655,445,21,1644.50
656,5234,7,533.50
657,156,17,1333.50
658,5678,12,933.50
659,298,23,1833.50
660,5432,5,311.50
661,289,20,1566.50
662,5123,14,1088.40
663,67,6,411.40
664,5789,19,1477.40
665,145,10,733.40
666,5567,24,1922.40
667,412,8,622.40
668,5901,16,1266.40
669,234,13,1011.40
670,5234,22,1733.40
671,401,9,677.40
672,5678,18,1388.40
673,189,25,1977.40
674,5432,11,844.40
675,356,4,266.40
676,5123,21,1644.40
677,112,7,533.40
678,5789,17,1333.40
679,89,12,933.40
680,5567,23,1833.40
681,278,5,311.40
682,5901,20,1566.40
683,134,14,1088.30
684,5234,6,411.30
685,167,19,1477.30
686,5678,10,733.30
687,367,24,1922.30
688,5432,8,622.30
689,478,16,1266.30
690,5123,13,1011.30
691,256,22,1733.30
692,5789,9,677.30
693,201,18,1388.30
694,5567,25,1977.30
695,78,11,844.30
696,5901,4,266.30
697,445,21,1644.30
698,5234,7,533.30
699,156,17,1333.30
700,5678,12,933.30
701,298,23,1833.30
702,5432,5,311.30
703,289,20,1566.30
704,5123,14,1088.20
705,67,6,411.20
706,5789,19,1477.20
707,145,10,733.20
708,5567,24,1922.20
709,412,8,622.20
710,5901,16,1266.20
711,234,13,1011.20
712,5234,22,1733.20
713,401,9,677.20
714,5678,18,1388.20
715,189,25,1977.20
716,5432,11,844.20
717,356,4,266.20
718,5123,21,1644.20
719,112,7,533.20
720,5789,17,1333.20
721,89,12,933.20
722,5567,23,1833.20
723,278,5,311.20
724,5901,20,1566.20
725,423,14,1088.10
726,5234,6,411.10
727,167,19,1477.10
728,5678,10,733.10
729,334,24,1922.10
730,5432,8,622.10
731,256,16,1266.10
732,5123,13,1011.10
733,478,22,1733.10
734,5789,9,677.10
735,201,18,1388.10
736,5567,25,1977.10
737,78,11,844.10
738,5901,4,266.10
739,445,21,1644.10
740,5234,7,533.10
741,156,17,1333.10
742,5678,12,933.10
743,298,23,1833.10
744,5432,5,311.10
745,289,20,1566.10
746,5123,14,1088.00
747,67,6,411.00
748,5789,19,1477.00
749,145,10,733.00
750,5567,24,1922.00
751,412,8,622.00
752,5901,16,1266.00
753,234,13,1011.00
754,5234,22,1733.00
755,401,9,677.00
756,5678,18,1388.00
757,189,25,1977.00
758,5432,11,844.00
759,356,4,266.00
760,5123,21,1644.00
761,112,7,533.00
762,5789,17,1333.00
763,89,12,933.00
764,5567,23,1833.00
765,278,5,311.00
766,5901,20,1566.00
767,134,14,1087.90
768,5234,6,410.90
769,167,19,1476.90
770,5678,10,732.90
771,367,24,1921.90
772,5432,8,621.90
773,256,16,1265.90
774,5123,13,1010.90
775,423,22,1732.90
776,5789,9,676.90
777,201,18,1387.90
778,5567,25,1976.90
779,78,11,843.90
780,5901,4,265.90
781,445,21,1643.90
782,5234,7,532.90
783,156,17,1332.90
784,5678,12,932.90
785,298,23,1832.90
786,5432,5,310.90
787,289,20,1565.90
788,5123,14,1087.80
789,67,6,410.80
790,5789,19,1476.80
791,145,10,732.80
792,5567,24,1921.80
793,412,8,621.80
794,5901,16,1265.80
795,234,13,1010.80
796,5234,22,1732.80
797,401,9,676.80
798,5678,18,1387.80
799,189,25,1976.80
800,5432,11,843.80
801,356,4,265.80
802,5123,21,1643.80
803,112,7,532.80
804,5789,17,1332.80
805,89,12,932.80
806,5567,23,1832.80
807,278,5,310.80
808,5901,20,1565.80
809,478,14,1087.70
810,5234,6,410.70
811,167,19,1476.70
812,5678,10,732.70
813,334,24,1921.70
814,5432,8,621.70
815,256,16,1265.70
816,5123,13,1010.70
817,367,22,1732.70
818,5789,9,676.70
819,201,18,1387.70
820,5567,25,1976.70
821,78,11,843.70
822,5901,4,265.70
823,445,21,1643.70
824,5234,7,532.70
825,156,17,1332.70
826,5678,12,932.70
827,298,23,1832.70
828,5432,5,310.70
829,289,20,1565.70
830,5123,14,1087.60
831,67,6,410.60
832,5789,19,1476.60
833,145,10,732.60
834,5567,24,1921.60
835,412,8,621.60
836,5901,16,1265.60
837,234,13,1010.60
838,5234,22,1732.60
839,401,9,676.60
840,5678,18,1387.60
841,189,25,1976.60
842,5432,11,843.60
843,356,4,265.60
844,5123,21,1643.60
845,112,7,532.60
846,5789,17,1332.60
847,89,12,932.60
848,5567,23,1832.60
849,278,5,310.60
850,5901,20,1565.60
851,423,14,1087.50
852,5234,6,410.50
853,167,19,1476.50
854,5678,10,732.50
855,134,24,1921.50
856,5432,8,621.50
857,478,16,1265.50
858,5123,13,1010.50
859,256,22,1732.50
860,5789,9,676.50
861,201,18,1387.50
862,5567,25,1976.50
863,78,11,843.50
864,5901,4,265.50
865,445,21,1643.50
866,5234,7,532.50
867,156,17,1332.50
868,5678,12,932.50
869,298,23,1832.50
870,5432,5,310.50
871,289,20,1565.50
872,5123,14,1087.40
873,67,6,410.40
874,5789,19,1476.40
875,145,10,732.40
876,5567,24,1921.40
877,412,8,621.40
878,5901,16,1265.40
879,234,13,1010.40
880,5234,22,1732.40
881,401,9,676.40
882,5678,18,1387.40
883,189,25,1976.40
884,5432,11,843.40
885,356,4,265.40
886,5123,21,1643.40
887,112,7,532.40
888,5789,17,1332.40
889,89,12,932.40
890,5567,23,1832.40
891,278,5,310.40
892,5901,20,1565.40
893,367,14,1087.30
894,5234,6,410.30
895,167,19,1476.30
896,5678,10,732.30
897,334,24,1921.30
898,5432,8,621.30
899,256,16,1265.30
900,5123,13,1010.30
901,423,22,1732.30
902,5789,9,676.30
903,201,18,1387.30
904,5567,25,1976.30
905,78,11,843.30
906,5901,4,265.30
907,445,21,1643.30
908,5234,7,532.30
909,156,17,1332.30
910,5678,12,932.30
911,298,23,1832.30
912,5432,5,310.30
913,289,20,1565.30
914,5123,14,1087.20
915,67,6,410.20
916,5789,19,1476.20
917,145,10,732.20
918,5567,24,1921.20
919,412,8,621.20
920,5901,16,1265.20
921,234,13,1010.20
922,5234,22,1732.20
923,401,9,676.20
924,5678,18,1387.20
925,189,25,1976.20
926,5432,11,843.20
927,356,4,265.20
928,5123,21,1643.20
929,112,7,532.20
930,5789,17,1332.20
931,89,12,932.20
932,5567,23,1832.20
933,278,5,310.20
934,5901,20,1565.20
935,478,14,1087.10
936,5234,6,410.10
937,167,19,1476.10
938,5678,10,732.10
939,134,24,1921.10
940,5432,8,621.10
941,367,16,1265.10
942,5123,13,1010.10
943,256,22,1732.10
944,5789,9,676.10
945,201,18,1387.10
946,5567,25,1976.10
947,78,11,843.10
948,5901,4,265.10
949,445,21,1643.10
950,5234,7,532.10
951,156,17,1332.10
952,5678,12,932.10
953,298,23,1832.10
954,5432,5,310.10
955,289,20,1565.10
956,5123,14,1087.00
957,67,6,410.00
958,5789,19,1476.00
959,145,10,732.00
960,5567,24,1921.00
961,412,8,621.00
962,5901,16,1265.00
963,234,13,1010.00
964,5234,22,1732.00
965,401,9,676.00
966,5678,18,1387.00
967,189,25,1976.00
968,5432,11,843.00
969,356,4,265.00
970,5123,21,1643.00
971,112,7,532.00
972,5789,17,1332.00
973,89,12,932.00
974,5567,23,1832.00
975,278,5,310.00
976,5901,20,1565.00
977,423,14,1086.90
978,5234,6,409.90
979,167,19,1475.90
980,5678,10,731.90
981,334,24,1920.90
982,5432,8,620.90
983,256,16,1264.90
984,5123,13,1009.90
985,478,22,1731.90
986,5789,9,675.90
987,201,18,1386.90
988,5567,25,1975.90
989,78,11,842.90
990,5901,4,264.90
991,445,21,1642.90
992,5234,7,531.90
993,156,17,1331.90
994,5678,12,931.90
995,298,23,1831.90
996,5432,5,309.90
997,289,20,1564.90
998,5123,14,1086.80
999,67,6,409.80
1000,5789,19,1475.80
1001,145,10,731.80
1002,5567,24,1920.80
1003,412,8,620.80
1004,5901,16,1264.80
1005,234,13,1009.80
1006,5234,22,1731.80
1007,401,9,675.80
1008,5678,18,1386.80
1009,189,25,1975.80
1010,5432,11,842.80
1011,356,4,264.80
1012,5123,21,1642.80
1013,112,7,531.80
1014,5789,17,1331.80
1015,89,12,931.80
1016,5567,23,1831.80
1017,278,5,309.80
1018,5901,20,1564.80
1019,134,14,1086.70
1020,5234,6,409.70
1021,167,19,1475.70
1022,5678,10,731.70
1023,367,24,1920.70
1024,5432,8,620.70
1025,478,16,1264.70
1026,5123,13,1009.70
1027,256,22,1731.70
1028,5789,9,675.70
1029,201,18,1386.70
1030,5567,25,1975.70
1031,78,11,842.70
1032,5901,4,264.70
1033,445,21,1642.70
1034,5234,7,531.70
1035,156,17,1331.70
1036,5678,12,931.70
1037,298,23,1831.70
1038,5432,5,309.70
1039,289,20,1564.70
1040,5123,14,1086.60
1041,67,6,409.60
1042,5789,19,1475.60
1043,145,10,731.60
1044,5567,24,1920.60
1045,412,8,620.60
1046,5901,16,1264.60
1047,234,13,1009.60
1048,5234,22,1731.60
1049,401,9,675.60
1050,5678,18,1386.60
1051,189,25,1975.60
1052,5432,11,842.60
1053,356,4,264.60
1054,5123,21,1642.60
1055,112,7,531.60
1056,5789,17,1331.60
1057,89,12,931.60
1058,5567,23,1831.60
1059,278,5,309.60
1060,5901,20,1564.60
1061,423,14,1086.50
1062,5234,6,409.50
1063,167,19,1475.50
1064,5678,10,731.50
1065,334,24,1920.50
1066,5432,8,620.50
1067,256,16,1264.50
1068,5123,13,1009.50
1069,478,22,1731.50
1070,5789,9,675.50
1071,201,18,1386.50
1072,5567,25,1975.50
1073,78,11,842.50
1074,5901,4,264.50
1075,445,21,1642.50
1076,5234,7,531.50
1077,156,17,1331.50
1078,5678,12,931.50
1079,298,23,1831.50
1080,5432,5,309.50
1081,289,20,1564.50
1082,5123,14,1086.40
1083,67,6,409.40
1084,5789,19,1475.40
1085,145,10,731.40
1086,5567,24,1920.40
1087,412,8,620.40
1088,5901,16,1264.40
1089,234,13,1009.40
1090,5234,22,1731.40
1091,401,9,675.40
1092,5678,18,1386.40
1093,189,25,1975.40
1094,5432,11,842.40
1095,356,4,264.40
1096,5123,21,1642.40
1097,112,7,531.40
1098,5789,17,1331.40
1099,89,12,931.40
1100,5567,23,1831.40
1101,278,5,309.40
1102,5901,20,1564.40
1103,134,14,1086.30
1104,5234,6,409.30
1105,167,19,1475.30
1106,5678,10,731.30
1107,367,24,1920.30
1108,5432,8,620.30
1109,478,16,1264.30
1110,5123,13,1009.30
1111,256,22,1731.30
1112,5789,9,675.30
1113,201,18,1386.30
1114,5567,25,1975.30
1115,78,11,842.30
1116,5901,4,264.30
1117,445,21,1642.30
1118,5234,7,531.30
1119,156,17,1331.30
1120,5678,12,931.30
1121,298,23,1831.30
1122,5432,5,309.30
1123,289,20,1564.30
1124,5123,14,1086.20
1125,67,6,409.20
1126,5789,19,1475.20
1127,145,10,731.20
1128,5567,24,1920.20
1129,412,8,620.20
1130,5901,16,1264.20
1131,234,13,1009.20
1132,5234,22,1731.20
1133,401,9,675.20
1134,5678,18,1386.20
1135,189,25,1975.20
1136,5432,11,842.20
1137,356,4,264.20
1138,5123,21,1642.20
1139,112,7,531.20
1140,5789,17,1331.20
1141,89,12,931.20
1142,5567,23,1831.20
1143,278,5,309.20
1144,5901,20,1564.20
1145,423,14,1086.10
1146,5234,6,409.10
1147,167,19,1475.10
1148,5678,10,731.10
1149,334,24,1920.10
1150,5432,8,620.10
1151,256,16,1264.10
1152,5123,13,1009.10
1153,478,22,1731.10
1154,5789,9,675.10
1155,201,18,1386.10
1156,5567,25,1975.10
1157,78,11,842.10
1158,5901,4,264.10
1159,445,21,1642.10
1160,5234,7,531.10
1161,156,17,1331.10
1162,5678,12,931.10
1163,298,23,1831.10
1164,5432,5,309.10
1165,289,20,1564.10
1166,5123,14,1086.00
1167,67,6,409.00
1168,5789,19,1475.00
1169,145,10,731.00
1170,5567,24,1920.00
1171,412,8,620.00
1172,5901,16,1264.00
1173,234,13,1009.00
1174,5234,22,1731.00
1175,401,9,675.00
1176,5678,18,1386.00
1177,189,25,1975.00
1178,5432,11,842.00
1179,356,4,264.00
1180,5123,21,1642.00
1181,112,7,531.00
1182,5789,17,1331.00
1183,89,12,931.00
1184,5567,23,1831.00
1185,278,5,309.00
1186,5901,20,1564.00
1187,134,14,1085.90
1188,5234,6,408.90
1189,167,19,1474.90
1190,5678,10,730.90
1191,367,24,1919.90
1192,5432,8,619.90
1193,478,16,1263.90
1194,5123,13,1008.90
1195,256,22,1730.90
1196,5789,9,674.90
1197,201,18,1385.90
1198,5567,25,1974.90
1199,78,11,841.90
1200,5901,4,263.90
1201,445,21,1641.90
1202,5234,7,530.90
1203,156,17,1330.90
1204,5678,12,930.90
1205,298,23,1830.90
1206,5432,5,308.90
1207,289,20,1563.90
1208,5123,14,1085.80
1209,67,6,408.80
1210,5789,19,1474.80
1211,145,10,730.80
1212,5567,24,1919.80
1213,412,8,619.80
1214,5901,16,1263.80
1215,234,13,1008.80
1216,5234,22,1730.80
1217,401,9,674.80
1218,5678,18,1385.80
1219,189,25,1974.80
1220,5432,11,841.80
1221,356,4,263.80
1222,5123,21,1641.80
1223,112,7,530.80
1224,5789,17,1330.80
1225,89,12,930.80
1226,5567,23,1830.80
1227,278,5,308.80
1228,5901,20,1563.80
1229,423,14,1085.70
1230,5234,6,408.70
1231,167,19,1474.70
1232,5678,10,730.70
1233,334,24,1919.70
1234,5432,8,619.70
1235,256,16,1263.70
1236,5123,13,1008.70
1237,478,22,1730.70
1238,5789,9,674.70
1239,201,18,1385.70
1240,5567,25,1974.70
1241,78,11,841.70
1242,5901,4,263.70
