2024-01-16T23:00:00,58.3,39.3
2024-01-16T23:45:00,60.9,40.7
2024-01-17T00:30:00,82.1,56.9
2024-01-17T01:15:00,78.4,54.3
2024-01-17T02:00:00,28.2,18.3
2024-01-17T02:45:00,12.8,4.7
2024-01-17T03:30:00,27.8,19.1
2024-01-17T04:15:00,61.5,41.4
2024-01-17T05:00:00,58.7,38.9
2024-01-17T05:45:00,59.4,39.7
2024-01-17T06:30:00,80.8,55.4
2024-01-17T07:15:00,77.9,53.7
2024-01-17T08:00:00,26.6,18.5
2024-01-17T08:45:00,29.3,17.6
2024-01-17T09:30:00,60.2,40.3
2024-01-17T10:15:00,57.9,39.2
2024-01-17T11:00:00,98.4,74.3
2024-01-17T11:45:00,79.1,55.1
2024-01-17T12:30:00,81.6,56.7
2024-01-17T13:15:00,28.5,18.8
2024-01-17T14:00:00,27.2,17.7
2024-01-17T14:45:00,59.9,39.9
2024-01-17T15:30:00,62.3,41.6
2024-01-17T16:15:00,58.1,38.6
2024-01-17T17:00:00,78.7,54.5
2024-01-17T17:45:00,82.5,57.3
2024-01-17T18:30:00,29.7,19.4
2024-01-17T19:15:00,26.8,18.2
2024-01-17T20:00:00,61.7,41.1
2024-01-17T20:45:00,58.5,39.5
2024-01-17T21:30:00,80.3,55.9
2024-01-17T22:15:00,77.5,53.6
2024-01-17T23:00:00,28.9,18.6
2024-01-17T23:45:00,27.6,17.8
2024-01-18T00:30:00,60.6,40.6
2024-01-18T01:15:00,59.2,39.1
2024-01-18T02:00:00,79.9,55.2
2024-01-18T02:45:00,81.2,56.5
2024-01-18T03:30:00,11.3,3.9
2024-01-18T04:15:00,28.4,19.2
2024-01-18T05:00:00,26.9,17.9
2024-01-18T05:45:00,58.8,38.8
2024-01-18T06:30:00,62.7,41.9
2024-01-18T07:15:00,59.5,39.8
2024-01-18T08:00:00,78.2,54.1
2024-01-18T08:45:00,80.9,55.6
2024-01-18T09:30:00,27.7,18.4
2024-01-18T10:15:00,29.5,18.9
2024-01-18T11:00:00,61.1,40.8
2024-01-18T11:45:00,57.6,39.3
2024-01-18T12:30:00,82.3,57.2
2024-01-18T13:15:00,79.4,54.9
2024-01-18T14:00:00,28.1,17.7
2024-01-18T14:45:00,26.5,18.7
2024-01-18T15:30:00,94.8,70.5
2024-01-18T16:15:00,60.4,40.2
2024-01-18T17:00:00,58.3,39.4
2024-01-18T17:45:00,77.8,53.8
2024-01-18T18:30:00,81.5,56.8
2024-01-18T19:15:00,29.2,19.3
2024-01-18T20:00:00,27.3,18.1
2024-01-18T20:45:00,59.7,39.6
2024-01-18T21:30:00,62.1,41.5
2024-01-18T22:15:00,80.7,55.5
2024-01-18T23:00:00,78.6,54.4
2024-01-18T23:45:00,28.7,18.8
2024-01-19T00:30:00,26.7,17.6
2024-01-19T01:15:00,61.9,41.3
2024-01-19T02:00:00,58.9,38.7
2024-01-19T02:45:00,79.2,55.3
2024-01-19T03:30:00,82.6,57.6
2024-01-19T04:15:00,27.9,19.1
2024-01-19T05:00:00,29.4,18.5
2024-01-19T05:45:00,15.7,7.3
2024-01-19T06:30:00,60.8,40.4
2024-01-19T07:15:00,57.8,39.2
2024-01-19T08:00:00,81.4,56.6
2024-01-19T08:45:00,78.1,54.2
2024-01-19T09:30:00,28.6,18.3
2024-01-19T10:15:00,26.8,17.8
2024-01-19T11:00:00,59.3,39.5
2024-01-19T11:45:00,62.5,41.7
2024-01-19T12:30:00,97.1,73.2
2024-01-19T13:15:00,80.2,55.8
2024-01-19T14:00:00,77.4,53.5
2024-01-19T14:45:00,29.8,19.4
2024-01-19T15:30:00,27.1,18.2
2024-01-19T16:15:00,61.6,41.2
2024-01-19T17:00:00,58.2,38.9
2024-01-19T17:45:00,79.8,55.1
2024-01-19T18:30:00,82.9,57.8
2024-01-19T19:15:00,28.3,18.7
2024-01-19T20:00:00,26.9,17.9
2024-01-19T20:45:00,60.1,40.1
2024-01-19T21:30:00,57.5,39.3
2024-01-19T22:15:00,78.5,54.6
2024-01-19T23:00:00,81.8,56.9
2024-01-19T23:45:00,29.1,18.9
2024-01-20T00:30:00,27.5,17.7
2024-01-20T01:15:00,59.6,39.7
2024-01-20T02:00:00,62.8,41.8
2024-01-20T02:45:00,13.2,5.1
2024-01-20T03:30:00,80.6,55.4
2024-01-20T04:15:00,77.7,53.9
2024-01-20T05:00:00,28.8,19.2
2024-01-20T05:45:00,26.6,18.4
2024-01-20T06:30:00,61.4,41.4
2024-01-20T07:15:00,58.7,38.8
2024-01-20T08:00:00,79.5,54.8
2024-01-20T08:45:00,82.2,57.1
2024-01-20T09:30:00,27.8,18.6
2024-01-20T10:15:00,29.6,19.3
2024-01-20T11:00:00,60.9,40.7
2024-01-20T11:45:00,57.9,39.4
2024-01-20T12:30:00,81.1,56.3
2024-01-20T13:15:00,78.9,54.7
2024-01-20T14:00:00,28.2,17.8
2024-01-20T14:45:00,95.6,71.8
2024-01-20T15:30:00,26.7,18.5
2024-01-20T16:15:00,59.8,39.8
2024-01-20T17:00:00,62.2,41.6
2024-01-20T17:45:00,80.4,55.7
2024-01-20T18:30:00,77.3,53.4
2024-01-20T19:15:00,29.3,19.1
2024-01-20T20:00:00,27.4,17.9
2024-01-20T20:45:00,61.8,41.3
2024-01-20T21:30:00,58.4,39.1
2024-01-21T22:15:00,79.7,55.2
2024-01-21T23:00:00,82.7,57.5
2024-01-21T23:45:00,28.9,18.8
