transcript_id,gene_id,length,effective_length,expected_count,TPM,FPKM
ENST00000082844,ENSG00000074416,1987,1787.45,0.00,0.00,0.00
ENST00000083642,ENSG00000075218,2345,2145.45,789.01,57.06,52.71
ENST00000084652,ENSG00000075891,1456,1256.45,456.78,56.45,52.15
ENST00000085733,ENSG00000076604,3012,2812.45,234.56,12.94,11.95
ENST00000086598,ENSG00000077514,2123,1923.45,678.90,54.81,50.63
ENST00000087460,ENSG00000078369,1834,1634.45,345.67,32.85,30.35
ENST00000088305,ENSG00000079102,2456,2256.45,567.89,39.08,36.10
ENST00000089220,ENSG00000079974,1678,1478.45,0.00,0.00,0.00
ENST00000090266,ENSG00000080815,2987,2787.45,1234.56,68.77,63.52
ENST00000091140,ENSG00000081760,1523,1323.45,123.45,14.48,13.38
ENST00000092140,ENSG00000082701,2234,2034.45,456.78,34.82,32.17
ENST00000093010,ENSG00000083454,3421,3221.45,789.01,38.00,35.10
ENST00000094005,ENSG00000084207,1876,1676.45,234.56,21.73,20.07
ENST00000095015,ENSG00000085117,2789,2589.45,678.90,40.72,37.61
ENST00000096006,ENSG00000086062,1654,1454.45,0.00,0.00,0.00
ENST00000097007,ENSG00000086991,2345,2145.45,567.89,41.09,37.96
ENST00000098003,ENSG00000087884,1298,1098.45,345.67,48.90,45.18
ENST00000099001,ENSG00000088832,3156,2956.45,456.78,22.55,20.83
ENST00000100012,ENSG00000089157,2012,1812.45,234.56,20.09,18.56
ENST00000101000,ENSG00000090054,1567,1367.45,678.90,77.09,71.21
ENST00000102021,ENSG00000091138,2567,2367.45,123.45,8.10,7.48
ENST00000103022,ENSG00000092098,1789,1589.45,0.00,0.00,0.00
ENST00000104014,ENSG00000093010,2234,2034.45,1567.89,119.67,110.54
ENST00000105011,ENSG00000094031,3456,3256.45,345.67,16.48,15.22
ENST00000106009,ENSG00000095002,1423,1223.45,567.89,72.09,66.59
ENST00000107017,ENSG00000096006,2876,2676.45,456.78,26.51,24.49
ENST00000108033,ENSG00000097007,1987,1787.45,234.56,20.38,18.83
ENST00000109046,ENSG00000098018,2345,2145.45,678.90,49.12,45.36
ENST00000110053,ENSG00000099014,1456,1256.45,89.34,11.04,10.20
ENST00000111055,ENSG00000100030,3012,2812.45,0.00,0.00,0.00
ENST00000112067,ENSG00000101040,2123,1923.45,567.89,45.86,42.36
ENST00000113075,ENSG00000102054,1834,1634.45,345.67,32.85,30.35
ENST00000114080,ENSG00000103064,2456,2256.45,789.01,54.33,50.18
ENST00000115089,ENSG00000104076,1678,1478.45,234.56,24.63,22.75
ENST00000116094,ENSG00000105081,2987,2787.45,456.78,25.44,23.50
ENST00000117101,ENSG00000106089,1523,1323.45,123.45,14.48,13.38
ENST00000118110,ENSG00000107104,2234,2034.45,0.00,0.00,0.00
ENST00000119123,ENSG00000108106,3421,3221.45,678.90,32.71,30.22
ENST00000120138,ENSG00000109111,1876,1676.45,567.89,52.62,48.60
ENST00000121152,ENSG00000110120,2789,2589.45,345.67,20.73,19.15
ENST00000122165,ENSG00000111133,1654,1454.45,456.78,48.78,45.07
ENST00000123171,ENSG00000112142,2345,2145.45,234.56,16.97,15.68
ENST00000124186,ENSG00000113151,1298,1098.45,0.00,0.00,0.00
ENST00000125199,ENSG00000114169,3156,2956.45,789.01,41.35,38.20
ENST00000126207,ENSG00000115183,2012,1812.45,567.89,48.65,44.94
ENST00000127220,ENSG00000116194,1567,1367.45,345.67,39.24,36.25
ENST00000128233,ENSG00000117199,2567,2367.45,456.78,29.96,27.68
ENST00000129240,ENSG00000118217,1789,1589.45,123.45,12.05,11.13
ENST00000130251,ENSG00000119231,2234,2034.45,678.90,51.80,47.85
ENST00000131266,ENSG00000120242,3456,3256.45,0.00,0.00,0.00
ENST00000132274,ENSG00000121254,1423,1223.45,234.56,29.77,27.51
ENST00000133289,ENSG00000122263,2876,2676.45,567.89,32.95,30.44
ENST00000134298,ENSG00000123275,1987,1787.45,789.01,68.57,63.34
ENST00000135306,ENSG00000124282,2345,2145.45,345.67,25.01,23.10
ENST00000136319,ENSG00000125298,1456,1256.45,456.78,56.45,52.15
ENST00000137329,ENSG00000126306,3012,2812.45,123.45,6.82,6.30
ENST00000138344,ENSG00000127318,2123,1923.45,0.00,0.00,0.00
ENST00000139352,ENSG00000128328,1834,1634.45,567.89,53.96,49.84
ENST00000140367,ENSG00000129337,2456,2256.45,678.90,46.73,43.17
