transcript_id,gene_id,length,effective_length,expected_count,TPM,FPKM
ENST00000058668,ENSG00000171862,2654,2454.00,1456.89,92.07,85.07
ENST00000059378,ENSG00000115415,1987,1787.00,523.67,45.45,42.00
ENST00000060237,ENSG00000166851,2876,2676.00,1789.23,103.68,95.78
ENST00000061667,ENSG00000174807,1432,1232.00,0.00,0.00,0.00
ENST00000062356,ENSG00000140464,3201,3001.00,2678.90,138.35,127.82
ENST00000063244,ENSG00000108821,1765,1565.00,412.34,40.84,37.73
ENST00000064654,ENSG00000156508,2109,1909.00,756.23,61.43,56.75
ENST00000065183,ENSG00000198925,1654,1454.00,298.45,31.84,29.41
ENST00000066933,ENSG00000133703,2456,2256.00,1345.67,92.53,85.50
ENST00000067606,ENSG00000117399,1876,1676.00,0.00,0.00,0.00
ENST00000068848,ENSG00000134250,2987,2787.00,1823.45,101.47,93.75
ENST00000069869,ENSG00000112576,1234,1034.00,167.89,25.18,23.27
ENST00000070190,ENSG00000186092,2345,2145.00,934.56,67.52,62.38
ENST00000071564,ENSG00000149311,1543,1343.00,312.45,36.11,33.36
ENST00000072179,ENSG00000110092,2654,2454.00,1456.78,92.07,85.07
ENST00000073169,ENSG00000140832,1987,1787.00,0.00,0.00,0.00
ENST00000074803,ENSG00000163017,2876,2676.00,1678.90,97.32,89.91
ENST00000075503,ENSG00000184677,1432,1232.00,201.23,25.33,23.40
ENST00000076294,ENSG00000134508,3201,3001.00,2567.89,132.70,122.60
ENST00000077348,ENSG00000115414,1765,1565.00,445.67,44.14,40.78
ENST00000078429,ENSG00000155657,2109,1909.00,789.23,64.10,59.22
ENST00000079776,ENSG00000123374,1654,1454.00,0.00,0.00,0.00
ENST00000080815,ENSG00000168003,2456,2256.00,1456.78,100.18,92.55
ENST00000081817,ENSG00000117020,1876,1676.00,478.90,44.32,40.94
ENST00000082701,ENSG00000142192,2987,2787.00,1934.56,107.65,99.44
ENST00000083632,ENSG00000111640,1234,1034.00,156.78,23.52,21.73
ENST00000084726,ENSG00000105649,3456,3256.00,3012.45,143.40,132.47
ENST00000085053,ENSG00000133606,1543,1343.00,0.00,0.00,0.00
ENST00000086233,ENSG00000107929,2234,2034.00,867.34,66.13,61.10
ENST00000087086,ENSG00000155657,1789,1589.00,489.23,47.72,44.09
ENST00000088305,ENSG00000185650,2654,2454.00,1345.67,85.04,78.57
ENST00000089220,ENSG00000116698,1456,1256.00,234.56,28.96,26.76
ENST00000090124,ENSG00000134121,2987,2787.00,1678.90,93.31,86.21
ENST00000091409,ENSG00000183087,1654,1454.00,0.00,0.00,0.00
ENST00000092231,ENSG00000156508,2345,2145.00,1023.45,73.98,68.35
ENST00000093010,ENSG00000164062,1876,1676.00,467.89,43.28,39.98
ENST00000094147,ENSG00000111640,3123,2923.00,2456.78,130.37,120.45
ENST00000095740,ENSG00000127720,1234,1034.00,145.67,21.85,20.19
ENST00000096433,ENSG00000171862,2456,2256.00,1234.56,84.87,78.41
ENST00000097165,ENSG00000115415,1543,1343.00,0.00,0.00,0.00
ENST00000098417,ENSG00000166851,2654,2454.00,1456.89,92.07,85.07
ENST00000099901,ENSG00000174807,1987,1787.00,545.23,47.32,43.72
ENST00000100219,ENSG00000140464,2876,2676.00,1789.23,103.68,95.78
ENST00000101442,ENSG00000108821,1432,1232.00,212.34,26.73,24.70
ENST00000102547,ENSG00000156508,3201,3001.00,2678.90,138.35,127.82
ENST00000103335,ENSG00000198925,1765,1565.00,423.45,41.95,38.76
ENST00000104411,ENSG00000133703,2109,1909.00,0.00,0.00,0.00
ENST00000105523,ENSG00000117399,1654,1454.00,312.45,33.33,30.79
ENST00000106758,ENSG00000134250,2456,2256.00,1345.67,92.53,85.50
ENST00000107843,ENSG00000112576,1876,1676.00,489.23,45.27,41.83
ENST00000108951,ENSG00000186092,2987,2787.00,1823.45,101.47,93.75
ENST00000109803,ENSG00000149311,1234,1034.00,178.90,26.84,24.80
ENST00000110929,ENSG00000110092,2345,2145.00,934.56,67.52,62.38
ENST00000111482,ENSG00000140832,1543,1343.00,0.00,0.00,0.00
ENST00000112376,ENSG00000163017,2654,2454.00,1456.78,92.07,85.07
ENST00000113520,ENSG00000184677,1987,1787.00,556.78,48.34,44.66
ENST00000114763,ENSG00000134508,2876,2676.00,1789.23,103.68,95.78
ENST00000115888,ENSG00000115414,1432,1232.00,223.45,28.13,25.99
ENST00000116256,ENSG00000155657,3201,3001.00,2678.90,138.35,127.82
ENST00000117425,ENSG00000123374,1765,1565.00,445.67,44.14,40.78
ENST00000118729,ENSG00000168003,2109,1909.00,0.00,0.00,0.00
ENST00000119698,ENSG00000117020,1654,1454.00,323.45,34.51,31.89
ENST00000120437,ENSG00000142192,2456,2256.00,1345.67,92.53,85.50
ENST00000121201,ENSG00000111640,1876,1676.00,489.23,45.27,41.83
ENST00000122549,ENSG00000105649,2987,2787.00,1934.56,107.65,99.44
ENST00000123647,ENSG00000133606,1234,1034.00,167.89,25.18,23.27
ENST00000124822,ENSG00000107929,3456,3256.00,3012.45,143.40,132.47
ENST00000125914,ENSG00000155657,1543,1343.00,289.45,33.43,30.89
ENST00000126803,ENSG00000185650,2234,2034.00,867.34,66.13,61.10
ENST00000127888,ENSG00000116698,1789,1589.00,0.00,0.00,0.00
ENST00000128742,ENSG00000134121,2654,2454.00,1345.67,85.04,78.57
ENST00000129534,ENSG00000183087,1456,1256.00,234.56,28.96,26.76
ENST00000130619,ENSG00000156508,2987,2787.00,1678.90,93.31,86.21
ENST00000131503,ENSG00000164062,1654,1454.00,345.67,36.87,34.06
ENST00000132650,ENSG00000111640,2345,2145.00,1023.45,73.98,68.35
ENST00000133598,ENSG00000127720,1876,1676.00,467.89,43.28,39.98
ENST00000134451,ENSG00000171862,3123,2923.00,0.00,0.00,0.00
ENST00000135707,ENSG00000115415,1234,1034.00,156.78,23.52,21.73
ENST00000136856,ENSG00000166851,2456,2256.00,1234.56,84.87,78.41
ENST00000137925,ENSG00000174807,1543,1343.00,301.23,34.79,32.14
ENST00000138770,ENSG00000140464,2654,2454.00,1456.89,92.07,85.07
ENST00000139831,ENSG00000108821,1987,1787.00,556.78,48.34,44.66
ENST00000140547,ENSG00000156508,2876,2676.00,1789.23,103.68,95.78
ENST00000141273,ENSG00000198925,1432,1232.00,0.00,0.00,0.00
ENST00000142093,ENSG00000133703,3201,3001.00,2678.90,138.35,127.82
ENST00000143228,ENSG00000117399,1765,1565.00,445.67,44.14,40.78
ENST00000144285,ENSG00000134250,2109,1909.00,789.23,64.10,59.22
ENST00000145612,ENSG00000112576,1654,1454.00,334.56,35.69,32.98
ENST00000146587,ENSG00000186092,2456,2256.00,1345.67,92.53,85.50
ENST00000147321,ENSG00000149311,1876,1676.00,489.23,45.27,41.83
ENST00000148956,ENSG00000110092,2987,2787.00,1934.56,107.65,99.44
ENST00000149654,ENSG00000140832,1234,1034.00,0.00,0.00,0.00
ENST00000150275,ENSG00000163017,2345,2145.00,1023.45,73.98,68.35
