transcript_id,gene_id,length,effective_length,expected_count,TPM,FPKM
ENST00000023478,ENSG00000022556,1987,1787.00,0.00,0.00,0.00
ENST00000024567,ENSG00000023839,2456,2256.00,890.40,65.68,56.52
ENST00000025689,ENSG00000024987,1734,1534.00,567.30,61.55,52.96
ENST00000026712,ENSG00000025708,1289,1089.00,123.40,18.86,16.23
ENST00000027834,ENSG00000026025,2145,1945.00,789.60,67.56,58.14
ENST00000028956,ENSG00000027644,1567,1367.00,0.00,0.00,0.00
ENST00000029078,ENSG00000028277,1923,1723.00,445.60,43.04,37.03
ENST00000030123,ENSG00000029363,2567,2367.00,1678.90,118.03,101.55
ENST00000031245,ENSG00000030582,1456,1256.00,234.50,31.08,26.74
ENST00000032367,ENSG00000031698,1890,1690.00,567.80,55.94,48.13
ENST00000033489,ENSG00000032463,2234,2034.00,0.00,0.00,0.00
ENST00000034512,ENSG00000033327,1678,1478.00,890.30,100.25,86.25
ENST00000035634,ENSG00000034194,1234,1034.00,156.70,25.23,21.71
ENST00000036756,ENSG00000035499,2890,2690.00,3456.70,213.98,184.12
ENST00000037878,ENSG00000036828,1567,1367.00,289.40,35.23,30.31
ENST00000038901,ENSG00000037965,1987,1787.00,445.60,41.57,35.77
ENST00000040023,ENSG00000038210,2456,2256.00,0.00,0.00,0.00
ENST00000041145,ENSG00000039537,1734,1534.00,678.90,73.66,63.38
ENST00000042267,ENSG00000040608,1289,1089.00,234.50,35.85,30.84
ENST00000043389,ENSG00000041982,2145,1945.00,1234.50,105.61,90.87
ENST00000044412,ENSG00000042781,1567,1367.00,0.00,0.00,0.00
ENST00000045534,ENSG00000043514,1923,1723.00,567.80,54.85,47.19
ENST00000046656,ENSG00000044459,2567,2367.00,2134.50,150.12,129.16
ENST00000047778,ENSG00000045382,1456,1256.00,334.50,44.30,38.12
ENST00000048801,ENSG00000046651,1890,1690.00,678.90,66.85,57.52
ENST00000049923,ENSG00000047936,2234,2034.00,1456.70,119.18,102.54
ENST00000050045,ENSG00000048544,1678,1478.00,0.00,0.00,0.00
ENST00000051167,ENSG00000049541,1234,1034.00,89.40,14.39,12.38
ENST00000052289,ENSG00000050748,2890,2690.00,4567.80,282.67,243.19
ENST00000053312,ENSG00000051180,1567,1367.00,445.60,54.24,46.67
ENST00000054434,ENSG00000052841,1987,1787.00,234.60,21.85,18.80
ENST00000055556,ENSG00000053918,2456,2256.00,890.40,65.68,56.52
ENST00000056678,ENSG00000054523,1734,1534.00,0.00,0.00,0.00
ENST00000057701,ENSG00000055208,1289,1089.00,123.40,18.86,16.23
ENST00000058823,ENSG00000056291,2145,1945.00,1678.90,143.63,123.58
ENST00000059945,ENSG00000057294,1567,1367.00,289.40,35.23,30.31
ENST00000060067,ENSG00000058272,1923,1723.00,0.00,0.00,0.00
ENST00000061189,ENSG00000059122,2567,2367.00,2134.50,150.12,129.16
ENST00000062212,ENSG00000060237,1456,1256.00,234.50,31.08,26.74
ENST00000063334,ENSG00000061987,1890,1690.00,567.80,55.94,48.13
ENST00000064456,ENSG00000062282,2234,2034.00,1456.70,119.18,102.54
ENST00000065578,ENSG00000063438,1678,1478.00,890.30,100.25,86.25
ENST00000066601,ENSG00000064655,1234,1034.00,0.00,0.00,0.00
ENST00000067723,ENSG00000065361,2890,2690.00,3456.70,213.98,184.12
ENST00000068845,ENSG00000066279,1567,1367.00,289.40,35.23,30.31
ENST00000069967,ENSG00000067048,1987,1787.00,445.60,41.57,35.77
ENST00000070089,ENSG00000068036,2456,2256.00,1678.90,123.95,106.65
ENST00000071112,ENSG00000069188,1734,1534.00,678.90,73.66,63.38
ENST00000072234,ENSG00000070190,1289,1089.00,0.00,0.00,0.00
ENST00000073356,ENSG00000071242,2145,1945.00,1234.50,105.61,90.87
ENST00000074478,ENSG00000072310,1567,1367.00,289.40,35.23,30.31
ENST00000075501,ENSG00000073150,1923,1723.00,567.80,54.85,47.19
ENST00000076623,ENSG00000074416,2567,2367.00,2134.50,150.12,129.16
ENST00000077745,ENSG00000075624,1456,1256.00,334.50,44.30,38.12
ENST00000078867,ENSG00000076356,1890,1690.00,0.00,0.00,0.00
ENST00000079989,ENSG00000077274,2234,2034.00,1456.70,119.18,102.54
ENST00000080012,ENSG00000078369,1678,1478.00,890.30,100.25,86.25
ENST00000081134,ENSG00000079215,1234,1034.00,89.40,14.39,12.38
ENST00000082256,ENSG00000080298,2890,2690.00,4567.80,282.67,243.19
ENST00000083378,ENSG00000081237,1567,1367.00,445.60,54.24,46.67
ENST00000084401,ENSG00000082175,1987,1787.00,0.00,0.00,0.00
ENST00000085523,ENSG00000083093,2456,2256.00,890.40,65.68,56.52
ENST00000086645,ENSG00000084676,1734,1534.00,678.90,73.66,63.38
ENST00000087767,ENSG00000085563,1289,1089.00,123.40,18.86,16.23
ENST00000088889,ENSG00000086827,2145,1945.00,1678.90,143.63,123.58
ENST00000089912,ENSG00000087191,1567,1367.00,289.40,35.23,30.31
ENST00000090034,ENSG00000088038,1923,1723.00,445.60,43.04,37.03
ENST00000091156,ENSG00000089280,2567,2367.00,0.00,0.00,0.00
ENST00000092278,ENSG00000090339,1456,1256.00,234.50,31.08,26.74
ENST00000093301,ENSG00000091592,1890,1690.00,567.80,55.94,48.13
ENST00000094423,ENSG00000092820,2234,2034.00,1456.70,119.18,102.54
ENST00000095545,ENSG00000093010,1678,1478.00,890.30,100.25,86.25
ENST00000096667,ENSG00000094916,1234,1034.00,89.40,14.39,12.38
ENST00000097789,ENSG00000095261,2890,2690.00,3456.70,213.98,184.12
ENST00000098812,ENSG00000096384,1567,1367.00,0.00,0.00,0.00
ENST00000099934,ENSG00000097007,1987,1787.00,445.60,41.57,35.77
ENST00000100056,ENSG00000098024,2456,2256.00,1678.90,123.95,106.65
ENST00000101178,ENSG00000099204,1734,1534.00,678.90,73.66,63.38
ENST00000102201,ENSG00000100285,1289,1089.00,123.40,18.86,16.23
ENST00000103323,ENSG00000101109,2145,1945.00,1234.50,105.61,90.87
ENST00000104445,ENSG00000102021,1567,1367.00,289.40,35.23,30.31
ENST00000105567,ENSG00000103196,1923,1723.00,567.80,54.85,47.19
ENST00000106689,ENSG00000104332,2567,2367.00,2134.50,150.12,129.16
ENST00000107712,ENSG00000105443,1456,1256.00,334.50,44.30,38.12
ENST00000108834,ENSG00000106615,1890,1690.00,678.90,66.85,57.52
ENST00000109956,ENSG00000107738,2234,2034.00,1456.70,119.18,102.54
ENST00000110078,ENSG00000108829,1678,1478.00,890.30,100.25,86.25
ENST00000111101,ENSG00000109971,1234,1034.00,89.40,14.39,12.38
ENST00000112223,ENSG00000110092,2890,2690.00,4567.80,282.67,243.19
ENST00000113345,ENSG00000111241,1567,1367.00,445.60,54.24,46.67
ENST00000114467,ENSG00000112175,1987,1787.00,234.60,21.85,18.80
ENST00000115589,ENSG00000113361,2456,2256.00,890.40,65.68,56.52
ENST00000116612,ENSG00000114491,1734,1534.00,678.90,73.66,63.38
ENST00000117734,ENSG00000115677,1289,1089.00,123.40,18.86,16.23
ENST00000118856,ENSG00000116815,2145,1945.00,1678.90,143.63,123.58
ENST00000119978,ENSG00000117984,1567,1367.00,289.40,35.23,30.31
ENST00000120001,ENSG00000118046,1923,1723.00,445.60,43.04,37.03
ENST00000121123,ENSG00000119185,2567,2367.00,2134.50,150.12,129.16
ENST00000122245,ENSG00000120278,1456,1256.00,234.50,31.08,26.74
ENST00000123367,ENSG00000121410,1890,1690.00,567.80,55.94,48.13
ENST00000124489,ENSG00000122566,2234,2034.00,1456.70,119.18,102.54
ENST00000125512,ENSG00000123685,1678,1478.00,890.30,100.25,86.25
ENST00000126634,ENSG00000124788,1234,1034.00,89.40,14.39,12.38
ENST00000127756,ENSG00000125968,2890,2690.00,3456.70,213.98,184.12
ENST00000128878,ENSG00000126934,1567,1367.00,289.40,35.23,30.31
ENST00000129901,ENSG00000127980,1987,1787.00,445.60,41.57,35.77
ENST00000130023,ENSG00000128191,2456,2256.00,1678.90,123.95,106.65
ENST00000131145,ENSG00000129244,1734,1534.00,678.90,73.66,63.38
ENST00000132267,ENSG00000130508,1289,1089.00,123.40,18.86,16.23
ENST00000133389,ENSG00000131459,2145,1945.00,1234.50,105.61,90.87
ENST00000134412,ENSG00000132693,1567,1367.00,289.40,35.23,30.31
ENST00000135534,ENSG00000133703,1923,1723.00,567.80,54.85,47.19
ENST00000136656,ENSG00000134982,2567,2367.00,2134.50,150.12,129.16
ENST00000137778,ENSG00000135679,1456,1256.00,334.50,44.30,38.12
ENST00000138801,ENSG00000136997,1890,1690.00,678.90,66.85,57.52
ENST00000139923,ENSG00000137154,2234,2034.00,1456.70,119.18,102.54
ENST00000140045,ENSG00000138378,1678,1478.00,890.30,100.25,86.25
ENST00000141167,ENSG00000139618,1234,1034.00,89.40,14.39,12.38
ENST00000142289,ENSG00000140464,2890,2690.00,4567.80,282.67,243.19
ENST00000143312,ENSG00000141510,1567,1367.00,445.60,54.24,46.67
ENST00000144434,ENSG00000142192,1987,1787.00,234.60,21.85,18.80
ENST00000145556,ENSG00000143369,2456,2256.00,890.40,65.68,56.52
ENST00000146678,ENSG00000144524,1734,1534.00,678.90,73.66,63.38
ENST00000147701,ENSG00000145675,1289,1089.00,123.40,18.86,16.23
ENST00000148823,ENSG00000146834,2145,1945.00,1678.90,143.63,123.58
ENST00000149945,ENSG00000147889,1567,1367.00,289.40,35.23,30.31
ENST00000150067,ENSG00000148943,1923,1723.00,445.60,43.04,37.03
ENST00000151189,ENSG00000149311,2567,2367.00,2134.50,150.12,129.16
ENST00000152212,ENSG00000150637,1456,1256.00,234.50,31.08,26.74
ENST00000153334,ENSG00000151726,1890,1690.00,567.80,55.94,48.13
ENST00000154456,ENSG00000152078,2234,2034.00,1456.70,119.18,102.54
ENST00000155578,ENSG00000153283,1678,1478.00,890.30,100.25,86.25
ENST00000156601,ENSG00000154654,1234,1034.00,89.40,14.39,12.38
ENST00000157723,ENSG00000155657,2890,2690.00,3456.70,213.98,184.12
ENST00000158845,ENSG00000156508,1567,1367.00,289.40,35.23,30.31
ENST00000159967,ENSG00000157404,1987,1787.00,445.60,41.57,35.77
ENST00000160089,ENSG00000158578,2456,2256.00,1678.90,123.95,106.65
ENST00000161112,ENSG00000159640,1734,1534.00,678.90,73.66,63.38
