transcript_id,gene_id,length,effective_length,expected_count,TPM,FPKM
ENST00000023512,ENSG00000007129,2134,1934.00,20567.80,1039.56,1404.78
ENST00000023789,ENSG00000008394,1456,1256.00,14076.90,1096.23,1481.34
ENST00000024078,ENSG00000009724,1689,1489.00,8567.30,562.78,760.45
ENST00000024367,ENSG00000001629,2312,2112.00,21234.60,982.45,1327.67
ENST00000024656,ENSG00000002834,1545,1345.00,14456.80,1051.89,1421.23
ENST00000024945,ENSG00000003987,1834,1634.00,9678.40,579.23,782.56
ENST00000025234,ENSG00000005189,2167,1967.00,19456.90,967.34,1307.12
ENST00000025523,ENSG00000006831,1401,1201.00,13234.70,1077.56,1456.23
ENST00000025812,ENSG00000007866,1767,1567.00,8876.50,553.67,748.34
ENST00000026123,ENSG00000008653,2278,2078.00,20678.30,973.45,1315.67
ENST00000026412,ENSG00000009413,1478,1278.00,13567.90,1038.23,1403.12
ENST00000026701,ENSG00000001084,1823,1623.00,9123.60,550.34,743.45
ENST00000026990,ENSG00000002822,2145,1945.00,19987.70,1005.67,1358.89
ENST00000027289,ENSG00000003249,1512,1312.00,14345.80,1069.45,1445.23
ENST00000027578,ENSG00000004468,1689,1489.00,8765.90,576.23,778.67
ENST00000027867,ENSG00000006194,2234,2034.00,21345.50,1026.78,1387.34
ENST00000028156,ENSG00000007237,1434,1234.00,13678.90,1084.56,1465.12
ENST00000028445,ENSG00000008735,1756,1556.00,9123.70,573.89,775.45
ENST00000028734,ENSG00000009830,2189,1989.00,20123.60,989.23,1336.78
ENST00000029023,ENSG00000001460,1489,1289.00,13234.80,1003.45,1355.67
ENST00000029312,ENSG00000002330,1645,1445.00,8876.50,600.67,811.34
ENST00000029601,ENSG00000003056,2267,2067.00,20876.90,987.34,1334.12
ENST00000029890,ENSG00000004799,1523,1323.00,14567.70,1077.89,1456.45
ENST00000030189,ENSG00000005884,1867,1667.00,9876.80,579.45,782.89
ENST00000030478,ENSG00000007341,2098,1898.00,19345.60,996.23,1346.12
ENST00000030767,ENSG00000008311,1434,1234.00,13456.90,1066.78,1441.34
ENST00000031056,ENSG00000009335,1712,1512.00,8976.50,580.67,784.56
ENST00000031345,ENSG00000001497,2223,2023.00,20567.80,994.45,1343.23
ENST00000031634,ENSG00000002745,1389,1189.00,13876.90,1141.23,1542.67
ENST00000031923,ENSG00000003509,1978,1778.00,9234.60,508.34,686.89
ENST00000032212,ENSG00000004897,2134,1934.00,21123.70,1067.89,1442.78
ENST00000032501,ENSG00000006016,1456,1256.00,14234.80,1108.45,1497.56
ENST00000032790,ENSG00000007129,1689,1489.00,8765.40,576.23,778.67
ENST00000033089,ENSG00000008394,2312,2112.00,20876.90,966.34,1305.45
ENST00000033378,ENSG00000009724,1545,1345.00,14456.70,1051.23,1420.34
ENST00000033667,ENSG00000001629,1834,1634.00,9678.50,579.67,783.12
ENST00000033956,ENSG00000002834,2167,1967.00,19876.30,988.45,1335.67
ENST00000034245,ENSG00000003987,1401,1201.00,13345.90,1086.23,1467.89
ENST00000034534,ENSG00000005189,1767,1567.00,8987.60,560.78,757.89
ENST00000034823,ENSG00000006831,2278,2078.00,20765.40,977.56,1320.34
ENST00000035112,ENSG00000007866,1478,1278.00,13767.80,1053.67,1423.45
ENST00000035401,ENSG00000008653,1823,1623.00,9234.70,556.89,752.67
ENST00000035690,ENSG00000009413,2145,1945.00,20123.50,1011.34,1366.78
ENST00000035979,ENSG00000001084,1512,1312.00,14456.90,1077.23,1455.34
ENST00000036268,ENSG00000002822,1689,1489.00,8876.50,583.23,788.12
ENST00000036557,ENSG00000003249,2234,2034.00,21234.60,1020.45,1378.67
ENST00000036846,ENSG00000004468,1434,1234.00,13678.90,1084.67,1465.34
ENST00000037135,ENSG00000006194,1756,1556.00,9234.70,580.89,784.78
ENST00000037424,ENSG00000007237,2189,1989.00,20345.80,1000.23,1351.45
ENST00000037713,ENSG00000008735,1489,1289.00,13987.60,1061.34,1433.89
ENST00000038002,ENSG00000009830,1645,1445.00,9123.50,617.45,834.12
ENST00000038291,ENSG00000001460,2267,2067.00,21456.70,1014.56,1370.78
ENST00000038580,ENSG00000002330,1523,1323.00,14234.80,1052.78,1422.45
ENST00000038869,ENSG00000003056,1867,1667.00,9456.90,554.67,749.56
ENST00000039158,ENSG00000004799,2098,1898.00,19987.60,1030.45,1392.34
ENST00000039447,ENSG00000005884,1434,1234.00,13456.70,1066.89,1441.67
ENST00000039736,ENSG00000007341,1712,1512.00,8976.50,580.78,784.67
