transcript_id,gene_id,length,effective_length,expected_count,TPM,FPKM
ENST00000126789,ENSG00000115415,1567,1367.00,0.00,0.00,0.00
ENST00000127890,ENSG00000141510,2345,2145.00,4567.89,69.66,59.69
ENST00000128901,ENSG00000196924,1876,1676.00,1234.56,24.10,20.65
ENST00000129012,ENSG00000147889,2987,2787.00,8765.43,102.87,88.13
ENST00000130123,ENSG00000100644,1234,1034.00,345.67,10.94,9.37
ENST00000131234,ENSG00000163191,3421,3221.00,0.00,0.00,0.00
ENST00000132345,ENSG00000174469,1987,1787.00,2876.54,52.71,45.17
ENST00000133456,ENSG00000134253,2678,2478.00,5678.90,75.01,64.26
ENST00000134567,ENSG00000169174,1456,1256.00,678.90,17.69,15.16
ENST00000135678,ENSG00000183878,2134,1934.00,2345.67,39.69,34.01
ENST00000136789,ENSG00000198804,1789,1589.00,0.00,0.00,0.00
ENST00000137890,ENSG00000137154,3456,3256.00,18765.43,188.57,161.59
ENST00000138901,ENSG00000156508,1567,1367.00,876.54,20.98,17.98
ENST00000139012,ENSG00000078808,2345,2145.00,3456.78,52.75,45.20
ENST00000140123,ENSG00000187634,1876,1676.00,1234.56,24.10,20.65
ENST00000141234,ENSG00000175063,2987,2787.00,0.00,0.00,0.00
ENST00000142345,ENSG00000116254,1234,1034.00,234.56,7.43,6.36
ENST00000143456,ENSG00000174576,3421,3221.00,11234.56,114.17,97.83
ENST00000144567,ENSG00000139618,1987,1787.00,1567.89,28.72,24.61
ENST00000145678,ENSG00000173153,2678,2478.00,4567.89,60.32,51.68
ENST00000146789,ENSG00000003056,1456,1256.00,456.78,11.90,10.20
ENST00000147890,ENSG00000004059,2134,1934.00,2876.54,48.68,41.70
ENST00000148901,ENSG00000004478,1789,1589.00,987.65,20.34,17.43
ENST00000149012,ENSG00000003989,3456,3256.00,0.00,0.00,0.00
ENST00000150123,ENSG00000177954,1567,1367.00,876.54,20.98,17.98
