transcript_id,gene_id,length,effective_length,expected_count,TPM,FPKM
ENST00000058091,ENSG00000040531,1678,1478.00,456.00,27.88,23.99
ENST00000059559,ENSG00000041357,3012,2812.00,0.00,0.00,0.00
ENST00000060237,ENSG00000042376,1923,1723.00,3289.00,172.74,148.61
ENST00000061794,ENSG00000043402,1456,1256.00,1234.00,88.77,76.37
ENST00000062378,ENSG00000044026,2234,2034.00,567.00,25.18,21.66
ENST00000063587,ENSG00000045240,1567,1367.00,234.00,15.47,13.31
ENST00000064115,ENSG00000046115,2678,2478.00,0.00,0.00,0.00
ENST00000065183,ENSG00000046634,1789,1589.00,2340.00,132.93,114.36
ENST00000065717,ENSG00000047315,2345,2145.00,678.00,26.15,22.50
ENST00000066933,ENSG00000048140,1234,1034.00,1890.00,165.18,142.11
ENST00000067606,ENSG00000049130,1890,1690.00,456.00,24.42,21.00
ENST00000068305,ENSG00000050344,3456,3256.00,0.00,0.00,0.00
ENST00000069431,ENSG00000051270,1678,1478.00,3456.00,211.21,181.68
ENST00000070190,ENSG00000052017,2109,1909.00,892.00,42.21,36.31
ENST00000070950,ENSG00000052809,1923,1723.00,567.00,29.76,25.60
ENST00000071564,ENSG00000053747,1456,1256.00,1678.00,120.67,103.81
ENST00000072289,ENSG00000054666,2890,2690.00,0.00,0.00,0.00
ENST00000073169,ENSG00000055332,1567,1367.00,2456.00,162.31,139.63
ENST00000073969,ENSG00000056534,2234,2034.00,789.00,35.04,30.14
ENST00000074416,ENSG00000057704,1890,1690.00,234.00,12.52,10.77
ENST00000075035,ENSG00000058091,1234,1034.00,1234.00,107.85,92.79
ENST00000075624,ENSG00000059559,2678,2478.00,0.00,0.00,0.00
ENST00000076685,ENSG00000060237,1789,1589.00,3890.00,220.89,190.01
ENST00000077348,ENSG00000061794,2345,2145.00,892.00,34.39,29.58
ENST00000077942,ENSG00000062378,1678,1478.00,456.00,27.88,23.99
ENST00000078429,ENSG00000063587,1923,1723.00,2340.00,122.73,105.58
ENST00000079134,ENSG00000064115,1456,1256.00,0.00,0.00,0.00
ENST00000079776,ENSG00000065183,3012,2812.00,1567.00,50.28,43.25
ENST00000080559,ENSG00000065717,1567,1367.00,789.00,52.15,44.86
ENST00000081307,ENSG00000066933,2109,1909.00,567.00,26.83,23.08
ENST00000082074,ENSG00000067606,1890,1690.00,1234.00,66.08,56.86
ENST00000082701,ENSG00000068305,2456,2256.00,0.00,0.00,0.00
ENST00000083642,ENSG00000069431,1678,1478.00,2901.00,156.23,134.39
ENST00000084530,ENSG00000070190,2234,2034.00,678.00,30.06,25.86
ENST00000085053,ENSG00000070950,1234,1034.00,1890.00,165.18,142.11
ENST00000085772,ENSG00000071564,1923,1723.00,456.00,23.99,20.63
ENST00000086110,ENSG00000072289,3456,3256.00,0.00,0.00,0.00
ENST00000086951,ENSG00000073169,1789,1589.00,4567.00,244.68,210.49
ENST00000087460,ENSG00000073969,2345,2145.00,892.00,34.39,29.58
ENST00000088305,ENSG00000074416,1456,1256.00,1678.00,120.67,103.81
ENST00000089006,ENSG00000075035,2678,2478.00,234.00,8.53,7.34
ENST00000089820,ENSG00000075624,1567,1367.00,0.00,0.00,0.00
ENST00000090266,ENSG00000076685,2890,2690.00,3456.00,115.00,98.93
ENST00000091140,ENSG00000077348,1890,1690.00,789.00,42.26,36.35
ENST00000091831,ENSG00000077942,1234,1034.00,567.00,49.55,42.63
ENST00000092470,ENSG00000078429,1923,1723.00,2456.00,129.16,111.12
ENST00000093010,ENSG00000079134,2109,1909.00,0.00,0.00,0.00
ENST00000093621,ENSG00000079776,1678,1478.00,1234.00,66.45,57.17
ENST00000094525,ENSG00000080559,2456,2256.00,3289.00,131.74,113.34
ENST00000095380,ENSG00000081307,1789,1589.00,892.00,50.71,43.62
ENST00000096433,ENSG00000082074,2345,2145.00,456.00,18.64,16.04
ENST00000097007,ENSG00000082701,1456,1256.00,0.00,0.00,0.00
ENST00000097930,ENSG00000083642,3012,2812.00,5678.00,180.54,155.32
ENST00000098894,ENSG00000084530,1567,1367.00,1234.00,81.56,70.16
ENST00000099203,ENSG00000085053,2234,2034.00,789.00,35.04,30.14
ENST00000099901,ENSG00000085772,1890,1690.00,2340.00,125.22,107.73
ENST00000100227,ENSG00000086110,1678,1478.00,0.00,0.00,0.00
ENST00000100650,ENSG00000086951,2678,2478.00,3890.00,138.35,119.02
ENST00000101017,ENSG00000087460,1234,1034.00,1567.00,136.94,117.79
ENST00000101442,ENSG00000088305,1923,1723.00,892.00,46.76,40.23
ENST00000101868,ENSG00000089006,3456,3256.00,234.00,6.49,5.59
ENST00000102547,ENSG00000089820,1789,1589.00,0.00,0.00,0.00
ENST00000103197,ENSG00000090266,2109,1909.00,2901.00,137.25,118.08
ENST00000104389,ENSG00000091140,1456,1256.00,789.00,56.76,48.83
ENST00000105135,ENSG00000091831,2345,2145.00,567.00,21.86,18.80
ENST00000105894,ENSG00000092470,1567,1367.00,1678.00,110.96,95.47
ENST00000106460,ENSG00000093010,2890,2690.00,0.00,0.00,0.00
ENST00000107104,ENSG00000093621,1890,1690.00,3456.00,185.08,159.23
ENST00000107771,ENSG00000094525,1234,1034.00,892.00,77.93,67.05
ENST00000108474,ENSG00000095380,1923,1723.00,456.00,23.99,20.63
ENST00000109320,ENSG00000096433,2678,2478.00,1234.00,44.01,37.86
ENST00000110104,ENSG00000097007,1678,1478.00,0.00,0.00,0.00
