customer_id,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,streaming_tv,streaming_movies,paperless_billing,num_support_calls,avg_session_duration,data_usage_gb,num_products,satisfaction_score,account_balance,last_interaction_days,churned
1021,36,20,71.3,1426.0,One Year,Bank Transfer,Fiber Optic,0,1,1,1,1,3,54.7,128.9,2,3.9,0.0,15,0
1022,22,1,38.5,38.5,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,18,18.4,38.6,1,1.5,65.0,1,1
1023,59,58,93.7,5434.6,Two Year,Mailed Check,Fiber Optic,1,1,0,1,0,0,79.8,94.2,4,4.7,0.0,48,0
1024,42,28,77.8,2178.4,One Year,Credit Card,DSL,1,0,1,1,1,2,61.2,79.5,3,4.3,0.0,22,0
1025,27,7,50.6,354.2,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,1,1,7,32.1,145.8,1,2.6,12.0,4,1
1026,64,64,100.2,6412.8,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,84.5,108.3,5,4.9,0.0,52,0
1027,39,26,73.4,1908.4,One Year,Credit Card,Fiber Optic,0,1,0,1,1,3,56.8,115.7,2,4.0,0.0,19,0
1028,21,2,40.2,80.4,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,14,20.5,48.9,1,1.9,42.0,2,1
1029,55,52,90.5,4706.0,Two Year,Bank Transfer,DSL,1,1,1,0,0,1,75.6,86.7,4,4.6,0.0,42,0
1030,35,16,66.7,1067.2,Month-to-Month,Credit Card,Fiber Optic,0,0,1,1,1,5,48.3,132.4,2,3.5,0.0,9,0
1031,49,38,84.3,3203.4,One Year,Bank Transfer,Fiber Optic,1,1,1,1,0,1,67.9,96.8,3,4.4,0.0,28,0
1032,30,10,58.1,581.0,Month-to-Month,Electronic Check,DSL,0,0,0,1,1,8,37.2,88.3,1,2.7,16.0,5,1
1033,68,70,103.8,7266.0,Two Year,Mailed Check,Fiber Optic,1,1,1,1,0,0,87.4,112.5,5,4.9,0.0,58,0
1034,43,32,79.6,2547.2,One Year,Credit Card,DSL,1,0,1,0,1,2,63.5,77.9,3,4.2,0.0,24,0
1035,24,5,46.8,234.0,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,0,1,13,27.6,152.3,1,2.2,25.0,3,1
1036,58,56,92.1,5157.6,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,77.8,99.4,4,4.7,0.0,46,0
1037,37,22,72.5,1595.0,One Year,Credit Card,Fiber Optic,0,1,1,0,1,3,55.4,122.6,2,3.8,0.0,16,0
1038,20,3,41.3,123.9,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,16,23.7,55.8,1,1.7,38.0,2,1
1039,62,62,96.8,6001.6,Two Year,Mailed Check,Fiber Optic,1,1,0,1,0,0,81.3,101.2,4,4.8,0.0,51,0
1040,46,34,80.9,2750.6,One Year,Bank Transfer,DSL,1,1,1,1,1,1,64.7,81.4,3,4.3,0.0,26,0
1041,32,12,63.2,758.4,Month-to-Month,Credit Card,Fiber Optic,0,0,1,1,1,6,46.8,129.7,2,3.3,0.0,6,1
1042,54,50,89.7,4485.0,Two Year,Bank Transfer,DSL,1,1,1,0,0,1,74.2,84.5,4,4.5,0.0,41,0
1043,28,9,54.3,488.7,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,1,1,9,34.8,148.2,1,2.4,19.0,4,1
1044,66,67,101.6,6807.2,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,85.9,107.8,5,4.9,0.0,54,0
1045,40,27,76.2,2057.4,One Year,Credit Card,Fiber Optic,0,1,1,1,1,2,57.6,119.3,2,4.1,0.0,21,0
1046,23,4,44.1,176.4,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,12,25.9,61.7,1,2.1,31.0,3,1
1047,57,55,91.3,5021.5,Two Year,Mailed Check,Fiber Optic,1,1,1,1,0,0,76.5,97.6,4,4.7,0.0,44,0
1048,47,35,81.7,2859.5,One Year,Bank Transfer,DSL,1,0,1,1,1,2,65.8,80.2,3,4.3,0.0,27,0
1049,29,11,60.4,664.4,Month-to-Month,Credit Card,Fiber Optic,0,0,1,0,1,7,41.5,135.8,2,3.1,0.0,8,1
1050,63,63,98.5,6205.5,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,83.2,104.6,5,4.8,0.0,53,0
1051,38,24,74.6,1790.4,One Year,Credit Card,DSL,1,1,0,1,1,2,60.3,78.6,3,4.0,0.0,17,0
1052,25,6,49.7,298.2,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,1,1,10,30.4,141.5,1,2.5,20.0,5,1
1053,60,59,94.6,5581.4,Two Year,Mailed Check,Fiber Optic,1,1,0,1,0,0,80.5,100.3,4,4.8,0.0,49,0
1054,44,31,78.8,2442.8,One Year,Bank Transfer,Fiber Optic,0,1,1,0,1,2,62.4,113.8,2,4.2,0.0,23,0
1055,26,8,51.9,415.2,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,9,33.6,73.4,1,2.6,14.0,4,1
1056,65,65,99.7,6481.05,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,86.7,109.4,5,4.9,0.0,56,0
1057,41,29,77.1,2235.9,One Year,Credit Card,DSL,1,0,1,1,1,2,61.8,79.8,3,4.2,0.0,20,0
1058,22,3,42.5,127.5,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,0,1,15,21.8,163.4,1,1.8,48.0,2,1
1059,56,53,90.1,4775.3,Two Year,Bank Transfer,DSL,1,1,1,0,0,1,75.9,87.2,4,4.6,0.0,43,0
1060,34,15,65.0,975.0,Month-to-Month,Credit Card,Fiber Optic,0,0,1,1,1,5,47.5,126.8,2,3.4,0.0,10,0
1061,51,44,87.4,3845.6,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,1,70.6,93.7,4,4.5,0.0,37,0
1062,27,7,52.8,369.6,Month-to-Month,Electronic Check,DSL,0,0,0,1,1,8,31.5,95.6,1,2.5,17.0,4,1
1063,69,69,104.5,7210.5,Two Year,Mailed Check,Fiber Optic,1,1,1,1,0,0,88.3,111.2,5,5.0,0.0,57,0
1064,45,33,80.2,2646.6,One Year,Credit Card,Fiber Optic,0,1,1,1,1,2,64.1,116.5,2,4.3,0.0,25,0
1065,24,5,47.3,236.5,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,11,28.2,64.9,1,2.2,27.0,3,1
1066,59,57,92.9,5295.3,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,78.9,100.8,4,4.7,0.0,47,0
1067,36,21,71.8,1507.8,One Year,Credit Card,Fiber Optic,0,1,0,1,1,3,55.9,124.3,2,3.9,0.0,14,0
1068,21,2,39.8,79.6,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,17,19.7,43.2,1,1.6,55.0,2,1
1069,61,61,95.3,5813.3,Two Year,Mailed Check,Fiber Optic,1,1,0,1,0,0,82.6,102.5,4,4.8,0.0,50,0
1070,43,30,78.1,2343.0,One Year,Bank Transfer,DSL,1,1,1,0,1,2,63.2,80.7,3,4.2,0.0,22,0
1071,31,13,64.5,838.5,Month-to-Month,Credit Card,Fiber Optic,0,0,1,1,1,6,45.7,133.6,2,3.3,0.0,7,1
1072,55,51,89.0,4539.0,Two Year,Bank Transfer,DSL,1,1,1,0,0,1,74.8,85.9,4,4.6,0.0,42,0
1073,28,9,53.6,482.4,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,1,1,10,35.3,150.7,1,2.4,21.0,5,1
1074,67,68,102.1,6942.8,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,86.3,110.1,5,4.9,0.0,55,0
1075,39,25,75.3,1882.5,One Year,Credit Card,Fiber Optic,0,1,1,1,1,3,56.2,120.9,2,4.0,0.0,18,0
1076,23,4,43.6,174.4,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,13,26.7,58.3,1,2.0,33.0,3,1
1077,58,56,91.8,5140.8,Two Year,Mailed Check,Fiber Optic,1,1,1,1,0,0,77.2,98.2,4,4.7,0.0,45,0
1078,46,34,81.3,2764.2,One Year,Bank Transfer,DSL,1,0,1,1,1,2,64.9,81.1,3,4.3,0.0,26,0
1079,30,10,59.5,595.0,Month-to-Month,Credit Card,Fiber Optic,0,0,1,0,1,7,38.9,136.2,2,3.0,0.0,6,1
1080,64,64,99.1,6342.4,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,84.1,106.7,5,4.9,0.0,52,0
1081,37,23,73.9,1699.7,One Year,Credit Card,DSL,1,1,0,1,1,2,59.5,77.2,3,4.1,0.0,17,0
1082,25,6,48.9,293.4,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,1,1,11,29.8,144.8,1,2.3,23.0,4,1
1083,62,62,97.5,6045.0,Two Year,Mailed Check,Fiber Optic,1,1,0,1,0,0,81.9,103.8,4,4.8,0.0,51,0
1084,48,36,82.7,2977.2,One Year,Bank Transfer,Fiber Optic,0,1,1,0,1,2,66.3,114.7,2,4.4,0.0,28,0
1085,26,7,50.2,351.4,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,9,32.8,70.5,1,2.6,15.0,5,1
1086,66,66,100.9,6659.4,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,87.8,108.9,5,4.9,0.0,54,0
1087,42,28,76.7,2147.6,One Year,Credit Card,Fiber Optic,0,1,1,1,1,3,58.4,121.7,2,4.1,0.0,21,0
1088,22,3,41.8,125.4,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,16,22.5,49.6,1,1.9,45.0,2,1
1089,57,55,91.6,5038.0,Two Year,Bank Transfer,DSL,1,1,1,1,0,1,76.8,88.3,4,4.7,0.0,44,0
1090,35,17,67.3,1144.1,Month-to-Month,Credit Card,Fiber Optic,0,0,1,1,1,5,49.1,130.5,2,3.5,0.0,11,0
1091,52,46,88.1,4052.6,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,1,71.8,95.1,4,4.5,0.0,39,0
1092,29,9,55.7,501.3,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,1,1,8,36.4,147.3,1,2.7,18.0,4,1
1093,70,70,105.7,7399.0,Two Year,Mailed Check,Fiber Optic,1,1,1,1,0,0,89.6,113.4,5,5.0,0.0,59,0
1094,44,32,79.9,2556.8,One Year,Credit Card,DSL,1,0,1,1,1,2,63.8,79.3,3,4.2,0.0,24,0
1095,24,5,46.1,230.5,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,0,1,12,27.1,155.9,1,2.1,29.0,3,1
1096,60,58,93.4,5417.2,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,79.3,99.7,4,4.7,0.0,48,0
1097,38,24,74.1,1778.4,One Year,Credit Card,Fiber Optic,0,1,1,0,1,3,57.8,118.4,2,4.0,0.0,19,0
1098,20,2,40.7,81.4,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,18,20.2,46.8,1,1.7,52.0,2,1
1099,63,63,98.2,6186.6,Two Year,Mailed Check,Fiber Optic,1,1,0,1,0,0,82.9,105.3,4,4.8,0.0,52,0
1100,45,33,80.6,2659.8,One Year,Bank Transfer,DSL,1,1,1,1,1,2,64.4,80.9,3,4.3,0.0,25,0
1101,33,14,65.8,921.2,Month-to-Month,Credit Card,Fiber Optic,0,0,1,1,1,6,46.3,131.8,2,3.4,0.0,9,1
1102,56,54,90.6,4892.4,Two Year,Bank Transfer,DSL,1,1,1,0,0,1,75.3,86.1,4,4.6,0.0,43,0
1103,27,8,53.1,424.8,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,1,1,9,34.2,149.6,1,2.5,20.0,5,1
1104,68,68,103.3,7024.4,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,87.1,110.6,5,4.9,0.0,56,0
1105,41,27,77.4,2089.8,One Year,Credit Card,Fiber Optic,0,1,1,1,1,3,58.7,122.8,2,4.1,0.0,20,0
1106,23,4,44.8,179.2,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,14,26.1,62.4,1,2.1,35.0,3,1
1107,59,57,92.5,5272.5,Two Year,Mailed Check,Fiber Optic,1,1,1,1,0,0,78.6,99.1,4,4.7,0.0,46,0
1108,47,35,82.0,2870.0,One Year,Bank Transfer,DSL,1,0,1,1,1,2,65.2,81.6,3,4.3,0.0,27,0
1109,31,11,61.2,673.2,Month-to-Month,Credit Card,Fiber Optic,0,0,1,0,1,7,42.8,137.4,2,3.1,0.0,8,1
1110,65,65,100.4,6526.0,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,85.4,107.2,5,4.9,0.0,53,0
1111,39,26,75.9,1973.4,One Year,Credit Card,DSL,1,1,0,1,1,2,61.5,78.9,3,4.1,0.0,19,0
1112,24,6,49.4,296.4,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,1,1,10,30.7,143.2,1,2.4,24.0,4,1
1113,61,61,96.1,5861.1,Two Year,Mailed Check,Fiber Optic,1,1,0,1,0,0,82.3,103.1,4,4.8,0.0,50,0
1114,43,31,79.2,2455.2,One Year,Bank Transfer,Fiber Optic,0,1,1,0,1,2,63.6,115.2,2,4.2,0.0,23,0
1115,26,8,52.5,420.0,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,9,33.9,91.7,1,2.6,16.0,5,1
1116,67,67,101.8,6820.6,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,86.5,109.8,5,4.9,0.0,55,0
1117,40,28,77.8,2178.4,One Year,Credit Card,Fiber Optic,0,1,1,1,1,2,59.3,123.5,2,4.1,0.0,21,0
1118,21,3,42.1,126.3,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,15,23.4,51.2,1,1.8,47.0,2,1
1119,58,56,91.1,5101.6,Two Year,Bank Transfer,DSL,1,1,1,1,0,1,76.1,87.6,4,4.7,0.0,45,0
1120,36,19,69.6,1322.4,Month-to-Month,Credit Card,Fiber Optic,0,0,1,1,1,4,51.8,128.2,2,3.6,0.0,13,0
1121,53,48,88.4,4243.2,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,1,72.4,94.8,4,4.5,0.0,40,0
1122,28,9,54.8,493.2,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,1,1,8,35.6,146.5,1,2.6,19.0,4,1
1123,69,69,104.9,7238.1,Two Year,Mailed Check,Fiber Optic,1,1,1,1,0,0,88.7,112.3,5,5.0,0.0,58,0
1124,46,34,81.0,2754.0,One Year,Credit Card,DSL,1,0,1,1,1,2,64.6,80.4,3,4.3,0.0,26,0
1125,25,6,48.5,291.0,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,0,1,11,28.7,153.4,1,2.3,26.0,3,1
1126,62,62,97.8,6063.6,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,82.1,104.9,4,4.8,0.0,51,0
1127,37,23,73.5,1690.5,One Year,Credit Card,Fiber Optic,0,1,0,1,1,3,56.7,125.6,2,3.9,0.0,17,0
1128,22,3,41.2,123.6,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,16,21.3,44.7,1,1.8,49.0,2,1
1129,57,55,92.2,5071.0,Two Year,Mailed Check,Fiber Optic,1,1,1,1,0,0,77.5,98.9,4,4.7,0.0,44,0
1130,48,36,82.4,2966.4,One Year,Bank Transfer,Fiber Optic,0,1,1,1,1,2,65.7,117.3,2,4.4,0.0,28,0
1131,29,10,57.9,579.0,Month-to-Month,Credit Card,Fiber Optic,0,0,1,0,1,7,39.5,134.7,2,2.9,0.0,7,1
1132,64,64,99.4,6361.6,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,84.8,107.8,5,4.9,0.0,53,0
1133,38,25,74.8,1870.0,One Year,Credit Card,DSL,1,1,0,1,1,2,60.6,79.1,3,4.0,0.0,18,0
1134,24,5,47.6,238.0,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,1,1,12,28.9,156.7,1,2.2,28.0,3,1
1135,60,58,93.8,5440.4,Two Year,Mailed Check,Fiber Optic,1,1,1,1,0,0,79.8,100.6,4,4.7,0.0,48,0
1136,42,29,78.5,2276.5,One Year,Bank Transfer,DSL,1,0,1,1,1,2,62.1,80.1,3,4.2,0.0,22,0
1137,26,7,51.4,359.8,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,0,1,9,32.3,142.9,1,2.5,17.0,5,1
1138,66,66,101.1,6672.6,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,87.2,109.3,5,4.9,0.0,54,0
1139,39,26,76.1,1978.6,One Year,Credit Card,Fiber Optic,0,1,1,1,1,3,57.2,120.4,2,4.1,0.0,19,0
1140,23,4,43.3,173.2,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,13,25.6,59.8,1,2.0,32.0,3,1
1141,59,57,92.8,5289.6,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,78.3,99.5,4,4.7,0.0,47,0
1142,45,33,80.3,2649.9,One Year,Credit Card,Fiber Optic,0,1,1,0,1,2,64.2,116.8,2,4.3,0.0,25,0
1143,27,8,52.9,423.2,Month-to-Month,Electronic Check,DSL,0,0,0,1,1,8,34.5,94.3,1,2.5,18.0,4,1
1144,68,68,102.8,6990.4,Two Year,Mailed Check,Fiber Optic,1,1,1,1,0,0,86.9,110.9,5,4.9,0.0,56,0
1145,41,28,77.0,2156.0,One Year,Bank Transfer,DSL,1,1,1,1,1,2,61.9,79.6,3,4.2,0.0,21,0
1146,30,11,60.8,668.8,Month-to-Month,Credit Card,Fiber Optic,0,0,1,1,1,7,41.2,138.9,2,3.0,0.0,8,1
1147,63,63,98.6,6211.8,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,83.5,105.7,4,4.8,0.0,52,0
1148,44,32,79.5,2544.0,One Year,Credit Card,Fiber Optic,0,1,1,1,1,2,63.4,114.6,2,4.2,0.0,24,0
1149,25,6,48.1,288.6,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,10,29.4,68.9,1,2.3,25.0,4,1
1150,61,59,94.2,5557.8,Two Year,Mailed Check,Fiber Optic,1,1,0,1,0,0,80.1,101.8,4,4.8,0.0,49,0
1151,37,24,74.3,1783.2,One Year,Credit Card,DSL,1,1,0,1,1,2,59.1,77.8,3,4.0,0.0,18,0
1152,21,2,39.2,78.4,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,0,1,17,19.8,167.3,1,1.6,54.0,2,1
1153,56,54,90.3,4876.2,Two Year,Bank Transfer,DSL,1,1,1,0,0,1,75.0,85.4,4,4.6,0.0,43,0
1154,34,16,66.2,1059.2,Month-to-Month,Credit Card,Fiber Optic,0,0,1,1,1,5,48.6,127.3,2,3.5,0.0,10,0
1155,52,47,87.9,4131.3,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,1,71.3,94.2,4,4.5,0.0,39,0
1156,28,9,55.1,495.9,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,1,1,9,36.1,151.8,1,2.7,20.0,5,1
1157,70,70,106.1,7427.0,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,90.2,114.6,5,5.0,0.0,60,0
1158,43,30,78.9,2367.0,One Year,Credit Card,DSL,1,0,1,1,1,2,63.1,79.9,3,4.2,0.0,23,0
1159,24,5,46.5,232.5,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,0,1,11,27.8,154.2,1,2.2,30.0,3,1
1160,62,60,95.7,5742.0,Two Year,Mailed Check,Fiber Optic,1,1,1,1,0,0,81.6,102.9,4,4.8,0.0,50,0
1161,46,35,81.6,2856.0,One Year,Bank Transfer,Fiber Optic,0,1,1,1,1,2,66.1,118.9,2,4.3,0.0,27,0
1162,26,7,50.8,355.6,Month-to-Month,Credit Card,DSL,0,0,0,0,1,8,31.8,89.4,1,2.6,16.0,4,1
1163,67,67,102.5,6867.5,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,87.6,110.4,5,4.9,0.0,55,0
1164,40,27,76.5,2065.5,One Year,Credit Card,Fiber Optic,0,1,1,0,1,3,58.1,121.9,2,4.1,0.0,20,0
1165,22,3,40.4,121.2,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,15,22.8,47.3,1,1.9,46.0,2,1
1166,58,56,91.4,5118.4,Two Year,Bank Transfer,DSL,1,1,1,1,0,1,76.4,88.1,4,4.7,0.0,45,0
1167,35,18,68.1,1225.8,Month-to-Month,Credit Card,Fiber Optic,0,0,1,1,1,4,50.2,129.6,2,3.6,0.0,12,0
1168,54,50,89.3,4465.0,Two Year,Bank Transfer,Fiber Optic,1,1,1,0,0,1,73.8,93.4,4,4.6,0.0,41,0
1169,29,9,56.2,505.8,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,1,1,8,37.4,148.9,1,2.6,19.0,5,1
1170,69,69,105.2,7258.8,Two Year,Mailed Check,Fiber Optic,1,1,1,1,0,0,89.1,113.7,5,5.0,0.0,58,0
1171,42,29,78.2,2267.8,One Year,Credit Card,DSL,1,1,1,1,1,2,62.7,80.3,3,4.2,0.0,22,0
1172,31,12,62.3,747.6,Month-to-Month,Electronic Check,Fiber Optic,0,0,1,1,1,6,44.1,132.7,2,3.3,0.0,7,1
1173,55,52,89.9,4674.8,Two Year,Bank Transfer,DSL,1,1,1,0,0,1,74.6,86.3,4,4.6,0.0,42,0
1174,27,8,53.7,429.6,Month-to-Month,Credit Card,Fiber Optic,0,0,0,1,1,9,33.7,145.1,1,2.5,18.0,4,1
1175,66,66,100.7,6646.2,Two Year,Bank Transfer,Fiber Optic,1,1,1,1,0,0,85.8,108.6,5,4.9,0.0,54,0
1176,38,25,75.1,1877.5,One Year,Credit Card,Fiber Optic,0,1,1,1,1,3,57.9,119.7,2,4.0,0.0,19,0
1177,23,4,44.5,178.0,Month-to-Month,Electronic Check,DSL,0,0,0,0,1,12,26.4,61.5,1,2.1,34.0,3,1
1178,60,58,93.1,5399.8,Two Year,Mailed Check,Fiber Optic,1,1,1,1,0,0,79.5,100.1,4,4.7,0.0,48,0
1179,47,35,82.3,2880.5,One Year,Bank Transfer,DSL,1,0,1,1,1,2,65.5,81.3,3,4.3,0.0,27,0
1180,32,13,63.7,828.1,Month-to-Month,Credit Card,Fiber Optic,0,0,1,0,1,6,45.3,135.2,2,3.3,0.0,9,1
