timestamp,file_path,operation
2024-01-16T04:15:22Z,C:\Users\admin\AppData\Local\state.json,DATA_OVERWRITE
2024-01-16T14:45:33Z,C:\Temp\archive.tar,FILE_CREATE
2024-01-13T12:30:22Z,C:\Windows\System32\version.dll,SECURITY_CHANGE
2024-01-13T16:45:44Z,C:\Users\admin\Downloads\app.exe,FILE_CREATE
2024-01-13T20:15:33Z,C:\Temp\build.log,DATA_EXTEND
2024-01-14T04:22:18Z,C:\Program Files\Audacity\audacity.exe,SECURITY_CHANGE
2024-01-14T15:30:47Z,C:\Users\admin\Documents\outline.txt,FILE_CREATE
2024-01-15T02:45:22Z,C:\Windows\System32\rpcrt4.dll,DATA_OVERWRITE
2024-01-15T08:15:33Z,C:\Users\admin\AppData\Local\history.db,DATA_EXTEND
2024-01-15T11:05:44Z,C:\Temp\compile.log,DATA_OVERWRITE
2024-01-15T13:22:18Z,C:\Program Files\Sublime Text\sublime_text.exe,SECURITY_CHANGE
2024-01-15T14:15:47Z,C:\Windows\Temp\init.bat,RENAME_NEW_NAME
2024-01-15T14:42:55Z,C:\Users\admin\Desktop\analysis.csv,FILE_CREATE
2024-01-15T15:02:33Z,C:\Temp\service\launcher.exe,FILE_CREATE
2024-01-15T15:25:18Z,C:\Windows\System32\crypt32.dll,DATA_OVERWRITE
2024-01-15T15:58:44Z,C:\Users\admin\AppData\Local\Temp\bootstrap.ps1,RENAME_NEW_NAME
2024-01-15T16:32:22Z,C:\Program Files\Adobe\Acrobat\Acrobat.exe,DATA_EXTEND
2024-01-15T17:12:33Z,C:\Temp\monitor.log,DATA_OVERWRITE
2024-01-15T19:05:44Z,C:\Users\admin\Downloads\media.mkv,FILE_CREATE
2024-01-15T21:45:22Z,C:\Windows\System32\imagehlp.dll,SECURITY_CHANGE
2024-01-15T23:30:33Z,C:\Users\admin\Documents\checklist.docx,DATA_OVERWRITE
2024-01-16T03:15:44Z,C:\Program Files\CCleaner\CCleaner.exe,DATA_EXTEND
2024-01-16T15:22:33Z,C:\Temp\application.log,FILE_CREATE
2024-01-13T14:15:22Z,C:\Windows\System32\wininet.dll,SECURITY_CHANGE
2024-01-13T19:30:44Z,C:\Users\admin\AppData\Roaming\cache.tmp,DATA_OVERWRITE
2024-01-14T02:45:33Z,C:\Temp\startup.log,DATA_EXTEND
2024-01-14T12:15:22Z,C:\Program Files\Zoom\Zoom.exe,SECURITY_CHANGE
2024-01-15T01:30:44Z,C:\Users\admin\Desktop\table.xlsx,FILE_CREATE
2024-01-15T07:22:33Z,C:\Windows\System32\ws2_32.dll,DATA_OVERWRITE
2024-01-15T10:45:22Z,C:\Users\admin\Downloads\firmware.bin,FILE_CREATE
2024-01-15T13:05:44Z,C:\Temp\deployment.log,DATA_EXTEND
2024-01-15T14:22:18Z,C:\Program Files\Putty\putty.exe,SECURITY_CHANGE
2024-01-15T14:40:33Z,C:\Windows\System32\svchost.dll,DATA_EXTEND
2024-01-15T15:18:22Z,C:\Users\admin\AppData\Local\Temp\agent.exe,RENAME_NEW_NAME
2024-01-15T15:40:47Z,C:\Temp\network\connect.vbs,FILE_CREATE
2024-01-15T16:02:33Z,C:\Windows\System32\mshtml.dll,DATA_OVERWRITE
2024-01-15T16:20:44Z,C:\Users\admin\Desktop\timeline.txt,FILE_CREATE
2024-01-15T17:35:22Z,C:\Program Files\Wireshark\Wireshark.exe,DATA_EXTEND
2024-01-15T19:15:33Z,C:\Temp\performance.log,DATA_OVERWRITE
2024-01-15T21:05:44Z,C:\Users\admin\Documents\agenda.docx,FILE_CREATE
2024-01-15T23:45:22Z,C:\Windows\System32\urlmon.dll,SECURITY_CHANGE
2024-01-16T02:30:33Z,C:\Users\admin\AppData\Local\preferences.json,DATA_OVERWRITE
2024-01-16T16:15:44Z,C:\Temp\snapshot.dat,FILE_CREATE
