run_id,timestamp,sensor_a,sensor_b,sensor_c
1,1084,123.56,234.78,345.89
1,1085,124.89,235.23,344.45
1,1086,122.56,233.34,346.78
1,1087,125.67,236.56,343.12
1,1088,121.67,232.23,347.78
1,1089,126.89,237.67,342.23
1,1090,123.23,234.12,345.45
1,1091,124.34,235.56,344.67
1,1092,122.23,233.78,346.89
1,1093,125.56,236.78,343.34
1,1094,121.12,232.45,347.45
1,1095,126.45,237.89,342.56
1,1096,123.67,234.56,345.67
1,1097,124.78,235.12,344.23
1,1098,122.45,233.45,346.56
1,1099,125.34,236.67,343.45
1,1100,121.89,232.34,347.67
1,1101,126.23,237.34,342.34
1,1102,123.89,234.67,345.34
1,1103,124.56,235.91,344.78
1,1104,122.67,233.12,346.12
1,1105,125.12,236.45,343.67
1,1106,121.34,232.89,347.34
1,1107,126.67,237.78,342.89
1,1108,123.12,234.23,345.12
1,1109,124.23,235.67,344.56
1,1110,122.89,233.78,346.45
1,1111,125.45,236.12,343.23
1,1112,121.56,232.56,347.12
1,1113,126.12,237.23,342.67
1,1114,123.34,234.89,345.78
1,1115,124.67,235.34,344.12
1,1116,122.34,233.56,346.67
1,1117,125.89,236.89,343.56
1,1118,121.78,232.12,347.23
1,1119,126.78,237.56,342.45
1,1120,123.78,234.34,345.23
1,1121,124.12,235.78,344.89
1,1122,122.78,233.23,346.34
1,1123,125.23,236.34,343.78
1,1124,121.23,232.78,347.56
1,1125,126.34,237.12,342.12
1,1126,123.56,234.45,345.89
1,1127,124.89,235.89,344.45
1,1128,122.56,233.89,346.78
1,1129,125.67,236.23,343.12
1,1130,121.45,232.89,347.78
1,1131,126.89,237.45,342.23
1,1132,123.23,234.78,345.45
1,1133,124.34,235.23,344.67
1,1134,122.23,233.34,346.89
1,1135,125.56,236.56,343.34
1,1136,121.67,232.23,347.45
1,1137,126.45,237.67,342.56
1,1138,123.67,234.12,345.67
1,1139,124.78,235.56,344.23
1,1140,122.45,233.78,346.56
1,1141,125.34,236.78,343.45
1,1142,121.12,232.45,347.67
1,1143,126.23,237.89,342.34
1,1144,123.89,234.56,345.34
1,1145,124.56,235.12,344.78
1,1146,122.67,233.45,346.12
1,1147,125.12,236.67,343.67
1,1148,121.89,232.34,347.34
1,1149,126.67,237.34,342.89
1,1150,123.12,234.67,345.12
1,1151,124.23,235.91,344.56
1,1152,122.89,233.12,346.45
1,1153,125.45,236.45,343.23
1,1154,121.34,232.89,347.12
1,1155,126.12,237.78,342.67
1,1156,123.34,234.23,345.78
1,1157,124.67,235.67,344.12
1,1158,122.34,233.78,346.67
1,1159,125.89,236.12,343.56
1,1160,121.56,232.56,347.23
1,1161,126.78,237.23,342.45
1,1162,123.78,234.89,345.23
1,1163,124.12,235.34,344.89
1,1164,122.78,233.56,346.34
1,1165,125.23,236.89,343.78
1,1166,121.78,232.12,347.56
1,1167,126.34,237.56,342.12
1,1168,123.56,234.34,345.89
1,1169,124.89,235.78,344.45
1,1170,122.56,233.23,346.78
1,1171,125.67,236.34,343.12
1,1172,121.23,232.78,347.78
1,1173,126.89,237.12,342.23
1,1174,123.23,234.45,345.45
1,1175,124.34,235.89,344.67
1,1176,122.23,233.89,346.89
1,1177,125.56,236.23,343.34
1,1178,121.45,232.89,347.45
1,1179,126.45,237.45,342.56
1,1180,123.67,234.78,345.67
1,1181,124.78,235.23,344.23
1,1182,122.45,233.34,346.56
1,1183,125.34,236.56,343.45
1,1184,121.67,232.23,347.67
1,1185,126.23,237.67,342.34
1,1186,123.89,234.12,345.34
1,1187,124.56,235.56,344.78
1,1188,122.67,233.78,346.12
1,1189,125.12,236.78,343.67
1,1190,121.12,232.45,347.34
1,1191,126.67,237.89,342.89
1,1192,123.12,234.56,345.12
1,1193,124.23,235.12,344.56
1,1194,122.89,233.45,346.45
1,1195,125.45,236.67,343.23
1,1196,121.89,232.34,347.12
1,1197,126.12,237.34,342.67
1,1198,123.34,234.67,345.78
1,1199,124.67,235.91,344.12
1,1200,122.34,233.12,346.67
1,1201,125.89,236.45,343.56
1,1202,121.34,232.89,347.23
1,1203,126.78,237.78,342.45
1,1204,123.78,234.23,345.23
1,1205,124.12,235.67,344.89
1,1206,122.78,233.78,346.34
1,1207,125.23,236.12,343.78
1,1208,121.56,232.56,347.56
1,1209,126.34,237.23,342.12
1,1210,123.56,234.89,345.89
1,1211,124.89,235.34,344.45
1,1212,122.56,233.56,346.78
1,1213,125.67,236.89,343.12
1,1214,121.78,232.12,347.78
1,1215,126.89,237.56,342.23
1,1216,123.23,234.34,345.45
1,1217,124.34,235.78,344.67
1,1218,122.23,233.23,346.89
1,1219,125.56,236.34,343.34
1,1220,121.23,232.78,347.45
1,1221,126.45,237.12,342.56
1,1222,123.67,234.45,345.67
1,1223,124.78,235.89,344.23
1,1224,122.45,233.89,346.56
1,1225,125.34,236.23,343.45
1,1226,121.45,232.89,347.67
1,1227,126.23,237.45,342.34
1,1228,123.89,234.78,345.34
1,1229,124.56,235.23,344.78
1,1230,122.67,233.34,346.12
1,1231,125.12,236.56,343.67
1,1232,121.67,232.23,347.34
1,1233,126.67,237.67,342.89
1,1234,123.12,234.12,345.12
1,1235,124.23,235.56,344.56
1,1236,122.89,233.78,346.45
1,1237,125.45,236.78,343.23
1,1238,121.12,232.45,347.12
1,1239,126.12,237.89,342.67
1,1240,123.34,234.56,345.78
1,1241,124.67,235.12,344.12
1,1242,122.34,233.45,346.67
1,1243,125.89,236.67,343.56
1,1244,121.89,232.34,347.23
1,1245,126.78,237.34,342.45
1,1246,123.78,234.67,345.23
1,1247,124.12,235.91,344.89
1,1248,122.78,233.12,346.34
1,1249,125.23,236.45,343.78
1,1250,121.34,232.89,347.56
1,1251,126.34,237.78,342.12
1,1252,123.56,234.23,345.89
1,1253,124.89,235.67,344.45
1,1254,122.56,233.78,346.78
1,1255,125.67,236.12,343.12
1,1256,121.56,232.56,347.78
1,1257,126.89,237.23,342.23
1,1258,123.23,234.89,345.45
1,1259,124.34,235.34,344.67
1,1260,122.23,233.56,346.89
1,1261,125.56,236.89,343.34
1,1262,121.78,232.12,347.45
1,1263,126.45,237.56,342.56
1,1264,123.67,234.34,345.67
1,1265,124.78,235.78,344.23
1,1266,122.45,233.23,346.56
1,1267,125.34,236.34,343.45
1,1268,121.23,232.78,347.67
1,1269,126.23,237.12,342.34
1,1270,123.89,234.45,345.34
1,1271,124.56,235.89,344.78
1,1272,122.67,233.89,346.12
1,1273,125.12,236.23,343.67
1,1274,121.45,232.89,347.34
1,1275,126.67,237.45,342.89
1,1276,123.12,234.78,345.12
1,1277,124.23,235.23,344.56
1,1278,122.89,233.34,346.45
1,1279,125.45,236.56,343.23
1,1280,121.67,232.23,347.12
1,1281,126.12,237.67,342.67
1,1282,123.34,234.12,345.78
1,1283,124.67,235.56,344.12
1,1284,122.34,233.78,346.67
1,1285,125.89,236.78,343.56
1,1286,121.12,232.45,347.23
1,1287,126.78,237.89,342.45
1,1288,123.78,234.56,345.23
1,1289,124.12,235.12,344.89
1,1290,122.78,233.45,346.34
1,1291,125.23,236.67,343.78
1,1292,121.89,232.34,347.56
1,1293,126.34,237.34,342.12
1,1294,123.56,234.67,345.89
1,1295,124.89,235.91,344.45
1,1296,122.56,233.12,346.78
1,1297,125.67,236.45,343.12
1,1298,121.34,232.89,347.78
1,1299,126.89,237.78,342.23
1,1300,123.23,234.23,345.45
1,1301,124.34,235.67,344.67
1,1302,122.23,233.78,346.89
1,1303,125.56,236.12,343.34
1,1304,121.56,232.56,347.45
1,1305,126.45,237.23,342.56
1,1306,123.67,234.89,345.67
1,1307,124.78,235.34,344.23
1,1308,122.45,233.56,346.56
1,1309,125.34,236.89,343.45
1,1310,121.78,232.12,347.67
1,1311,126.23,237.56,342.34
1,1312,123.89,234.34,345.34
1,1313,124.56,235.78,344.78
1,1314,122.67,233.23,346.12
1,1315,125.12,236.34,343.67
1,1316,121.23,232.78,347.34
1,1317,126.67,237.12,342.89
1,1318,123.12,234.45,345.12
1,1319,124.23,235.89,344.56
1,1320,122.89,233.89,346.45
1,1321,125.45,236.23,343.23
1,1322,121.45,232.89,347.12
1,1323,126.12,237.45,342.67
1,1324,123.34,234.78,345.78
1,1325,124.67,235.23,344.12
1,1326,122.34,233.34,346.67
1,1327,125.89,236.56,343.56
1,1328,121.67,232.23,347.23
1,1329,126.78,237.67,342.45
1,1330,123.78,234.12,345.23
1,1331,124.12,235.56,344.89
1,1332,122.78,233.78,346.34
1,1333,125.23,236.78,343.78
1,1334,121.12,232.45,347.56
1,1335,126.34,237.89,342.12
1,1336,123.56,234.56,345.89
1,1337,124.89,235.12,344.45
1,1338,122.56,233.45,346.78
1,1339,125.67,236.67,343.12
1,1340,121.89,232.34,347.78
1,1341,126.89,237.34,342.23
1,1342,123.23,234.67,345.45
1,1343,124.34,235.91,344.67
1,1344,122.23,233.12,346.89
1,1345,125.56,236.45,343.34
1,1346,121.34,232.89,347.45
1,1347,126.45,237.78,342.56
1,1348,123.67,234.23,345.67
1,1349,124.78,235.67,344.23
1,1350,122.45,233.78,346.56
1,1351,125.34,236.12,343.45
1,1352,121.56,232.56,347.67
1,1353,126.23,237.23,342.34
1,1354,123.89,234.89,345.34
1,1355,124.56,235.34,344.78
1,1356,122.67,233.56,346.12
1,1357,125.12,236.89,343.67
1,1358,121.78,232.12,347.34
1,1359,126.67,237.56,342.89
1,1360,123.12,234.34,345.12
1,1361,124.23,235.78,344.56
1,1362,122.89,233.23,346.45
1,1363,125.45,236.34,343.23
1,1364,121.23,232.78,347.12
1,1365,126.12,237.12,342.67
1,1366,123.34,234.45,345.78
1,1367,124.67,235.89,344.12
1,1368,122.34,233.89,346.67
1,1369,125.89,236.23,343.56
1,1370,121.45,232.89,347.23
1,1371,126.78,237.45,342.45
1,1372,123.78,234.78,345.23
1,1373,124.12,235.23,344.89
1,1374,122.78,233.34,346.34
1,1375,125.23,236.56,343.78
1,1376,121.67,232.23,347.56
1,1377,126.34,237.67,342.12
1,1378,123.56,234.12,345.89
1,1379,124.89,235.56,344.45
1,1380,122.56,233.78,346.78
1,1381,125.67,236.78,343.12
1,1382,121.12,232.45,347.78
1,1383,126.89,237.89,342.23
1,1384,123.23,234.56,345.45
1,1385,124.34,235.12,344.67
1,1386,122.23,233.45,346.89
1,1387,125.56,236.67,343.34
1,1388,121.89,232.34,347.45
1,1389,126.45,237.34,342.56
1,1390,123.67,234.67,345.67
1,1391,124.78,235.91,344.23
1,1392,122.45,233.12,346.56
1,1393,125.34,236.45,343.45
1,1394,121.34,232.89,347.67
1,1395,126.23,237.78,342.34
1,1396,123.89,234.23,345.34
1,1397,124.56,235.67,344.78
1,1398,122.67,233.78,346.12
1,1399,125.12,236.12,343.67
1,1400,121.56,232.56,347.34
1,1401,126.67,237.23,342.89
1,1402,123.12,234.89,345.12
1,1403,124.23,235.34,344.56
1,1404,122.89,233.56,346.45
1,1405,125.45,236.89,343.23
1,1406,121.78,232.12,347.12
1,1407,126.12,237.56,342.67
1,1408,123.34,234.34,345.78
1,1409,124.67,235.78,344.12
1,1410,122.34,233.23,346.67
1,1411,125.89,236.34,343.56
1,1412,121.23,232.78,347.23
1,1413,126.78,237.12,342.45
1,1414,123.78,234.45,345.23
1,1415,124.12,235.89,344.89
1,1416,122.78,233.89,346.34
1,1417,125.23,236.23,343.78
1,1418,121.45,232.89,347.56
1,1419,126.34,237.45,342.12
1,1420,123.56,234.78,345.89
1,1421,124.89,235.23,344.45
1,1422,122.56,233.34,346.78
1,1423,125.67,236.56,343.12
1,1424,121.67,232.23,347.78
1,1425,126.89,237.67,342.23
1,1426,123.23,234.12,345.45
1,1427,124.34,235.56,344.67
1,1428,122.23,233.78,346.89
1,1429,125.56,236.78,343.34
1,1430,121.12,232.45,347.45
1,1431,126.45,237.89,342.56
1,1432,123.67,234.56,345.67
1,1433,124.78,235.12,344.23
1,1434,122.45,233.45,346.56
1,1435,125.34,236.67,343.45
1,1436,121.89,232.34,347.67
1,1437,126.23,237.34,342.34
1,1438,123.89,234.67,345.34
1,1439,124.56,235.91,344.78
1,1440,122.67,233.12,346.12
1,1441,125.12,236.45,343.67
1,1442,121.34,232.89,347.34
1,1443,126.67,237.78,342.89
1,1444,123.12,234.23,345.12
1,1445,124.23,235.67,344.56
1,1446,122.89,233.78,346.45
1,1447,125.45,236.12,343.23
1,1448,121.56,232.56,347.12
1,1449,126.12,237.23,342.67
1,1450,123.34,234.89,345.78
1,1451,124.67,235.34,344.12
1,1452,122.34,233.56,346.67
1,1453,125.89,236.89,343.56
1,1454,121.78,232.12,347.23
1,1455,126.78,237.56,342.45
1,1456,123.78,234.34,345.23
1,1457,124.12,235.78,344.89
1,1458,122.78,233.23,346.34
1,1459,125.23,236.34,343.78
1,1460,121.23,232.78,347.56
1,1461,126.34,237.12,342.12
1,1462,123.56,234.45,345.89
1,1463,124.89,235.89,344.45
1,1464,122.56,233.89,346.78
1,1465,125.67,236.23,343.12
1,1466,121.45,232.89,347.78
1,1467,126.89,237.45,342.23
1,1468,123.23,234.78,345.45
1,1469,124.34,235.23,344.67
1,1470,122.23,233.34,346.89
1,1471,125.56,236.56,343.34
1,1472,121.67,232.23,347.45
1,1473,126.45,237.67,342.56
1,1474,123.67,234.12,345.67
1,1475,124.78,235.56,344.23
1,1476,122.45,233.78,346.56
1,1477,125.34,236.78,343.45
1,1478,121.12,232.45,347.67
1,1479,126.23,237.89,342.34
1,1480,123.89,234.56,345.34
1,1481,124.56,235.12,344.78
1,1482,122.67,233.45,346.12
1,1483,125.12,236.67,343.67
1,1484,121.89,232.34,347.34
1,1485,126.67,237.34,342.89
1,1486,123.12,234.67,345.12
1,1487,124.23,235.91,344.56
1,1488,122.89,233.12,346.45
1,1489,125.45,236.45,343.23
1,1490,121.34,232.89,347.12
1,1491,126.12,237.78,342.67
1,1492,123.34,234.23,345.78
1,1493,124.67,235.67,344.12
1,1494,122.34,233.78,346.67
1,1495,125.89,236.12,343.56
1,1496,121.56,232.56,347.23
1,1497,126.78,237.23,342.45
1,1498,123.78,234.89,345.23
1,1499,124.12,235.34,344.89
2,1500,122.76,233.54,346.32
2,1501,125.21,236.87,343.76
2,1502,121.76,232.10,347.54
2,1503,126.32,237.54,342.10
2,1504,123.54,234.32,345.87
2,1505,124.87,235.76,344.43
2,1506,122.54,233.21,346.76
2,1507,125.65,236.32,343.10
2,1508,121.21,232.76,347.76
2,1509,126.87,237.10,342.21
2,1510,123.21,234.43,345.43
2,1511,124.32,235.87,344.65
2,1512,122.21,233.87,346.87
2,1513,125.54,236.21,343.32
2,1514,121.43,232.87,347.43
2,1515,126.43,237.43,342.54
2,1516,123.65,234.76,345.65
2,1517,124.76,235.21,344.21
2,1518,122.43,233.32,346.54
2,1519,125.32,236.54,343.43
2,1520,121.65,232.21,347.65
2,1521,126.21,237.65,342.32
2,1522,123.87,234.10,345.32
2,1523,124.54,235.54,344.76
2,1524,122.65,233.76,346.10
2,1525,125.10,236.76,343.65
2,1526,121.10,232.43,347.32
2,1527,126.65,237.87,342.87
2,1528,123.10,234.54,345.10
2,1529,124.21,235.10,344.54
2,1530,122.87,233.43,346.43
2,1531,125.43,236.65,343.21
2,1532,121.87,232.32,347.10
2,1533,126.10,237.32,342.65
2,1534,123.32,234.65,345.76
2,1535,124.65,235.89,344.10
2,1536,122.32,233.10,346.65
2,1537,125.87,236.43,343.54
2,1538,121.32,232.87,347.21
2,1539,126.76,237.76,342.43
2,1540,123.76,234.21,345.21
2,1541,124.10,235.65,344.87
2,1542,122.76,233.76,346.32
2,1543,125.21,236.10,343.76
2,1544,121.54,232.54,347.54
2,1545,126.32,237.21,342.10
2,1546,123.54,234.87,345.87
2,1547,124.87,235.32,344.43
2,1548,122.54,233.54,346.76
2,1549,125.65,236.87,343.10
2,1550,121.76,232.10,347.76
2,1551,126.87,237.54,342.21
2,1552,123.21,234.32,345.43
2,1553,124.32,235.76,344.65
2,1554,122.21,233.21,346.87
2,1555,125.54,236.32,343.32
2,1556,121.21,232.76,347.43
2,1557,126.43,237.10,342.54
2,1558,123.65,234.43,345.65
2,1559,124.76,235.87,344.21
2,1560,122.43,233.87,346.54
2,1561,125.32,236.21,343.43
2,1562,121.43,232.87,347.65
2,1563,126.21,237.43,342.32
2,1564,123.87,234.76,345.32
2,1565,124.54,235.21,344.76
2,1566,122.65,233.32,346.10
2,1567,125.10,236.54,343.65
2,1568,121.65,232.21,347.32
2,1569,126.65,237.65,342.87
2,1570,123.10,234.10,345.10
2,1571,124.21,235.54,344.54
2,1572,122.87,233.76,346.43
2,1573,125.43,236.76,343.21
2,1574,121.10,232.43,347.10
2,1575,126.10,237.87,342.65
2,1576,123.32,234.54,345.76
2,1577,124.65,235.10,344.10
2,1578,122.32,233.43,346.65
2,1579,125.87,236.65,343.54
2,1580,121.87,232.32,347.21
2,1581,126.76,237.32,342.43
2,1582,123.76,234.65,345.21
2,1583,124.10,235.89,344.87
2,1584,122.76,233.10,346.32
2,1585,125.21,236.43,343.76
2,1586,121.32,232.87,347.54
2,1587,126.32,237.76,342.10
2,1588,123.54,234.21,345.87
2,1589,124.87,235.65,344.43
2,1590,122.54,233.76,346.76
2,1591,125.65,236.10,343.10
2,1592,121.54,232.54,347.76
2,1593,126.87,237.21,342.21
2,1594,123.21,234.87,345.43
2,1595,124.32,235.32,344.65
2,1596,122.21,233.54,346.87
2,1597,125.54,236.87,343.32
2,1598,121.76,232.10,347.43
2,1599,126.43,237.54,342.54
2,1600,123.65,234.32,345.65
2,1601,124.76,235.76,344.21
2,1602,122.43,233.21,346.54
2,1603,125.32,236.32,343.43
2,1604,121.21,232.76,347.65
2,1605,126.21,237.10,342.32
2,1606,123.87,234.43,345.32
2,1607,124.54,235.87,344.76
2,1608,122.65,233.87,346.10
2,1609,125.10,236.21,343.65
2,1610,121.43,232.87,347.32
2,1611,126.65,237.43,342.87
2,1612,123.10,234.76,345.10
2,1613,124.21,235.21,344.54
2,1614,122.87,233.32,346.43
2,1615,125.43,236.54,343.21
2,1616,121.65,232.21,347.10
2,1617,126.10,237.65,342.65
2,1618,123.32,234.10,345.76
2,1619,124.65,235.54,344.10
2,1620,122.32,233.76,346.65
2,1621,125.87,236.76,343.54
2,1622,121.10,232.43,347.21
2,1623,126.76,237.87,342.43
2,1624,123.76,234.54,345.21
2,1625,124.10,235.10,344.87
2,1626,122.76,233.43,346.32
2,1627,125.21,236.65,343.76
2,1628,121.87,232.32,347.54
2,1629,126.32,237.32,342.10
2,1630,123.54,234.65,345.87
2,1631,124.87,235.89,344.43
2,1632,122.54,233.10,346.76
2,1633,125.65,236.43,343.10
2,1634,121.32,232.87,347.76
2,1635,126.87,237.76,342.21
2,1636,123.21,234.21,345.43
2,1637,124.32,235.65,344.65
2,1638,122.21,233.76,346.87
2,1639,125.54,236.10,343.32
2,1640,121.54,232.54,347.43
2,1641,126.43,237.21,342.54
2,1642,123.65,234.87,345.65
2,1643,124.76,235.32,344.21
2,1644,122.43,233.54,346.54
2,1645,125.32,236.87,343.43
2,1646,121.76,232.10,347.65
2,1647,126.21,237.54,342.32
2,1648,123.87,234.32,345.32
2,1649,124.54,235.76,344.76
2,1650,122.65,233.21,346.10
2,1651,125.10,236.32,343.65
2,1652,121.21,232.76,347.32
2,1653,126.65,237.10,342.87
2,1654,123.10,234.43,345.10
2,1655,124.21,235.87,344.54
2,1656,122.87,233.87,346.43
2,1657,125.43,236.21,343.21
2,1658,121.43,232.87,347.10
2,1659,126.10,237.43,342.65
2,1660,123.32,234.76,345.76
2,1661,124.65,235.21,344.10
2,1662,122.32,233.32,346.65
2,1663,125.87,236.54,343.54
2,1664,121.65,232.21,347.21
2,1665,126.76,237.65,342.43
2,1666,123.76,234.10,345.21
2,1667,124.10,235.54,344.87
2,1668,122.76,233.76,346.32
2,1669,125.21,236.76,343.76
2,1670,121.10,232.43,347.54
2,1671,126.32,237.87,342.10
2,1672,123.54,234.54,345.87
2,1673,124.87,235.10,344.43
2,1674,122.54,233.43,346.76
2,1675,125.65,236.65,343.10
2,1676,121.87,232.32,347.76
2,1677,126.87,237.32,342.21
2,1678,123.21,234.65,345.43
2,1679,124.32,235.89,344.65
2,1680,122.21,233.10,346.87
2,1681,125.54,236.43,343.32
2,1682,121.32,232.87,347.43
2,1683,126.43,237.76,342.54
2,1684,123.65,234.21,345.65
2,1685,124.76,235.65,344.21
2,1686,122.43,233.76,346.54
2,1687,125.32,236.10,343.43
2,1688,121.54,232.54,347.65
2,1689,126.21,237.21,342.32
2,1690,123.87,234.87,345.32
2,1691,124.54,235.32,344.76
2,1692,122.65,233.54,346.10
2,1693,125.10,236.87,343.65
2,1694,121.76,232.10,347.32
2,1695,126.65,237.54,342.87
2,1696,123.10,234.32,345.10
2,1697,124.21,235.76,344.54
2,1698,122.87,233.21,346.43
2,1699,125.43,236.32,343.21
2,1700,121.21,232.76,347.10
2,1701,126.10,237.10,342.65
2,1702,123.32,234.43,345.76
2,1703,124.65,235.87,344.10
2,1704,122.32,233.87,346.65
2,1705,125.87,236.21,343.54
2,1706,121.43,232.87,347.21
2,1707,126.76,237.43,342.43
2,1708,123.76,234.76,345.21
2,1709,124.10,235.21,344.87
2,1710,122.76,233.32,346.32
2,1711,125.21,236.54,343.76
2,1712,121.65,232.21,347.54
2,1713,126.32,237.65,342.10
2,1714,123.54,234.10,345.87
2,1715,124.87,235.54,344.43
2,1716,122.54,233.76,346.76
2,1717,125.65,236.76,343.10
2,1718,121.10,232.43,347.76
2,1719,126.87,237.87,342.21
2,1720,123.21,234.54,345.43
2,1721,124.32,235.10,344.65
2,1722,122.21,233.43,346.87
2,1723,125.54,236.65,343.32
2,1724,121.87,232.32,347.43
2,1725,126.43,237.32,342.54
2,1726,123.65,234.65,345.65
2,1727,124.76,235.89,344.21
2,1728,122.43,233.10,346.54
2,1729,125.32,236.43,343.43
2,1730,121.32,232.87,347.65
2,1731,126.21,237.76,342.32
2,1732,123.87,234.21,345.32
2,1733,124.54,235.65,344.76
2,1734,122.65,233.76,346.10
2,1735,125.10,236.10,343.65
2,1736,121.54,232.54,347.32
2,1737,126.65,237.21,342.87
2,1738,123.10,234.87,345.10
2,1739,124.21,235.32,344.54
2,1740,122.87,233.54,346.43
2,1741,125.43,236.87,343.21
2,1742,121.76,232.10,347.10
2,1743,126.10,237.54,342.65
2,1744,123.32,234.32,345.76
2,1745,124.65,235.76,344.10
2,1746,122.32,233.21,346.65
2,1747,125.87,236.32,343.54
2,1748,121.21,232.76,347.21
2,1749,126.76,237.10,342.43
2,1750,123.76,234.43,345.21
2,1751,124.10,235.87,344.87
2,1752,122.76,233.87,346.32
2,1753,125.21,236.21,343.76
2,1754,121.43,232.87,347.54
2,1755,126.32,237.43,342.10
2,1756,123.54,234.76,345.87
2,1757,124.87,235.21,344.43
2,1758,122.54,233.32,346.76
2,1759,125.65,236.54,343.10
2,1760,121.65,232.21,347.76
2,1761,126.87,237.65,342.21
2,1762,123.21,234.10,345.43
2,1763,124.32,235.54,344.65
2,1764,122.21,233.76,346.87
2,1765,125.54,236.76,343.32
2,1766,121.10,232.43,347.43
2,1767,126.43,237.87,342.54
2,1768,123.65,234.54,345.65
2,1769,124.76,235.10,344.21
2,1770,122.43,233.43,346.54
2,1771,125.32,236.65,343.43
2,1772,121.87,232.32,347.65
2,1773,126.21,237.32,342.32
2,1774,123.87,234.65,345.32
2,1775,124.54,235.89,344.76
2,1776,122.65,233.10,346.10
2,1777,125.10,236.43,343.65
2,1778,121.32,232.87,347.32
2,1779,126.65,237.76,342.87
2,1780,123.10,234.21,345.10
2,1781,124.21,235.65,344.54
2,1782,122.87,233.76,346.43
2,1783,125.43,236.10,343.21
2,1784,121.54,232.54,347.10
2,1785,126.10,237.21,342.65
2,1786,123.32,234.87,345.76
2,1787,124.65,235.32,344.10
2,1788,122.32,233.54,346.65
2,1789,125.87,236.87,343.54
2,1790,121.76,232.10,347.21
2,1791,126.76,237.54,342.43
2,1792,123.76,234.32,345.21
2,1793,124.10,235.76,344.87
2,1794,122.76,233.21,346.32
2,1795,125.21,236.32,343.76
2,1796,121.21,232.76,347.54
2,1797,126.32,237.10,342.10
2,1798,123.54,234.43,345.87
2,1799,124.87,235.87,344.43
2,1800,122.54,233.87,346.76
2,1801,125.65,236.21,343.10
2,1802,121.43,232.87,347.76
2,1803,126.87,237.43,342.21
2,1804,123.21,234.76,345.43
2,1805,124.32,235.21,344.65
2,1806,122.21,233.32,346.87
2,1807,125.54,236.54,343.32
2,1808,121.65,232.21,347.43
2,1809,126.43,237.65,342.54
2,1810,123.65,234.10,345.65
2,1811,124.76,235.54,344.21
2,1812,122.43,233.76,346.54
2,1813,125.32,236.76,343.43
2,1814,121.10,232.43,347.65
2,1815,126.21,237.87,342.32
2,1816,123.87,234.54,345.32
2,1817,124.54,235.10,344.76
2,1818,122.65,233.43,346.10
2,1819,125.10,236.65,343.65
