23655|MOVE|210|510|
23700|CLICK|210|510|
23745|KEYPRESS|P||
23790|MOVE|550|250|
23835|CLICK|550|250|
23880|MOVE|370|420|
23925|CLICK|370|420|
23970|KEYPRESS|O||
24015|MOVE|700|180|
24060|CLICK|700|180|
24105|WAIT|800||
24910|KEYPRESS|Tab||
24955|MOVE|240|380|
25000|CLICK|240|380|
25045|MOVE|600|490|
25090|CLICK|600|490|
25135|KEYPRESS|I||
25180|MOVE|320|270|
25225|CLICK|320|270|
25270|MOVE|760|410|
25315|CLICK|760|410|
25360|KEYPRESS|U||
25405|MOVE|180|340|
25450|CLICK|180|340|
25495|MOVE|510|560|
25540|CLICK|510|560|
25585|WAIT|1400||
26990|KEYPRESS|Space||
27035|MOVE|440|220|
27080|CLICK|440|220|
27125|MOVE|650|370|
27170|CLICK|650|370|
27215|KEYPRESS|Y||
27260|MOVE|300|480|
27305|CLICK|300|480|
27350|MOVE|570|290|
27395|CLICK|570|290|
27440|KEYPRESS|T||
27485|MOVE|410|540|
27530|CLICK|410|540|
27575|MOVE|190|190|
27620|CLICK|190|190|
27665|WAIT|600||
28270|KEYPRESS|Enter||
28315|MOVE|720|320|
28360|CLICK|720|320|
28405|MOVE|350|440|
28450|CLICK|350|440|
28495|KEYPRESS|R||
28540|MOVE|620|250|
28585|CLICK|620|250|
28630|MOVE|270|510|
28675|CLICK|270|510|
28720|KEYPRESS|E||
28765|MOVE|540|360|
28810|CLICK|540|360|
28855|MOVE|230|280|
28900|CLICK|230|280|
28945|WAIT|1000||
29950|KEYPRESS|Space||
29995|MOVE|680|470|
30040|CLICK|680|470|
30085|MOVE|390|200|
30130|CLICK|390|200|
30175|KEYPRESS|W||
30220|MOVE|510|390|
30265|CLICK|510|390|
30310|MOVE|160|520|
30355|CLICK|160|520|
30400|KEYPRESS|Q||
30445|MOVE|750|280|
30490|CLICK|750|280|
30535|MOVE|310|430|
30580|CLICK|310|430|
30625|WAIT|900||
31530|KEYPRESS|Tab||
31575|MOVE|590|340|
31620|CLICK|590|340|
31665|MOVE|220|240|
31710|CLICK|220|240|
31755|KEYPRESS|A||
31800|MOVE|460|510|
31845|CLICK|460|510|
31890|MOVE|640|190|
31935|CLICK|640|190|
31980|KEYPRESS|S||
32025|MOVE|370|370|
32070|CLICK|370|370|
32115|MOVE|700|450|
32160|CLICK|700|450|
32205|WAIT|1300||
33510|KEYPRESS|Space||
33555|MOVE|250|310|
33600|CLICK|250|310|
33645|MOVE|580|560|
33690|CLICK|580|560|
33735|KEYPRESS|D||
33780|MOVE|420|220|
33825|CLICK|420|220|
33870|MOVE|180|460|
33915|CLICK|180|460|
33960|KEYPRESS|F||
34005|MOVE|730|330|
34050|CLICK|730|330|
34095|MOVE|340|490|
34140|CLICK|340|490|
34185|WAIT|700||
34890|KEYPRESS|Enter||
34935|MOVE|610|270|
34980|CLICK|610|270|
35025|MOVE|280|540|
35070|CLICK|280|540|
35115|KEYPRESS|G||
35160|MOVE|520|400|
35205|CLICK|520|400|
35250|MOVE|190|210|
35295|CLICK|190|210|
35340|KEYPRESS|H||
35385|MOVE|670|480|
35430|CLICK|670|480|
35475|MOVE|400|250|
35520|CLICK|400|250|
35565|WAIT|1100||
36670|KEYPRESS|Space||
36715|MOVE|540|360|
36760|CLICK|540|360|
36805|MOVE|210|420|
36850|CLICK|210|420|
36895|KEYPRESS|J||
36940|MOVE|760|290|
36985|CLICK|760|290|
37030|MOVE|330|520|
37075|CLICK|330|520|
37120|KEYPRESS|K||
37165|MOVE|590|180|
37210|CLICK|590|180|
37255|MOVE|260|390|
37300|CLICK|260|390|
37345|WAIT|800||
38150|KEYPRESS|Tab||
38195|MOVE|700|440|
38240|CLICK|700|440|
38285|MOVE|380|310|
38330|CLICK|380|310|
38375|KEYPRESS|L||
38420|MOVE|510|570|
38465|CLICK|510|570|
38510|MOVE|170|240|
38555|CLICK|170|240|
38600|KEYPRESS|Space||
38645|MOVE|640|370|
38690|CLICK|640|370|
38735|MOVE|300|490|
38780|CLICK|300|490|
38825|WAIT|1200||
40030|KEYPRESS|Enter||
40075|MOVE|550|220|
40120|CLICK|550|220|
40165|MOVE|230|450|
40210|CLICK|230|450|
40255|KEYPRESS|Z||
40300|MOVE|720|340|
40345|CLICK|720|340|
40390|MOVE|410|510|
40435|CLICK|410|510|
40480|KEYPRESS|X||
40525|MOVE|180|280|
40570|CLICK|180|280|
40615|MOVE|670|420|
40660|CLICK|670|420|
40705|WAIT|600||
41310|KEYPRESS|Space||
41355|MOVE|350|190|
41400|CLICK|350|190|
41445|MOVE|620|360|
41490|CLICK|620|360|
41535|KEYPRESS|C||
41580|MOVE|270|530|
41625|CLICK|270|530|
41670|MOVE|560|250|
41715|CLICK|560|250|
41760|KEYPRESS|V||
41805|MOVE|430|410|
41850|CLICK|430|410|
41895|MOVE|200|300|
41940|CLICK|200|300|
41985|WAIT|1000||
42990|KEYPRESS|Tab||
43035|MOVE|740|480|
43080|CLICK|740|480|
43125|MOVE|390|210|
43170|CLICK|390|210|
43215|KEYPRESS|B||
43260|MOVE|510|380|
43305|CLICK|510|380|
43350|MOVE|160|540|
43395|CLICK|160|540|
43440|KEYPRESS|N||
43485|MOVE|690|290|
43530|CLICK|690|290|
43575|MOVE|320|460|
43620|CLICK|320|460|
43665|WAIT|900||
44570|KEYPRESS|Space||
44615|MOVE|580|330|
44660|CLICK|580|330|
44705|MOVE|250|220|
44750|CLICK|250|220|
44795|KEYPRESS|M||
44840|MOVE|710|500|
44885|CLICK|710|500|
44930|MOVE|440|270|
44975|CLICK|440|270|
45020|KEYPRESS|Enter||
45065|MOVE|190|410|
45110|CLICK|190|410|
45155|MOVE|630|350|
45200|CLICK|630|350|
45245|WAIT|1400||
46650|KEYPRESS|F4||
46695|MOVE|370|520|
46740|CLICK|370|520|
46785|MOVE|540|190|
46830|CLICK|540|190|
46875|KEYPRESS|Space||
46920|MOVE|280|360|
46965|CLICK|280|360|
47010|MOVE|760|430|
47055|CLICK|760|430|
47100|KEYPRESS|Tab||
47145|MOVE|410|260|
47190|CLICK|410|260|
47235|MOVE|170|490|
47280|CLICK|170|490|
47325|WAIT|700||
48030|KEYPRESS|Shift||
48075|MOVE|650|310|
48120|CLICK|650|310|
48165|MOVE|330|550|
48210|CLICK|330|550|
48255|KEYPRESS|Ctrl||
48300|MOVE|590|240|
48345|CLICK|590|240|
48390|MOVE|220|390|
48435|CLICK|220|390|
48480|KEYPRESS|Alt||
48525|MOVE|730|470|
48570|CLICK|730|470|
48615|MOVE|460|200|
48660|CLICK|460|200|
48705|WAIT|1100||
49810|KEYPRESS|Space||
49855|MOVE|310|440|
49900|CLICK|310|440|
49945|MOVE|700|280|
49990|CLICK|700|280|
50035|KEYPRESS|Enter||
50080|MOVE|180|350|
50125|CLICK|180|350|
50170|MOVE|550|510|
50215|CLICK|550|510|
50260|KEYPRESS|Tab||
50305|MOVE|410|220|
50350|CLICK|410|220|
50395|MOVE|670|380|
50440|CLICK|670|380|
50485|WAIT|800||
51290|KEYPRESS|F5||
51335|MOVE|260|490|
51380|CLICK|260|490|
51425|MOVE|620|260|
51470|CLICK|620|260|
51515|KEYPRESS|Space||
51560|MOVE|380|540|
51605|CLICK|380|540|
51650|MOVE|740|330|
51695|CLICK|740|330|
51740|KEYPRESS|W||
51785|MOVE|210|410|
51830|CLICK|210|410|
51875|MOVE|530|190|
51920|CLICK|530|190|
51965|WAIT|1300||
53270|KEYPRESS|A||
53315|MOVE|450|370|
53360|CLICK|450|370|
53405|MOVE|170|520|
53450|CLICK|170|520|
53495|KEYPRESS|S||
53540|MOVE|690|240|
53585|CLICK|690|240|
53630|MOVE|340|460|
53675|CLICK|340|460|
53720|KEYPRESS|D||
53765|MOVE|600|310|
53810|CLICK|600|310|
53855|MOVE|250|390|
53900|CLICK|250|390|
53945|WAIT|600||
54550|KEYPRESS|Tab||
54595|MOVE|720|480|
54640|CLICK|720|480|
54685|MOVE|410|210|
54730|CLICK|410|210|
54775|KEYPRESS|Space||
54820|MOVE|560|350|
54865|CLICK|560|350|
54910|MOVE|190|540|
54955|CLICK|190|540|
55000|KEYPRESS|Enter||
55045|MOVE|670|270|
55090|CLICK|670|270|
55135|MOVE|320|420|
55180|CLICK|320|420|
55225|WAIT|1000||
56230|KEYPRESS|F||
56275|MOVE|540|500|
56320|CLICK|540|500|
56365|MOVE|230|240|
56410|CLICK|230|240|
56455|KEYPRESS|G||
56500|MOVE|760|370|
56545|CLICK|760|370|
56590|MOVE|440|190|
56635|CLICK|440|190|
56680|KEYPRESS|H||
56725|MOVE|180|450|
56770|CLICK|180|450|
56815|MOVE|620|320|
56860|CLICK|620|320|
56905|WAIT|900||
57810|KEYPRESS|Space||
57855|MOVE|370|510|
57900|CLICK|370|510|
57945|MOVE|700|260|
57990|CLICK|700|260|
58035|KEYPRESS|J||
58080|MOVE|290|380|
58125|CLICK|290|380|
58170|MOVE|580|440|
58215|CLICK|580|440|
58260|KEYPRESS|K||
58305|MOVE|420|210|
58350|CLICK|420|210|
58395|MOVE|170|560|
58440|CLICK|170|560|
58485|WAIT|1200||
59690|KEYPRESS|Tab||
59735|MOVE|730|330|
59780|CLICK|730|330|
59825|MOVE|350|490|
59870|CLICK|350|490|
59915|KEYPRESS|L||
59960|MOVE|610|220|
60005|CLICK|610|220|
60050|MOVE|260|410|
60095|CLICK|260|410|
60140|KEYPRESS|Space||
60185|MOVE|550|360|
60230|CLICK|550|360|
60275|MOVE|210|280|
60320|CLICK|210|280|
60365|WAIT|700||
61070|KEYPRESS|Enter||
61115|MOVE|680|520|
61160|CLICK|680|520|
61205|MOVE|390|250|
61250|CLICK|390|250|
61295|KEYPRESS|Z||
61340|MOVE|520|430|
61385|CLICK|520|430|
61430|MOVE|180|340|
61475|CLICK|180|340|
61520|KEYPRESS|X||
61565|MOVE|740|470|
61610|CLICK|740|470|
61655|MOVE|310|190|
61700|CLICK|310|190|
61745|WAIT|1100||
62850|KEYPRESS|Space||
62895|MOVE|600|380|
62940|CLICK|600|380|
62985|MOVE|240|510|
63030|CLICK|240|510|
63075|KEYPRESS|C||
63120|MOVE|470|260|
63165|CLICK|470|260|
63210|MOVE|190|420|
63255|CLICK|190|420|
63300|KEYPRESS|V||
63345|MOVE|710|350|
63390|CLICK|710|350|
63435|MOVE|380|540|
63480|CLICK|380|540|
63525|WAIT|800||
64330|KEYPRESS|Tab||
64375|MOVE|540|220|
64420|CLICK|540|220|
64465|MOVE|210|460|
64510|CLICK|210|460|
64555|KEYPRESS|B||
64600|MOVE|670|310|
64645|CLICK|670|310|
64690|MOVE|330|490|
64735|CLICK|330|490|
64780|KEYPRESS|N||
64825|MOVE|590|240|
64870|CLICK|590|240|
64915|MOVE|260|390|
64960|CLICK|260|390|
65005|WAIT|1400||
66410|KEYPRESS|Space||
66455|MOVE|720|440|
66500|CLICK|720|440|
66545|MOVE|410|180|
66590|CLICK|410|180|
66635|KEYPRESS|M||
66680|MOVE|560|370|
66725|CLICK|560|370|
66770|MOVE|190|530|
66815|CLICK|190|530|
66860|KEYPRESS|Enter||
66905|MOVE|690|280|
66950|CLICK|690|280|
66995|MOVE|340|450|
67040|CLICK|340|450|
67085|WAIT|600||
67690|KEYPRESS|F6||
67735|MOVE|510|330|
67780|CLICK|510|330|
67825|MOVE|170|500|
67870|CLICK|170|500|
67915|KEYPRESS|Space||
67960|MOVE|750|250|
68005|CLICK|750|250|
68050|MOVE|420|410|
68095|CLICK|420|410|
68140|KEYPRESS|Tab||
68185|MOVE|280|210|
68230|CLICK|280|210|
68275|MOVE|630|360|
68320|CLICK|630|360|
68365|WAIT|1000||
69370|KEYPRESS|Q||
69415|MOVE|370|520|
69460|CLICK|370|520|
69505|MOVE|700|290|
69550|CLICK|700|290|
69595|KEYPRESS|W||
69640|MOVE|240|440|
69685|CLICK|240|440|
69730|MOVE|580|190|
69775|CLICK|580|190|
69820|KEYPRESS|E||
69865|MOVE|440|370|
69910|CLICK|440|370|
69955|MOVE|180|550|
70000|CLICK|180|550|
70045|WAIT|900||
70950|KEYPRESS|Space||
70995|MOVE|660|320|
71040|CLICK|660|320|
71085|MOVE|310|480|
71130|CLICK|310|480|
71175|KEYPRESS|R||
71220|MOVE|540|230|
71265|CLICK|540|230|
71310|MOVE|200|390|
71355|CLICK|200|390|
71400|KEYPRESS|T||
71445|MOVE|730|460|
71490|CLICK|730|460|
71535|MOVE|390|210|
71580|CLICK|390|210|
71625|WAIT|1300||
72930|KEYPRESS|Tab||
72975|MOVE|610|350|
73020|CLICK|610|350|
73065|MOVE|260|510|
73110|CLICK|260|510|
73155|KEYPRESS|Y||
73200|MOVE|490|270|
73245|CLICK|490|270|
73290|MOVE|170|420|
73335|CLICK|170|420|
73380|KEYPRESS|U||
73425|MOVE|710|380|
73470|CLICK|710|380|
73515|MOVE|350|540|
73560|CLICK|350|540|
73605|WAIT|700||
74310|KEYPRESS|Space||
74355|MOVE|580|220|
74400|CLICK|580|220|
74445|MOVE|230|470|
74490|CLICK|230|470|
74535|KEYPRESS|I||
74580|MOVE|670|310|
74625|CLICK|670|310|
74670|MOVE|410|490|
74715|CLICK|410|490|
74760|KEYPRESS|O||
74805|MOVE|190|240|
74850|CLICK|190|240|
74895|MOVE|750|400|
74940|CLICK|750|400|
74985|WAIT|1100||
76090|KEYPRESS|Enter||
76135|MOVE|320|360|
76180|CLICK|320|360|
76225|MOVE|620|530|
76270|CLICK|620|530|
76315|KEYPRESS|P||
76360|MOVE|280|190|
76405|CLICK|280|190|
76450|MOVE|560|340|
76495|CLICK|560|340|
76540|KEYPRESS|Space||
76585|MOVE|210|460|
76630|CLICK|210|460|
76675|MOVE|690|280|
76720|CLICK|690|280|
76765|WAIT|800||
77570|KEYPRESS|Tab||
77615|MOVE|440|510|
77660|CLICK|440|510|
77705|MOVE|170|250|
77750|CLICK|170|250|
77795|KEYPRESS|F7||
77840|MOVE|730|390|
77885|CLICK|730|390|
77930|MOVE|380|440|
77975|CLICK|380|440|
78020|KEYPRESS|A||
78065|MOVE|610|200|
78110|CLICK|610|200|
78155|MOVE|260|370|
78200|CLICK|260|370|
78245|WAIT|1200||
79450|KEYPRESS|Space||
79495|MOVE|540|480|
79540|CLICK|540|480|
79585|MOVE|200|310|
79630|CLICK|200|310|
79675|KEYPRESS|S||
79720|MOVE|670|240|
79765|CLICK|670|240|
79810|MOVE|420|560|
79855|CLICK|420|560|
79900|KEYPRESS|D||
79945|MOVE|180|420|
79990|CLICK|180|420|
80035|MOVE|700|350|
80080|CLICK|700|350|
80125|WAIT|600||
80730|KEYPRESS|Enter||
80775|MOVE|340|490|
80820|CLICK|340|490|
80865|MOVE|590|220|
80910|CLICK|590|220|
80955|KEYPRESS|F||
81000|MOVE|250|380|
81045|CLICK|250|380|
81090|MOVE|760|460|
81135|CLICK|760|460|
81180|KEYPRESS|G||
81225|MOVE|410|270|
81270|CLICK|410|270|
81315|MOVE|170|520|
81360|CLICK|170|520|
81405|WAIT|1000||
82410|KEYPRESS|Space||
82455|MOVE|640|330|
82500|CLICK|640|330|
82545|MOVE|310|500|
82590|CLICK|310|500|
82635|KEYPRESS|H||
82680|MOVE|550|190|
82725|CLICK|550|190|
82770|MOVE|220|440|
82815|CLICK|220|440|
82860|KEYPRESS|J||
82905|MOVE|710|290|
82950|CLICK|710|290|
82995|MOVE|380|540|
83040|CLICK|380|540|
83085|WAIT|900||
83990|KEYPRESS|Tab||
84035|MOVE|500|250|
84080|CLICK|500|250|
84125|MOVE|190|410|
84170|CLICK|190|410|
84215|KEYPRESS|K||
84260|MOVE|670|370|
84305|CLICK|670|370|
84350|MOVE|330|480|
84395|CLICK|330|480|
84440|KEYPRESS|L||
84485|MOVE|600|210|
84530|CLICK|600|210|
84575|MOVE|260|360|
84620|CLICK|260|360|
84665|WAIT|1300||
85970|KEYPRESS|Space||
86015|MOVE|730|510|
86060|CLICK|730|510|
86105|MOVE|410|240|
86150|CLICK|410|240|
86195|KEYPRESS|Enter||
86240|MOVE|570|390|
86285|CLICK|570|390|
86330|MOVE|210|550|
86375|CLICK|210|550|
86420|KEYPRESS|Z||
86465|MOVE|690|280|
86510|CLICK|690|280|
86555|MOVE|350|450|
86600|CLICK|350|450|
86645|WAIT|700||
87350|KEYPRESS|X||
87395|MOVE|520|330|
87440|CLICK|520|330|
87485|MOVE|180|490|
87530|CLICK|180|490|
87575|KEYPRESS|C||
87620|MOVE|750|220|
87665|CLICK|750|220|
87710|MOVE|440|380|
87755|CLICK|440|380|
87800|KEYPRESS|V||
87845|MOVE|290|540|
87890|CLICK|290|540|
87935|MOVE|630|270|
87980|CLICK|630|270|
88025|WAIT|1100||
89130|KEYPRESS|Space||
89175|MOVE|370|420|
89220|CLICK|370|420|
89265|MOVE|700|190|
89310|CLICK|700|190|
89355|KEYPRESS|B||
89400|MOVE|240|360|
89445|CLICK|240|360|
89490|MOVE|580|500|
89535|CLICK|580|500|
89580|KEYPRESS|N||
89625|MOVE|420|250|
89670|CLICK|420|250|
89715|MOVE|170|470|
89760|CLICK|170|470|
89805|WAIT|800||
90610|KEYPRESS|Tab||
90655|MOVE|660|320|
90700|CLICK|660|320|
90745|MOVE|320|560|
90790|CLICK|320|560|
90835|KEYPRESS|M||
90880|MOVE|550|230|
90925|CLICK|550|230|
90970|MOVE|210|390|
91015|CLICK|210|390|
91060|KEYPRESS|Space||
91105|MOVE|740|450|
91150|CLICK|740|450|
91195|MOVE|400|210|
91240|CLICK|400|210|
91285|WAIT|1200||
92490|KEYPRESS|Enter||
92535|MOVE|610|350|
92580|CLICK|610|350|
92625|MOVE|270|520|
92670|CLICK|270|520|
92715|KEYPRESS|F8||
92760|MOVE|490|280|
92805|CLICK|490|280|
92850|MOVE|180|430|
92895|CLICK|180|430|
92940|KEYPRESS|Comma||
92985|MOVE|720|370|
93030|CLICK|720|370|
93075|MOVE|360|540|
93120|CLICK|360|540|
93165|WAIT|600||
93770|KEYPRESS|Space||
93815|MOVE|590|220|
93860|CLICK|590|220|
93905|MOVE|240|460|
93950|CLICK|240|460|
93995|KEYPRESS|Period||
94040|MOVE|680|310|
94085|CLICK|680|310|
94130|MOVE|410|490|
94175|CLICK|410|490|
94220|KEYPRESS|Slash||
94265|MOVE|200|250|
94310|CLICK|200|250|
94355|MOVE|760|400|
94400|CLICK|760|400|
94445|WAIT|1000||
95450|KEYPRESS|Tab||
95495|MOVE|330|360|
95540|CLICK|330|360|
95585|MOVE|620|530|
95630|CLICK|620|530|
95675|KEYPRESS|Semicolon||
95720|MOVE|280|200|
95765|CLICK|280|200|
95810|MOVE|560|340|
95855|CLICK|560|340|
95900|KEYPRESS|Quote||
95945|MOVE|220|470|
95990|CLICK|220|470|
96035|MOVE|700|290|
96080|CLICK|700|290|
96125|WAIT|900||
97030|KEYPRESS|Space||
97075|MOVE|440|510|
97120|CLICK|440|510|
97165|MOVE|180|260|
97210|CLICK|180|260|
97255|KEYPRESS|Enter||
97300|MOVE|730|390|
97345|CLICK|730|390|
97390|MOVE|380|440|
97435|CLICK|380|440|
97480|KEYPRESS|Backspace||
97525|MOVE|610|210|
97570|CLICK|610|210|
97615|MOVE|270|370|
97660|CLICK|270|370|
97705|WAIT|1300||
99010|KEYPRESS|Space||
99055|MOVE|540|480|
99100|CLICK|540|480|
99145|MOVE|210|320|
99190|CLICK|210|320|
99235|KEYPRESS|F9||
99280|MOVE|670|240|
99325|CLICK|670|240|
99370|MOVE|420|560|
99415|CLICK|420|560|
99460|KEYPRESS|F10||
99505|MOVE|190|430|
99550|CLICK|190|430|
99595|MOVE|700|350|
99640|CLICK|700|350|
99685|WAIT|700||
100390|KEYPRESS|Tab||
100435|MOVE|350|490|
100480|CLICK|350|490|
100525|MOVE|590|220|
100570|CLICK|590|220|
100615|KEYPRESS|F11||
100660|MOVE|260|380|
100705|CLICK|260|380|
100750|MOVE|750|460|
100795|CLICK|750|460|
100840|KEYPRESS|F12||
100885|MOVE|410|270|
100930|CLICK|410|270|
100975|MOVE|180|520|
101020|CLICK|180|520|
101065|WAIT|1100||
102170|KEYPRESS|Space||
102215|MOVE|640|330|
102260|CLICK|640|330|
102305|MOVE|310|500|
102350|CLICK|310|500|
102395|KEYPRESS|Enter||
102440|MOVE|550|200|
102485|CLICK|550|200|
102530|MOVE|230|450|
102575|CLICK|230|450|
102620|KEYPRESS|Tab||
102665|MOVE|720|300|
102710|CLICK|720|300|
102755|MOVE|390|540|
102800|CLICK|390|540|
102845|WAIT|800||
103650|KEYPRESS|Space||
103695|MOVE|500|260|
103740|CLICK|500|260|
103785|MOVE|200|420|
103830|CLICK|200|420|
103875|KEYPRESS|Escape||
103920|MOVE|680|370|
103965|CLICK|680|370|
104010|MOVE|340|490|
104055|CLICK|340|490|
104100|WAIT|1200||
