userId,movieId,rating,timestamp
27,155,3.5,1476678901
28,23,3.5,1477123456
28,45,4.0,1477234567
28,67,3.5,1477345678
28,89,3.0,1477456789
28,111,4.0,1477567890
28,133,3.5,1477678901
28,155,4.0,1477789012
29,12,4.5,1478123456
29,34,4.0,1478234567
29,56,3.5,1478345678
29,78,4.0,1478456789
29,100,3.5,1478567890
29,122,4.5,1478678901
30,45,3.0,1479123456
30,67,3.5,1479234567
30,89,4.0,1479345678
30,111,3.5,1479456789
30,133,3.0,1479567890
30,155,4.0,1479678901
30,177,3.5,1479789012
30,199,4.0,1479890123
31,23,4.0,1480123456
31,45,3.5,1480234567
31,67,4.5,1480345678
31,89,4.0,1480456789
31,111,3.5,1480567890
31,133,4.0,1480678901
32,12,3.5,1481123456
32,34,4.0,1481234567
32,56,3.5,1481345678
32,78,3.0,1481456789
32,100,4.0,1481567890
32,122,3.5,1481678901
32,144,4.0,1481789012
33,45,4.5,1482123456
33,67,4.0,1482234567
33,89,3.5,1482345678
33,111,4.0,1482456789
33,133,4.5,1482567890
33,155,3.5,1482678901
34,23,3.0,1483123456
34,45,3.5,1483234567
34,67,4.0,1483345678
34,89,3.5,1483456789
34,111,3.0,1483567890
34,133,4.0,1483678901
34,155,3.5,1483789012
35,12,4.0,1484123456
35,34,3.5,1484234567
35,56,4.5,1484345678
35,78,4.0,1484456789
35,100,3.5,1484567890
35,122,4.0,1484678901
36,45,3.5,1485123456
36,67,4.0,1485234567
36,89,3.5,1485345678
36,111,3.0,1485456789
36,133,4.0,1485567890
36,155,3.5,1485678901
36,177,4.0,1485789012
36,199,3.5,1485890123
37,23,4.5,1486123456
37,45,4.0,1486234567
37,67,3.5,1486345678
37,89,4.5,1486456789
37,111,4.0,1486567890
37,133,3.5,1486678901
38,12,3.0,1487123456
38,34,3.5,1487234567
38,56,4.0,1487345678
38,78,3.5,1487456789
38,100,3.0,1487567890
38,122,4.0,1487678901
38,144,3.5,1487789012
39,45,4.0,1488123456
39,67,3.5,1488234567
39,89,4.5,1488345678
39,111,3.0,1488456789
39,133,4.0,1488567890
39,155,3.5,1488678901
40,23,3.5,1489123456
40,45,4.0,1489234567
40,67,3.5,1489345678
40,89,3.0,1489456789
40,111,4.0,1489567890
40,133,3.5,1489678901
40,155,4.0,1489789012
41,12,4.5,1490123456
41,34,4.0,1490234567
41,56,3.5,1490345678
41,78,4.0,1490456789
41,100,4.5,1490567890
41,122,3.5,1490678901
42,45,3.0,1491123456
42,67,3.5,1491234567
42,89,4.0,1491345678
42,111,3.5,1491456789
42,133,3.0,1491567890
42,155,4.0,1491678901
42,177,3.5,1491789012
42,199,4.0,1491890123
43,23,4.0,1492123456
43,45,3.5,1492234567
43,67,4.5,1492345678
43,89,4.0,1492456789
43,111,3.5,1492567890
43,133,4.0,1492678901
44,12,3.5,1493123456
44,34,4.0,1493234567
44,56,3.5,1493345678
44,78,3.0,1493456789
44,100,4.0,1493567890
44,122,3.5,1493678901
44,144,4.0,1493789012
44,166,3.5,1493890123
45,45,4.5,1494123456
45,67,4.0,1494234567
45,89,3.5,1494345678
45,111,4.0,1494456789
45,133,3.5,1494567890
45,155,4.5,1494678901
46,23,3.0,1495123456
46,45,3.5,1495234567
46,67,4.0,1495345678
46,89,3.5,1495456789
46,111,3.0,1495567890
46,133,4.0,1495678901
46,155,3.5,1495789012
47,12,4.0,1496123456
47,34,3.5,1496234567
47,56,4.5,1496345678
47,78,4.0,1496456789
47,100,3.5,1496567890
47,122,4.0,1496678901
48,45,3.5,1497123456
48,67,4.0,1497234567
48,89,3.5,1497345678
48,111,3.0,1497456789
48,133,4.0,1497567890
48,155,3.5,1497678901
48,177,4.0,1497789012
49,23,4.5,1498123456
49,45,4.0,1498234567
49,67,3.5,1498345678
49,89,4.5,1498456789
49,111,4.0,1498567890
49,133,3.5,1498678901
50,12,3.0,1499123456
50,34,3.5,1499234567
50,56,4.0,1499345678
50,78,3.5,1499456789
50,100,3.0,1499567890
50,122,4.0,1499678901
50,144,3.5,1499789012
50,166,4.0,1499890123
51,45,4.0,1500123456
51,67,3.5,1500234567
51,89,4.5,1500345678
51,111,3.0,1500456789
51,133,4.0,1500567890
51,155,3.5,1500678901
52,23,3.5,1501123456
52,45,4.0,1501234567
52,67,3.5,1501345678
52,89,3.0,1501456789
52,111,4.0,1501567890
52,133,3.5,1501678901
52,155,4.0,1501789012
53,12,4.5,1502123456
53,34,4.0,1502234567
53,56,3.5,1502345678
53,78,4.0,1502456789
53,100,3.5,1502567890
53,122,4.5,1502678901
54,45,3.0,1503123456
54,67,3.5,1503234567
54,89,4.0,1503345678
54,111,3.5,1503456789
54,133,3.0,1503567890
54,155,4.0,1503678901
54,177,3.5,1503789012
54,199,4.0,1503890123
55,23,4.0,1504123456
55,45,3.5,1504234567
55,67,4.5,1504345678
55,89,4.0,1504456789
55,111,3.5,1504567890
55,133,4.0,1504678901
56,12,3.5,1505123456
56,34,4.0,1505234567
56,56,3.5,1505345678
56,78,3.0,1505456789
56,100,4.0,1505567890
56,122,3.5,1505678901
56,144,4.0,1505789012
57,45,4.5,1506123456
57,67,4.0,1506234567
57,89,3.5,1506345678
57,111,4.0,1506456789
57,133,4.5,1506567890
57,155,3.5,1506678901
58,23,3.0,1507123456
58,45,3.5,1507234567
58,67,4.0,1507345678
58,89,3.5,1507456789
58,111,3.0,1507567890
58,133,4.0,1507678901
58,155,3.5,1507789012
59,12,4.0,1508123456
59,34,3.5,1508234567
59,56,4.5,1508345678
59,78,4.0,1508456789
59,100,3.5,1508567890
59,122,4.0,1508678901
60,45,3.5,1509123456
60,67,4.0,1509234567
60,89,3.5,1509345678
60,111,3.0,1509456789
60,133,4.0,1509567890
60,155,3.5,1509678901
60,177,4.0,1509789012
60,199,3.5,1509890123
61,23,4.5,1510123456
61,45,4.0,1510234567
61,67,3.5,1510345678
61,89,4.5,1510456789
61,111,4.0,1510567890
61,133,3.5,1510678901
62,12,3.0,1511123456
62,34,3.5,1511234567
62,56,4.0,1511345678
62,78,3.5,1511456789
62,100,3.0,1511567890
62,122,4.0,1511678901
62,144,3.5,1511789012
63,45,4.0,1512123456
63,67,3.5,1512234567
63,89,4.5,1512345678
63,111,3.0,1512456789
63,133,4.0,1512567890
63,155,3.5,1512678901
64,23,3.5,1513123456
64,45,4.0,1513234567
64,67,3.5,1513345678
64,89,3.0,1513456789
64,111,4.0,1513567890
64,133,3.5,1513678901
64,155,4.0,1513789012
65,12,4.5,1514123456
65,34,4.0,1514234567
65,56,3.5,1514345678
65,78,4.0,1514456789
65,100,4.5,1514567890
65,122,3.5,1514678901
66,45,3.0,1515123456
66,67,3.5,1515234567
66,89,4.0,1515345678
66,111,3.5,1515456789
66,133,3.0,1515567890
66,155,4.0,1515678901
66,177,3.5,1515789012
66,199,4.0,1515890123
67,23,4.0,1516123456
67,45,3.5,1516234567
67,67,4.5,1516345678
67,89,4.0,1516456789
67,111,3.5,1516567890
67,133,4.0,1516678901
68,12,3.5,1517123456
68,34,4.0,1517234567
68,56,3.5,1517345678
68,78,3.0,1517456789
68,100,4.0,1517567890
68,122,3.5,1517678901
68,144,4.0,1517789012
68,166,3.5,1517890123
69,45,4.5,1518123456
69,67,4.0,1518234567
69,89,3.5,1518345678
69,111,4.0,1518456789
69,133,3.5,1518567890
69,155,4.5,1518678901
70,23,3.0,1519123456
70,45,3.5,1519234567
70,67,4.0,1519345678
70,89,3.5,1519456789
70,111,3.0,1519567890
70,133,4.0,1519678901
70,155,3.5,1519789012
71,12,4.0,1520123456
71,34,3.5,1520234567
71,56,4.5,1520345678
71,78,4.0,1520456789
71,100,3.5,1520567890
71,122,4.0,1520678901
72,45,3.5,1521123456
72,67,4.0,1521234567
72,89,3.5,1521345678
72,111,3.0,1521456789
72,133,4.0,1521567890
72,155,3.5,1521678901
72,177,4.0,1521789012
73,23,4.5,1522123456
73,45,4.0,1522234567
73,67,3.5,1522345678
73,89,4.5,1522456789
73,111,4.0,1522567890
73,133,3.5,1522678901
74,12,3.0,1523123456
74,34,3.5,1523234567
74,56,4.0,1523345678
74,78,3.5,1523456789
74,100,3.0,1523567890
74,122,4.0,1523678901
74,144,3.5,1523789012
74,166,4.0,1523890123
75,45,4.0,1524123456
75,67,3.5,1524234567
75,89,4.5,1524345678
75,111,3.0,1524456789
75,133,4.0,1524567890
75,155,3.5,1524678901
76,23,3.5,1525123456
76,45,4.0,1525234567
76,67,3.5,1525345678
76,89,3.0,1525456789
76,111,4.0,1525567890
76,133,3.5,1525678901
76,155,4.0,1525789012
77,12,4.5,1526123456
77,34,4.0,1526234567
77,56,3.5,1526345678
77,78,4.0,1526456789
77,100,3.5,1526567890
77,122,4.5,1526678901
78,45,3.0,1527123456
78,67,3.5,1527234567
78,89,4.0,1527345678
78,111,3.5,1527456789
78,133,3.0,1527567890
78,155,4.0,1527678901
78,177,3.5,1527789012
78,199,4.0,1527890123
79,23,4.0,1528123456
79,45,3.5,1528234567
79,67,4.5,1528345678
79,89,4.0,1528456789
79,111,3.5,1528567890
79,133,4.0,1528678901
80,12,3.5,1529123456
80,34,4.0,1529234567
80,56,3.5,1529345678
80,78,3.0,1529456789
80,100,4.0,1529567890
80,122,3.5,1529678901
80,144,4.0,1529789012
81,45,4.5,1530123456
81,67,4.0,1530234567
81,89,3.5,1530345678
81,111,4.0,1530456789
81,133,4.5,1530567890
81,155,3.5,1530678901
82,23,3.0,1531123456
82,45,3.5,1531234567
82,67,4.0,1531345678
82,89,3.5,1531456789
82,111,3.0,1531567890
82,133,4.0,1531678901
82,155,3.5,1531789012
83,12,4.0,1532123456
83,34,3.5,1532234567
83,56,4.5,1532345678
83,78,4.0,1532456789
83,100,3.5,1532567890
83,122,4.0,1532678901
84,45,3.5,1533123456
84,67,4.0,1533234567
84,89,3.5,1533345678
84,111,3.0,1533456789
84,133,4.0,1533567890
84,155,3.5,1533678901
84,177,4.0,1533789012
84,199,3.5,1533890123
85,23,4.5,1534123456
85,45,4.0,1534234567
85,67,3.5,1534345678
85,89,4.5,1534456789
85,111,4.0,1534567890
85,133,3.5,1534678901
86,12,3.0,1535123456
86,34,3.5,1535234567
86,56,4.0,1535345678
86,78,3.5,1535456789
86,100,3.0,1535567890
86,122,4.0,1535678901
86,144,3.5,1535789012
87,45,4.0,1536123456
87,67,3.5,1536234567
87,89,4.5,1536345678
87,111,3.0,1536456789
87,133,4.0,1536567890
87,155,3.5,1536678901
88,23,3.5,1537123456
88,45,4.0,1537234567
88,67,3.5,1537345678
88,89,3.0,1537456789
88,111,4.0,1537567890
88,133,3.5,1537678901
88,155,4.0,1537789012
89,12,4.5,1538123456
89,34,4.0,1538234567
89,56,3.5,1538345678
89,78,4.0,1538456789
89,100,4.5,1538567890
89,122,3.5,1538678901
90,45,3.0,1539123456
90,67,3.5,1539234567
90,89,4.0,1539345678
90,111,3.5,1539456789
90,133,3.0,1539567890
90,155,4.0,1539678901
90,177,3.5,1539789012
90,199,4.0,1539890123
91,23,4.0,1540123456
91,45,3.5,1540234567
91,67,4.5,1540345678
91,89,4.0,1540456789
91,111,3.5,1540567890
91,133,4.0,1540678901
92,12,3.5,1541123456
92,34,4.0,1541234567
92,56,3.5,1541345678
92,78,3.0,1541456789
92,100,4.0,1541567890
92,122,3.5,1541678901
92,144,4.0,1541789012
92,166,3.5,1541890123
93,45,4.5,1542123456
93,67,4.0,1542234567
93,89,3.5,1542345678
93,111,4.0,1542456789
93,133,3.5,1542567890
93,155,4.5,1542678901
94,23,3.0,1543123456
94,45,3.5,1543234567
94,67,4.0,1543345678
94,89,3.5,1543456789
94,111,3.0,1543567890
94,133,4.0,1543678901
94,155,3.5,1543789012
95,12,4.0,1544123456
95,34,3.5,1544234567
95,56,4.5,1544345678
95,78,4.0,1544456789
95,100,3.5,1544567890
95,122,4.0,1544678901
96,45,3.5,1545123456
96,67,4.0,1545234567
96,89,3.5,1545345678
96,111,3.0,1545456789
96,133,4.0,1545567890
96,155,3.5,1545678901
96,177,4.0,1545789012
97,23,4.5,1546123456
97,45,4.0,1546234567
97,67,3.5,1546345678
97,89,4.5,1546456789
97,111,4.0,1546567890
97,133,3.5,1546678901
98,12,3.0,1547123456
98,34,3.5,1547234567
98,56,4.0,1547345678
98,78,3.5,1547456789
98,100,3.0,1547567890
98,122,4.0,1547678901
98,144,3.5,1547789012
98,166,4.0,1547890123
99,45,4.0,1548123456
99,67,3.5,1548234567
99,89,4.5,1548345678
99,111,3.0,1548456789
99,133,4.0,1548567890
99,155,3.5,1548678901
100,23,3.5,1549123456
100,45,4.0,1549234567
100,67,3.5,1549345678
100,89,3.0,1549456789
100,111,4.0,1549567890
100,133,3.5,1549678901
100,155,4.0,1549789012
101,12,4.5,1450123456
101,34,4.0,1450234567
101,56,3.5,1450345678
101,78,4.0,1450456789
101,100,3.5,1450567890
101,122,4.5,1450678901
102,45,3.0,1451123456
102,67,3.5,1451234567
102,89,4.0,1451345678
102,111,3.5,1451456789
102,133,3.0,1451567890
102,155,4.0,1451678901
102,177,3.5,1451789012
102,199,4.0,1451890123
103,23,4.0,1452123456
103,45,3.5,1452234567
103,67,4.5,1452345678
103,89,4.0,1452456789
103,111,3.5,1452567890
103,133,4.0,1452678901
104,12,3.5,1453123456
104,34,4.0,1453234567
104,56,3.5,1453345678
104,78,3.0,1453456789
104,100,4.0,1453567890
104,122,3.5,1453678901
104,144,4.0,1453789012
105,45,4.5,1454123456
105,67,4.0,1454234567
105,89,3.5,1454345678
105,111,4.0,1454456789
105,133,4.5,1454567890
105,155,3.5,1454678901
106,23,3.0,1455123456
106,45,3.5,1455234567
106,67,4.0,1455345678
106,89,3.5,1455456789
106,111,3.0,1455567890
106,133,4.0,1455678901
106,155,3.5,1455789012
107,12,4.0,1456123456
107,34,3.5,1456234567
107,56,4.5,1456345678
107,78,4.0,1456456789
107,100,3.5,1456567890
107,122,4.0,1456678901
108,45,3.5,1457123456
108,67,4.0,1457234567
108,89,3.5,1457345678
108,111,3.0,1457456789
108,133,4.0,1457567890
108,155,3.5,1457678901
108,177,4.0,1457789012
108,199,3.5,1457890123
109,23,4.5,1458123456
109,45,4.0,1458234567
109,67,3.5,1458345678
109,89,4.5,1458456789
109,111,4.0,1458567890
109,133,3.5,1458678901
110,12,3.0,1459123456
110,34,3.5,1459234567
110,56,4.0,1459345678
110,78,3.5,1459456789
110,100,3.0,1459567890
110,122,4.0,1459678901
110,144,3.5,1459789012
111,45,4.0,1460123456
111,67,3.5,1460234567
111,89,4.5,1460345678
111,111,3.0,1460456789
111,133,4.0,1460567890
111,155,3.5,1460678901
112,23,3.5,1461123456
112,45,4.0,1461234567
112,67,3.5,1461345678
112,89,3.0,1461456789
112,111,4.0,1461567890
112,133,3.5,1461678901
112,155,4.0,1461789012
113,12,4.5,1462123456
113,34,4.0,1462234567
113,56,3.5,1462345678
113,78,4.0,1462456789
113,100,4.5,1462567890
113,122,3.5,1462678901
114,45,3.0,1463123456
114,67,3.5,1463234567
114,89,4.0,1463345678
114,111,3.5,1463456789
114,133,3.0,1463567890
114,155,4.0,1463678901
114,177,3.5,1463789012
114,199,4.0,1463890123
115,23,4.0,1464123456
115,45,3.5,1464234567
115,67,4.5,1464345678
115,89,4.0,1464456789
115,111,3.5,1464567890
115,133,4.0,1464678901
116,12,3.5,1465123456
116,34,4.0,1465234567
116,56,3.5,1465345678
116,78,3.0,1465456789
116,100,4.0,1465567890
116,122,3.5,1465678901
116,144,4.0,1465789012
116,166,3.5,1465890123
117,45,4.5,1466123456
117,67,4.0,1466234567
117,89,3.5,1466345678
117,111,4.0,1466456789
117,133,3.5,1466567890
117,155,4.5,1466678901
118,23,3.0,1467123456
118,45,3.5,1467234567
118,67,4.0,1467345678
118,89,3.5,1467456789
118,111,3.0,1467567890
118,133,4.0,1467678901
118,155,3.5,1467789012
119,12,4.0,1468123456
119,34,3.5,1468234567
119,56,4.5,1468345678
119,78,4.0,1468456789
119,100,3.5,1468567890
119,122,4.0,1468678901
120,45,3.5,1469123456
120,67,4.0,1469234567
120,89,3.5,1469345678
120,111,3.0,1469456789
120,133,4.0,1469567890
120,155,3.5,1469678901
120,177,4.0,1469789012
121,23,4.5,1470123456
121,45,4.0,1470234567
121,67,3.5,1470345678
121,89,4.5,1470456789
121,111,4.0,1470567890
121,133,3.5,1470678901
122,12,3.0,1471123456
122,34,3.5,1471234567
122,56,4.0,1471345678
122,78,3.5,1471456789
122,100,3.0,1471567890
122,122,4.0,1471678901
122,144,3.5,1471789012
122,166,4.0,1471890123
123,45,4.0,1472123456
123,67,3.5,1472234567
123,89,4.5,1472345678
123,111,3.0,1472456789
123,133,4.0,1472567890
123,155,3.5,1472678901
124,23,3.5,1473123456
124,45,4.0,1473234567
124,67,3.5,1473345678
124,89,3.0,1473456789
124,111,4.0,1473567890
124,133,3.5,1473678901
124,155,4.0,1473789012
125,12,4.5,1474123456
125,34,4.0,1474234567
125,56,3.5,1474345678
125,78,4.0,1474456789
125,100,3.5,1474567890
125,122,4.5,1474678901
126,45,3.0,1475123456
126,67,3.5,1475234567
126,89,4.0,1475345678
126,111,3.5,1475456789
126,133,3.0,1475567890
126,155,4.0,1475678901
126,177,3.5,1475789012
126,199,4.0,1475890123
127,23,4.0,1476123456
127,45,3.5,1476234567
127,67,4.5,1476345678
127,89,4.0,1476456789
127,111,3.5,1476567890
127,133,4.0,1476678901
128,12,3.5,1477123456
128,34,4.0,1477234567
128,56,3.5,1477345678
128,78,3.0,1477456789
128,100,4.0,1477567890
128,122,3.5,1477678901
128,144,4.0,1477789012
129,45,4.5,1478123456
129,67,4.0,1478234567
129,89,3.5,1478345678
129,111,4.0,1478456789
129,133,4.5,1478567890
129,155,3.5,1478678901
130,23,3.0,1479123456
130,45,3.5,1479234567
130,67,4.0,1479345678
130,89,3.5,1479456789
130,111,3.0,1479567890
130,133,4.0,1479678901
130,155,3.5,1479789012
131,12,4.0,1480123456
131,34,3.5,1480234567
131,56,4.5,1480345678
131,78,4.0,1480456789
131,100,3.5,1480567890
131,122,4.0,1480678901
132,45,3.5,1481123456
132,67,4.0,1481234567
132,89,3.5,1481345678
132,111,3.0,1481456789
132,133,4.0,1481567890
132,155,3.5,1481678901
132,177,4.0,1481789012
132,199,3.5,1481890123
133,23,4.5,1482123456
133,45,4.0,1482234567
133,67,3.5,1482345678
133,89,4.5,1482456789
133,111,4.0,1482567890
133,133,3.5,1482678901
134,12,3.0,1483123456
134,34,3.5,1483234567
134,56,4.0,1483345678
134,78,3.5,1483456789
134,100,3.0,1483567890
134,122,4.0,1483678901
134,144,3.5,1483789012
135,45,4.0,1484123456
135,67,3.5,1484234567
135,89,4.5,1484345678
135,111,3.0,1484456789
135,133,4.0,1484567890
135,155,3.5,1484678901
136,23,3.5,1485123456
136,45,4.0,1485234567
136,67,3.5,1485345678
136,89,3.0,1485456789
136,111,4.0,1485567890
136,133,3.5,1485678901
136,155,4.0,1485789012
137,12,4.5,1486123456
137,34,4.0,1486234567
137,56,3.5,1486345678
137,78,4.0,1486456789
137,100,4.5,1486567890
137,122,3.5,1486678901
138,45,3.0,1487123456
138,67,3.5,1487234567
138,89,4.0,1487345678
138,111,3.5,1487456789
138,133,3.0,1487567890
138,155,4.0,1487678901
138,177,3.5,1487789012
138,199,4.0,1487890123
139,23,4.0,1488123456
139,45,3.5,1488234567
139,67,4.5,1488345678
139,89,4.0,1488456789
139,111,3.5,1488567890
139,133,4.0,1488678901
140,12,3.5,1489123456
140,34,4.0,1489234567
140,56,3.5,1489345678
140,78,3.0,1489456789
140,100,4.0,1489567890
140,122,3.5,1489678901
140,144,4.0,1489789012
140,166,3.5,1489890123
141,45,4.5,1490123456
141,67,4.0,1490234567
141,89,3.5,1490345678
141,111,4.0,1490456789
141,133,3.5,1490567890
141,155,4.5,1490678901
142,23,3.0,1491123456
142,45,3.5,1491234567
142,67,4.0,1491345678
142,89,3.5,1491456789
142,111,3.0,1491567890
142,133,4.0,1491678901
142,155,3.5,1491789012
143,12,4.0,1492123456
143,34,3.5,1492234567
143,56,4.5,1492345678
143,78,4.0,1492456789
143,100,3.5,1492567890
143,122,4.0,1492678901
144,45,3.5,1493123456
144,67,4.0,1493234567
144,89,3.5,1493345678
144,111,3.0,1493456789
144,133,4.0,1493567890
144,155,3.5,1493678901
144,177,4.0,1493789012
145,23,4.5,1494123456
145,45,4.0,1494234567
145,67,3.5,1494345678
145,89,4.5,1494456789
145,111,4.0,1494567890
145,133,3.5,1494678901
146,12,3.0,1495123456
146,34,3.5,1495234567
146,56,4.0,1495345678
146,78,3.5,1495456789
146,100,3.0,1495567890
146,122,4.0,1495678901
146,144,3.5,1495789012
146,166,4.0,1495890123
147,45,4.0,1496123456
147,67,3.5,1496234567
147,89,4.5,1496345678
147,111,3.0,1496456789
147,133,4.0,1496567890
147,155,3.5,1496678901
148,23,3.5,1497123456
148,45,4.0,1497234567
148,67,3.5,1497345678
148,89,3.0,1497456789
148,111,4.0,1497567890
148,133,3.5,1497678901
148,155,4.0,1497789012
149,12,4.5,1498123456
149,34,4.0,1498234567
149,56,3.5,1498345678
149,78,4.0,1498456789
149,100,3.5,1498567890
149,122,4.5,1498678901
150,75,4.5,1499123456
150,45,3.5,1499234567
150,67,4.0,1499345678
150,89,3.5,1499456789
150,111,3.0,1499567890
150,133,4.0,1499678901
150,155,3.5,1499789012
150,177,4.0,1499890123
151,23,4.0,1500123456
151,45,3.5,1500234567
151,67,4.5,1500345678
151,89,4.0,1500456789
151,111,3.5,1500567890
151,133,4.0,1500678901
152,12,3.5,1501123456
152,34,4.0,1501234567
152,56,3.5,1501345678
152,78,3.0,1501456789
152,100,4.0,1501567890
152,122,3.5,1501678901
152,144,4.0,1501789012
153,45,4.5,1502123456
153,67,4.0,1502234567
153,89,3.5,1502345678
153,111,4.0,1502456789
153,133,4.5,1502567890
153,155,3.5,1502678901
154,23,3.0,1503123456
154,45,3.5,1503234567
154,67,4.0,1503345678
154,89,3.5,1503456789
154,111,3.0,1503567890
154,133,4.0,1503678901
154,155,3.5,1503789012
155,12,4.0,1504123456
155,34,3.5,1504234567
155,56,4.5,1504345678
155,78,4.0,1504456789
155,100,3.5,1504567890
155,122,4.0,1504678901
156,45,3.5,1505123456
156,67,4.0,1505234567
156,89,3.5,1505345678
156,111,3.0,1505456789
156,133,4.0,1505567890
156,155,3.5,1505678901
156,177,4.0,1505789012
156,199,3.5,1505890123
157,23,4.5,1506123456
157,45,4.0,1506234567
157,67,3.5,1506345678
157,89,4.5,1506456789
157,111,4.0,1506567890
157,133,3.5,1506678901
158,12,3.0,1507123456
158,34,3.5,1507234567
158,56,4.0,1507345678
158,78,3.5,1507456789
158,100,3.0,1507567890
158,122,4.0,1507678901
158,144,3.5,1507789012
159,45,4.0,1508123456
159,67,3.5,1508234567
159,89,4.5,1508345678
159,111,3.0,1508456789
159,133,4.0,1508567890
159,155,3.5,1508678901
160,23,3.5,1509123456
160,45,4.0,1509234567
160,67,3.5,1509345678
