3950,150,45000,0x00,12.5
3967,152,45600,0x00,13.1
3983,152,45600,0x00,13.1
4000,155,46500,0x00,14.0
4017,155,46500,0x00,14.0
4033,147,44100,0x00,11.5
4050,150,45000,0x00,12.5
4067,150,45000,0x00,12.5
4083,151,45300,0x00,12.8
4100,151,45300,0x00,12.8
4117,154,46200,0x00,13.7
4133,154,46200,0x00,13.7
4150,148,44400,0x00,11.8
4167,150,45000,0x00,12.5
4183,150,45000,0x00,12.5
4200,152,45600,0x00,13.1
4217,152,45600,0x00,13.1
4233,156,46800,0x00,14.3
4250,156,46800,0x00,14.3
4267,146,43800,0x00,11.2
4283,150,45000,0x00,12.5
4300,150,45000,0x00,12.5
4317,151,45300,0x00,12.8
4333,151,45300,0x00,12.8
4350,153,45900,0x00,13.4
4367,153,45900,0x00,13.4
4383,149,44700,0x00,12.2
4400,150,45000,0x00,12.5
4417,150,45000,0x00,12.5
4433,152,45600,0x00,13.1
4450,152,45600,0x00,13.1
4467,154,46200,0x00,13.7
4483,154,46200,0x00,13.7
4500,148,44400,0x00,11.8
4517,150,45000,0x00,12.5
4533,150,45000,0x00,12.5
4550,151,45300,0x00,12.8
4567,151,45300,0x00,12.8
4583,155,46500,0x00,14.0
4600,155,46500,0x00,14.0
4617,147,44100,0x00,11.5
4633,150,45000,0x00,12.5
4650,150,45000,0x00,12.5
4667,152,45600,0x00,13.1
4683,152,45600,0x00,13.1
4700,153,45900,0x00,13.4
4717,153,45900,0x00,13.4
4733,149,44700,0x00,12.2
4750,150,45000,0x00,12.5
4767,150,45000,0x00,12.5
4783,151,45300,0x00,12.8
4800,151,45300,0x00,12.8
4817,159,47700,0x00,15.2
4833,159,47700,0x00,15.2
4850,143,42900,0x00,10.3
4867,150,45000,0x00,12.5
4883,150,45000,0x00,12.5
4900,152,45600,0x00,13.1
4917,152,45600,0x00,13.1
4933,154,46200,0x00,13.7
4950,154,46200,0x00,13.7
4967,148,44400,0x00,11.8
4983,150,45000,0x00,12.5
5000,150,45000,0x00,12.5
