transaction_id,customer_id,transaction_date,amount,category,payment_method,status
TXN2023-00038,CUST-10678,2023-05-14,87.45,Groceries,debit_card,completed
TXN2023-00039,CUST-10892,2023-05-17,456.88,Clothing,credit_card,completed
TXN2023-00040,CUST-10145,2023-05-21,4567.00,Electronics,bank_transfer,completed
TXN2023-00041,CUST-10456,2023-05-24,234.90,Services,credit_card,completed
TXN2023-00042,CUST-10789,2023-05-28,145.67,Groceries,debit_card,completed
TXN2023-00043,CUST-10234,2023-05-31,890.34,Home,paypal,completed
TXN2023-00044,CUST-10923,2023-06-04,1678.99,Electronics,credit_card,completed
TXN2023-00045,CUST-10567,2023-06-07,267.45,Clothing,debit_card,completed
TXN2023-00046,CUST-10345,2023-06-11,98.78,Groceries,credit_card,pending
TXN2023-00047,CUST-10678,2023-06-14,3456.00,Electronics,bank_transfer,completed
TXN2023-00048,CUST-10892,2023-06-18,456.90,Services,paypal,completed
TXN2023-00049,CUST-10145,2023-06-21,178.56,Groceries,debit_card,completed
TXN2023-00050,CUST-10456,2023-06-25,2345.80,Home,credit_card,completed
TXN2023-00051,CUST-10789,2023-06-28,567.34,Clothing,bank_transfer,completed
TXN2023-00052,CUST-10234,2023-07-02,123.45,Groceries,debit_card,completed
TXN2023-00053,CUST-10923,2023-07-05,1890.00,Electronics,credit_card,completed
TXN2023-00054,CUST-10567,2023-07-09,345.78,Services,paypal,completed
TXN2023-00055,CUST-10345,2023-07-12,89.90,Groceries,debit_card,pending
TXN2023-00056,CUST-10678,2023-07-16,678.45,Home,credit_card,completed
TXN2023-00057,CUST-10892,2023-07-19,2567.99,Electronics,bank_transfer,completed
TXN2023-00058,CUST-10145,2023-07-23,234.56,Clothing,paypal,completed
TXN2023-00059,CUST-10456,2023-07-26,167.89,Groceries,debit_card,completed
TXN2023-00060,CUST-10789,2023-07-30,890.50,Services,credit_card,completed
TXN2023-00061,CUST-10234,2023-08-02,3789.00,Electronics,bank_transfer,completed
TXN2023-00062,CUST-10923,2023-08-06,456.78,Home,credit_card,completed
TXN2023-00063,CUST-10567,2023-08-09,98.34,Groceries,debit_card,completed
TXN2023-00064,CUST-10345,2023-08-13,567.90,Clothing,paypal,pending
TXN2023-00065,CUST-10678,2023-08-16,1234.56,Electronics,credit_card,completed
TXN2023-00066,CUST-10892,2023-08-20,345.67,Services,bank_transfer,completed
TXN2023-00067,CUST-10145,2023-08-23,123.45,Groceries,debit_card,completed
TXN2023-00068,CUST-10456,2023-08-27,2890.00,Home,credit_card,completed
TXN2023-00069,CUST-10789,2023-08-30,456.89,Clothing,paypal,completed
TXN2023-00070,CUST-10234,2023-09-03,178.90,Groceries,debit_card,completed
TXN2023-00071,CUST-10923,2023-09-06,4123.50,Electronics,bank_transfer,completed
TXN2023-00072,CUST-10567,2023-09-10,567.34,Services,credit_card,pending
TXN2023-00073,CUST-10345,2023-09-13,234.67,Groceries,debit_card,completed
TXN2023-00074,CUST-10678,2023-09-17,1567.80,Home,paypal,completed
TXN2023-00075,CUST-10892,2023-09-20,345.90,Clothing,credit_card,completed
TXN2023-00076,CUST-10145,2023-09-24,89.45,Groceries,debit_card,completed
TXN2023-00077,CUST-10456,2023-09-27,2678.99,Electronics,bank_transfer,completed
TXN2023-00078,CUST-10789,2023-10-01,456.78,Services,credit_card,completed
TXN2023-00079,CUST-10234,2023-10-04,167.34,Groceries,debit_card,completed
TXN2023-00080,CUST-10923,2023-10-08,890.56,Home,paypal,pending
TXN2023-00081,CUST-10567,2023-10-11,3456.00,Electronics,bank_transfer,completed
TXN2023-00082,CUST-10345,2023-10-15,234.89,Clothing,credit_card,completed
TXN2023-00083,CUST-10678,2023-10-18,98.67,Groceries,debit_card,completed
TXN2023-00084,CUST-10892,2023-10-22,567.45,Services,credit_card,completed
TXN2023-00085,CUST-10145,2023-10-25,1890.00,Electronics,paypal,completed
TXN2023-00086,CUST-10456,2023-10-29,345.78,Home,bank_transfer,completed
TXN2023-00087,CUST-10789,2023-11-01,123.90,Groceries,debit_card,completed
TXN2023-00088,CUST-10234,2023-11-05,678.34,Clothing,credit_card,pending
TXN2023-00089,CUST-10923,2023-11-08,2456.99,Electronics,bank_transfer,completed
TXN2023-00090,CUST-10567,2023-11-12,456.67,Services,paypal,completed
TXN2023-00091,CUST-10345,2023-11-15,89.78,Groceries,debit_card,completed
TXN2023-00092,CUST-10678,2023-11-19,1234.50,Home,credit_card,completed
TXN2023-00093,CUST-10892,2023-11-22,567.89,Clothing,bank_transfer,completed
TXN2023-00094,CUST-10145,2023-11-26,234.56,Groceries,debit_card,completed
TXN2023-00095,CUST-10456,2023-11-29,3890.00,Electronics,credit_card,completed
TXN2023-00096,CUST-10789,2023-12-03,456.78,Services,paypal,pending
TXN2023-00097,CUST-10234,2023-12-06,178.45,Groceries,debit_card,completed
TXN2023-00098,CUST-10923,2023-12-10,890.67,Home,credit_card,completed
TXN2023-00099,CUST-10567,2023-12-13,2345.99,Electronics,bank_transfer,completed
TXN2023-00100,CUST-10345,2023-12-17,345.34,Clothing,paypal,completed
TXN2023-00101,CUST-10678,2023-12-20,98.90,Groceries,debit_card,completed
TXN2023-00102,CUST-10892,2023-12-24,1567.80,Services,credit_card,completed
TXN2023-00103,CUST-10145,2023-01-10,789.45,Electronics,bank_transfer,completed
TXN2023-00104,CUST-10456,2023-02-14,234.67,Home,credit_card,pending
TXN2023-00105,CUST-10789,2023-03-18,456.89,Groceries,debit_card,completed
TXN2023-00106,CUST-10234,2023-04-22,3123.50,Electronics,paypal,completed
TXN2023-00107,CUST-10923,2023-05-26,567.34,Clothing,credit_card,completed
TXN2023-00108,CUST-10567,2023-06-30,123.78,Groceries,debit_card,completed
TXN2023-00109,CUST-10345,2023-07-15,2890.00,Home,bank_transfer,completed
TXN2023-00110,CUST-10678,2023-08-19,345.90,Services,credit_card,completed
TXN2023-00111,CUST-10892,2023-09-23,89.45,Groceries,debit_card,pending
TXN2023-00112,CUST-10145,2023-10-27,1678.99,Electronics,paypal,completed
TXN2023-00113,CUST-10456,2023-11-10,456.78,Clothing,credit_card,completed
TXN2023-00114,CUST-10789,2023-12-14,167.34,Groceries,debit_card,completed
TXN2023-00115,CUST-10234,2023-01-20,890.56,Home,bank_transfer,completed
TXN2023-00116,CUST-10923,2023-02-24,4567.00,Electronics,credit_card,completed
TXN2023-00117,CUST-10567,2023-03-28,234.89,Services,paypal,completed
TXN2023-00118,CUST-10345,2023-04-11,98.67,Groceries,debit_card,pending
TXN2023-00119,CUST-10678,2023-05-15,1567.45,Clothing,credit_card,completed
TXN2023-00120,CUST-10892,2023-06-19,345.78,Home,bank_transfer,completed
TXN2023-00121,CUST-10145,2023-07-23,123.90,Groceries,debit_card,completed
TXN2023-00122,CUST-10456,2023-08-10,2678.34,Electronics,paypal,completed
TXN2023-00123,CUST-10789,2023-09-14,456.67,Services,credit_card,completed
TXN2023-00124,CUST-10234,2023-10-18,89.78,Groceries,debit_card,completed
TXN2023-00125,CUST-10923,2023-11-22,3234.50,Electronics,bank_transfer,completed
TXN2023-00126,CUST-10567,2023-12-26,567.89,Home,credit_card,pending
TXN2023-00127,CUST-10345,2023-01-17,234.56,Clothing,debit_card,completed
TXN2023-00128,CUST-10678,2023-02-21,1890.00,Electronics,paypal,completed
TXN2023-00129,CUST-10892,2023-03-25,456.78,Groceries,credit_card,completed
TXN2023-00130,CUST-10145,2023-04-29,178.45,Services,debit_card,completed
TXN2023-00131,CUST-10456,2023-05-13,890.67,Home,bank_transfer,completed
TXN2023-00132,CUST-10789,2023-06-17,2345.99,Electronics,credit_card,completed
TXN2023-00133,CUST-10234,2023-07-21,345.34,Clothing,paypal,pending
TXN2023-00134,CUST-10923,2023-08-25,98.90,Groceries,debit_card,completed
TXN2023-00135,CUST-10567,2023-09-29,1567.80,Services,credit_card,completed
TXN2023-00136,CUST-10345,2023-10-13,789.45,Home,bank_transfer,completed
TXN2023-00137,CUST-10678,2023-11-17,234.67,Groceries,debit_card,completed
TXN2023-00138,CUST-10892,2023-12-21,3456.89,Electronics,paypal,completed
TXN2023-00139,CUST-10145,2023-01-14,567.34,Clothing,credit_card,completed
TXN2023-00140,CUST-10456,2023-02-18,123.78,Groceries,debit_card,pending
TXN2023-00141,CUST-10789,2023-03-24,2890.00,Home,bank_transfer,completed
TXN2023-00142,CUST-10234,2023-04-28,345.90,Services,credit_card,completed
TXN2023-00143,CUST-10923,2023-05-12,89.45,Groceries,debit_card,completed
TXN2023-00144,CUST-10567,2023-06-16,4678.99,Electronics,paypal,completed
TXN2023-00145,CUST-10345,2023-07-20,456.78,Clothing,credit_card,completed
TXN2023-00146,CUST-10678,2023-08-24,167.34,Groceries,debit_card,completed
TXN2023-00147,CUST-10892,2023-09-28,1890.56,Home,bank_transfer,completed
TXN2023-00148,CUST-10145,2023-10-12,234.89,Services,credit_card,pending
TXN2023-00149,CUST-10456,2023-11-16,598.67,Clothing,paypal,completed
TXN2023-00150,CUST-10789,2023-12-20,2567.45,Electronics,bank_transfer,completed
