transaction_id,customer_id,transaction_date,amount,category,payment_method,status
TXN2024Q2-00072,CUST-10234,2024-05-06,56.78,Groceries,paypal,completed
TXN2024Q2-00073,CUST-11789,2024-05-07,234.56,Clothing,credit_card,completed
TXN2024Q2-00074,CUST-10456,2024-05-07,4567.89,Home,bank_transfer,pending
TXN2024Q2-00075,CUST-10567,2024-05-08,345.67,Services,debit_card,completed
TXN2024Q2-00076,CUST-11234,2024-05-08,1678.50,Electronics,paypal,completed
TXN2024Q2-00077,CUST-10789,2024-05-09,89.90,Groceries,credit_card,completed
TXN2024Q2-00078,CUST-10345,2024-05-09,456.78,Clothing,debit_card,completed
TXN2024Q2-00079,CUST-11456,2024-05-10,2890.00,Home,bank_transfer,completed
TXN2024Q2-00080,CUST-10890,2024-05-10,234.56,Services,paypal,completed
TXN2024Q2-00081,CUST-10678,2024-05-11,789.99,Electronics,credit_card,completed
TXN2024Q2-00082,CUST-11567,2024-05-11,67.89,Groceries,debit_card,completed
TXN2024Q2-00083,CUST-10234,2024-05-12,345.67,Clothing,paypal,completed
TXN2024Q2-00084,CUST-11789,2024-05-12,3456.78,Home,bank_transfer,pending
TXN2024Q2-00085,CUST-10456,2024-05-13,456.89,Services,credit_card,completed
TXN2024Q2-00086,CUST-10567,2024-05-13,1890.50,Electronics,debit_card,completed
TXN2024Q2-00087,CUST-11234,2024-05-14,78.90,Groceries,paypal,completed
TXN2024Q2-00088,CUST-10789,2024-05-14,567.89,Clothing,credit_card,completed
TXN2024Q2-00089,CUST-10345,2024-05-15,2567.00,Home,bank_transfer,completed
TXN2024Q2-00090,CUST-11456,2024-05-15,234.56,Services,debit_card,completed
TXN2024Q2-00091,CUST-10890,2024-05-16,890.99,Electronics,paypal,completed
TXN2024Q2-00092,CUST-10678,2024-05-16,56.78,Groceries,credit_card,completed
TXN2024Q2-00093,CUST-11567,2024-05-17,345.67,Clothing,debit_card,completed
TXN2024Q2-00094,CUST-10234,2024-05-17,4789.00,Home,bank_transfer,pending
TXN2024Q2-00095,CUST-11789,2024-05-18,456.78,Services,paypal,completed
TXN2024Q2-00096,CUST-10456,2024-05-18,2345.67,Electronics,credit_card,completed
TXN2024Q2-00097,CUST-10567,2024-05-19,89.45,Groceries,debit_card,completed
TXN2024Q2-00098,CUST-11234,2024-05-19,567.89,Clothing,paypal,completed
TXN2024Q2-00099,CUST-10789,2024-05-20,3890.00,Home,bank_transfer,completed
TXN2024Q2-00100,CUST-10345,2024-05-20,234.56,Services,credit_card,completed
TXN2024Q2-00101,CUST-11456,2024-05-21,1678.50,Electronics,debit_card,completed
TXN2024Q2-00102,CUST-10890,2024-05-21,78.90,Groceries,paypal,completed
TXN2024Q2-00103,CUST-10678,2024-05-22,456.78,Clothing,credit_card,completed
TXN2024Q2-00104,CUST-11567,2024-05-22,2890.99,Home,bank_transfer,pending
TXN2024Q2-00105,CUST-10234,2024-05-23,345.67,Services,debit_card,completed
TXN2024Q2-00106,CUST-11789,2024-05-23,890.50,Electronics,paypal,completed
TXN2024Q2-00107,CUST-10456,2024-05-24,67.89,Groceries,credit_card,completed
TXN2024Q2-00108,CUST-10567,2024-05-24,234.56,Clothing,debit_card,completed
TXN2024Q2-00109,CUST-11234,2024-05-25,4567.89,Home,bank_transfer,completed
TXN2024Q2-00110,CUST-10789,2024-05-25,456.78,Services,paypal,completed
TXN2024Q2-00111,CUST-10345,2024-05-26,1890.00,Electronics,credit_card,completed
TXN2024Q2-00112,CUST-11456,2024-05-26,89.45,Groceries,debit_card,completed
TXN2024Q2-00113,CUST-10890,2024-05-27,567.89,Clothing,paypal,completed
TXN2024Q2-00114,CUST-10678,2024-05-27,3456.78,Home,bank_transfer,pending
TXN2024Q2-00115,CUST-11567,2024-05-28,234.56,Services,credit_card,completed
TXN2024Q2-00116,CUST-10234,2024-05-28,2678.50,Electronics,debit_card,completed
TXN2024Q2-00117,CUST-11789,2024-05-29,78.90,Groceries,paypal,completed
TXN2024Q2-00118,CUST-10456,2024-05-29,456.78,Clothing,credit_card,completed
TXN2024Q2-00119,CUST-10567,2024-05-30,1567.89,Home,bank_transfer,completed
TXN2024Q2-00120,CUST-11234,2024-05-30,345.67,Services,debit_card,completed
TXN2024Q2-00121,CUST-10789,2024-05-31,890.99,Electronics,paypal,completed
TXN2024Q2-00122,CUST-10345,2024-05-31,56.78,Groceries,credit_card,completed
TXN2024Q2-00123,CUST-11456,2024-06-01,234.56,Clothing,debit_card,completed
TXN2024Q2-00124,CUST-10890,2024-06-01,4789.00,Home,bank_transfer,pending
TXN2024Q2-00125,CUST-10678,2024-06-02,456.89,Services,paypal,completed
TXN2024Q2-00126,CUST-11567,2024-06-02,1890.50,Electronics,credit_card,completed
TXN2024Q2-00127,CUST-10234,2024-06-03,89.45,Groceries,debit_card,completed
TXN2024Q2-00128,CUST-11789,2024-06-03,567.89,Clothing,paypal,completed
TXN2024Q2-00129,CUST-10456,2024-06-04,2345.67,Home,bank_transfer,completed
TXN2024Q2-00130,CUST-10567,2024-06-04,234.56,Services,credit_card,completed
TXN2024Q2-00131,CUST-11234,2024-06-05,3678.50,Electronics,debit_card,completed
TXN2024Q2-00132,CUST-10789,2024-06-05,78.90,Groceries,paypal,completed
TXN2024Q2-00133,CUST-10345,2024-06-06,456.78,Clothing,credit_card,completed
TXN2024Q2-00134,CUST-11456,2024-06-06,1234.56,Home,bank_transfer,completed
TXN2024Q2-00135,CUST-10890,2024-06-07,345.67,Services,debit_card,completed
TXN2024Q2-00136,CUST-10678,2024-06-07,890.99,Electronics,paypal,completed
TXN2024Q2-00137,CUST-11567,2024-06-08,67.89,Groceries,credit_card,completed
TXN2024Q2-00138,CUST-10234,2024-06-08,234.56,Clothing,debit_card,completed
TXN2024Q2-00139,CUST-11789,2024-06-09,4567.89,Home,bank_transfer,pending
TXN2024Q2-00140,CUST-10456,2024-06-09,456.78,Services,paypal,completed
TXN2024Q2-00141,CUST-10567,2024-06-10,2890.00,Electronics,credit_card,completed
TXN2024Q2-00142,CUST-11234,2024-06-10,89.45,Groceries,debit_card,completed
TXN2024Q2-00143,CUST-10789,2024-06-11,567.89,Clothing,paypal,completed
TXN2024Q2-00144,CUST-10345,2024-06-11,3456.78,Home,bank_transfer,completed
TXN2024Q2-00145,CUST-11456,2024-06-12,234.56,Services,credit_card,completed
TXN2024Q2-00146,CUST-10890,2024-06-12,1678.50,Electronics,debit_card,completed
TXN2024Q2-00147,CUST-10678,2024-06-13,78.90,Groceries,paypal,completed
TXN2024Q2-00148,CUST-11567,2024-06-13,456.78,Clothing,credit_card,completed
TXN2024Q2-00149,CUST-10234,2024-06-14,2567.89,Home,bank_transfer,completed
TXN2024Q2-00150,CUST-11789,2024-06-14,345.67,Services,debit_card,completed
