timestamp,vibration
2024-01-15T10:04:02.187677Z,0.58
2024-01-15T10:04:04.076566Z,0.61
2024-01-15T10:04:06.165455Z,0.65
2024-01-15T10:04:08.254344Z,0.68
2024-01-15T10:04:10.143233Z,0.72
2024-01-15T10:04:12.232122Z,0.75
2024-01-15T10:04:14.121011Z,0.78
2024-01-15T10:04:16.209900Z,0.74
2024-01-15T10:04:18.098789Z,0.70
2024-01-15T10:04:20.187678Z,0.66
2024-01-15T10:04:22.276567Z,0.62
2024-01-15T10:04:24.165456Z,0.58
2024-01-15T10:04:26.254345Z,0.54
2024-01-15T10:04:28.143234Z,0.51
2024-01-15T10:04:30.232123Z,0.48
2024-01-15T10:04:32.121012Z,0.46
2024-01-15T10:04:34.209901Z,0.44
2024-01-15T10:04:36.298790Z,0.42
2024-01-15T10:04:38.187679Z,0.41
2024-01-15T10:04:40.076568Z,0.40
2024-01-15T10:04:42.165457Z,0.39
2024-01-15T10:04:44.254346Z,0.38
2024-01-15T10:04:46.143235Z,0.38
2024-01-15T10:04:48.232124Z,0.39
2024-01-15T10:04:50.121013Z,0.40
2024-01-15T10:04:52.209902Z,0.42
2024-01-15T10:04:54.098791Z,0.45
2024-01-15T10:04:56.187680Z,0.48
2024-01-15T10:04:58.276569Z,0.51
2024-01-15T10:05:00.165458Z,0.55
2024-01-15T10:05:02.254347Z,0.58
2024-01-15T10:05:04.143236Z,0.62
2024-01-15T10:05:06.232125Z,0.66
2024-01-15T10:05:08.121014Z,0.70
2024-01-15T10:05:10.209903Z,0.74
2024-01-15T10:05:12.298792Z,0.78
2024-01-15T10:05:14.187681Z,0.73
2024-01-15T10:05:16.076570Z,0.69
2024-01-15T10:05:18.165459Z,0.65
2024-01-15T10:05:20.254348Z,0.61
2024-01-15T10:05:22.143237Z,0.57
2024-01-15T10:05:24.232126Z,0.53
2024-01-15T10:05:26.121015Z,0.50
2024-01-15T10:05:28.209904Z,0.47
2024-01-15T10:05:30.098793Z,0.45
2024-01-15T10:05:32.187682Z,0.43
2024-01-15T10:05:34.276571Z,0.41
2024-01-15T10:05:36.165460Z,0.40
2024-01-15T10:05:38.254349Z,0.39
2024-01-15T10:05:40.143238Z,0.38
2024-01-15T10:05:42.232127Z,0.37
2024-01-15T10:05:44.121016Z,0.37
2024-01-15T10:05:46.209905Z,0.38
2024-01-15T10:05:48.298794Z,0.39
2024-01-15T10:05:50.187683Z,0.41
2024-01-15T10:05:52.076572Z,0.44
2024-01-15T10:05:54.165461Z,0.47
2024-01-15T10:05:56.254350Z,0.50
2024-01-15T10:05:58.143239Z,0.54
2024-01-15T10:06:00.232128Z,0.57
2024-01-15T10:06:02.121017Z,0.61
2024-01-15T10:06:04.209906Z,0.65
2024-01-15T10:06:06.098795Z,0.69
2024-01-15T10:06:08.187684Z,0.73
2024-01-15T10:06:10.276573Z,0.77
2024-01-15T10:06:12.165462Z,0.72
2024-01-15T10:06:14.254351Z,0.68
2024-01-15T10:06:16.143240Z,0.64
2024-01-15T10:06:18.232129Z,0.60
2024-01-15T10:06:20.121018Z,0.56
2024-01-15T10:06:22.209907Z,0.52
2024-01-15T10:06:24.298796Z,0.49
2024-01-15T10:06:26.187685Z,0.46
2024-01-15T10:06:28.076574Z,0.44
2024-01-15T10:06:30.165463Z,0.42
2024-01-15T10:06:32.254352Z,0.40
2024-01-15T10:06:34.143241Z,0.39
2024-01-15T10:06:36.232130Z,0.38
2024-01-15T10:06:38.121019Z,0.38
2024-01-15T10:06:40.209908Z,0.39
2024-01-15T10:06:42.098797Z,0.40
2024-01-15T10:06:44.187686Z,0.42
2024-01-15T10:06:46.276575Z,0.45
2024-01-15T10:06:48.165464Z,0.48
2024-01-15T10:06:50.254353Z,0.51
2024-01-15T10:06:52.143242Z,0.55
2024-01-15T10:06:54.232131Z,0.59
2024-01-15T10:06:56.121020Z,0.63
2024-01-15T10:06:58.209909Z,0.67
2024-01-15T10:07:00.298798Z,0.71
2024-01-15T10:07:02.187687Z,0.75
2024-01-15T10:07:04.076576Z,0.79
2024-01-15T10:07:06.165465Z,0.83
2024-01-15T10:07:08.254354Z,0.87
2024-01-15T10:07:10.143243Z,0.91
2024-01-15T10:07:12.232132Z,0.95
2024-01-15T10:07:14.121021Z,0.99
2024-01-15T10:07:16.209910Z,1.03
2024-01-15T10:07:18.098799Z,1.06
2024-01-15T10:07:20.187688Z,1.02
2024-01-15T10:07:22.276577Z,0.98
2024-01-15T10:07:24.165466Z,0.94
2024-01-15T10:07:26.254355Z,0.90
2024-01-15T10:07:28.143244Z,0.86
2024-01-15T10:07:30.232133Z,0.82
2024-01-15T10:07:32.121022Z,0.78
2024-01-15T10:07:34.209911Z,0.74
2024-01-15T10:07:36.298800Z,0.70
2024-01-15T10:07:38.187689Z,0.66
2024-01-15T10:07:40.076578Z,0.62
2024-01-15T10:07:42.165467Z,0.58
2024-01-15T10:07:44.254356Z,0.55
2024-01-15T10:07:46.143245Z,0.52
2024-01-15T10:07:48.232134Z,0.49
2024-01-15T10:07:50.121023Z,0.46
2024-01-15T10:07:52.209912Z,0.44
2024-01-15T10:07:54.098801Z,0.42
2024-01-15T10:07:56.187690Z,0.40
2024-01-15T10:07:58.276579Z,0.39
2024-01-15T10:08:00.165468Z,0.38
2024-01-15T10:08:02.254357Z,0.37
2024-01-15T10:08:04.143246Z,0.36
2024-01-15T10:08:06.232135Z,0.36
2024-01-15T10:08:08.121024Z,0.37
2024-01-15T10:08:10.209913Z,0.38
2024-01-15T10:08:12.298802Z,0.40
2024-01-15T10:08:14.187691Z,0.42
2024-01-15T10:08:16.076580Z,0.45
2024-01-15T10:08:18.165469Z,0.48
2024-01-15T10:08:20.254358Z,0.51
2024-01-15T10:08:22.143247Z,0.54
2024-01-15T10:08:24.232136Z,0.58
2024-01-15T10:08:26.121025Z,0.62
2024-01-15T10:08:28.209914Z,0.66
2024-01-15T10:08:30.098803Z,0.70
2024-01-15T10:08:32.187692Z,0.74
2024-01-15T10:08:34.276581Z,0.78
2024-01-15T10:08:36.165470Z,0.73
2024-01-15T10:08:38.254359Z,0.69
2024-01-15T10:08:40.143248Z,0.65
2024-01-15T10:08:42.232137Z,0.61
2024-01-15T10:08:44.121026Z,0.57
2024-01-15T10:08:46.209915Z,0.53
2024-01-15T10:08:48.298804Z,0.50
2024-01-15T10:08:50.187693Z,0.47
2024-01-15T10:08:52.076582Z,0.45
2024-01-15T10:08:54.165471Z,0.43
2024-01-15T10:08:56.254360Z,0.41
2024-01-15T10:08:58.143249Z,0.40
2024-01-15T10:09:00.232138Z,0.39
2024-01-15T10:09:02.121027Z,0.38
2024-01-15T10:09:04.209916Z,0.37
2024-01-15T10:09:06.098805Z,0.37
2024-01-15T10:09:08.187694Z,0.38
2024-01-15T10:09:10.276583Z,0.39
2024-01-15T10:09:12.165472Z,0.41
2024-01-15T10:09:14.254361Z,0.43
2024-01-15T10:09:16.143250Z,0.46
2024-01-15T10:09:18.232139Z,0.49
2024-01-15T10:09:20.121028Z,0.52
2024-01-15T10:09:22.209917Z,0.56
2024-01-15T10:09:24.298806Z,0.60
2024-01-15T10:09:26.187695Z,0.64
2024-01-15T10:09:28.076584Z,0.68
2024-01-15T10:09:30.165473Z,0.72
2024-01-15T10:09:32.254362Z,0.76
2024-01-15T10:09:34.143251Z,0.71
2024-01-15T10:09:36.232140Z,0.67
2024-01-15T10:09:38.121029Z,0.63
2024-01-15T10:09:40.209918Z,0.59
2024-01-15T10:09:42.098807Z,0.55
2024-01-15T10:09:44.187696Z,0.52
2024-01-15T10:09:46.276585Z,0.49
2024-01-15T10:09:48.165474Z,0.46
2024-01-15T10:09:50.254363Z,0.44
2024-01-15T10:09:52.143252Z,0.42
