timestamp,vibration
2024-01-15T10:03:38.312345Z,0.55
2024-01-15T10:03:40.223456Z,0.58
2024-01-15T10:03:42.134567Z,0.61
2024-01-15T10:03:44.245678Z,0.64
2024-01-15T10:03:46.156789Z,0.67
2024-01-15T10:03:48.267890Z,0.70
2024-01-15T10:03:50.178901Z,0.73
2024-01-15T10:03:52.289012Z,0.76
2024-01-15T10:03:54.190123Z,0.79
2024-01-15T10:03:56.301234Z,0.82
2024-01-15T10:03:58.212345Z,0.85
2024-01-15T10:04:00.123456Z,0.88
2024-01-15T10:04:02.234567Z,0.91
2024-01-15T10:04:04.145678Z,0.94
2024-01-15T10:04:06.256789Z,0.97
2024-01-15T10:04:08.167890Z,1.00
2024-01-15T10:04:10.278901Z,1.03
2024-01-15T10:04:12.189012Z,1.06
2024-01-15T10:04:14.290123Z,1.09
2024-01-15T10:04:16.201234Z,1.12
2024-01-15T10:04:18.312345Z,1.15
2024-01-15T10:04:20.223456Z,1.18
2024-01-15T10:04:22.134567Z,1.15
2024-01-15T10:04:24.245678Z,1.12
2024-01-15T10:04:26.156789Z,1.09
2024-01-15T10:04:28.267890Z,1.06
2024-01-15T10:04:30.178901Z,1.03
2024-01-15T10:04:32.289012Z,1.00
2024-01-15T10:04:34.190123Z,0.97
2024-01-15T10:04:36.301234Z,0.94
2024-01-15T10:04:38.212345Z,0.91
2024-01-15T10:04:40.123456Z,0.88
2024-01-15T10:04:42.234567Z,0.85
2024-01-15T10:04:44.145678Z,0.82
2024-01-15T10:04:46.256789Z,0.79
2024-01-15T10:04:48.167890Z,0.76
2024-01-15T10:04:50.278901Z,0.73
2024-01-15T10:04:52.189012Z,0.70
2024-01-15T10:04:54.290123Z,0.67
2024-01-15T10:04:56.201234Z,0.64
2024-01-15T10:04:58.312345Z,0.61
2024-01-15T10:05:00.223456Z,0.58
2024-01-15T10:05:02.134567Z,0.55
2024-01-15T10:05:04.245678Z,0.52
2024-01-15T10:05:06.156789Z,0.49
2024-01-15T10:05:08.267890Z,0.46
2024-01-15T10:05:10.178901Z,0.43
2024-01-15T10:05:12.289012Z,0.40
2024-01-15T10:05:14.190123Z,0.37
2024-01-15T10:05:16.301234Z,0.34
2024-01-15T10:05:18.212345Z,0.31
2024-01-15T10:05:20.123456Z,0.35
2024-01-15T10:05:22.234567Z,0.39
2024-01-15T10:05:24.145678Z,0.43
2024-01-15T10:05:26.256789Z,0.47
2024-01-15T10:05:28.167890Z,0.51
2024-01-15T10:05:30.278901Z,0.55
2024-01-15T10:05:32.189012Z,0.59
2024-01-15T10:05:34.290123Z,0.63
2024-01-15T10:05:36.201234Z,0.67
2024-01-15T10:05:38.312345Z,0.71
2024-01-15T10:05:40.223456Z,0.75
2024-01-15T10:05:42.134567Z,0.79
2024-01-15T10:05:44.245678Z,0.83
2024-01-15T10:05:46.156789Z,0.87
2024-01-15T10:05:48.267890Z,0.91
2024-01-15T10:05:50.178901Z,0.95
2024-01-15T10:05:52.289012Z,0.99
2024-01-15T10:05:54.190123Z,1.03
2024-01-15T10:05:56.301234Z,1.07
2024-01-15T10:05:58.212345Z,1.11
2024-01-15T10:06:00.123456Z,1.15
2024-01-15T10:06:02.234567Z,1.18
2024-01-15T10:06:04.145678Z,1.14
2024-01-15T10:06:06.256789Z,1.10
2024-01-15T10:06:08.167890Z,1.06
2024-01-15T10:06:10.278901Z,1.02
2024-01-15T10:06:12.189012Z,0.98
2024-01-15T10:06:14.290123Z,0.94
2024-01-15T10:06:16.201234Z,0.90
2024-01-15T10:06:18.312345Z,0.86
2024-01-15T10:06:20.223456Z,0.82
2024-01-15T10:06:22.134567Z,0.78
2024-01-15T10:06:24.245678Z,0.74
2024-01-15T10:06:26.156789Z,0.70
2024-01-15T10:06:28.267890Z,0.66
2024-01-15T10:06:30.178901Z,0.62
2024-01-15T10:06:32.289012Z,0.58
2024-01-15T10:06:34.190123Z,0.54
2024-01-15T10:06:36.301234Z,0.50
2024-01-15T10:06:38.212345Z,0.46
2024-01-15T10:06:40.123456Z,0.42
2024-01-15T10:06:42.234567Z,0.38
2024-01-15T10:06:44.145678Z,0.35
2024-01-15T10:06:46.256789Z,0.32
2024-01-15T10:06:48.167890Z,0.36
2024-01-15T10:06:50.278901Z,0.40
2024-01-15T10:06:52.189012Z,0.44
2024-01-15T10:06:54.290123Z,0.48
2024-01-15T10:06:56.201234Z,0.52
2024-01-15T10:06:58.312345Z,0.56
2024-01-15T10:07:00.223456Z,0.60
2024-01-15T10:07:02.134567Z,0.64
2024-01-15T10:07:04.245678Z,0.68
2024-01-15T10:07:06.156789Z,0.72
2024-01-15T10:07:08.267890Z,0.76
2024-01-15T10:07:10.178901Z,0.80
2024-01-15T10:07:12.289012Z,0.84
2024-01-15T10:07:14.190123Z,0.88
2024-01-15T10:07:16.301234Z,0.92
2024-01-15T10:07:18.212345Z,0.96
2024-01-15T10:07:20.123456Z,1.00
2024-01-15T10:07:22.234567Z,1.04
2024-01-15T10:07:24.145678Z,1.08
2024-01-15T10:07:26.256789Z,1.12
2024-01-15T10:07:28.167890Z,1.16
2024-01-15T10:07:30.278901Z,1.20
2024-01-15T10:07:32.189012Z,1.16
2024-01-15T10:07:34.290123Z,1.12
2024-01-15T10:07:36.301234Z,1.08
2024-01-15T10:07:38.212345Z,1.04
2024-01-15T10:07:40.123456Z,1.00
2024-01-15T10:07:42.234567Z,0.96
2024-01-15T10:07:44.145678Z,0.92
2024-01-15T10:07:46.256789Z,0.88
2024-01-15T10:07:48.167890Z,0.84
2024-01-15T10:07:50.278901Z,0.80
2024-01-15T10:07:52.189012Z,0.76
2024-01-15T10:07:54.290123Z,0.72
2024-01-15T10:07:56.201234Z,0.68
2024-01-15T10:07:58.312345Z,0.64
2024-01-15T10:08:00.223456Z,0.60
2024-01-15T10:08:02.134567Z,0.56
2024-01-15T10:08:04.245678Z,0.52
2024-01-15T10:08:06.156789Z,0.48
2024-01-15T10:08:08.267890Z,0.44
2024-01-15T10:08:10.178901Z,0.40
2024-01-15T10:08:12.289012Z,0.37
2024-01-15T10:08:14.190123Z,0.34
2024-01-15T10:08:16.301234Z,0.38
2024-01-15T10:08:18.212345Z,0.42
2024-01-15T10:08:20.123456Z,0.46
2024-01-15T10:08:22.234567Z,0.50
2024-01-15T10:08:24.145678Z,0.54
2024-01-15T10:08:26.256789Z,0.58
2024-01-15T10:08:28.167890Z,0.62
2024-01-15T10:08:30.278901Z,0.66
2024-01-15T10:08:32.189012Z,0.70
2024-01-15T10:08:34.290123Z,0.74
2024-01-15T10:08:36.301234Z,0.78
2024-01-15T10:08:38.212345Z,0.82
2024-01-15T10:08:40.123456Z,0.86
2024-01-15T10:08:42.234567Z,0.90
2024-01-15T10:08:44.145678Z,0.94
2024-01-15T10:08:46.256789Z,0.98
2024-01-15T10:08:48.167890Z,1.02
2024-01-15T10:08:50.278901Z,1.06
2024-01-15T10:08:52.189012Z,1.10
2024-01-15T10:08:54.290123Z,1.14
2024-01-15T10:08:56.201234Z,1.10
2024-01-15T10:08:58.312345Z,1.06
2024-01-15T10:09:00.223456Z,1.02
2024-01-15T10:09:02.134567Z,0.98
2024-01-15T10:09:04.245678Z,0.94
2024-01-15T10:09:06.156789Z,0.90
2024-01-15T10:09:08.267890Z,0.86
2024-01-15T10:09:10.178901Z,0.82
2024-01-15T10:09:12.289012Z,0.78
2024-01-15T10:09:14.190123Z,0.74
2024-01-15T10:09:16.301234Z,0.70
2024-01-15T10:09:18.212345Z,0.66
2024-01-15T10:09:20.123456Z,0.62
2024-01-15T10:09:22.234567Z,0.58
2024-01-15T10:09:24.145678Z,0.54
2024-01-15T10:09:26.256789Z,0.50
2024-01-15T10:09:28.167890Z,0.46
2024-01-15T10:09:30.278901Z,0.42
2024-01-15T10:09:32.189012Z,0.39
2024-01-15T10:09:34.290123Z,0.36
2024-01-15T10:09:36.301234Z,0.40
2024-01-15T10:09:38.212345Z,0.44
2024-01-15T10:09:40.123456Z,0.48
2024-01-15T10:09:42.234567Z,0.52
2024-01-15T10:09:44.145678Z,0.56
2024-01-15T10:09:46.256789Z,0.60
2024-01-15T10:09:48.167890Z,0.64
2024-01-15T10:09:50.278901Z,0.68
2024-01-15T10:09:52.189012Z,0.72
2024-01-15T10:09:54.290123Z,0.76
2024-01-15T10:09:56.201234Z,0.80
2024-01-15T10:09:58.312345Z,0.84
