timestamp,pressure
2024-01-15T10:03:57.776535Z,2.2
2024-01-15T10:04:00.887646Z,2.1
2024-01-15T10:04:03.998757Z,2.2
2024-01-15T10:04:07.109868Z,2.4
2024-01-15T10:04:10.220979Z,2.6
2024-01-15T10:04:13.432090Z,2.8
2024-01-15T10:04:16.543201Z,3.0
2024-01-15T10:04:19.654312Z,3.1
2024-01-15T10:04:22.765423Z,3.2
2024-01-15T10:04:25.876534Z,3.3
2024-01-15T10:04:28.987645Z,3.4
2024-01-15T10:04:32.198756Z,3.5
2024-01-15T10:04:35.309867Z,3.6
2024-01-15T10:04:38.420978Z,3.5
2024-01-15T10:04:41.532089Z,3.4
2024-01-15T10:04:44.643200Z,3.3
2024-01-15T10:04:47.754311Z,3.2
2024-01-15T10:04:50.965422Z,3.1
2024-01-15T10:04:54.076533Z,3.0
2024-01-15T10:04:57.187644Z,2.9
2024-01-15T10:05:00.298755Z,2.8
2024-01-15T10:05:03.409866Z,2.7
2024-01-15T10:05:06.520977Z,2.6
2024-01-15T10:05:09.732088Z,2.5
2024-01-15T10:05:12.843199Z,2.4
2024-01-15T10:05:15.954310Z,2.3
2024-01-15T10:05:19.065421Z,2.2
2024-01-15T10:05:22.176532Z,2.1
2024-01-15T10:05:25.287643Z,2.3
2024-01-15T10:05:28.498754Z,2.5
2024-01-15T10:05:31.609865Z,2.7
2024-01-15T10:05:34.720976Z,2.9
2024-01-15T10:05:37.832087Z,3.1
2024-01-15T10:05:40.943198Z,3.2
2024-01-15T10:05:44.054309Z,3.3
2024-01-15T10:05:47.265420Z,3.4
2024-01-15T10:05:50.376531Z,3.5
2024-01-15T10:05:53.487642Z,3.6
2024-01-15T10:05:56.598753Z,3.5
2024-01-15T10:05:59.709864Z,3.4
2024-01-15T10:06:02.920975Z,3.3
2024-01-15T10:06:06.032086Z,3.2
2024-01-15T10:06:09.143197Z,3.1
2024-01-15T10:06:12.254308Z,3.0
2024-01-15T10:06:15.365419Z,2.9
2024-01-15T10:06:18.576530Z,2.8
2024-01-15T10:06:21.687641Z,2.7
2024-01-15T10:06:24.798752Z,2.6
2024-01-15T10:06:27.909863Z,2.5
2024-01-15T10:06:31.020974Z,2.4
2024-01-15T10:06:34.232085Z,2.3
2024-01-15T10:06:37.343196Z,2.2
2024-01-15T10:06:40.454307Z,2.1
2024-01-15T10:06:43.565418Z,2.2
2024-01-15T10:06:46.676529Z,2.4
2024-01-15T10:06:49.887640Z,2.6
2024-01-15T10:06:52.998751Z,2.8
2024-01-15T10:06:56.109862Z,3.0
2024-01-15T10:06:59.220973Z,3.1
2024-01-15T10:07:02.332084Z,3.2
2024-01-15T10:07:05.543195Z,3.3
2024-01-15T10:07:08.654306Z,3.4
2024-01-15T10:07:11.765417Z,3.5
2024-01-15T10:07:14.876528Z,3.6
2024-01-15T10:07:17.987639Z,3.5
2024-01-15T10:07:21.198750Z,3.4
2024-01-15T10:07:24.309861Z,3.3
2024-01-15T10:07:27.420972Z,3.2
2024-01-15T10:07:30.532083Z,3.1
2024-01-15T10:07:33.743194Z,3.0
2024-01-15T10:07:36.854305Z,2.9
2024-01-15T10:07:39.965416Z,2.8
2024-01-15T10:07:43.076527Z,2.7
2024-01-15T10:07:46.187638Z,2.6
2024-01-15T10:07:49.398749Z,2.5
2024-01-15T10:07:52.509860Z,2.4
2024-01-15T10:07:55.620971Z,2.3
2024-01-15T10:07:58.732082Z,2.2
2024-01-15T10:08:01.843193Z,2.1
2024-01-15T10:08:05.054304Z,2.3
2024-01-15T10:08:08.165415Z,2.5
2024-01-15T10:08:11.276526Z,2.7
2024-01-15T10:08:14.387637Z,2.9
2024-01-15T10:08:17.598748Z,3.1
2024-01-15T10:08:20.709859Z,3.2
2024-01-15T10:08:23.820970Z,3.3
2024-01-15T10:08:26.932081Z,3.4
2024-01-15T10:08:30.043192Z,3.5
2024-01-15T10:08:33.254303Z,3.6
2024-01-15T10:08:36.365414Z,3.5
2024-01-15T10:08:39.476525Z,3.4
2024-01-15T10:08:42.587636Z,3.3
2024-01-15T10:08:45.798747Z,3.2
2024-01-15T10:08:48.909858Z,3.1
2024-01-15T10:08:52.020969Z,3.0
2024-01-15T10:08:55.132080Z,2.9
2024-01-15T10:08:58.343191Z,2.8
2024-01-15T10:09:01.454302Z,2.7
2024-01-15T10:09:04.565413Z,2.6
2024-01-15T10:09:07.676524Z,2.5
2024-01-15T10:09:10.887635Z,2.4
2024-01-15T10:09:13.998746Z,2.3
2024-01-15T10:09:17.109857Z,2.2
2024-01-15T10:09:20.220968Z,2.1
2024-01-15T10:09:23.432079Z,2.2
2024-01-15T10:09:26.543190Z,2.4
2024-01-15T10:09:29.654301Z,2.6
2024-01-15T10:09:32.765412Z,2.8
2024-01-15T10:09:35.976523Z,3.0
2024-01-15T10:09:39.087634Z,3.1
2024-01-15T10:09:42.198745Z,3.2
2024-01-15T10:09:45.309856Z,3.3
2024-01-15T10:09:48.520967Z,3.4
2024-01-15T10:09:51.632078Z,3.5
2024-01-15T10:09:54.743189Z,3.6
2024-01-15T10:09:57.854300Z,3.5
2024-01-15T10:10:00.965411Z,3.4
2024-01-15T10:10:04.176522Z,3.3
2024-01-15T10:10:07.287633Z,3.2
2024-01-15T10:10:10.398744Z,3.1
