timestamp,temperature
2024-01-15T10:07:48.845678Z,86.2
2024-01-15T10:07:53.956789Z,87.0
2024-01-15T10:07:59.067890Z,87.7
2024-01-15T10:08:04.178901Z,88.4
2024-01-15T10:08:09.289012Z,89.1
2024-01-15T10:08:14.390123Z,89.7
2024-01-15T10:08:19.501234Z,90.2
2024-01-15T10:08:24.612345Z,90.6
2024-01-15T10:08:29.723456Z,91.0
2024-01-15T10:08:34.834567Z,91.3
2024-01-15T10:08:39.945678Z,91.5
2024-01-15T10:08:45.056789Z,91.6
2024-01-15T10:08:50.167890Z,91.4
2024-01-15T10:08:55.278901Z,91.1
2024-01-15T10:09:00.389012Z,90.7
2024-01-15T10:09:05.490123Z,90.1
2024-01-15T10:09:10.601234Z,89.4
2024-01-15T10:09:15.712345Z,88.6
2024-01-15T10:09:20.823456Z,87.7
2024-01-15T10:09:25.934567Z,86.7
2024-01-15T10:09:31.045678Z,85.6
2024-01-15T10:09:36.156789Z,84.4
2024-01-15T10:09:41.267890Z,83.1
2024-01-15T10:09:46.378901Z,81.8
2024-01-15T10:09:51.489012Z,80.5
2024-01-15T10:09:56.590123Z,79.2
2024-01-15T10:10:01.701234Z,78.0
2024-01-15T10:10:06.812345Z,76.9
2024-01-15T10:10:11.923456Z,75.9
2024-01-15T10:10:17.034567Z,75.1
2024-01-15T10:10:22.145678Z,74.5
2024-01-15T10:10:27.256789Z,74.1
2024-01-15T10:10:32.367890Z,73.8
2024-01-15T10:10:37.478901Z,73.7
2024-01-15T10:10:42.589012Z,73.8
2024-01-15T10:10:47.690123Z,74.1
2024-01-15T10:10:52.801234Z,74.5
2024-01-15T10:10:57.912345Z,75.0
2024-01-15T10:11:03.023456Z,75.6
2024-01-15T10:11:08.134567Z,76.3
2024-01-15T10:11:13.245678Z,77.1
2024-01-15T10:11:18.356789Z,77.9
2024-01-15T10:11:23.467890Z,78.7
2024-01-15T10:11:28.578901Z,79.6
2024-01-15T10:11:33.689012Z,80.4
2024-01-15T10:11:38.790123Z,81.3
2024-01-15T10:11:43.901234Z,82.1
2024-01-15T10:11:49.012345Z,82.9
