event_id,user_id,event_type,timestamp,value
101,101,click,2024-01-15T11:45:30,345.67
102,102,view,2024-01-15T11:46:15,678.90
103,103,purchase,2024-01-15T11:47:00,901.23
104,104,signup,2024-01-15T11:47:45,234.56
105,105,logout,2024-01-15T11:48:30,567.89
106,106,click,2024-01-15T11:49:15,890.12
107,107,view,2024-01-15T11:50:00,123.45
108,108,purchase,2024-01-15T11:50:45,456.78
109,109,signup,2024-01-15T11:51:30,789.01
110,110,logout,2024-01-15T11:52:15,012.34
111,111,click,2024-01-15T11:53:00,345.67
112,112,view,2024-01-15T11:53:45,678.90
113,113,purchase,2024-01-15T11:54:30,901.23
114,114,signup,2024-01-15T11:55:15,234.56
115,115,logout,2024-01-15T11:56:00,567.89
116,116,click,2024-01-15T11:56:45,890.12
117,117,view,2024-01-15T11:57:30,123.45
118,118,purchase,2024-01-15T11:58:15,456.78
119,119,signup,2024-01-15T11:59:00,789.01
120,120,logout,2024-01-15T11:59:45,012.34
121,121,click,2024-01-15T12:00:30,345.67
122,122,view,2024-01-15T12:01:15,678.90
123,123,purchase,2024-01-15T12:02:00,901.23
124,124,signup,2024-01-15T12:02:45,234.56
125,125,logout,2024-01-15T12:03:30,567.89
126,126,click,2024-01-15T12:04:15,890.12
127,127,view,2024-01-15T12:05:00,123.45
128,128,purchase,2024-01-15T12:05:45,456.78
129,129,signup,2024-01-15T12:06:30,789.01
130,130,logout,2024-01-15T12:07:15,012.34
131,131,click,2024-01-15T12:08:00,345.67
132,132,view,2024-01-15T12:08:45,678.90
133,133,purchase,2024-01-15T12:09:30,901.23
134,134,signup,2024-01-15T12:10:15,234.56
135,135,logout,2024-01-15T12:11:00,567.89
136,136,click,2024-01-15T12:11:45,890.12
137,137,view,2024-01-15T12:12:30,123.45
138,138,purchase,2024-01-15T12:13:15,456.78
139,139,signup,2024-01-15T12:14:00,789.01
140,140,logout,2024-01-15T12:14:45,012.34
141,141,click,2024-01-15T12:15:30,345.67
142,142,view,2024-01-15T12:16:15,678.90
143,143,purchase,2024-01-15T12:17:00,901.23
144,144,signup,2024-01-15T12:17:45,234.56
145,145,logout,2024-01-15T12:18:30,567.89
146,146,click,2024-01-15T12:19:15,890.12
147,147,view,2024-01-15T12:20:00,123.45
148,148,purchase,2024-01-15T12:20:45,456.78
149,149,signup,2024-01-15T12:21:30,789.01
150,150,logout,2024-01-15T12:22:15,012.34
151,151,click,2024-01-15T12:23:00,345.67
152,152,view,2024-01-15T12:23:45,678.90
153,153,purchase,2024-01-15T12:24:30,901.23
154,154,signup,2024-01-15T12:25:15,234.56
155,155,logout,2024-01-15T12:26:00,567.89
156,156,click,2024-01-15T12:26:45,890.12
157,157,view,2024-01-15T12:27:30,123.45
158,158,purchase,2024-01-15T12:28:15,456.78
159,159,signup,2024-01-15T12:29:00,789.01
160,160,logout,2024-01-15T12:29:45,012.34
161,161,click,2024-01-15T12:30:30,345.67
162,162,view,2024-01-15T12:31:15,678.90
163,163,purchase,2024-01-15T12:32:00,901.23
164,164,signup,2024-01-15T12:32:45,234.56
165,165,logout,2024-01-15T12:33:30,567.89
166,166,click,2024-01-15T12:34:15,890.12
167,167,view,2024-01-15T12:35:00,123.45
168,168,purchase,2024-01-15T12:35:45,456.78
169,169,signup,2024-01-15T12:36:30,789.01
170,170,logout,2024-01-15T12:37:15,012.34
171,171,click,2024-01-15T12:38:00,345.67
172,172,view,2024-01-15T12:38:45,678.90
173,173,purchase,2024-01-15T12:39:30,901.23
174,174,signup,2024-01-15T12:40:15,234.56
175,175,logout,2024-01-15T12:41:00,567.89
176,176,click,2024-01-15T12:41:45,890.12
177,177,view,2024-01-15T12:42:30,123.45
178,178,purchase,2024-01-15T12:43:15,456.78
179,179,signup,2024-01-15T12:44:00,789.01
180,180,logout,2024-01-15T12:44:45,012.34
181,181,click,2024-01-15T12:45:30,345.67
182,182,view,2024-01-15T12:46:15,678.90
183,183,purchase,2024-01-15T12:47:00,901.23
184,184,signup,2024-01-15T12:47:45,234.56
185,185,logout,2024-01-15T12:48:30,567.89
186,186,click,2024-01-15T12:49:15,890.12
187,187,view,2024-01-15T12:50:00,123.45
188,188,purchase,2024-01-15T12:50:45,456.78
189,189,signup,2024-01-15T12:51:30,789.01
190,190,logout,2024-01-15T12:52:15,012.34
191,191,click,2024-01-15T12:53:00,345.67
192,192,view,2024-01-15T12:53:45,678.90
193,193,purchase,2024-01-15T12:54:30,901.23
194,194,signup,2024-01-15T12:55:15,234.56
195,195,logout,2024-01-15T12:56:00,567.89
196,196,click,2024-01-15T12:56:45,890.12
197,197,view,2024-01-15T12:57:30,123.45
198,198,purchase,2024-01-15T12:58:15,456.78
199,199,signup,2024-01-15T12:59:00,789.01
200,200,logout,2024-01-15T12:59:45,012.34
201,201,click,2024-01-15T13:00:30,345.67
202,202,view,2024-01-15T13:01:15,678.90
203,203,purchase,2024-01-15T13:02:00,901.23
204,204,signup,2024-01-15T13:02:45,234.56
205,205,logout,2024-01-15T13:03:30,567.89
206,206,click,2024-01-15T13:04:15,890.12
207,207,view,2024-01-15T13:05:00,123.45
208,208,purchase,2024-01-15T13:05:45,456.78
209,209,signup,2024-01-15T13:06:30,789.01
210,210,logout,2024-01-15T13:07:15,012.34
211,211,click,2024-01-15T13:08:00,345.67
212,212,view,2024-01-15T13:08:45,678.90
213,213,purchase,2024-01-15T13:09:30,901.23
214,214,signup,2024-01-15T13:10:15,234.56
215,215,logout,2024-01-15T13:11:00,567.89
216,216,click,2024-01-15T13:11:45,890.12
217,217,view,2024-01-15T13:12:30,123.45
218,218,purchase,2024-01-15T13:13:15,456.78
219,219,signup,2024-01-15T13:14:00,789.01
220,220,logout,2024-01-15T13:14:45,012.34
221,221,click,2024-01-15T13:15:30,345.67
222,222,view,2024-01-15T13:16:15,678.90
223,223,purchase,2024-01-15T13:17:00,901.23
224,224,signup,2024-01-15T13:17:45,234.56
225,225,logout,2024-01-15T13:18:30,567.89
226,226,click,2024-01-15T13:19:15,890.12
227,227,view,2024-01-15T13:20:00,123.45
228,228,purchase,2024-01-15T13:20:45,456.78
229,229,signup,2024-01-15T13:21:30,789.01
230,230,logout,2024-01-15T13:22:15,012.34
231,231,click,2024-01-15T13:23:00,345.67
232,232,view,2024-01-15T13:23:45,678.90
233,233,purchase,2024-01-15T13:24:30,901.23
234,234,signup,2024-01-15T13:25:15,234.56
235,235,logout,2024-01-15T13:26:00,567.89
236,236,click,2024-01-15T13:26:45,890.12
237,237,view,2024-01-15T13:27:30,123.45
238,238,purchase,2024-01-15T13:28:15,456.78
239,239,signup,2024-01-15T13:29:00,789.01
240,240,logout,2024-01-15T13:29:45,012.34
241,241,click,2024-01-15T13:30:30,345.67
242,242,view,2024-01-15T13:31:15,678.90
243,243,purchase,2024-01-15T13:32:00,901.23
244,244,signup,2024-01-15T13:32:45,234.56
245,245,logout,2024-01-15T13:33:30,567.89
246,246,click,2024-01-15T13:34:15,890.12
247,247,view,2024-01-15T13:35:00,123.45
248,248,purchase,2024-01-15T13:35:45,456.78
249,249,signup,2024-01-15T13:36:30,789.01
250,250,logout,2024-01-15T13:37:15,012.34
251,251,click,2024-01-15T13:38:00,345.67
252,252,view,2024-01-15T13:38:45,678.90
253,253,purchase,2024-01-15T13:39:30,901.23
254,254,signup,2024-01-15T13:40:15,234.56
255,255,logout,2024-01-15T13:41:00,567.89
256,256,click,2024-01-15T13:41:45,890.12
257,257,view,2024-01-15T13:42:30,123.45
258,258,purchase,2024-01-15T13:43:15,456.78
259,259,signup,2024-01-15T13:44:00,789.01
260,260,logout,2024-01-15T13:44:45,012.34
261,261,click,2024-01-15T13:45:30,345.67
262,262,view,2024-01-15T13:46:15,678.90
263,263,purchase,2024-01-15T13:47:00,901.23
264,264,signup,2024-01-15T13:47:45,234.56
265,265,logout,2024-01-15T13:48:30,567.89
266,266,click,2024-01-15T13:49:15,890.12
267,267,view,2024-01-15T13:50:00,123.45
268,268,purchase,2024-01-15T13:50:45,456.78
269,269,signup,2024-01-15T13:51:30,789.01
270,270,logout,2024-01-15T13:52:15,012.34
271,271,click,2024-01-15T13:53:00,345.67
272,272,view,2024-01-15T13:53:45,678.90
273,273,purchase,2024-01-15T13:54:30,901.23
274,274,signup,2024-01-15T13:55:15,234.56
275,275,logout,2024-01-15T13:56:00,567.89
276,276,click,2024-01-15T13:56:45,890.12
277,277,view,2024-01-15T13:57:30,123.45
278,278,purchase,2024-01-15T13:58:15,456.78
279,279,signup,2024-01-15T13:59:00,789.01
280,280,logout,2024-01-15T13:59:45,012.34
281,281,click,2024-01-15T14:00:30,345.67
282,282,view,2024-01-15T14:01:15,678.90
283,283,purchase,2024-01-15T14:02:00,901.23
284,284,signup,2024-01-15T14:02:45,234.56
285,285,logout,2024-01-15T14:03:30,567.89
286,286,click,2024-01-15T14:04:15,890.12
287,287,view,2024-01-15T14:05:00,123.45
288,288,purchase,2024-01-15T14:05:45,456.78
289,289,signup,2024-01-15T14:06:30,789.01
290,290,logout,2024-01-15T14:07:15,012.34
291,291,click,2024-01-15T14:08:00,345.67
292,292,view,2024-01-15T14:08:45,678.90
293,293,purchase,2024-01-15T14:09:30,901.23
294,294,signup,2024-01-15T14:10:15,234.56
295,295,logout,2024-01-15T14:11:00,567.89
296,296,click,2024-01-15T14:11:45,890.12
297,297,view,2024-01-15T14:12:30,123.45
298,298,purchase,2024-01-15T14:13:15,456.78
299,299,signup,2024-01-15T14:14:00,789.01
300,300,logout,2024-01-15T14:14:45,012.34
301,301,click,2024-01-15T14:15:30,345.67
302,302,view,2024-01-15T14:16:15,678.90
303,303,purchase,2024-01-15T14:17:00,901.23
304,304,signup,2024-01-15T14:17:45,234.56
305,305,logout,2024-01-15T14:18:30,567.89
306,306,click,2024-01-15T14:19:15,890.12
307,307,view,2024-01-15T14:20:00,123.45
308,308,purchase,2024-01-15T14:20:45,456.78
309,309,signup,2024-01-15T14:21:30,789.01
310,310,logout,2024-01-15T14:22:15,012.34
311,311,click,2024-01-15T14:23:00,345.67
312,312,view,2024-01-15T14:23:45,678.90
313,313,purchase,2024-01-15T14:24:30,901.23
314,314,signup,2024-01-15T14:25:15,234.56
315,315,logout,2024-01-15T14:26:00,567.89
316,316,click,2024-01-15T14:26:45,890.12
317,317,view,2024-01-15T14:27:30,123.45
318,318,purchase,2024-01-15T14:28:15,456.78
319,319,signup,2024-01-15T14:29:00,789.01
320,320,logout,2024-01-15T14:29:45,012.34
321,321,click,2024-01-15T14:30:30,345.67
322,322,view,2024-01-15T14:31:15,678.90
323,323,purchase,2024-01-15T14:32:00,901.23
324,324,signup,2024-01-15T14:32:45,234.56
325,325,logout,2024-01-15T14:33:30,567.89
326,326,click,2024-01-15T14:34:15,890.12
327,327,view,2024-01-15T14:35:00,123.45
328,328,purchase,2024-01-15T14:35:45,456.78
329,329,signup,2024-01-15T14:36:30,789.01
330,330,logout,2024-01-15T14:37:15,012.34
331,331,click,2024-01-15T14:38:00,345.67
332,332,view,2024-01-15T14:38:45,678.90
333,333,purchase,2024-01-15T14:39:30,901.23
334,334,signup,2024-01-15T14:40:15,234.56
335,335,logout,2024-01-15T14:41:00,567.89
336,336,click,2024-01-15T14:41:45,890.12
337,337,view,2024-01-15T14:42:30,123.45
338,338,purchase,2024-01-15T14:43:15,456.78
339,339,signup,2024-01-15T14:44:00,789.01
340,340,logout,2024-01-15T14:44:45,012.34
341,341,click,2024-01-15T14:45:30,345.67
342,342,view,2024-01-15T14:46:15,678.90
343,343,purchase,2024-01-15T14:47:00,901.23
344,344,signup,2024-01-15T14:47:45,234.56
345,345,logout,2024-01-15T14:48:30,567.89
346,346,click,2024-01-15T14:49:15,890.12
347,347,view,2024-01-15T14:50:00,123.45
348,348,purchase,2024-01-15T14:50:45,456.78
349,349,signup,2024-01-15T14:51:30,789.01
350,350,logout,2024-01-15T14:52:15,012.34
351,351,click,2024-01-15T14:53:00,345.67
352,352,view,2024-01-15T14:53:45,678.90
353,353,purchase,2024-01-15T14:54:30,901.23
354,354,signup,2024-01-15T14:55:15,234.56
355,355,logout,2024-01-15T14:56:00,567.89
356,356,click,2024-01-15T14:56:45,890.12
357,357,view,2024-01-15T14:57:30,123.45
358,358,purchase,2024-01-15T14:58:15,456.78
359,359,signup,2024-01-15T14:59:00,789.01
360,360,logout,2024-01-15T14:59:45,012.34
361,361,click,2024-01-15T15:00:30,345.67
362,362,view,2024-01-15T15:01:15,678.90
363,363,purchase,2024-01-15T15:02:00,901.23
364,364,signup,2024-01-15T15:02:45,234.56
365,365,logout,2024-01-15T15:03:30,567.89
366,366,click,2024-01-15T15:04:15,890.12
367,367,view,2024-01-15T15:05:00,123.45
368,368,purchase,2024-01-15T15:05:45,456.78
369,369,signup,2024-01-15T15:06:30,789.01
370,370,logout,2024-01-15T15:07:15,012.34
371,371,click,2024-01-15T15:08:00,345.67
372,372,view,2024-01-15T15:08:45,678.90
373,373,purchase,2024-01-15T15:09:30,901.23
374,374,signup,2024-01-15T15:10:15,234.56
375,375,logout,2024-01-15T15:11:00,567.89
376,376,click,2024-01-15T15:11:45,890.12
377,377,view,2024-01-15T15:12:30,123.45
378,378,purchase,2024-01-15T15:13:15,456.78
379,379,signup,2024-01-15T15:14:00,789.01
380,380,logout,2024-01-15T15:14:45,012.34
381,381,click,2024-01-15T15:15:30,345.67
382,382,view,2024-01-15T15:16:15,678.90
383,383,purchase,2024-01-15T15:17:00,901.23
384,384,signup,2024-01-15T15:17:45,234.56
385,385,logout,2024-01-15T15:18:30,567.89
386,386,click,2024-01-15T15:19:15,890.12
387,387,view,2024-01-15T15:20:00,123.45
388,388,purchase,2024-01-15T15:20:45,456.78
389,389,signup,2024-01-15T15:21:30,789.01
390,390,logout,2024-01-15T15:22:15,012.34
391,391,click,2024-01-15T15:23:00,345.67
392,392,view,2024-01-15T15:23:45,678.90
393,393,purchase,2024-01-15T15:24:30,901.23
394,394,signup,2024-01-15T15:25:15,234.56
395,395,logout,2024-01-15T15:26:00,567.89
396,396,click,2024-01-15T15:26:45,890.12
397,397,view,2024-01-15T15:27:30,123.45
398,398,purchase,2024-01-15T15:28:15,456.78
399,399,signup,2024-01-15T15:29:00,789.01
400,400,logout,2024-01-15T15:29:45,012.34
401,401,click,2024-01-15T15:30:30,345.67
402,402,view,2024-01-15T15:31:15,678.90
403,403,purchase,2024-01-15T15:32:00,901.23
404,404,signup,2024-01-15T15:32:45,234.56
405,405,logout,2024-01-15T15:33:30,567.89
406,406,click,2024-01-15T15:34:15,890.12
407,407,view,2024-01-15T15:35:00,123.45
408,408,purchase,2024-01-15T15:35:45,456.78
409,409,signup,2024-01-15T15:36:30,789.01
410,410,logout,2024-01-15T15:37:15,012.34
411,411,click,2024-01-15T15:38:00,345.67
412,412,view,2024-01-15T15:38:45,678.90
413,413,purchase,2024-01-15T15:39:30,901.23
414,414,signup,2024-01-15T15:40:15,234.56
415,415,logout,2024-01-15T15:41:00,567.89
416,416,click,2024-01-15T15:41:45,890.12
417,417,view,2024-01-15T15:42:30,123.45
418,418,purchase,2024-01-15T15:43:15,456.78
419,419,signup,2024-01-15T15:44:00,789.01
420,420,logout,2024-01-15T15:44:45,012.34
421,421,click,2024-01-15T15:45:30,345.67
422,422,view,2024-01-15T15:46:15,678.90
423,423,purchase,2024-01-15T15:47:00,901.23
424,424,signup,2024-01-15T15:47:45,234.56
425,425,logout,2024-01-15T15:48:30,567.89
426,426,click,2024-01-15T15:49:15,890.12
427,427,view,2024-01-15T15:50:00,123.45
428,428,purchase,2024-01-15T15:50:45,456.78
429,429,signup,2024-01-15T15:51:30,789.01
430,430,logout,2024-01-15T15:52:15,012.34
431,431,click,2024-01-15T15:53:00,345.67
432,432,view,2024-01-15T15:53:45,678.90
433,433,purchase,2024-01-15T15:54:30,901.23
434,434,signup,2024-01-15T15:55:15,234.56
435,435,logout,2024-01-15T15:56:00,567.89
436,436,click,2024-01-15T15:56:45,890.12
437,437,view,2024-01-15T15:57:30,123.45
438,438,purchase,2024-01-15T15:58:15,456.78
439,439,signup,2024-01-15T15:59:00,789.01
440,440,logout,2024-01-15T15:59:45,012.34
441,441,click,2024-01-15T16:00:30,345.67
442,442,view,2024-01-15T16:01:15,678.90
443,443,purchase,2024-01-15T16:02:00,901.23
444,444,signup,2024-01-15T16:02:45,234.56
445,445,logout,2024-01-15T16:03:30,567.89
446,446,click,2024-01-15T16:04:15,890.12
447,447,view,2024-01-15T16:05:00,123.45
448,448,purchase,2024-01-15T16:05:45,456.78
449,449,signup,2024-01-15T16:06:30,789.01
450,450,logout,2024-01-15T16:07:15,012.34
451,451,click,2024-01-15T16:08:00,345.67
452,452,view,2024-01-15T16:08:45,678.90
453,453,purchase,2024-01-15T16:09:30,901.23
454,454,signup,2024-01-15T16:10:15,234.56
455,455,logout,2024-01-15T16:11:00,567.89
456,456,click,2024-01-15T16:11:45,890.12
457,457,view,2024-01-15T16:12:30,123.45
458,458,purchase,2024-01-15T16:13:15,456.78
459,459,signup,2024-01-15T16:14:00,789.01
460,460,logout,2024-01-15T16:14:45,012.34
461,461,click,2024-01-15T16:15:30,345.67
462,462,view,2024-01-15T16:16:15,678.90
463,463,purchase,2024-01-15T16:17:00,901.23
464,464,signup,2024-01-15T16:17:45,234.56
465,465,logout,2024-01-15T16:18:30,567.89
466,466,click,2024-01-15T16:19:15,890.12
467,467,view,2024-01-15T16:20:00,123.45
468,468,purchase,2024-01-15T16:20:45,456.78
469,469,signup,2024-01-15T16:21:30,789.01
470,470,logout,2024-01-15T16:22:15,012.34
471,471,click,2024-01-15T16:23:00,345.67
472,472,view,2024-01-15T16:23:45,678.90
473,473,purchase,2024-01-15T16:24:30,901.23
474,474,signup,2024-01-15T16:25:15,234.56
475,475,logout,2024-01-15T16:26:00,567.89
476,476,click,2024-01-15T16:26:45,890.12
477,477,view,2024-01-15T16:27:30,123.45
478,478,purchase,2024-01-15T16:28:15,456.78
479,479,signup,2024-01-15T16:29:00,789.01
480,480,logout,2024-01-15T16:29:45,012.34
481,481,click,2024-01-15T16:30:30,345.67
482,482,view,2024-01-15T16:31:15,678.90
483,483,purchase,2024-01-15T16:32:00,901.23
484,484,signup,2024-01-15T16:32:45,234.56
485,485,logout,2024-01-15T16:33:30,567.89
486,486,click,2024-01-15T16:34:15,890.12
487,487,view,2024-01-15T16:35:00,123.45
488,488,purchase,2024-01-15T16:35:45,456.78
489,489,signup,2024-01-15T16:36:30,789.01
490,490,logout,2024-01-15T16:37:15,012.34
491,491,click,2024-01-15T16:38:00,345.67
492,492,view,2024-01-15T16:38:45,678.90
493,493,purchase,2024-01-15T16:39:30,901.23
494,494,signup,2024-01-15T16:40:15,234.56
495,495,logout,2024-01-15T16:41:00,567.89
496,496,click,2024-01-15T16:41:45,890.12
497,497,view,2024-01-15T16:42:30,123.45
498,498,purchase,2024-01-15T16:43:15,456.78
499,499,signup,2024-01-15T16:44:00,789.01
500,500,logout,2024-01-15T16:44:45,012.34
501,1,click,2024-01-15T16:45:30,145.23
502,2,view,2024-01-15T16:46:15,478.56
503,3,purchase,2024-01-15T16:47:00,712.89
504,4,signup,2024-01-15T16:47:45,234.12
505,5,logout,2024-01-15T16:48:30,567.45
506,6,click,2024-01-15T16:49:15,890.78
507,7,view,2024-01-15T16:50:00,123.01
508,8,purchase,2024-01-15T16:50:45,456.34
509,9,signup,2024-01-15T16:51:30,789.67
510,10,logout,2024-01-15T16:52:15,012.90
511,11,click,2024-01-15T16:53:00,345.23
512,12,view,2024-01-15T16:53:45,678.56
513,13,purchase,2024-01-15T16:54:30,901.89
514,14,signup,2024-01-15T16:55:15,234.12
515,15,logout,2024-01-15T16:56:00,567.45
516,16,click,2024-01-15T16:56:45,890.78
517,17,view,2024-01-15T16:57:30,123.01
518,18,purchase,2024-01-15T16:58:15,456.34
519,19,signup,2024-01-15T16:59:00,789.67
520,20,logout,2024-01-15T16:59:45,012.90
521,21,click,2024-01-15T17:00:30,345.23
522,22,view,2024-01-15T17:01:15,678.56
523,23,purchase,2024-01-15T17:02:00,901.89
524,24,signup,2024-01-15T17:02:45,234.12
525,25,logout,2024-01-15T17:03:30,567.45
526,26,click,2024-01-15T17:04:15,890.78
527,27,view,2024-01-15T17:05:00,123.01
528,28,purchase,2024-01-15T17:05:45,456.34
529,29,signup,2024-01-15T17:06:30,789.67
530,30,logout,2024-01-15T17:07:15,012.90
531,31,click,2024-01-15T17:08:00,345.23
532,32,view,2024-01-15T17:08:45,678.56
533,33,purchase,2024-01-15T17:09:30,901.89
534,34,signup,2024-01-15T17:10:15,234.12
535,35,logout,2024-01-15T17:11:00,567.45
536,36,click,2024-01-15T17:11:45,890.78
537,37,view,2024-01-15T17:12:30,123.01
538,38,purchase,2024-01-15T17:13:15,456.34
539,39,signup,2024-01-15T17:14:00,789.67
540,40,logout,2024-01-15T17:14:45,012.90
541,41,click,2024-01-15T17:15:30,345.23
542,42,view,2024-01-15T17:16:15,678.56
543,43,purchase,2024-01-15T17:17:00,901.89
544,44,signup,2024-01-15T17:17:45,234.12
545,45,logout,2024-01-15T17:18:30,567.45
546,46,click,2024-01-15T17:19:15,890.78
547,47,view,2024-01-15T17:20:00,123.01
548,48,purchase,2024-01-15T17:20:45,456.34
549,49,signup,2024-01-15T17:21:30,789.67
550,50,logout,2024-01-15T17:22:15,012.90
551,51,click,2024-01-15T17:23:00,345.23
552,52,view,2024-01-15T17:23:45,678.56
553,53,purchase,2024-01-15T17:24:30,901.89
554,54,signup,2024-01-15T17:25:15,234.12
555,55,logout,2024-01-15T17:26:00,567.45
556,56,click,2024-01-15T17:26:45,890.78
557,57,view,2024-01-15T17:27:30,123.01
558,58,purchase,2024-01-15T17:28:15,456.34
559,59,signup,2024-01-15T17:29:00,789.67
560,60,logout,2024-01-15T17:29:45,012.90
561,61,click,2024-01-15T17:30:30,345.23
562,62,view,2024-01-15T17:31:15,678.56
563,63,purchase,2024-01-15T17:32:00,901.89
564,64,signup,2024-01-15T17:32:45,234.12
565,65,logout,2024-01-15T17:33:30,567.45
566,66,click,2024-01-15T17:34:15,890.78
567,67,view,2024-01-15T17:35:00,123.01
568,68,purchase,2024-01-15T17:35:45,456.34
569,69,signup,2024-01-15T17:36:30,789.67
570,70,logout,2024-01-15T17:37:15,012.90
571,71,click,2024-01-15T17:38:00,345.23
572,72,view,2024-01-15T17:38:45,678.56
573,73,purchase,2024-01-15T17:39:30,901.89
574,74,signup,2024-01-15T17:40:15,234.12
575,75,logout,2024-01-15T17:41:00,567.45
576,76,click,2024-01-15T17:41:45,890.78
577,77,view,2024-01-15T17:42:30,123.01
578,78,purchase,2024-01-15T17:43:15,456.34
579,79,signup,2024-01-15T17:44:00,789.67
580,80,logout,2024-01-15T17:44:45,012.90
581,81,click,2024-01-15T17:45:30,345.23
582,82,view,2024-01-15T17:46:15,678.56
583,83,purchase,2024-01-15T17:47:00,901.89
584,84,signup,2024-01-15T17:47:45,234.12
585,85,logout,2024-01-15T17:48:30,567.45
586,86,click,2024-01-15T17:49:15,890.78
