timestamp,station_id,temp_celsius,humidity_percent
2023-01-01T04:50:00,9,27.9,45.2
2023-01-01T04:55:00,10,11.5,83.7
2023-01-01T05:00:00,11,30.8,38.9
2023-01-01T05:05:00,12,17.2,69.6
2023-01-01T05:10:00,13,21.6,61.8
2023-01-01T05:15:00,14,13.8,78.4
2023-01-01T05:20:00,15,26.5,49.3
2023-01-01T05:25:00,16,18.9,67.1
2023-01-01T05:30:00,17,31.3,37.5
2023-01-01T05:35:00,18,14.3,77.2
2023-01-01T05:40:00,19,24.8,54.6
2023-01-01T05:45:00,20,28.7,42.9
2023-01-01T05:50:00,21,10.2,85.8
2023-01-01T05:55:00,22,22.4,59.7
2023-01-01T06:00:00,23,16.5,72.5
2023-01-01T06:05:00,24,29.9,40.3
2023-01-01T06:10:00,25,12.1,82.6
2023-01-01T06:15:00,26,25.7,51.4
2023-01-01T06:20:00,27,19.3,66.2
2023-01-01T06:25:00,28,33.5,34.1
2023-01-01T06:30:00,29,15.9,74.9
2023-01-01T06:35:00,30,23.2,58.5
2023-01-01T06:40:00,31,27.1,46.8
2023-01-01T06:45:00,32,11.7,84.3
2023-01-01T06:50:00,33,30.2,39.6
2023-01-01T06:55:00,34,17.6,70.4
2023-01-01T07:00:00,35,21.9,60.9
2023-01-01T07:05:00,36,34.7,31.2
2023-01-01T07:10:00,37,14.8,76.7
2023-01-01T07:15:00,38,26.3,50.1
2023-01-01T07:20:00,39,19.7,65.3
2023-01-01T07:25:00,40,31.9,36.8
2023-01-01T07:30:00,41,13.2,79.5
2023-01-01T07:35:00,42,24.5,55.2
2023-01-01T07:40:00,43,28.4,43.6
2023-01-01T07:45:00,44,16.1,73.8
2023-01-01T07:50:00,45,22.8,59.1
2023-01-01T07:55:00,46,10.6,86.4
2023-01-01T08:00:00,47,29.3,41.2
2023-01-01T08:05:00,48,18.4,68.5
2023-01-01T08:10:00,49,32.6,35.7
2023-01-01T08:15:00,50,15.3,75.1
2023-01-01T08:20:00,1,25.1,52.8
2023-01-01T08:25:00,2,20.5,63.4
2023-01-01T08:30:00,3,12.4,81.9
2023-01-01T08:35:00,4,27.8,44.7
2023-01-01T08:40:00,5,17.9,69.8
2023-01-01T08:45:00,6,33.9,32.5
2023-01-01T08:50:00,7,14.5,77.6
2023-01-01T08:55:00,8,23.9,56.9
2023-01-01T09:00:00,9,29.7,40.5
2023-01-01T09:05:00,10,11.9,83.2
2023-01-01T09:10:00,11,26.7,48.6
2023-01-01T09:15:00,12,19.2,66.7
2023-01-01T09:20:00,13,31.5,38.1
2023-01-01T09:25:00,14,15.6,74.3
2023-01-01T09:30:00,15,24.3,55.8
2023-01-01T09:35:00,16,28.1,43.2
2023-01-01T09:40:00,17,13.6,78.9
2023-01-01T09:45:00,18,22.6,59.5
2023-01-01T09:50:00,19,10.9,85.6
2023-01-01T09:55:00,20,30.6,39.4
2023-01-01T10:00:00,21,17.1,71.2
2023-01-01T10:05:00,22,25.8,51.7
2023-01-01T10:10:00,23,20.1,64.8
2023-01-01T10:15:00,24,32.9,34.9
2023-01-01T10:20:00,25,14.9,76.4
2023-01-01T10:25:00,26,27.4,45.5
2023-01-01T10:30:00,27,18.6,68.1
2023-01-01T10:35:00,28,23.1,58.3
2023-01-01T10:40:00,29,11.3,84.5
2023-01-01T10:45:00,30,29.8,40.9
2023-01-01T10:50:00,31,16.7,72.6
2023-01-01T10:55:00,32,24.9,54.1
2023-01-01T11:00:00,33,21.3,62.5
2023-01-01T11:05:00,34,34.1,31.6
2023-01-01T11:10:00,35,13.9,78.1
2023-01-01T11:15:00,36,26.9,47.9
2023-01-01T11:20:00,37,19.5,65.9
2023-01-01T11:25:00,38,31.1,37.3
2023-01-01T11:30:00,39,15.4,75.5
2023-01-01T11:35:00,40,23.7,57.6
2023-01-01T11:40:00,41,28.6,42.4
2023-01-01T11:45:00,42,12.7,80.8
2023-01-01T11:50:00,43,25.5,52.9
2023-01-01T11:55:00,44,18.1,69.3
2023-01-01T12:00:00,45,30.9,38.7
2023-01-01T12:05:00,46,16.3,73.4
2023-01-01T12:10:00,47,22.2,60.2
2023-01-01T12:15:00,48,27.5,46.3
2023-01-01T12:20:00,49,11.6,84.7
2023-01-01T12:25:00,50,33.3,33.8
2023-01-01T12:30:00,1,17.8,70.6
2023-01-01T12:35:00,2,24.6,54.4
2023-01-01T12:40:00,3,20.8,63.1
2023-01-01T12:45:00,4,14.2,77.9
2023-01-01T12:50:00,5,29.1,41.8
2023-01-01T12:55:00,6,18.3,68.4
2023-01-01T13:00:00,7,32.2,36.5
2023-01-01T13:05:00,8,15.8,74.7
2023-01-01T13:10:00,9,25.2,53.6
2023-01-01T13:15:00,10,21.5,61.3
2023-01-01T13:20:00,11,12.8,81.4
2023-01-01T13:25:00,12,28.9,43.1
2023-01-01T13:30:00,13,19.6,66.5
2023-01-01T13:35:00,14,31.6,37.8
2023-01-01T13:40:00,15,16.9,71.8
2023-01-01T13:45:00,16,23.4,58.7
2023-01-01T13:50:00,17,27.2,45.9
2023-01-01T13:55:00,18,10.4,86.2
2023-01-01T14:00:00,19,24.7,54.9
2023-01-01T14:05:00,20,18.7,67.6
2023-01-01T14:10:00,21,30.4,39.8
2023-01-01T14:15:00,22,14.6,76.8
2023-01-01T14:20:00,23,26.1,50.3
2023-01-01T14:25:00,24,20.9,62.7
2023-01-01T14:30:00,25,33.7,33.2
2023-01-01T14:35:00,26,15.2,75.9
2023-01-01T14:40:00,27,22.5,59.8
2023-01-01T14:45:00,28,28.3,44.6
2023-01-01T14:50:00,29,11.8,83.5
2023-01-01T14:55:00,30,25.9,51.2
2023-01-01T15:00:00,31,19.1,66.9
2023-01-01T15:05:00,32,31.8,37.6
2023-01-01T15:10:00,33,16.4,72.3
2023-01-01T15:15:00,34,24.2,56.1
2023-01-01T15:20:00,35,28.7,42.8
2023-01-01T15:25:00,36,13.1,79.7
2023-01-01T15:30:00,37,27.6,46.5
2023-01-01T15:35:00,38,18.9,67.9
2023-01-01T15:40:00,39,32.5,35.3
2023-01-01T15:45:00,40,15.7,74.2
2023-01-01T15:50:00,41,23.8,57.3
2023-01-01T15:55:00,42,29.5,41.5
2023-01-01T16:00:00,43,12.3,82.3
2023-01-01T16:05:00,44,26.4,49.7
2023-01-01T16:10:00,45,19.8,65.6
2023-01-01T16:15:00,46,30.7,39.1
2023-01-01T16:20:00,47,17.3,70.8
2023-01-01T16:25:00,48,24.9,54.5
2023-01-01T16:30:00,49,21.7,60.6
2023-01-01T16:35:00,50,14.4,77.5
2023-01-01T16:40:00,1,28.2,44.1
2023-01-01T16:45:00,2,18.5,68.7
2023-01-01T16:50:00,3,33.1,34.6
2023-01-01T16:55:00,4,16.1,73.6
2023-01-01T17:00:00,5,25.6,52.4
2023-01-01T17:05:00,6,20.3,64.2
2023-01-01T17:10:00,7,12.6,81.2
2023-01-01T17:15:00,8,29.2,42.3
2023-01-01T17:20:00,9,19.4,66.8
2023-01-01T17:25:00,10,31.4,38.4
2023-01-01T17:30:00,11,15.9,74.6
2023-01-01T17:35:00,12,23.6,58.1
2023-01-01T17:40:00,13,27.9,45.3
2023-01-01T17:45:00,14,11.4,85.1
2023-01-01T17:50:00,15,25.3,53.7
2023-01-01T17:55:00,16,18.2,69.1
2023-01-01T18:00:00,17,30.1,40.2
2023-01-01T18:05:00,18,16.6,72.9
2023-01-01T18:10:00,19,24.4,55.9
2023-01-01T18:15:00,20,21.1,62.8
2023-01-01T18:20:00,21,13.7,78.5
2023-01-01T18:25:00,22,28.5,43.9
2023-01-01T18:30:00,23,19.9,65.4
2023-01-01T18:35:00,24,32.8,35.8
2023-01-01T18:40:00,25,15.5,75.3
2023-01-01T18:45:00,26,26.2,50.8
2023-01-01T18:50:00,27,20.6,63.5
2023-01-01T18:55:00,28,12.9,80.6
2023-01-01T19:00:00,29,27.3,46.9
2023-01-01T19:05:00,30,18.8,67.4
2023-01-01T19:10:00,31,31.2,38.6
2023-01-01T19:15:00,32,16.8,71.5
2023-01-01T19:20:00,33,24.1,56.7
2023-01-01T19:25:00,34,28.9,42.6
2023-01-01T19:30:00,35,13.3,79.2
2023-01-01T19:35:00,36,25.8,51.9
2023-01-01T19:40:00,37,19.5,66.1
2023-01-01T19:45:00,38,30.9,39.5
2023-01-01T19:50:00,39,17.1,70.7
2023-01-01T19:55:00,40,23.3,58.9
2023-01-01T20:00:00,41,27.6,45.7
2023-01-01T20:05:00,42,11.7,84.6
2023-01-01T20:10:00,43,26.6,49.2
2023-01-01T20:15:00,44,18.9,67.8
2023-01-01T20:20:00,45,32.3,36.4
2023-01-01T20:25:00,46,15.3,75.7
2023-01-01T20:30:00,47,24.7,54.3
2023-01-01T20:35:00,48,21.4,61.9
2023-01-01T20:40:00,49,13.8,78.8
2023-01-01T20:45:00,50,29.4,41.7
2023-01-01T20:50:00,1,19.2,66.3
2023-01-01T20:55:00,2,31.7,37.9
2023-01-01T21:00:00,3,16.5,72.7
2023-01-01T21:05:00,4,25.1,53.2
2023-01-01T21:10:00,5,20.8,63.9
2023-01-01T21:15:00,6,12.2,82.7
2023-01-01T21:20:00,7,28.1,44.4
2023-01-01T21:25:00,8,18.6,68.2
2023-01-01T21:30:00,9,33.6,33.9
2023-01-01T21:35:00,10,15.8,74.8
2023-01-01T21:40:00,11,24.3,56.4
2023-01-01T21:45:00,12,27.8,45.6
2023-01-01T21:50:00,13,11.1,85.9
2023-01-01T21:55:00,14,26.9,48.8
2023-01-01T22:00:00,15,19.7,65.8
2023-01-01T22:05:00,16,30.5,40.6
2023-01-01T22:10:00,17,16.2,73.1
2023-01-01T22:15:00,18,23.9,57.8
2023-01-01T22:20:00,19,28.4,43.5
2023-01-01T22:25:00,20,13.5,79.4
2023-01-01T22:30:00,21,25.7,52.1
2023-01-01T22:35:00,22,19.1,67.2
2023-01-01T22:40:00,23,31.9,37.2
2023-01-01T22:45:00,24,17.4,70.9
2023-01-01T22:50:00,25,24.6,55.6
2023-01-01T22:55:00,26,21.2,62.4
2023-01-01T23:00:00,27,14.1,77.3
2023-01-01T23:05:00,28,29.7,41.1
2023-01-01T23:10:00,29,18.3,68.6
2023-01-01T23:15:00,30,32.1,36.7
2023-01-01T23:20:00,31,16.9,71.6
2023-01-01T23:25:00,32,25.4,53.8
2023-01-01T23:30:00,33,20.5,64.5
2023-01-01T23:35:00,34,12.7,81.8
2023-01-01T23:40:00,35,28.8,42.9
2023-01-01T23:45:00,36,19.8,66.4
2023-01-01T23:50:00,37,31.3,38.8
2023-01-01T23:55:00,38,15.6,75.4
2023-01-02T00:00:00,39,24.2,56.8
2023-01-02T00:05:00,40,27.5,46.2
2023-01-02T00:10:00,41,11.9,83.9
2023-01-02T00:15:00,42,26.3,50.4
2023-01-02T00:20:00,43,18.7,67.5
2023-01-02T00:25:00,44,30.8,39.9
2023-01-02T00:30:00,45,16.4,72.8
2023-01-02T00:35:00,46,23.7,58.4
2023-01-02T00:40:00,47,28.2,44.8
2023-01-02T00:45:00,48,13.2,79.8
2023-01-02T00:50:00,49,25.9,52.6
2023-01-02T00:55:00,50,19.4,66.6
2023-01-02T01:00:00,1,32.4,35.9
2023-01-02T01:05:00,2,15.1,76.1
2023-01-02T01:10:00,3,24.8,54.7
2023-01-02T01:15:00,4,21.6,61.2
2023-01-02T01:20:00,5,13.9,78.7
2023-01-02T01:25:00,6,29.3,42.1
2023-01-02T01:30:00,7,18.2,69.4
2023-01-02T01:35:00,8,31.6,38.3
2023-01-02T01:40:00,9,16.7,72.1
2023-01-02T01:45:00,10,25.3,53.9
2023-01-02T01:50:00,11,20.1,64.9
2023-01-02T01:55:00,12,12.4,82.4
2023-01-02T02:00:00,13,28.6,43.8
2023-01-02T02:05:00,14,19.6,65.7
2023-01-02T02:10:00,15,30.2,40.4
2023-01-02T02:15:00,16,17.8,70.3
2023-01-02T02:20:00,17,24.5,55.3
2023-01-02T02:25:00,18,27.1,47.1
2023-01-02T02:30:00,19,11.5,85.3
2023-01-02T02:35:00,20,26.8,49.6
2023-01-02T02:40:00,21,18.9,67.3
2023-01-02T02:45:00,22,33.2,34.7
2023-01-02T02:50:00,23,15.4,75.6
2023-01-02T02:55:00,24,23.1,59.2
2023-01-02T03:00:00,25,28.9,42.7
2023-01-02T03:05:00,26,12.8,80.9
2023-01-02T03:10:00,27,25.6,52.5
2023-01-02T03:15:00,28,19.3,66.8
2023-01-02T03:20:00,29,31.8,37.4
2023-01-02T03:25:00,30,16.1,73.9
2023-01-02T03:30:00,31,24.9,54.2
2023-01-02T03:35:00,32,21.3,62.1
2023-01-02T03:40:00,33,14.6,77.1
2023-01-02T03:45:00,34,29.6,41.4
2023-01-02T03:50:00,35,18.5,68.9
2023-01-02T03:55:00,36,32.7,35.6
2023-01-02T04:00:00,37,15.9,74.4
2023-01-02T04:05:00,38,26.1,50.9
2023-01-02T04:10:00,39,20.7,63.6
2023-01-02T04:15:00,40,13.1,79.6
2023-01-02T04:20:00,41,27.4,46.7
2023-01-02T04:25:00,42,19.8,65.2
2023-01-02T04:30:00,43,30.9,39.7
2023-01-02T04:35:00,44,17.2,71.3
2023-01-02T04:40:00,45,24.4,56.5
2023-01-02T04:45:00,46,28.7,43.3
2023-01-02T04:50:00,47,12.6,81.7
2023-01-02T04:55:00,48,26.5,49.8
2023-01-02T05:00:00,49,18.1,69.7
2023-01-02T05:05:00,50,31.4,38.9
2023-01-02T05:10:00,1,16.8,71.9
2023-01-02T05:15:00,2,23.8,57.9
2023-01-02T05:20:00,3,27.9,45.4
2023-01-02T05:25:00,4,11.2,86.1
2023-01-02T05:30:00,5,25.2,53.4
2023-01-02T05:35:00,6,19.5,66.9
2023-01-02T05:40:00,7,33.9,32.8
2023-01-02T05:45:00,8,15.7,75.2
2023-01-02T05:50:00,9,24.1,56.9
2023-01-02T05:55:00,10,28.3,44.2
2023-01-02T06:00:00,11,13.4,79.1
2023-01-02T06:05:00,12,26.9,48.4
2023-01-02T06:10:00,13,19.1,67.7
2023-01-02T06:15:00,14,30.6,40.1
2023-01-02T06:20:00,15,17.5,70.5
2023-01-02T06:25:00,16,24.7,55.1
2023-01-02T06:30:00,17,21.9,61.7
2023-01-02T06:35:00,18,14.3,77.8
2023-01-02T06:40:00,19,29.1,42.5
2023-01-02T06:45:00,20,18.8,68.3
2023-01-02T06:50:00,21,32.3,36.1
2023-01-02T06:55:00,22,16.2,73.5
2023-01-02T07:00:00,23,25.8,52.3
2023-01-02T07:05:00,24,20.4,64.7
2023-01-02T07:10:00,25,12.9,81.3
2023-01-02T07:15:00,26,28.4,43.6
2023-01-02T07:20:00,27,19.7,65.9
2023-01-02T07:25:00,28,31.1,39.3
2023-01-02T07:30:00,29,17.1,71.7
2023-01-02T07:35:00,30,24.3,56.2
2023-01-02T07:40:00,31,27.6,46.4
2023-01-02T07:45:00,32,11.8,84.2
2023-01-02T07:50:00,33,26.2,50.6
2023-01-02T07:55:00,34,18.4,69.2
2023-01-02T08:00:00,35,30.3,40.7
2023-01-02T08:05:00,36,16.6,72.4
2023-01-02T08:10:00,37,23.5,58.6
2023-01-02T08:15:00,38,28.8,42.9
2023-01-02T08:20:00,39,13.7,78.6
2023-01-02T08:25:00,40,25.4,53.5
2023-01-02T08:30:00,41,19.2,67.1
2023-01-02T08:35:00,42,32.8,35.4
2023-01-02T08:40:00,43,15.8,74.9
2023-01-02T08:45:00,44,24.6,55.7
2023-01-02T08:50:00,45,21.1,62.9
2023-01-02T08:55:00,46,14.1,78.2
2023-01-02T09:00:00,47,29.5,41.6
2023-01-02T09:05:00,48,18.3,69.5
2023-01-02T09:10:00,49,31.9,37.7
2023-01-02T09:15:00,50,16.9,71.8
2023-01-02T09:20:00,1,25.1,54.6
2023-01-02T09:25:00,2,20.6,64.3
2023-01-02T09:30:00,3,12.5,82.5
2023-01-02T09:35:00,4,27.3,47.3
2023-01-02T09:40:00,5,19.9,65.5
2023-01-02T09:45:00,6,30.7,39.8
2023-01-02T09:50:00,7,17.3,70.6
2023-01-02T09:55:00,8,24.8,54.8
2023-01-02T10:00:00,9,28.1,44.9
2023-01-02T10:05:00,10,11.6,85.7
2023-01-02T10:10:00,11,26.7,49.1
2023-01-02T10:15:00,12,18.7,68.4
2023-01-02T10:20:00,13,33.4,34.3
2023-01-02T10:25:00,14,15.2,76.5
2023-01-02T10:30:00,15,23.9,58.2
2023-01-02T10:35:00,16,27.8,45.8
2023-01-02T10:40:00,17,13.8,78.9
2023-01-02T10:45:00,18,25.6,52.7
2023-01-02T10:50:00,19,19.4,66.7
2023-01-02T10:55:00,20,31.5,38.6
2023-01-02T11:00:00,21,16.5,72.6
2023-01-02T11:05:00,22,24.2,56.8
2023-01-02T11:10:00,23,28.5,43.7
2023-01-02T11:15:00,24,12.3,82.1
2023-01-02T11:20:00,25,26.4,50.2
2023-01-02T11:25:00,26,18.9,68.1
2023-01-02T11:30:00,27,32.1,36.9
2023-01-02T11:35:00,28,15.6,75.8
2023-01-02T11:40:00,29,23.3,59.3
2023-01-02T11:45:00,30,27.1,47.6
2023-01-02T11:50:00,31,11.9,83.8
2023-01-02T11:55:00,32,25.9,51.8
2023-01-02T12:00:00,33,19.6,66.2
2023-01-02T12:05:00,34,30.4,40.5
2023-01-02T12:10:00,35,17.8,70.4
2023-01-02T12:15:00,36,24.5,55.9
2023-01-02T12:20:00,37,21.7,61.5
2023-01-02T12:25:00,38,14.4,77.6
2023-01-02T12:30:00,39,29.8,41.3
2023-01-02T12:35:00,40,18.2,69.6
2023-01-02T12:40:00,41,32.6,35.7
2023-01-02T12:45:00,42,16.1,73.7
2023-01-02T12:50:00,43,25.3,53.3
2023-01-02T12:55:00,44,20.8,64.1
2023-01-02T13:00:00,45,13.6,79.3
2023-01-02T13:05:00,46,28.9,42.8
2023-01-02T13:10:00,47,19.1,68.8
2023-01-02T13:15:00,48,31.3,39.2
2023-01-02T13:20:00,49,17.4,71.1
2023-01-02T13:25:00,50,24.9,54.4
2023-01-02T13:30:00,1,27.5,46.8
2023-01-02T13:35:00,2,12.1,82.9
2023-01-02T13:40:00,3,26.1,50.5
2023-01-02T13:45:00,4,18.5,69.1
2023-01-02T13:50:00,5,30.8,40.3
2023-01-02T13:55:00,6,16.8,72.2
2023-01-02T14:00:00,7,23.7,58.8
2023-01-02T14:05:00,8,28.2,44.5
2023-01-02T14:10:00,9,11.4,85.4
2023-01-02T14:15:00,10,25.8,52.9
2023-01-02T14:20:00,11,19.7,66.5
2023-01-02T14:25:00,12,33.1,34.8
2023-01-02T14:30:00,13,15.9,74.6
2023-01-02T14:35:00,14,24.4,56.3
2023-01-02T14:40:00,15,27.9,45.2
2023-01-02T14:45:00,16,13.2,79.9
2023-01-02T14:50:00,17,26.6,49.4
2023-01-02T14:55:00,18,18.3,69.8
2023-01-02T15:00:00,19,31.7,38.1
2023-01-02T15:05:00,20,17.1,71.4
2023-01-02T15:10:00,21,25.2,53.6
2023-01-02T15:15:00,22,21.4,62.6
2023-01-02T15:20:00,23,14.7,76.9
2023-01-02T15:25:00,24,29.3,42.2
2023-01-02T15:30:00,25,19.9,65.3
2023-01-02T15:35:00,26,32.4,36.5
2023-01-02T15:40:00,27,16.3,73.3
2023-01-02T15:45:00,28,24.1,57.1
2023-01-02T15:50:00,29,28.6,43.4
2023-01-02T15:55:00,30,12.8,81.6
2023-01-02T16:00:00,31,26.9,48.7
2023-01-02T16:05:00,32,18.6,68.5
2023-01-02T16:10:00,33,30.1,40.9
2023-01-02T16:15:00,34,17.6,70.8
2023-01-02T16:20:00,35,23.4,59.4
2023-01-02T16:25:00,36,27.2,47.8
2023-01-02T16:30:00,37,11.7,84.8
2023-01-02T16:35:00,38,25.7,52.2
2023-01-02T16:40:00,39,19.2,67.4
2023-01-02T16:45:00,40,32.9,35.2
2023-01-02T16:50:00,41,15.4,75.9
2023-01-02T16:55:00,42,24.8,54.9
2023-01-02T17:00:00,43,21.6,61.8
2023-01-02T17:05:00,44,14.9,77.4
2023-01-02T17:10:00,45,29.6,41.9
2023-01-02T17:15:00,46,18.8,68.7
2023-01-02T17:20:00,47,31.2,39.6
2023-01-02T17:25:00,48,16.9,71.9
2023-01-02T17:30:00,49,25.5,53.1
2023-01-02T17:35:00,50,20.3,64.8
2023-01-02T17:40:00,1,13.5,79.5
2023-01-02T17:45:00,2,28.3,44.6
2023-01-02T17:50:00,3,19.5,66.9
2023-01-02T17:55:00,4,30.7,40.4
2023-01-02T18:00:00,5,17.2,71.6
2023-01-02T18:05:00,6,24.6,55.4
2023-01-02T18:10:00,7,27.8,45.9
2023-01-02T18:15:00,8,12.4,82.6
2023-01-02T18:20:00,9,26.3,50.7
2023-01-02T18:25:00,10,18.7,69.3
2023-01-02T18:30:00,11,33.6,33.6
2023-01-02T18:35:00,12,15.1,76.8
2023-01-02T18:40:00,13,23.8,58.5
2023-01-02T18:45:00,14,28.9,42.3
2023-01-02T18:50:00,15,13.9,78.4
2023-01-02T18:55:00,16,25.1,54.1
2023-01-02T19:00:00,17,19.8,65.6
2023-01-02T19:05:00,18,31.4,39.4
2023-01-02T19:10:00,19,16.5,72.9
2023-01-02T19:15:00,20,24.3,56.6
2023-01-02T19:20:00,21,27.6,46.5
2023-01-02T19:25:00,22,11.3,86.3
2023-01-02T19:30:00,23,26.8,49.3
2023-01-02T19:35:00,24,18.1,70.2
2023-01-02T19:40:00,25,32.2,37.1
2023-01-02T19:45:00,26,17.9,70.1
2023-01-02T19:50:00,27,25.9,52.8
2023-01-02T19:55:00,28,21.8,61.4
2023-01-02T20:00:00,29,14.2,78.3
2023-01-02T20:05:00,30,29.1,42.6
2023-01-02T20:10:00,31,19.4,66.8
2023-01-02T20:15:00,32,30.9,40.2
2023-01-02T20:20:00,33,16.7,72.5
2023-01-02T20:25:00,34,23.1,59.7
2023-01-02T20:30:00,35,27.4,47.4
2023-01-02T20:35:00,36,12.6,81.9
2023-01-02T20:40:00,37,25.4,53.9
2023-01-02T20:45:00,38,18.9,68.6
2023-01-02T20:50:00,39,31.8,38.7
2023-01-02T20:55:00,40,15.6,75.1
2023-01-02T21:00:00,41,24.7,55.8
2023-01-02T21:05:00,42,28.5,43.9
2023-01-02T21:10:00,43,13.3,79.7
2023-01-02T21:15:00,44,26.2,51.3
2023-01-02T21:20:00,45,19.1,67.9
2023-01-02T21:25:00,46,33.3,34.5
2023-01-02T21:30:00,47,17.4,71.2
2023-01-02T21:35:00,48,25.8,52.4
2023-01-02T21:40:00,49,21.2,63.2
2023-01-02T21:45:00,50,14.8,77.7
2023-01-02T21:50:00,1,29.7,41.8
2023-01-02T21:55:00,2,18.5,69.4
2023-01-02T22:00:00,3,32.5,36.3
2023-01-02T22:05:00,4,16.2,73.8
2023-01-02T22:10:00,5,24.9,54.5
2023-01-02T22:15:00,6,27.1,48.1
2023-01-02T22:20:00,7,12.9,80.4
2023-01-02T22:25:00,8,26.6,49.9
2023-01-02T22:30:00,9,19.7,66.1
2023-01-02T22:35:00,10,30.3,41.1
2023-01-02T22:40:00,11,17.8,70.7
2023-01-02T22:45:00,12,23.5,59.1
2023-01-02T22:50:00,13,28.8,42.8
2023-01-02T22:55:00,14,13.6,79.2
2023-01-02T23:00:00,15,25.3,54.7
2023-01-02T23:05:00,16,19.9,65.4
2023-01-02T23:10:00,17,31.6,39.5
2023-01-02T23:15:00,18,16.1,74.2
2023-01-02T23:20:00,19,24.4,56.9
2023-01-02T23:25:00,20,27.9,45.6
2023-01-02T23:30:00,21,11.8,84.9
2023-01-02T23:35:00,22,26.9,48.6
2023-01-02T23:40:00,23,18.3,69.9
2023-01-02T23:45:00,24,32.8,35.8
2023-01-02T23:50:00,25,15.9,74.5
2023-01-02T23:55:00,26,25.6,52.6
2023-01-03T00:00:00,27,21.1,62.8
2023-01-03T00:05:00,28,14.5,78.1
2023-01-03T00:10:00,29,29.4,42.4
2023-01-03T00:15:00,30,19.2,68.2
2023-01-03T00:20:00,31,30.6,40.8
2023-01-03T00:25:00,32,17.6,71.3
2023-01-03T00:30:00,33,24.2,57.5
2023-01-03T00:35:00,34,28.1,44.7
2023-01-03T00:40:00,35,12.7,81.5
2023-01-03T00:45:00,36,26.5,50.1
2023-01-03T00:50:00,37,18.8,68.9
2023-01-03T00:55:00,38,31.9,38.4
2023-01-03T01:00:00,39,16.4,73.6
2023-01-03T01:05:00,40,23.7,59.8
2023-01-03T01:10:00,41,27.3,47.9
2023-01-03T01:15:00,42,13.1,80.1
2023-01-03T01:20:00,43,25.9,51.6
2023-01-03T01:25:00,44,19.5,67.5
2023-01-03T01:30:00,45,33.1,34.9
2023-01-03T01:35:00,46,15.7,75.4
2023-01-03T01:40:00,47,24.8,55.2
2023-01-03T01:45:00,48,21.5,61.9
2023-01-03T01:50:00,49,14.9,77.8
2023-01-03T01:55:00,50,29.8,41.5
