transaction_id,timestamp,customer_id,country_code,product_sku,category,payment_method,status,amount,currency
TXN_000179,2024-01-15 22:03:26,90456,PT,SKU-GROC-025,Grocery,credit_card,completed,378.50,EUR
TXN_000180,2024-01-15 22:06:02,23890,GR,SKU-HEAL-020,Health,bank_transfer,completed,601.75,EUR
TXN_000181,2024-01-15 22:08:37,45123,CZ,SKU-PET-014,Pet,credit_card,refunded,289.99,EUR
TXN_000182,2024-01-15 22:11:13,67456,RO,SKU-OFFI-030,Office,debit_card,completed,789.25,EUR
TXN_000183,2024-01-15 22:13:48,89567,HU,SKU-MUSI-011,Music,credit_card,completed,54.99,EUR
TXN_000184,2024-01-15 22:16:24,12678,TR,SKU-MOVI-019,Movies,apple_pay,completed,82.75,EUR
TXN_000185,2024-01-15 22:18:59,34789,ZA,SKU-BABY-027,Baby,paypal,completed,423.50,USD
TXN_000186,2024-01-15 22:21:35,56234,AE,SKU-JEWE-015,Jewelry,credit_card,cancelled,2234.00,USD
TXN_000187,2024-01-15 22:24:10,78456,SA,SKU-INDU-033,Industrial,google_pay,completed,4789.75,USD
TXN_000188,2024-01-15 22:26:46,90234,EG,SKU-ART-012,Art,debit_card,pending,1234.25,USD
TXN_000189,2024-01-15 22:29:21,23901,NG,SKU-TOOL-024,Tools,credit_card,completed,1023.50,USD
TXN_000190,2024-01-15 22:31:57,45834,IL,SKU-ELEC-010,Electronics,bank_transfer,completed,1489.99,USD
TXN_000191,2024-01-15 22:34:32,67901,TH,SKU-FASH-001,Fashion,credit_card,failed,478.75,USD
TXN_000192,2024-01-15 22:37:08,89234,MY,SKU-HOME-132,Home,paypal,completed,789.50,USD
TXN_000193,2024-01-15 22:39:43,12789,ID,SKU-ELEC-024,Electronics,credit_card,completed,1067.99,USD
TXN_000194,2024-01-15 22:42:19,34678,PH,SKU-BEAU-017,Beauty,apple_pay,completed,223.25,USD
TXN_000195,2024-01-15 22:44:54,56123,VN,SKU-SPOR-030,Sports,debit_card,completed,534.00,USD
TXN_000196,2024-01-15 22:47:30,78234,NZ,SKU-BOOK-014,Books,credit_card,completed,98.99,AUD
TXN_000197,2024-01-15 22:50:05,90890,AR,SKU-TOYS-023,Toys,google_pay,completed,245.50,USD
TXN_000198,2024-01-15 22:52:41,23678,CL,SKU-GARD-018,Garden,paypal,pending,501.75,USD
TXN_000199,2024-01-15 22:55:16,45234,CO,SKU-AUTO-040,Automotive,credit_card,completed,3123.00,USD
TXN_000200,2024-01-15 22:57:52,67345,PE,SKU-GROC-026,Grocery,bitcoin,completed,423.50,USD
