timestamp,user_id,event_type,value
2024-01-03T09:45:33Z,6891,click,285
2024-01-03T11:30:44Z,7902,purchase,-95
2024-01-03T13:15:55Z,8013,view,0
2024-01-04T08:22:11Z,unknown,click,185
2024-01-04T10:30:22Z,9124,view,90
2024-01-04T12:15:33Z,1235,click,230
2024-01-05T07:45:44Z,2346,purchase,405
2024-01-05T09:30:55Z,3457,view,0
2024-01-05T11:22:11Z,unknown,click,170
2024-01-06T08:15:22Z,4568,view,-100
2024-01-06T10:44:33Z,5679,click,295
2024-01-06T12:30:44Z,6780,purchase,340
2024-01-07T07:22:55Z,7891,view,0
2024-01-07T09:45:11Z,unknown,click,195
2024-01-07T11:30:22Z,8902,view,70
2024-01-07T13:15:33Z,9013,click,240
2024-01-08T08:22:44Z,1124,purchase,365
2024-01-08T10:30:55Z,2235,view,0
2024-01-08T12:15:11Z,unknown,click,-10
2024-01-09T07:45:22Z,3346,view,85
2024-01-09T09:30:33Z,4457,click,305
2024-01-09T11:22:44Z,5568,purchase,350
2024-01-10T08:15:55Z,6679,view,0
2024-01-10T10:44:11Z,unknown,click,180
2024-01-10T12:30:22Z,7780,view,95
2024-01-11T07:22:33Z,8891,click,250
2024-01-11T09:45:44Z,9902,purchase,-15
2024-01-11T11:30:55Z,1013,view,0
2024-01-12T08:15:11Z,unknown,click,205
2024-01-12T10:22:22Z,2124,view,60
2024-01-12T12:45:33Z,3235,click,315
2024-01-13T07:30:44Z,4346,purchase,375
2024-01-13T09:15:55Z,5457,view,0
2024-01-13T11:44:11Z,unknown,click,190
2024-01-14T08:22:22Z,6568,view,-20
2024-01-14T10:30:33Z,7679,click,325
2024-01-14T12:15:44Z,8780,purchase,390
2024-01-15T07:45:55Z,9891,view,0
2024-01-15T09:30:11Z,unknown,click,215
2024-01-15T11:22:22Z,1902,view,75
2024-01-16T08:15:33Z,2013,click,260
2024-01-16T10:44:44Z,3124,purchase,335
2024-01-16T12:30:55Z,4235,view,0
2024-01-17T07:22:11Z,unknown,click,-25
2024-01-17T09:45:22Z,5346,view,100
2024-01-17T11:30:33Z,6457,click,335
2024-01-18T08:15:44Z,7568,purchase,360
2024-01-18T10:22:55Z,8679,view,0
2024-01-18T12:45:11Z,unknown,click,225
2024-01-19T07:30:22Z,9780,view,65
2024-01-19T09:15:33Z,1891,click,270
2024-01-19T11:44:44Z,2902,purchase,-30
2024-01-20T08:22:55Z,3013,view,0
2024-01-20T10:30:11Z,unknown,click,235
2024-01-20T12:15:22Z,4124,view,110
2024-01-21T07:45:33Z,5235,click,345
2024-01-21T09:30:44Z,6346,purchase,385
2024-01-21T11:22:55Z,7457,view,0
2024-01-22T08:15:11Z,unknown,click,200
2024-01-22T10:44:22Z,8568,view,-35
2024-01-22T12:30:33Z,9679,click,280
2024-01-23T07:22:44Z,1780,purchase,355
2024-01-23T09:45:55Z,2891,view,0
2024-01-23T11:30:11Z,unknown,click,245
2024-01-24T08:15:22Z,3902,view,80
2024-01-24T10:22:33Z,4013,click,355
2024-01-24T12:45:44Z,5124,purchase,395
2024-01-25T07:30:55Z,6235,view,0
2024-01-25T09:15:11Z,unknown,click,-40
2024-01-25T11:44:22Z,7346,view,90
2024-01-26T08:22:33Z,8457,click,290
2024-01-26T10:30:44Z,9568,purchase,370
2024-01-26T12:15:55Z,1679,view,0
2024-01-27T07:45:11Z,unknown,click,255
2024-01-27T09:30:22Z,2780,view,105
2024-01-27T11:22:33Z,3891,click,365
2024-01-28T08:15:44Z,4902,purchase,-45
2024-01-28T10:44:55Z,5013,view,0
2024-01-28T12:30:11Z,unknown,click,210
2024-01-29T07:22:22Z,6124,view,70
2024-01-29T09:45:33Z,7235,click,300
2024-01-29T11:30:44Z,8346,purchase,345
2024-01-30T08:15:55Z,9457,view,0
2024-01-30T10:22:11Z,unknown,click,265
2024-01-30T12:45:22Z,1568,view,-50
2024-01-31T07:30:33Z,2679,click,375
2024-01-31T09:15:44Z,3780,purchase,415
2024-01-31T11:44:55Z,4891,view,0
2024-01-01T08:22:11Z,unknown,click,220
2024-01-01T10:30:22Z,5902,view,95
2024-01-01T12:15:33Z,6013,click,310
2024-01-02T07:45:44Z,7124,purchase,380
2024-01-02T09:30:55Z,8235,view,0
2024-01-02T11:22:11Z,unknown,click,-55
2024-01-03T08:15:22Z,9346,view,120
2024-01-03T10:44:33Z,1457,click,385
2024-01-03T12:30:44Z,2568,purchase,365
2024-01-04T07:22:55Z,3679,view,0
2024-01-04T09:45:11Z,unknown,click,275
2024-01-04T11:30:22Z,4780,view,85
2024-01-05T08:15:33Z,5891,click,320
2024-01-05T10:22:44Z,6902,purchase,-60
2024-01-05T12:45:55Z,7013,view,0
2024-01-06T07:30:11Z,unknown,click,230
2024-01-06T09:15:22Z,8124,view,100
2024-01-06T11:44:33Z,9235,click,395
2024-01-07T08:22:44Z,1346,purchase,425
2024-01-07T10:30:55Z,2457,view,0
2024-01-07T12:15:11Z,unknown,click,285
2024-01-08T07:45:22Z,3568,view,-65
2024-01-08T09:30:33Z,4679,click,330
2024-01-08T11:22:44Z,5780,purchase,390
2024-01-09T08:15:55Z,6891,view,0
2024-01-09T10:44:11Z,unknown,click,240
2024-01-09T12:30:22Z,7902,view,115
2024-01-10T07:22:33Z,8013,click,405
2024-01-10T09:45:44Z,9124,purchase,355
2024-01-10T11:30:55Z,1235,view,0
2024-01-11T08:15:11Z,unknown,click,-70
2024-01-11T10:22:22Z,2346,view,90
2024-01-11T12:45:33Z,3457,click,340
2024-01-12T07:30:44Z,4568,purchase,375
2024-01-12T09:15:55Z,5679,view,0
2024-01-12T11:44:11Z,unknown,click,295
2024-01-13T08:22:22Z,6780,view,105
2024-01-13T10:30:33Z,7891,click,415
2024-01-13T12:15:44Z,8902,purchase,-75
2024-01-14T07:45:55Z,9013,view,0
2024-01-14T09:30:11Z,unknown,click,250
2024-01-14T11:22:22Z,1124,view,125
2024-01-15T08:15:33Z,2235,click,350
2024-01-15T10:44:44Z,3346,purchase,400
2024-01-15T12:30:55Z,4457,view,0
2024-01-16T07:22:11Z,unknown,click,305
2024-01-16T09:45:22Z,5568,view,-80
2024-01-16T11:30:33Z,6679,click,425
2024-01-17T08:15:44Z,7780,purchase,385
2024-01-17T10:22:55Z,8891,view,0
2024-01-17T12:45:11Z,unknown,click,260
2024-01-18T07:30:22Z,9902,view,95
2024-01-18T09:15:33Z,1013,click,360
2024-01-18T11:44:44Z,2124,purchase,420
2024-01-19T08:22:55Z,3235,view,0
2024-01-19T10:30:11Z,unknown,click,-85
2024-01-19T12:15:22Z,4346,view,135
2024-01-20T07:45:33Z,5457,click,435
2024-01-20T09:30:44Z,6568,purchase,395
2024-01-20T11:22:55Z,7679,view,0
2024-01-21T08:15:11Z,unknown,click,315
2024-01-21T10:44:22Z,8780,view,110
2024-01-21T12:30:33Z,9891,click,370
2024-01-22T07:22:44Z,1902,purchase,-90
2024-01-22T09:45:55Z,2013,view,0
2024-01-22T11:30:11Z,unknown,click,270
2024-01-23T08:15:22Z,3124,view,120
2024-01-23T10:22:33Z,4235,click,445
2024-01-23T12:45:44Z,5346,purchase,405
2024-01-24T07:30:55Z,6457,view,0
2024-01-24T09:15:11Z,unknown,click,325
2024-01-24T11:44:22Z,7568,view,-95
2024-01-25T08:22:33Z,8679,click,380
2024-01-25T10:30:44Z,9780,purchase,430
2024-01-25T12:15:55Z,1891,view,0
2024-01-26T07:45:11Z,unknown,click,280
2024-01-26T09:30:22Z,2902,view,145
2024-01-26T11:22:33Z,3013,click,455
2024-01-27T08:15:44Z,4124,purchase,390
2024-01-27T10:44:55Z,5235,view,0
2024-01-27T12:30:11Z,unknown,click,-100
2024-01-28T07:22:22Z,6346,view,100
2024-01-28T09:45:33Z,7457,click,390
2024-01-28T11:30:44Z,8568,purchase,415
2024-01-29T08:15:55Z,9679,view,0
2024-01-29T10:22:11Z,unknown,click,335
2024-01-29T12:45:22Z,1780,view,130
2024-01-30T07:30:33Z,2891,click,465
2024-01-30T09:15:44Z,3902,purchase,-10
2024-01-30T11:44:55Z,4013,view,0
2024-01-31T08:22:11Z,unknown,click,290
2024-01-31T10:30:22Z,5124,view,115
2024-01-31T12:15:33Z,6235,click,400
2024-01-01T07:45:44Z,7346,purchase,440
2024-01-01T09:30:55Z,8457,view,0
2024-01-01T11:22:11Z,unknown,click,345
2024-01-02T08:15:22Z,9568,view,-15
2024-01-02T10:44:33Z,1679,click,475
2024-01-02T12:30:44Z,2780,purchase,425
2024-01-03T07:22:55Z,3891,view,0
2024-01-03T09:45:11Z,unknown,click,300
2024-01-03T11:30:22Z,4902,view,155
2024-01-04T08:15:33Z,5013,click,410
2024-01-04T10:22:44Z,6124,purchase,395
2024-01-04T12:45:55Z,7235,view,0
2024-01-05T07:30:11Z,unknown,click,-20
2024-01-05T09:15:22Z,8346,view,105
2024-01-05T11:44:33Z,9457,click,485
2024-01-06T08:22:44Z,1568,purchase,450
2024-01-06T10:30:55Z,2679,view,0
2024-01-06T12:15:11Z,unknown,click,355
2024-01-07T07:45:22Z,3780,view,140
2024-01-07T09:30:33Z,4891,click,420
2024-01-07T11:22:44Z,5902,purchase,-25
2024-01-08T08:15:55Z,6013,view,0
2024-01-08T10:44:11Z,unknown,click,310
2024-01-08T12:30:22Z,7124,view,125
2024-01-09T07:22:33Z,8235,click,495
2024-01-09T09:45:44Z,9346,purchase,460
2024-01-09T11:30:55Z,1457,view,0
2024-01-10T08:15:11Z,unknown,click,365
2024-01-10T10:22:22Z,2568,view,-30
2024-01-10T12:45:33Z,3679,click,430
2024-01-11T07:30:44Z,4780,purchase,405
2024-01-11T09:15:55Z,5891,view,0
2024-01-11T11:44:11Z,unknown,click,320
2024-01-12T08:22:22Z,6902,view,165
2024-01-12T10:30:33Z,7013,click,505
2024-01-12T12:15:44Z,8124,purchase,-35
2024-01-13T07:45:55Z,9235,view,0
2024-01-13T09:30:11Z,unknown,click,375
2024-01-13T11:22:22Z,1346,view,150
2024-01-14T08:15:33Z,2457,click,440
2024-01-14T10:44:44Z,3568,purchase,470
2024-01-14T12:30:55Z,4679,view,0
2024-01-15T07:22:11Z,unknown,click,330
2024-01-15T09:45:22Z,5780,view,-40
2024-01-15T11:30:33Z,6891,click,515
2024-01-16T08:15:44Z,7902,purchase,435
2024-01-16T10:22:55Z,8013,view,0
2024-01-16T12:45:11Z,unknown,click,385
2024-01-17T07:30:22Z,9124,view,135
2024-01-17T09:15:33Z,1235,click,450
2024-01-17T11:44:44Z,2346,purchase,480
2024-01-18T08:22:55Z,3457,view,0
2024-01-18T10:30:11Z,unknown,click,-45
2024-01-18T12:15:22Z,4568,view,175
2024-01-19T07:45:33Z,5679,click,525
2024-01-19T09:30:44Z,6780,purchase,445
2024-01-19T11:22:55Z,7891,view,0
2024-01-20T08:15:11Z,unknown,click,340
2024-01-20T10:44:22Z,8902,view,160
2024-01-20T12:30:33Z,9013,click,460
2024-01-21T07:22:44Z,1124,purchase,-50
2024-01-21T09:45:55Z,2235,view,0
2024-01-21T11:30:11Z,unknown,click,395
2024-01-22T08:15:22Z,3346,view,145
2024-01-22T10:22:33Z,4457,click,535
2024-01-22T12:45:44Z,5568,purchase,490
2024-01-23T07:30:55Z,6679,view,0
2024-01-23T09:15:11Z,unknown,click,350
2024-01-23T11:44:22Z,7780,view,-55
2024-01-24T08:22:33Z,8891,click,470
2024-01-24T10:30:44Z,9902,purchase,455
2024-01-24T12:15:55Z,1013,view,0
2024-01-25T07:45:11Z,unknown,click,405
2024-01-25T09:30:22Z,2124,view,185
2024-01-25T11:22:33Z,3235,click,545
2024-01-26T08:15:44Z,4346,purchase,465
2024-01-26T10:44:55Z,5457,view,0
2024-01-26T12:30:11Z,unknown,click,-60
2024-01-27T07:22:22Z,6568,view,170
2024-01-27T09:45:33Z,7679,click,480
2024-01-27T11:30:44Z,8780,purchase,500
2024-01-28T08:15:55Z,9891,view,0
2024-01-28T10:22:11Z,unknown,click,360
2024-01-28T12:45:22Z,1902,view,155
2024-01-29T07:30:33Z,2013,click,555
2024-01-29T09:15:44Z,3124,purchase,-65
2024-01-29T11:44:55Z,4235,view,0
2024-01-30T08:22:11Z,unknown,click,415
2024-01-30T10:30:22Z,5346,view,195
2024-01-30T12:15:33Z,6457,click,490
2024-01-31T07:45:44Z,7568,purchase,510
2024-01-31T09:30:55Z,8679,view,0
2024-01-31T11:22:11Z,unknown,click,370
2024-01-01T08:15:22Z,9780,view,-70
2024-01-01T10:44:33Z,1891,click,565
2024-01-01T12:30:44Z,2902,purchase,475
2024-01-02T07:22:55Z,3013,view,0
2024-01-02T09:45:11Z,unknown,click,425
2024-01-02T11:30:22Z,4124,view,180
2024-01-03T08:15:33Z,5235,click,500
2024-01-03T10:22:44Z,6346,purchase,485
2024-01-03T12:45:55Z,7457,view,0
2024-01-04T07:30:11Z,unknown,click,-75
2024-01-04T09:15:22Z,8568,view,165
2024-01-04T11:44:33Z,9679,click,575
2024-01-05T08:22:44Z,1780,purchase,520
2024-01-05T10:30:55Z,2891,view,0
2024-01-05T12:15:11Z,unknown,click,380
2024-01-06T07:45:22Z,3902,view,205
2024-01-06T09:30:33Z,4013,click,510
2024-01-06T11:22:44Z,5124,purchase,-80
2024-01-07T08:15:55Z,6235,view,0
2024-01-07T10:44:11Z,unknown,click,435
2024-01-07T12:30:22Z,7346,view,190
2024-01-08T07:22:33Z,8457,click,585
2024-01-08T09:45:44Z,9568,purchase,495
2024-01-08T11:30:55Z,1679,view,0
2024-01-09T08:15:11Z,unknown,click,390
2024-01-09T10:22:22Z,2780,view,-85
2024-01-09T12:45:33Z,3891,click,520
2024-01-10T07:30:44Z,4902,purchase,530
2024-01-10T09:15:55Z,5013,view,0
2024-01-10T11:44:11Z,unknown,click,445
2024-01-11T08:22:22Z,6124,view,175
2024-01-11T10:30:33Z,7235,click,595
2024-01-11T12:15:44Z,8346,purchase,505
2024-01-12T07:45:55Z,9457,view,0
2024-01-12T09:30:11Z,unknown,click,-90
2024-01-12T11:22:22Z,1568,view,215
2024-01-13T08:15:33Z,2679,click,530
2024-01-13T10:44:44Z,3780,purchase,515
2024-01-13T12:30:55Z,4891,view,0
2024-01-14T07:22:11Z,unknown,click,400
2024-01-14T09:45:22Z,5902,view,200
2024-01-14T11:30:33Z,6013,click,605
2024-01-15T08:15:44Z,7124,purchase,-95
2024-01-15T10:22:55Z,8235,view,0
2024-01-15T12:45:11Z,unknown,click,455
2024-01-16T07:30:22Z,9346,view,185
2024-01-16T09:15:33Z,1457,click,540
2024-01-16T11:44:44Z,2568,purchase,540
2024-01-17T08:22:55Z,3679,view,0
2024-01-17T10:30:11Z,unknown,click,410
2024-01-17T12:15:22Z,4780,view,-100
2024-01-18T07:45:33Z,5891,click,615
2024-01-18T09:30:44Z,6902,purchase,525
2024-01-18T11:22:55Z,7013,view,0
2024-01-19T08:15:11Z,unknown,click,465
2024-01-19T10:44:22Z,8124,view,225
2024-01-19T12:30:33Z,9235,click,550
2024-01-20T07:22:44Z,1346,purchase,535
2024-01-20T09:45:55Z,2457,view,0
2024-01-20T11:30:11Z,unknown,click,-10
2024-01-21T08:15:22Z,3568,view,195
2024-01-21T10:22:33Z,4679,click,625
2024-01-21T12:45:44Z,5780,purchase,560
2024-01-22T07:30:55Z,6891,view,0
2024-01-22T09:15:11Z,unknown,click,420
2024-01-22T11:44:22Z,7902,view,210
2024-01-23T08:22:33Z,8013,click,560
2024-01-23T10:30:44Z,9124,purchase,-15
2024-01-23T12:15:55Z,1235,view,0
2024-01-24T07:45:11Z,unknown,click,475
2024-01-24T09:30:22Z,2346,view,240
2024-01-24T11:22:33Z,3457,click,635
2024-01-25T08:15:44Z,4568,purchase,545
2024-01-25T10:44:55Z,5679,view,0
2024-01-25T12:30:11Z,unknown,click,430
2024-01-26T07:22:22Z,6780,view,-20
2024-01-26T09:45:33Z,7891,click,570
2024-01-26T11:30:44Z,8902,purchase,570
2024-01-27T08:15:55Z,9013,view,0
2024-01-27T10:22:11Z,unknown,click,485
2024-01-27T12:45:22Z,1124,view,205
2024-01-28T07:30:33Z,2235,click,645
2024-01-28T09:15:44Z,3346,purchase,550
2024-01-28T11:44:55Z,4457,view,0
2024-01-29T08:22:11Z,unknown,click,-25
2024-01-29T10:30:22Z,5568,view,255
2024-01-29T12:15:33Z,6679,click,580
2024-01-30T07:45:44Z,7780,purchase,580
2024-01-30T09:30:55Z,8891,view,0
2024-01-30T11:22:11Z,unknown,click,440
2024-01-31T08:15:22Z,9902,view,220
2024-01-31T10:44:33Z,1013,click,655
2024-01-31T12:30:44Z,2124,purchase,-30
2024-01-01T07:22:55Z,3235,view,0
2024-01-01T09:45:11Z,unknown,click,495
2024-01-01T11:30:22Z,4346,view,235
2024-01-02T08:15:33Z,5457,click,590
2024-01-02T10:22:44Z,6568,purchase,565
2024-01-02T12:45:55Z,7679,view,0
2024-01-03T07:30:11Z,unknown,click,450
2024-01-03T09:15:22Z,8780,view,-35
2024-01-03T11:44:33Z,9891,click,665
2024-01-04T08:22:44Z,1902,purchase,590
2024-01-04T10:30:55Z,2013,view,0
2024-01-04T12:15:11Z,unknown,click,505
2024-01-05T07:45:22Z,3124,view,270
2024-01-05T09:30:33Z,4235,click,600
2024-01-05T11:22:44Z,5346,purchase,575
2024-01-06T08:15:55Z,6457,view,0
2024-01-06T10:44:11Z,unknown,click,-40
2024-01-06T12:30:22Z,7568,view,245
2024-01-07T07:22:33Z,8679,click,675
2024-01-07T09:45:44Z,9780,purchase,600
2024-01-07T11:30:55Z,1891,view,0
2024-01-08T08:15:11Z,unknown,click,460
2024-01-08T10:22:22Z,2902,view,260
2024-01-08T12:45:33Z,3013,click,610
2024-01-09T07:30:44Z,4124,purchase,-45
2024-01-09T09:15:55Z,5235,view,0
2024-01-09T11:44:11Z,unknown,click,515
2024-01-10T08:22:22Z,6346,view,225
2024-01-10T10:30:33Z,7457,click,685
2024-01-10T12:15:44Z,8568,purchase,610
2024-01-11T07:45:55Z,9679,view,0
2024-01-11T09:30:11Z,unknown,click,470
2024-01-11T11:22:22Z,1780,view,-50
2024-01-12T08:15:33Z,2891,click,620
2024-01-12T10:44:44Z,3902,purchase,620
2024-01-12T12:30:55Z,4013,view,0
2024-01-13T07:22:11Z,unknown,click,525
2024-01-13T09:45:22Z,5124,view,285
2024-01-13T11:30:33Z,6235,click,695
2024-01-14T08:15:44Z,7346,purchase,585
2024-01-14T10:22:55Z,8457,view,0
2024-01-14T12:45:11Z,unknown,click,-55
2024-01-15T07:30:22Z,9568,view,250
2024-01-15T09:15:33Z,1679,click,630
2024-01-15T11:44:44Z,2780,purchase,630
2024-01-16T08:22:55Z,3891,view,0
2024-01-16T10:30:11Z,unknown,click,480
2024-01-16T12:15:22Z,4902,view,295
2024-01-17T07:45:33Z,5013,click,705
2024-01-17T09:30:44Z,6124,purchase,-60
2024-01-17T11:22:55Z,7235,view,0
2024-01-18T08:15:11Z,unknown,click,535
2024-01-18T10:44:22Z,8346,view,265
2024-01-18T12:30:33Z,9457,click,640
2024-01-19T07:22:44Z,1568,purchase,640
2024-01-19T09:45:55Z,2679,view,0
2024-01-19T11:30:11Z,unknown,click,490
2024-01-20T08:15:22Z,3780,view,-65
2024-01-20T10:22:33Z,4891,click,715
2024-01-20T12:45:44Z,5902,purchase,650
2024-01-21T07:30:55Z,6013,view,0
2024-01-21T09:15:11Z,unknown,click,545
2024-01-21T11:44:22Z,7124,view,310
2024-01-22T08:22:33Z,8235,click,650
2024-01-22T10:30:44Z,9346,purchase,615
2024-01-22T12:15:55Z,1457,view,0
2024-01-23T07:45:11Z,unknown,click,-70
2024-01-23T09:30:22Z,2568,view,280
2024-01-23T11:22:33Z,3679,click,725
2024-01-24T08:15:44Z,4780,purchase,660
2024-01-24T10:44:55Z,5891,view,0
2024-01-24T12:30:11Z,unknown,click,500
2024-01-25T07:22:22Z,6902,view,295
2024-01-25T09:45:33Z,7013,click,660
2024-01-25T11:30:44Z,8124,purchase,-75
2024-01-26T08:15:55Z,9235,view,0
2024-01-26T10:22:11Z,unknown,click,555
2024-01-26T12:45:22Z,1346,view,325
2024-01-27T07:30:33Z,2457,click,735
2024-01-27T09:15:44Z,3568,purchase,670
2024-01-27T11:44:55Z,4679,view,0
2024-01-28T08:22:11Z,unknown,click,510
2024-01-28T10:30:22Z,5780,view,-80
2024-01-28T12:15:33Z,6891,click,670
2024-01-29T07:45:44Z,7902,purchase,680
2024-01-29T09:30:55Z,8013,view,0
2024-01-29T11:22:11Z,unknown,click,565
2024-01-30T08:15:22Z,9124,view,305
2024-01-30T10:44:33Z,1235,click,745
2024-01-30T12:30:44Z,2346,purchase,635
2024-01-31T07:22:55Z,3457,view,0
2024-01-31T09:45:11Z,unknown,click,-85
2024-01-31T11:30:22Z,4568,view,340
2024-01-01T08:15:33Z,5679,click,680
2024-01-01T10:22:44Z,6780,purchase,690
2024-01-01T12:45:55Z,7891,view,0
2024-01-02T07:30:11Z,unknown,click,520
2024-01-02T09:15:22Z,8902,view,315
2024-01-02T11:44:33Z,9013,click,755
2024-01-03T08:22:44Z,1124,purchase,-90
2024-01-03T10:30:55Z,2235,view,0
