transaction_id,customer_id,amount,category,timestamp
TXN135,CUST067,69.90,groceries,2023-02-18 09:35:50
TXN136,CUST030,856.30,clothing,2023-03-12 16:50:27
TXN137,CUST068,3990.00,travel,2023-04-04 08:15:40
TXN138,CUST040,178.85,dining,2023-05-16 19:40:12
TXN139,CUST069,1890.25,electronics,2023-06-08 12:05:35
TXN140,CUST031,105.60,groceries,2023-07-20 10:30:48
TXN141,CUST070,2780.00,travel,2023-08-12 17:55:22
TXN142,CUST041,312.70,entertainment,2023-09-04 21:20:55
TXN143,CUST071,84.40,dining,2023-10-27 14:45:18
TXN144,CUST032,2450.50,electronics,2023-11-09 07:10:42
TXN145,CUST072,245.90,healthcare,2023-12-21 11:35:27
TXN146,CUST042,1770.80,electronics,2023-01-29 15:50:50
TXN147,CUST073,62.30,groceries,2023-02-10 09:15:15
TXN148,CUST033,4230.00,travel,2023-03-24 06:40:38
TXN149,CUST074,634.50,clothing,2023-04-15 17:05:22
TXN150,CUST043,1620.75,electronics,2023-05-07 13:30:47
TXN151,CUST075,156.90,dining,2023-06-29 20:55:10
TXN152,CUST034,3450.00,travel,2023-07-21 08:20:33
TXN153,CUST076,201.45,groceries,2023-08-13 10:45:55
TXN154,CUST044,2110.60,electronics,2023-09-25 16:10:28
TXN155,CUST077,378.85,entertainment,2023-10-17 22:35:42
TXN156,CUST035,77.20,dining,2023-11-29 13:55:18
TXN157,CUST078,4780.00,travel,2023-12-11 06:20:50
TXN158,CUST045,267.55,healthcare,2023-01-03 11:45:27
TXN159,CUST079,1950.50,electronics,2023-02-14 18:10:40
TXN160,CUST036,71.80,groceries,2023-03-28 09:35:12
TXN161,CUST080,923.70,clothing,2023-04-19 16:50:35
TXN162,CUST046,3670.00,travel,2023-05-11 08:15:48
TXN163,CUST081,189.40,dining,2023-06-23 19:40:22
TXN164,CUST037,1780.90,electronics,2023-07-15 12:05:55
TXN165,CUST082,112.75,groceries,2023-08-07 10:30:18
TXN166,CUST047,2950.00,travel,2023-09-29 17:55:42
TXN167,CUST083,334.60,entertainment,2023-10-21 21:20:27
TXN168,CUST038,88.95,dining,2023-11-03 14:45:50
TXN169,CUST084,2580.25,electronics,2023-12-15 07:10:15
TXN170,CUST048,256.80,healthcare,2023-01-27 11:35:38
TXN171,CUST085,1830.50,electronics,2023-02-08 15:50:22
TXN172,CUST039,64.70,groceries,2023-03-22 09:15:47
TXN173,CUST086,4450.00,travel,2023-04-13 06:40:10
TXN174,CUST049,701.90,clothing,2023-05-25 17:05:33
TXN175,CUST087,1690.75,electronics,2023-06-17 13:30:55
TXN176,CUST040,167.30,dining,2023-07-09 20:55:28
TXN177,CUST088,3230.00,travel,2023-08-01 08:20:42
TXN178,CUST050,223.60,groceries,2023-09-23 10:45:18
TXN179,CUST089,2340.80,electronics,2023-10-15 16:10:50
TXN180,CUST041,401.25,entertainment,2023-11-27 22:35:27
TXN181,CUST090,93.50,dining,2023-12-09 13:55:40
TXN182,CUST051,4990.00,travel,2023-01-21 06:20:12
TXN183,CUST091,278.95,healthcare,2023-02-03 11:45:35
TXN184,CUST042,2010.60,electronics,2023-03-17 18:10:48
TXN185,CUST092,75.40,groceries,2023-04-29 09:35:22
TXN186,CUST052,1067.80,clothing,2023-05-21 16:50:55
TXN187,CUST093,3890.00,travel,2023-06-13 08:15:18
TXN188,CUST043,198.70,dining,2023-07-25 19:40:42
TXN189,CUST094,1920.50,electronics,2023-08-17 12:05:27
TXN190,CUST053,125.85,groceries,2023-09-09 10:30:50
TXN191,CUST095,3120.00,travel,2023-10-01 17:55:15
TXN192,CUST044,356.45,entertainment,2023-11-23 21:20:38
TXN193,CUST096,91.80,dining,2023-12-05 14:45:22
TXN194,CUST054,2670.75,electronics,2023-01-17 07:10:47
TXN195,CUST097,289.90,healthcare,2023-02-28 11:35:10
TXN196,CUST045,1950.25,electronics,2023-03-12 15:50:33
TXN197,CUST098,68.60,groceries,2023-04-24 09:15:55
TXN198,CUST055,4670.00,travel,2023-05-16 06:40:28
TXN199,CUST099,834.50,clothing,2023-06-08 17:05:42
TXN200,CUST046,1780.90,electronics,2023-07-30 13:30:18
