record_id,filename,size_bytes,created_time,modified_time,deleted_time,is_deleted
1025,budget_2024.xlsx,112000,2023-11-28 16:15:00,2023-12-30 09:20:00,2024-01-07 12:00:00,true
1026,~wrd0001.tmp,15000,2024-01-05 14:30:00,2024-01-05 14:35:00,2024-01-05 15:00:00,true
1027,security_policy.pdf,267000,2023-07-20 11:00:00,2023-08-15 14:30:00,,false
1028,application.exe,1680000,2023-03-10 09:15:00,2023-03-10 09:15:00,,false
1029,legal_document.pdf,423000,2023-12-01 10:20:00,2023-12-28 11:15:00,2024-01-11 16:30:00,true
1030,invoice_dec.xlsx,54000,2023-12-10 13:40:00,2023-12-10 13:45:00,2023-11-20 10:00:00,true
1031,temp_cache.tmp,2300,2024-01-12 08:00:00,2024-01-12 08:05:00,2024-01-12 09:00:00,true
1032,research_data.xlsx,389000,2023-11-05 15:30:00,2023-12-20 16:45:00,2024-01-03 11:00:00,true
1033,system_config.ini,4500,2023-02-15 10:00:00,2023-02-15 10:00:00,,false
1034,personnel_review.docx,91000,2023-10-18 14:25:00,2023-12-15 09:30:00,2024-01-14 10:15:00,true
1035,marketing_plan.pptx,678000,2023-11-22 11:50:00,2023-12-05 13:20:00,,false
1036,~excel_temp.xlsx,67000,2023-12-25 09:15:00,2023-12-25 09:20:00,2024-01-08 14:30:00,true
1037,vendor_contracts.pdf,234000,2023-09-30 16:00:00,2023-12-18 10:45:00,2024-01-12 09:45:00,true
1038,readme.txt,3200,2023-06-12 08:15:00,2023-06-12 08:15:00,,false
1039,sales_forecast.xlsx,145000,2023-12-08 12:30:00,2023-12-29 15:20:00,2024-01-06 17:00:00,true
1040,training_manual.pdf,589000,2023-08-25 14:40:00,2023-09-10 11:25:00,,false
1041,quarterly_results.xlsx,178000,2023-11-15 10:10:00,2023-12-31 14:50:00,2024-01-13 11:20:00,true
1042,browser_cache.tmp,45000,2024-01-10 16:30:00,2024-01-10 16:35:00,2024-01-10 17:00:00,true
1043,compliance_report.docx,123000,2023-10-20 09:25:00,2023-12-21 13:40:00,2024-01-09 15:10:00,true
1044,logo.png,25000,2023-04-15 11:30:00,2023-04-15 11:30:00,,false
1045,expense_report.xlsx,62000,2023-12-12 14:15:00,2023-12-12 14:20:00,2023-11-05 10:30:00,true
1046,client_presentation.pptx,890000,2023-11-18 15:45:00,2023-12-10 10:15:00,,false
1047,~document_backup.docx,156000,2023-12-27 11:00:00,2023-12-27 11:10:00,2024-01-04 13:45:00,true
1048,policy_update.pdf,98000,2023-12-03 16:30:00,2023-12-30 09:45:00,2024-01-11 14:20:00,true
1049,installation.log,12000,2023-07-08 13:20:00,2024-01-10 15:30:00,,false
1050,network_diagram.vsdx,234000,2023-09-14 10:50:00,2023-10-22 14:15:00,,false
1051,hr_policies.docx,187000,2023-11-10 13:15:00,2023-12-19 10:30:00,2024-01-05 12:40:00,true
1052,statistics.xlsx,456000,2023-10-28 11:40:00,2023-12-23 15:55:00,2024-01-14 16:50:00,true
1053,temp_upload.tmp,78000,2024-01-02 09:30:00,2024-01-02 09:35:00,2024-01-02 10:00:00,true
1054,minutes_meeting.docx,45000,2023-12-15 14:00:00,2023-12-15 14:10:00,2023-10-10 11:00:00,true
1055,inventory_list.xlsx,89000,2023-12-20 10:25:00,2023-12-28 13:15:00,2024-01-08 09:30:00,true
1056,system_update.exe,2340000,2023-05-20 08:45:00,2023-05-20 08:45:00,,false
1057,partnership_agreement.pdf,312000,2023-11-25 15:20:00,2023-12-26 11:40:00,2024-01-10 13:15:00,true
1058,~temp_notes.txt,8900,2024-01-06 10:15:00,2024-01-06 10:20:00,2024-01-06 11:00:00,true
1059,architecture_design.pdf,678000,2023-08-30 16:10:00,2023-09-25 14:35:00,,false
1060,timesheet.xlsx,54000,2023-12-18 09:45:00,2023-12-29 10:20:00,2024-01-07 15:25:00,true
1061,manual.pdf,1230000,2023-06-18 12:00:00,2023-06-18 12:00:00,,false
1062,password_list.txt,3400,2023-12-22 16:45:00,2023-12-30 11:30:00,2024-01-13 10:00:00,true
1063,workflow_diagram.vsdx,145000,2023-10-15 11:25:00,2023-11-20 14:50:00,,false
1064,tax_documents.pdf,289000,2023-11-12 13:35:00,2023-12-27 15:10:00,2024-01-12 11:45:00,true
1065,update_cache.tmp,34000,2024-01-11 14:20:00,2024-01-11 14:25:00,2024-01-11 15:00:00,true
1066,product_catalog.xlsx,234000,2023-12-05 10:40:00,2023-12-28 12:25:00,2024-01-09 14:35:00,true
1067,changelog.txt,6700,2023-11-28 15:15:00,2024-01-12 09:20:00,,false
1068,risk_assessment.docx,167000,2023-10-22 14:30:00,2023-12-24 11:15:00,2024-01-06 10:50:00,true
1069,prototype.exe,3450000,2023-09-05 13:45:00,2023-09-05 13:45:00,,false
1070,board_minutes.pdf,198000,2023-11-30 16:25:00,2023-12-20 10:40:00,2024-01-11 15:55:00,true
1071,~powerpoint_temp.pptx,234000,2023-12-29 13:10:00,2023-12-29 13:15:00,2024-01-03 14:20:00,true
1072,technical_specs.docx,156000,2023-12-14 11:50:00,2023-12-31 09:35:00,2024-01-14 12:30:00,true
1073,assets.db,4560000,2023-07-15 10:30:00,2024-01-14 16:45:00,,false
1074,shipping_manifest.xlsx,78000,2023-12-16 14:40:00,2023-12-28 16:20:00,2024-01-05 11:15:00,true
1075,setup.msi,5670000,2023-04-20 09:00:00,2023-04-20 09:00:00,,false
1076,employee_handbook.pdf,567000,2023-08-10 15:20:00,2023-08-10 15:20:00,,false
1077,performance_data.xlsx,223000,2023-11-20 12:15:00,2023-12-25 14:30:00,2024-01-10 16:10:00,true
1078,temp_session.tmp,12000,2024-01-13 08:45:00,2024-01-13 08:50:00,2024-01-13 09:30:00,true
1079,project_timeline.mpp,345000,2023-10-10 13:20:00,2023-11-15 15:45:00,,false
1080,incident_report.docx,89000,2023-12-11 10:35:00,2023-12-30 11:50:00,2024-01-08 13:25:00,true
1081,backup_config.xml,8900,2023-09-12 14:15:00,2023-09-12 14:15:00,,false
1082,survey_results.xlsx,134000,2023-12-07 16:10:00,2023-12-26 13:40:00,2024-01-12 15:20:00,true
1083,~word_recovery.docx,45000,2024-01-04 11:25:00,2024-01-04 11:30:00,2024-01-04 12:00:00,true
1084,operating_procedures.pdf,456000,2023-11-08 09:50:00,2023-12-22 14:25:00,2024-01-13 09:40:00,true
1085,debug.log,15000,2023-12-10 17:30:00,2024-01-15 07:45:00,,false
1086,market_analysis.xlsx,289000,2023-12-02 11:15:00,2023-12-29 15:35:00,2024-01-07 10:20:00,true
1087,installer.dll,234000,2023-03-25 10:10:00,2023-03-25 10:10:00,,false
1088,client_database.xlsx,678000,2023-11-17 14:45:00,2023-12-21 16:30:00,2024-01-09 12:15:00,true
1089,icon.ico,4500,2023-05-14 13:20:00,2023-05-14 13:20:00,,false
1090,terms_conditions.pdf,123000,2023-10-25 15:35:00,2023-11-30 10:50:00,,false
1091,cost_analysis.xlsx,167000,2023-12-13 09:25:00,2023-12-27 11:45:00,2024-01-11 14:05:00,true
1092,temp_convert.tmp,23000,2024-01-09 13:15:00,2024-01-09 13:20:00,2024-01-09 14:00:00,true
1093,whitepaper.pdf,890000,2023-09-22 12:40:00,2023-10-18 14:55:00,,false
1094,acquisition_plan.docx,201000,2023-11-29 16:20:00,2023-12-31 10:15:00,2024-01-14 11:30:00,true
1095,settings.ini,2300,2023-08-05 11:10:00,2024-01-13 15:20:00,,false
1096,~backup_temp.xlsx,123000,2023-12-28 10:30:00,2023-12-28 10:35:00,2024-01-02 13:45:00,true
1097,user_guide.pdf,534000,2023-07-28 14:25:00,2023-07-28 14:25:00,,false
1098,roi_calculation.xlsx,98000,2023-12-19 15:50:00,2024-01-01 09:30:00,2024-01-06 14:40:00,true
1099,library.dll,456000,2023-02-28 09:35:00,2023-02-28 09:35:00,,false
1100,security_audit.docx,178000,2023-12-04 13:10:00,2023-12-23 15:25:00,2024-01-10 12:55:00,true
1101,temp_processing.tmp,56000,2024-01-12 11:40:00,2024-01-12 11:45:00,2024-01-12 12:30:00,true
1102,organizational_chart.vsdx,234000,2023-10-30 10:20:00,2023-11-25 13:45:00,,false
1103,service_agreement.pdf,345000,2023-11-14 14:35:00,2023-12-29 16:10:00,2024-01-13 15:45:00,true
1104,monthly_report.xlsx,156000,2023-12-21 12:25:00,2024-01-02 14:15:00,2024-01-14 10:05:00,true
1105,kernel32.dll,1890000,2023-01-10 09:00:00,2023-01-10 09:00:00,,false
1106,disaster_recovery.docx,267000,2023-11-21 11:40:00,2023-12-26 13:55:00,2024-01-08 16:25:00,true
1107,cache_data.tmp,34000,2024-01-14 09:10:00,2024-01-14 09:15:00,2024-01-14 10:00:00,true
1108,pricing_model.xlsx,189000,2023-12-09 16:30:00,2023-12-30 12:20:00,2024-01-12 13:50:00,true
1109,faq.txt,8700,2023-11-03 14:15:00,2023-12-15 10:30:00,,false
1110,migration_strategy.pdf,423000,2023-11-26 15:05:00,2023-12-24 11:35:00,2024-01-11 10:40:00,true
1111,~autosave_presentation.pptx,567000,2023-12-30 14:20:00,2023-12-30 14:25:00,2024-01-01 15:10:00,true
1112,production_schedule.xlsx,123000,2023-12-17 10:45:00,2024-01-03 13:30:00,2024-01-09 11:55:00,true
1113,launcher.exe,2340000,2023-06-22 13:50:00,2023-06-22 13:50:00,,false
1114,stakeholder_report.docx,145000,2023-12-06 12:15:00,2023-12-28 14:40:00,2024-01-07 16:15:00,true
1115,fonts.ttf,78000,2023-04-10 10:25:00,2023-04-10 10:25:00,,false
1116,communication_plan.pdf,234000,2023-11-23 13:45:00,2023-12-27 15:20:00,2024-01-13 12:25:00,true
1117,analytics_dashboard.xlsx,345000,2023-12-08 11:30:00,2024-01-01 10:45:00,2024-01-14 14:10:00,true
1118,system_restore.tmp,890000,2024-01-10 15:20:00,2024-01-10 15:25:00,2024-01-10 16:00:00,true
1119,framework.dll,1230000,2023-05-16 11:15:00,2023-05-16 11:15:00,,false
1120,feasibility_study.docx,198000,2023-11-27 14:50:00,2023-12-25 12:30:00,2024-01-12 10:35:00,true
1121,readme_first.txt,4500,2023-10-08 09:40:00,2023-10-08 09:40:00,,false
1122,resource_allocation.xlsx,167000,2023-12-11 15:25:00,2023-12-31 11:15:00,2024-01-11 13:40:00,true
1123,~temp_calculation.xlsx,89000,2024-01-05 12:35:00,2024-01-05 12:40:00,2024-01-05 13:15:00,true
1124,integration_guide.pdf,456000,2023-09-28 16:10:00,2023-10-20 14:25:00,,false
1125,revenue_projection.xlsx,212000,2023-12-14 13:20:00,2024-01-02 15:35:00,2024-01-10 14:50:00,true
1126,workshop_materials.pptx,789000,2023-11-19 12:30:00,2023-12-10 16:45:00,,false
1127,compliance_checklist.docx,91000,2023-12-23 10:15:00,2024-01-04 12:40:00,2024-01-14 13:20:00,true
1128,archive_temp.tmp,45000,2024-01-13 16:25:00,2024-01-13 16:30:00,2024-01-13 17:00:00,true
1129,component.dll,678000,2023-03-18 10:45:00,2023-03-18 10:45:00,,false
1130,succession_plan.pdf,289000,2023-11-24 15:40:00,2023-12-29 13:25:00,2024-01-09 15:30:00,true
