LOC001|34|2024-01-17T21:10:30Z|FAILED
LOC004|4|2024-01-18T09:25:17Z|FAILED
LOC002|1|2024-01-18T22:40:53Z|FAILED
LOC005|950000|2024-01-19T10:55:39Z|FAILED
LOC003|28|2024-01-20T00:10:26Z|FAILED
LOC001|401|2024-01-20T13:25:12Z|FAILED
LOC004|8|2024-01-15T02:40:48Z|FAILED
LOC002|2|2024-01-15T15:55:35Z|FAILED
LOC005|175000|2024-01-16T04:10:21Z|FAILED
LOC003|29|2024-01-16T16:25:07Z|FAILED
LOC001|512|2024-01-17T05:40:44Z|FAILED
LOC004|14|2024-01-17T18:55:30Z|FAILED
LOC002|4|2024-01-18T07:10:16Z|FAILED
LOC005|825000|2024-01-18T20:25:53Z|FAILED
LOC003|31|2024-01-19T08:40:39Z|FAILED
LOC001|45|2024-01-19T21:55:26Z|FAILED
LOC004|16|2024-01-20T10:10:12Z|FAILED
LOC002|7|2024-01-20T23:25:48Z|FAILED
LOC005|475000|2024-01-21T11:40:35Z|FAILED
LOC003|32|2024-01-15T00:55:21Z|FAILED
LOC001|678|2024-01-15T13:10:08Z|FAILED
LOC004|22|2024-01-16T02:25:44Z|FAILED
LOC002|11|2024-01-16T14:40:30Z|FAILED
LOC005|325000|2024-01-17T03:55:17Z|FAILED
LOC003|34|2024-01-17T16:10:53Z|FAILED
LOC001|89|2024-01-18T05:25:39Z|FAILED
LOC004|26|2024-01-18T17:40:26Z|FAILED
LOC002|13|2024-01-19T06:55:12Z|FAILED
LOC005|675000|2024-01-19T19:10:49Z|FAILED
LOC003|37|2024-01-20T07:25:35Z|FAILED
LOC001|234|2024-01-20T20:40:21Z|FAILED
LOC004|28|2024-01-21T09:55:08Z|FAILED
LOC002|16|2024-01-21T22:10:44Z|FAILED
LOC005|925000|2024-01-15T10:25:31Z|FAILED
LOC003|38|2024-01-15T23:40:17Z|FAILED
LOC001|123|2024-01-16T12:55:54Z|FAILED
LOC004|32|2024-01-17T01:10:40Z|FAILED
LOC002|19|2024-01-17T14:25:27Z|FAILED
LOC005|275000|2024-01-18T03:40:13Z|FAILED
LOC003|41|2024-01-18T16:55:50Z|FAILED
LOC001|567|2024-01-19T05:10:36Z|FAILED
LOC004|34|2024-01-19T18:25:22Z|FAILED
LOC002|22|2024-01-20T06:40:09Z|FAILED
