feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,is_fraud
76.54,78.90,81.34,83.78,86.23,88.67,91.12,93.56,96.01,98.45,100.90,103.34,105.78,108.23,110.67,0
267.89,278.90,289.01,290.12,301.23,312.34,323.45,334.56,345.67,356.78,367.89,378.90,389.01,390.12,401.23,0
98.76,100.12,101.56,103.01,104.45,105.90,107.34,108.78,110.23,111.67,113.12,114.56,116.01,117.45,118.90,0
201.23,212.34,223.45,234.56,245.67,256.78,267.89,278.90,289.01,290.12,301.23,312.34,323.45,334.56,345.67,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
289.01,290.12,301.23,312.34,323.45,334.56,345.67,356.78,367.89,378.90,389.01,390.12,401.23,412.34,423.45,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
312.34,323.45,334.56,345.67,356.78,367.89,378.90,389.01,390.12,401.23,412.34,423.45,434.56,445.67,456.78,0
76.54,78.90,81.23,83.56,85.89,88.23,90.56,92.89,95.23,97.56,99.89,102.23,104.56,106.89,109.23,0
223.45,234.56,245.67,256.78,267.89,278.90,289.01,290.12,301.23,312.34,323.45,334.56,345.67,356.78,367.89,0
54.32,56.78,59.12,61.45,63.78,66.12,68.45,70.78,73.12,75.45,77.78,80.12,82.45,84.78,87.12,0
334.56,345.67,356.78,367.89,378.90,389.01,390.12,401.23,412.34,423.45,434.56,445.67,456.78,467.89,478.90,1
98.76,101.23,103.67,106.12,108.56,111.01,113.45,115.90,118.34,120.78,123.23,125.67,128.12,130.56,133.01,0
245.67,256.78,267.89,278.90,289.01,290.12,301.23,312.34,323.45,334.56,345.67,356.78,367.89,378.90,389.01,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
356.78,367.89,378.90,389.01,390.12,401.23,412.34,423.45,434.56,445.67,456.78,467.89,478.90,489.01,490.12,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
267.89,278.90,289.01,290.12,301.23,312.34,323.45,334.56,345.67,356.78,367.89,378.90,389.01,390.12,401.23,0
76.54,78.90,81.34,83.78,86.23,88.67,91.12,93.56,96.01,98.45,100.90,103.34,105.78,108.23,110.67,0
378.90,389.01,390.12,401.23,412.34,423.45,434.56,445.67,456.78,467.89,478.90,489.01,490.12,501.23,512.34,0
98.76,100.12,101.56,103.01,104.45,105.90,107.34,108.78,110.23,111.67,113.12,114.56,116.01,117.45,118.90,0
289.01,290.12,301.23,312.34,323.45,334.56,345.67,356.78,367.89,378.90,389.01,390.12,401.23,412.34,423.45,0
54.32,56.78,59.23,61.67,64.12,66.56,69.01,71.45,73.90,76.34,78.78,81.23,83.67,86.12,88.56,0
401.23,412.34,423.45,434.56,445.67,456.78,467.89,478.90,489.01,490.12,501.23,512.34,523.45,534.56,545.67,1
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
312.34,323.45,334.56,345.67,356.78,367.89,378.90,389.01,390.12,401.23,412.34,423.45,434.56,445.67,456.78,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
423.45,434.56,445.67,456.78,467.89,478.90,489.01,490.12,501.23,512.34,523.45,534.56,545.67,556.78,567.89,0
76.54,78.90,81.23,83.56,85.89,88.23,90.56,92.89,95.23,97.56,99.89,102.23,104.56,106.89,109.23,0
334.56,345.67,356.78,367.89,378.90,389.01,390.12,401.23,412.34,423.45,434.56,445.67,456.78,467.89,478.90,0
98.76,101.23,103.67,106.12,108.56,111.01,113.45,115.90,118.34,120.78,123.23,125.67,128.12,130.56,133.01,0
445.67,456.78,467.89,478.90,489.01,490.12,501.23,512.34,523.45,534.56,545.67,556.78,567.89,578.90,589.01,0
54.32,56.78,59.12,61.45,63.78,66.12,68.45,70.78,73.12,75.45,77.78,80.12,82.45,84.78,87.12,0
356.78,367.89,378.90,389.01,390.12,401.23,412.34,423.45,434.56,445.67,456.78,467.89,478.90,489.01,490.12,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
467.89,478.90,489.01,490.12,501.23,512.34,523.45,534.56,545.67,556.78,567.89,578.90,589.01,590.12,601.23,1
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
378.90,389.01,390.12,401.23,412.34,423.45,434.56,445.67,456.78,467.89,478.90,489.01,490.12,501.23,512.34,0
76.54,78.90,81.34,83.78,86.23,88.67,91.12,93.56,96.01,98.45,100.90,103.34,105.78,108.23,110.67,0
489.01,490.12,501.23,512.34,523.45,534.56,545.67,556.78,567.89,578.90,589.01,590.12,601.23,612.34,623.45,0
98.76,100.12,101.56,103.01,104.45,105.90,107.34,108.78,110.23,111.67,113.12,114.56,116.01,117.45,118.90,0
401.23,412.34,423.45,434.56,445.67,456.78,467.89,478.90,489.01,490.12,501.23,512.34,523.45,534.56,545.67,0
54.32,56.78,59.23,61.67,64.12,66.56,69.01,71.45,73.90,76.34,78.78,81.23,83.67,86.12,88.56,0
512.34,523.45,534.56,545.67,556.78,567.89,578.90,589.01,590.12,601.23,612.34,623.45,634.56,645.67,656.78,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
423.45,434.56,445.67,456.78,467.89,478.90,489.01,490.12,501.23,512.34,523.45,534.56,545.67,556.78,567.89,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
534.56,545.67,556.78,567.89,578.90,589.01,590.12,601.23,612.34,623.45,634.56,645.67,656.78,667.89,678.90,1
76.54,78.90,81.23,83.56,85.89,88.23,90.56,92.89,95.23,97.56,99.89,102.23,104.56,106.89,109.23,0
445.67,456.78,467.89,478.90,489.01,490.12,501.23,512.34,523.45,534.56,545.67,556.78,567.89,578.90,589.01,0
98.76,101.23,103.67,106.12,108.56,111.01,113.45,115.90,118.34,120.78,123.23,125.67,128.12,130.56,133.01,0
556.78,567.89,578.90,589.01,590.12,601.23,612.34,623.45,634.56,645.67,656.78,667.89,678.90,689.01,690.12,0
54.32,56.78,59.12,61.45,63.78,66.12,68.45,70.78,73.12,75.45,77.78,80.12,82.45,84.78,87.12,0
467.89,478.90,489.01,490.12,501.23,512.34,523.45,534.56,545.67,556.78,567.89,578.90,589.01,590.12,601.23,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
578.90,589.01,590.12,601.23,612.34,623.45,634.56,645.67,656.78,667.89,678.90,689.01,690.12,701.23,712.34,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
489.01,490.12,501.23,512.34,523.45,534.56,545.67,556.78,567.89,578.90,589.01,590.12,601.23,612.34,623.45,0
76.54,78.90,81.34,83.78,86.23,88.67,91.12,93.56,96.01,98.45,100.90,103.34,105.78,108.23,110.67,0
601.23,612.34,623.45,634.56,645.67,656.78,667.89,678.90,689.01,690.12,701.23,712.34,723.45,734.56,745.67,1
98.76,100.12,101.56,103.01,104.45,105.90,107.34,108.78,110.23,111.67,113.12,114.56,116.01,117.45,118.90,0
512.34,523.45,534.56,545.67,556.78,567.89,578.90,589.01,590.12,601.23,612.34,623.45,634.56,645.67,656.78,0
54.32,56.78,59.23,61.67,64.12,66.56,69.01,71.45,73.90,76.34,78.78,81.23,83.67,86.12,88.56,0
623.45,634.56,645.67,656.78,667.89,678.90,689.01,690.12,701.23,712.34,723.45,734.56,745.67,756.78,767.89,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
534.56,545.67,556.78,567.89,578.90,589.01,590.12,601.23,612.34,623.45,634.56,645.67,656.78,667.89,678.90,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
645.67,656.78,667.89,678.90,689.01,690.12,701.23,712.34,723.45,734.56,745.67,756.78,767.89,778.90,789.01,0
76.54,78.90,81.23,83.56,85.89,88.23,90.56,92.89,95.23,97.56,99.89,102.23,104.56,106.89,109.23,0
556.78,567.89,578.90,589.01,590.12,601.23,612.34,623.45,634.56,645.67,656.78,667.89,678.90,689.01,690.12,0
98.76,101.23,103.67,106.12,108.56,111.01,113.45,115.90,118.34,120.78,123.23,125.67,128.12,130.56,133.01,0
667.89,678.90,689.01,690.12,701.23,712.34,723.45,734.56,745.67,756.78,767.89,778.90,789.01,790.12,801.23,0
54.32,56.78,59.12,61.45,63.78,66.12,68.45,70.78,73.12,75.45,77.78,80.12,82.45,84.78,87.12,0
578.90,589.01,590.12,601.23,612.34,623.45,634.56,645.67,656.78,667.89,678.90,689.01,690.12,701.23,712.34,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
689.01,690.12,701.23,712.34,723.45,734.56,745.67,756.78,767.89,778.90,789.01,790.12,801.23,812.34,823.45,1
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
601.23,612.34,623.45,634.56,645.67,656.78,667.89,678.90,689.01,690.12,701.23,712.34,723.45,734.56,745.67,0
76.54,78.90,81.34,83.78,86.23,88.67,91.12,93.56,96.01,98.45,100.90,103.34,105.78,108.23,110.67,0
712.34,723.45,734.56,745.67,756.78,767.89,778.90,789.01,790.12,801.23,812.34,823.45,834.56,845.67,856.78,0
98.76,100.12,101.56,103.01,104.45,105.90,107.34,108.78,110.23,111.67,113.12,114.56,116.01,117.45,118.90,0
623.45,634.56,645.67,656.78,667.89,678.90,689.01,690.12,701.23,712.34,723.45,734.56,745.67,756.78,767.89,0
54.32,56.78,59.23,61.67,64.12,66.56,69.01,71.45,73.90,76.34,78.78,81.23,83.67,86.12,88.56,0
734.56,745.67,756.78,767.89,778.90,789.01,790.12,801.23,812.34,823.45,834.56,845.67,856.78,867.89,878.90,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
645.67,656.78,667.89,678.90,689.01,690.12,701.23,712.34,723.45,734.56,745.67,756.78,767.89,778.90,789.01,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
756.78,767.89,778.90,789.01,790.12,801.23,812.34,823.45,834.56,845.67,856.78,867.89,878.90,889.01,890.12,1
76.54,78.90,81.23,83.56,85.89,88.23,90.56,92.89,95.23,97.56,99.89,102.23,104.56,106.89,109.23,0
667.89,678.90,689.01,690.12,701.23,712.34,723.45,734.56,745.67,756.78,767.89,778.90,789.01,790.12,801.23,0
98.76,101.23,103.67,106.12,108.56,111.01,113.45,115.90,118.34,120.78,123.23,125.67,128.12,130.56,133.01,0
778.90,789.01,790.12,801.23,812.34,823.45,834.56,845.67,856.78,867.89,878.90,889.01,890.12,901.23,912.34,0
54.32,56.78,59.12,61.45,63.78,66.12,68.45,70.78,73.12,75.45,77.78,80.12,82.45,84.78,87.12,0
689.01,690.12,701.23,712.34,723.45,734.56,745.67,756.78,767.89,778.90,789.01,790.12,801.23,812.34,823.45,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
801.23,812.34,823.45,834.56,845.67,856.78,867.89,878.90,889.01,890.12,901.23,912.34,923.45,934.56,945.67,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
712.34,723.45,734.56,745.67,756.78,767.89,778.90,789.01,790.12,801.23,812.34,823.45,834.56,845.67,856.78,0
76.54,78.90,81.34,83.78,86.23,88.67,91.12,93.56,96.01,98.45,100.90,103.34,105.78,108.23,110.67,0
823.45,834.56,845.67,856.78,867.89,878.90,889.01,890.12,901.23,912.34,923.45,934.56,945.67,956.78,967.89,1
98.76,100.12,101.56,103.01,104.45,105.90,107.34,108.78,110.23,111.67,113.12,114.56,116.01,117.45,118.90,0
734.56,745.67,756.78,767.89,778.90,789.01,790.12,801.23,812.34,823.45,834.56,845.67,856.78,867.89,878.90,0
54.32,56.78,59.23,61.67,64.12,66.56,69.01,71.45,73.90,76.34,78.78,81.23,83.67,86.12,88.56,0
845.67,856.78,867.89,878.90,889.01,890.12,901.23,912.34,923.45,934.56,945.67,956.78,967.89,978.90,989.01,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
756.78,767.89,778.90,789.01,790.12,801.23,812.34,823.45,834.56,845.67,856.78,867.89,878.90,889.01,890.12,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
867.89,878.90,889.01,890.12,901.23,912.34,923.45,934.56,945.67,956.78,967.89,978.90,989.01,990.12,1001.23,0
76.54,78.90,81.23,83.56,85.89,88.23,90.56,92.89,95.23,97.56,99.89,102.23,104.56,106.89,109.23,0
778.90,789.01,790.12,801.23,812.34,823.45,834.56,845.67,856.78,867.89,878.90,889.01,890.12,901.23,912.34,0
98.76,101.23,103.67,106.12,108.56,111.01,113.45,115.90,118.34,120.78,123.23,125.67,128.12,130.56,133.01,0
889.01,890.12,901.23,912.34,923.45,934.56,945.67,956.78,967.89,978.90,989.01,990.12,1001.23,1012.34,1023.45,1
54.32,56.78,59.12,61.45,63.78,66.12,68.45,70.78,73.12,75.45,77.78,80.12,82.45,84.78,87.12,0
801.23,812.34,823.45,834.56,845.67,856.78,867.89,878.90,889.01,890.12,901.23,912.34,923.45,934.56,945.67,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
912.34,923.45,934.56,945.67,956.78,967.89,978.90,989.01,990.12,1001.23,1012.34,1023.45,1034.56,1045.67,1056.78,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
823.45,834.56,845.67,856.78,867.89,878.90,889.01,890.12,901.23,912.34,923.45,934.56,945.67,956.78,967.89,0
76.54,78.90,81.34,83.78,86.23,88.67,91.12,93.56,96.01,98.45,100.90,103.34,105.78,108.23,110.67,0
934.56,945.67,956.78,967.89,978.90,989.01,990.12,1001.23,1012.34,1023.45,1034.56,1045.67,1056.78,1067.89,1078.90,0
98.76,100.12,101.56,103.01,104.45,105.90,107.34,108.78,110.23,111.67,113.12,114.56,116.01,117.45,118.90,0
845.67,856.78,867.89,878.90,889.01,890.12,901.23,912.34,923.45,934.56,945.67,956.78,967.89,978.90,989.01,0
54.32,56.78,59.23,61.67,64.12,66.56,69.01,71.45,73.90,76.34,78.78,81.23,83.67,86.12,88.56,0
956.78,967.89,978.90,989.01,990.12,1001.23,1012.34,1023.45,1034.56,1045.67,1056.78,1067.89,1078.90,1089.01,1090.12,1
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
867.89,878.90,889.01,890.12,901.23,912.34,923.45,934.56,945.67,956.78,967.89,978.90,989.01,990.12,1001.23,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
978.90,989.01,990.12,1001.23,1012.34,1023.45,1034.56,1045.67,1056.78,1067.89,1078.90,1089.01,1090.12,1101.23,1112.34,0
76.54,78.90,81.23,83.56,85.89,88.23,90.56,92.89,95.23,97.56,99.89,102.23,104.56,106.89,109.23,0
889.01,890.12,901.23,912.34,923.45,934.56,945.67,956.78,967.89,978.90,989.01,990.12,1001.23,1012.34,1023.45,0
98.76,101.23,103.67,106.12,108.56,111.01,113.45,115.90,118.34,120.78,123.23,125.67,128.12,130.56,133.01,0
1001.23,1012.34,1023.45,1034.56,1045.67,1056.78,1067.89,1078.90,1089.01,1090.12,1101.23,1112.34,1123.45,1134.56,1145.67,0
54.32,56.78,59.12,61.45,63.78,66.12,68.45,70.78,73.12,75.45,77.78,80.12,82.45,84.78,87.12,0
912.34,923.45,934.56,945.67,956.78,967.89,978.90,989.01,990.12,1001.23,1012.34,1023.45,1034.56,1045.67,1056.78,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
1023.45,1034.56,1045.67,1056.78,1067.89,1078.90,1089.01,1090.12,1101.23,1112.34,1123.45,1134.56,1145.67,1156.78,1167.89,1
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
934.56,945.67,956.78,967.89,978.90,989.01,990.12,1001.23,1012.34,1023.45,1034.56,1045.67,1056.78,1067.89,1078.90,0
76.54,78.90,81.34,83.78,86.23,88.67,91.12,93.56,96.01,98.45,100.90,103.34,105.78,108.23,110.67,0
1045.67,1056.78,1067.89,1078.90,1089.01,1090.12,1101.23,1112.34,1123.45,1134.56,1145.67,1156.78,1167.89,1178.90,1189.01,0
98.76,100.12,101.56,103.01,104.45,105.90,107.34,108.78,110.23,111.67,113.12,114.56,116.01,117.45,118.90,0
956.78,967.89,978.90,989.01,990.12,1001.23,1012.34,1023.45,1034.56,1045.67,1056.78,1067.89,1078.90,1089.01,1090.12,0
54.32,56.78,59.23,61.67,64.12,66.56,69.01,71.45,73.90,76.34,78.78,81.23,83.67,86.12,88.56,0
1067.89,1078.90,1089.01,1090.12,1101.23,1112.34,1123.45,1134.56,1145.67,1156.78,1167.89,1178.90,1189.01,1190.12,1201.23,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
978.90,989.01,990.12,1001.23,1012.34,1023.45,1034.56,1045.67,1056.78,1067.89,1078.90,1089.01,1090.12,1101.23,1112.34,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
1089.01,1090.12,1101.23,1112.34,1123.45,1134.56,1145.67,1156.78,1167.89,1178.90,1189.01,1190.12,1201.23,1212.34,1223.45,1
76.54,78.90,81.23,83.56,85.89,88.23,90.56,92.89,95.23,97.56,99.89,102.23,104.56,106.89,109.23,0
1001.23,1012.34,1023.45,1034.56,1045.67,1056.78,1067.89,1078.90,1089.01,1090.12,1101.23,1112.34,1123.45,1134.56,1145.67,0
98.76,101.23,103.67,106.12,108.56,111.01,113.45,115.90,118.34,120.78,123.23,125.67,128.12,130.56,133.01,0
1112.34,1123.45,1134.56,1145.67,1156.78,1167.89,1178.90,1189.01,1190.12,1201.23,1212.34,1223.45,1234.56,1245.67,1256.78,0
54.32,56.78,59.12,61.45,63.78,66.12,68.45,70.78,73.12,75.45,77.78,80.12,82.45,84.78,87.12,0
1023.45,1034.56,1045.67,1056.78,1067.89,1078.90,1089.01,1090.12,1101.23,1112.34,1123.45,1134.56,1145.67,1156.78,1167.89,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
1134.56,1145.67,1156.78,1167.89,1178.90,1189.01,1190.12,1201.23,1212.34,1223.45,1234.56,1245.67,1256.78,1267.89,1278.90,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
1045.67,1056.78,1067.89,1078.90,1089.01,1090.12,1101.23,1112.34,1123.45,1134.56,1145.67,1156.78,1167.89,1178.90,1189.01,0
76.54,78.90,81.34,83.78,86.23,88.67,91.12,93.56,96.01,98.45,100.90,103.34,105.78,108.23,110.67,0
1156.78,1167.89,1178.90,1189.01,1190.12,1201.23,1212.34,1223.45,1234.56,1245.67,1256.78,1267.89,1278.90,1289.01,1290.12,1
98.76,100.12,101.56,103.01,104.45,105.90,107.34,108.78,110.23,111.67,113.12,114.56,116.01,117.45,118.90,0
1067.89,1078.90,1089.01,1090.12,1101.23,1112.34,1123.45,1134.56,1145.67,1156.78,1167.89,1178.90,1189.01,1190.12,1201.23,0
54.32,56.78,59.23,61.67,64.12,66.56,69.01,71.45,73.90,76.34,78.78,81.23,83.67,86.12,88.56,0
1178.90,1189.01,1190.12,1201.23,1212.34,1223.45,1234.56,1245.67,1256.78,1267.89,1278.90,1289.01,1290.12,1301.23,1312.34,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
1089.01,1090.12,1101.23,1112.34,1123.45,1134.56,1145.67,1156.78,1167.89,1178.90,1189.01,1190.12,1201.23,1212.34,1223.45,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
1201.23,1212.34,1223.45,1234.56,1245.67,1256.78,1267.89,1278.90,1289.01,1290.12,1301.23,1312.34,1323.45,1334.56,1345.67,0
76.54,78.90,81.23,83.56,85.89,88.23,90.56,92.89,95.23,97.56,99.89,102.23,104.56,106.89,109.23,0
1112.34,1123.45,1134.56,1145.67,1156.78,1167.89,1178.90,1189.01,1190.12,1201.23,1212.34,1223.45,1234.56,1245.67,1256.78,0
98.76,101.23,103.67,106.12,108.56,111.01,113.45,115.90,118.34,120.78,123.23,125.67,128.12,130.56,133.01,0
1223.45,1234.56,1245.67,1256.78,1267.89,1278.90,1289.01,1290.12,1301.23,1312.34,1323.45,1334.56,1345.67,1356.78,1367.89,1
54.32,56.78,59.12,61.45,63.78,66.12,68.45,70.78,73.12,75.45,77.78,80.12,82.45,84.78,87.12,0
1134.56,1145.67,1156.78,1167.89,1178.90,1189.01,1190.12,1201.23,1212.34,1223.45,1234.56,1245.67,1256.78,1267.89,1278.90,0
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
1245.67,1256.78,1267.89,1278.90,1289.01,1290.12,1301.23,1312.34,1323.45,1334.56,1345.67,1356.78,1367.89,1378.90,1389.01,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
1156.78,1167.89,1178.90,1189.01,1190.12,1201.23,1212.34,1223.45,1234.56,1245.67,1256.78,1267.89,1278.90,1289.01,1290.12,0
76.54,78.90,81.34,83.78,86.23,88.67,91.12,93.56,96.01,98.45,100.90,103.34,105.78,108.23,110.67,0
1267.89,1278.90,1289.01,1290.12,1301.23,1312.34,1323.45,1334.56,1345.67,1356.78,1367.89,1378.90,1389.01,1390.12,1401.23,0
98.76,100.12,101.56,103.01,104.45,105.90,107.34,108.78,110.23,111.67,113.12,114.56,116.01,117.45,118.90,0
1178.90,1189.01,1190.12,1201.23,1212.34,1223.45,1234.56,1245.67,1256.78,1267.89,1278.90,1289.01,1290.12,1301.23,1312.34,0
54.32,56.78,59.23,61.67,64.12,66.56,69.01,71.45,73.90,76.34,78.78,81.23,83.67,86.12,88.56,0
1289.01,1290.12,1301.23,1312.34,1323.45,1334.56,1345.67,1356.78,1367.89,1378.90,1389.01,1390.12,1401.23,1412.34,1423.45,1
87.65,89.01,90.43,91.87,93.32,94.78,96.23,97.67,99.12,100.56,102.01,103.45,104.90,106.34,107.78,0
1201.23,1212.34,1223.45,1234.56,1245.67,1256.78,1267.89,1278.90,1289.01,1290.12,1301.23,1312.34,1323.45,1334.56,1345.67,0
65.43,67.89,70.34,72.78,75.23,77.67,80.12,82.56,85.01,87.45,89.90,92.34,94.78,97.23,99.67,0
1312.34,1323.45,1334.56,1345.67,1356.78,1367.89,1378.90,1389.01,1390.12,1401.23,1412.34,1423.45,1434.56,1445.67,1456.78,0
76.54,78.90,81.23,83.56,85.89,88.23,90.56,92.89,95.23,97.56,99.89,102.23,104.56,106.89,109.23,0
1223.45,1234.56,1245.67,1256.78,1267.89,1278.90,1289.01,1290.12,1301.23,1312.34,1323.45,1334.56,1345.67,1356.78,1367.89,0
