block_id,volume_path,datanode_id
blk_1001234597,/mnt/disk4,datanode3
blk_1001234598,/mnt/disk4,datanode1
blk_1001234598,/mnt/disk6,datanode2
blk_1001234598,/mnt/disk7,datanode3
blk_1001234599,/mnt/disk1,datanode1
blk_1001234599,/mnt/disk3,datanode2
blk_1001234599,/mnt/disk4,datanode3
blk_1001234600,/mnt/disk2,datanode1
blk_1001234600,/mnt/disk5,datanode2
blk_1001234600,/mnt/disk4,datanode3
blk_1001234601,/mnt/disk3,datanode1
blk_1001234601,/mnt/disk4,datanode2
blk_1001234601,/mnt/disk6,datanode3
blk_1001234602,/mnt/disk1,datanode1
blk_1001234602,/mnt/disk4,datanode2
blk_1001234602,/mnt/disk7,datanode3
blk_1001234603,/mnt/disk2,datanode1
blk_1001234603,/mnt/disk4,datanode2
blk_1001234603,/mnt/disk5,datanode3
blk_1001234604,/mnt/disk3,datanode1
blk_1001234604,/mnt/disk6,datanode2
blk_1001234604,/mnt/disk4,datanode3
blk_1001234605,/mnt/disk1,datanode1
blk_1001234605,/mnt/disk2,datanode2
blk_1001234605,/mnt/disk4,datanode3
blk_1001234606,/mnt/disk4,datanode1
blk_1001234606,/mnt/disk5,datanode2
blk_1001234606,/mnt/disk7,datanode3
blk_1001234607,/mnt/disk1,datanode1
blk_1001234607,/mnt/disk3,datanode2
blk_1001234607,/mnt/disk4,datanode3
blk_1001234608,/mnt/disk2,datanode1
blk_1001234608,/mnt/disk4,datanode2
blk_1001234608,/mnt/disk6,datanode3
blk_1001234609,/mnt/disk3,datanode1
blk_1001234609,/mnt/disk4,datanode2
blk_1001234609,/mnt/disk5,datanode3
blk_1001234610,/mnt/disk1,datanode1
blk_1001234610,/mnt/disk4,datanode2
blk_1001234610,/mnt/disk7,datanode3
blk_1001234611,/mnt/disk2,datanode1
blk_1001234611,/mnt/disk6,datanode2
blk_1001234611,/mnt/disk4,datanode3
blk_1001234612,/mnt/disk3,datanode1
blk_1001234612,/mnt/disk4,datanode2
blk_1001234612,/mnt/disk5,datanode3
blk_1001234613,/mnt/disk1,datanode1
blk_1001234613,/mnt/disk2,datanode2
blk_1001234613,/mnt/disk4,datanode3
blk_1001234614,/mnt/disk4,datanode1
blk_1001234614,/mnt/disk6,datanode2
blk_1001234614,/mnt/disk7,datanode3
blk_1001234615,/mnt/disk1,datanode1
blk_1001234615,/mnt/disk3,datanode2
blk_1001234615,/mnt/disk4,datanode3
blk_1001234616,/mnt/disk2,datanode1
blk_1001234616,/mnt/disk4,datanode2
blk_1001234616,/mnt/disk5,datanode3
blk_1001234617,/mnt/disk3,datanode1
blk_1001234617,/mnt/disk4,datanode2
blk_1001234617,/mnt/disk6,datanode3
blk_1001234618,/mnt/disk1,datanode1
blk_1001234618,/mnt/disk4,datanode2
blk_1001234618,/mnt/disk7,datanode3
blk_1001234619,/mnt/disk2,datanode1
blk_1001234619,/mnt/disk5,datanode2
blk_1001234619,/mnt/disk4,datanode3
blk_1001234620,/mnt/disk3,datanode1
blk_1001234620,/mnt/disk4,datanode2
blk_1001234620,/mnt/disk6,datanode3
blk_1001234621,/mnt/disk1,datanode1
blk_1001234621,/mnt/disk2,datanode2
blk_1001234621,/mnt/disk4,datanode3
blk_1001234622,/mnt/disk4,datanode1
blk_1001234622,/mnt/disk5,datanode2
blk_1001234622,/mnt/disk7,datanode3
blk_1001234623,/mnt/disk1,datanode1
blk_1001234623,/mnt/disk3,datanode2
blk_1001234623,/mnt/disk4,datanode3
blk_1001234624,/mnt/disk2,datanode1
blk_1001234624,/mnt/disk4,datanode2
blk_1001234624,/mnt/disk6,datanode3
blk_1001234625,/mnt/disk3,datanode1
blk_1001234625,/mnt/disk4,datanode2
blk_1001234625,/mnt/disk5,datanode3
blk_1001234626,/mnt/disk1,datanode1
blk_1001234626,/mnt/disk4,datanode2
blk_1001234626,/mnt/disk7,datanode3
blk_1001234627,/mnt/disk2,datanode1
blk_1001234627,/mnt/disk6,datanode2
blk_1001234627,/mnt/disk4,datanode3
blk_1001234628,/mnt/disk3,datanode1
blk_1001234628,/mnt/disk4,datanode2
blk_1001234628,/mnt/disk5,datanode3
blk_1001234629,/mnt/disk1,datanode1
blk_1001234629,/mnt/disk2,datanode2
blk_1001234629,/mnt/disk4,datanode3
blk_1001234630,/mnt/disk4,datanode1
blk_1001234630,/mnt/disk6,datanode2
blk_1001234630,/mnt/disk7,datanode3
blk_1001234631,/mnt/disk1,datanode1
blk_1001234631,/mnt/disk4,datanode2
blk_1001234632,/mnt/disk2,datanode1
blk_1001234632,/mnt/disk3,datanode2
blk_1001234632,/mnt/disk4,datanode3
blk_1001234633,/mnt/disk5,datanode1
blk_1001234633,/mnt/disk4,datanode2
blk_1001234633,/mnt/disk6,datanode3
blk_1001234634,/mnt/disk1,datanode1
blk_1001234634,/mnt/disk2,datanode2
blk_1001234634,/mnt/disk4,datanode3
blk_1001234635,/mnt/disk3,datanode1
blk_1001234635,/mnt/disk4,datanode2
blk_1001234635,/mnt/disk7,datanode3
blk_1001234636,/mnt/disk4,datanode1
blk_1001234636,/mnt/disk5,datanode2
blk_1001234636,/mnt/disk6,datanode3
blk_1001234637,/mnt/disk1,datanode1
blk_1001234637,/mnt/disk4,datanode2
blk_1001234637,/mnt/disk7,datanode3
blk_1001234638,/mnt/disk2,datanode1
blk_1001234638,/mnt/disk3,datanode2
blk_1001234638,/mnt/disk4,datanode3
blk_1001234639,/mnt/disk4,datanode1
blk_1001234639,/mnt/disk5,datanode2
blk_1001234639,/mnt/disk6,datanode3
blk_1001234640,/mnt/disk1,datanode1
blk_1001234640,/mnt/disk4,datanode2
blk_1001234640,/mnt/disk7,datanode3
blk_1001234641,/mnt/disk2,datanode1
blk_1001234641,/mnt/disk4,datanode2
blk_1001234642,/mnt/disk3,datanode1
blk_1001234642,/mnt/disk5,datanode2
blk_1001234642,/mnt/disk4,datanode3
blk_1001234643,/mnt/disk1,datanode1
blk_1001234643,/mnt/disk4,datanode2
blk_1001234643,/mnt/disk6,datanode3
blk_1001234644,/mnt/disk2,datanode1
blk_1001234644,/mnt/disk4,datanode2
blk_1001234644,/mnt/disk7,datanode3
blk_1001234645,/mnt/disk3,datanode1
blk_1001234645,/mnt/disk4,datanode2
blk_1001234645,/mnt/disk5,datanode3
blk_1001234646,/mnt/disk1,datanode1
blk_1001234646,/mnt/disk6,datanode2
blk_1001234646,/mnt/disk4,datanode3
blk_1001234647,/mnt/disk2,datanode1
blk_1001234647,/mnt/disk4,datanode2
blk_1001234647,/mnt/disk7,datanode3
blk_1001234648,/mnt/disk3,datanode1
blk_1001234648,/mnt/disk4,datanode2
blk_1001234648,/mnt/disk5,datanode3
blk_1001234649,/mnt/disk1,datanode1
blk_1001234649,/mnt/disk4,datanode2
blk_1001234649,/mnt/disk6,datanode3
blk_1001234650,/mnt/disk2,datanode1
blk_1001234650,/mnt/disk3,datanode2
blk_1001234650,/mnt/disk4,datanode3
blk_1001234651,/mnt/disk4,datanode1
blk_1001234651,/mnt/disk5,datanode2
blk_1001234651,/mnt/disk7,datanode3
blk_1001234652,/mnt/disk1,datanode1
blk_1001234652,/mnt/disk4,datanode2
blk_1001234652,/mnt/disk6,datanode3
blk_1001234653,/mnt/disk2,datanode1
blk_1001234653,/mnt/disk4,datanode2
blk_1001234653,/mnt/disk7,datanode3
blk_1001234654,/mnt/disk3,datanode1
blk_1001234654,/mnt/disk5,datanode2
blk_1001234654,/mnt/disk4,datanode3
blk_1001234655,/mnt/disk1,datanode1
blk_1001234655,/mnt/disk4,datanode2
blk_1001234655,/mnt/disk6,datanode3
blk_1001234656,/mnt/disk2,datanode1
blk_1001234656,/mnt/disk4,datanode2
blk_1001234656,/mnt/disk7,datanode3
blk_1001234657,/mnt/disk3,datanode1
blk_1001234657,/mnt/disk4,datanode2
blk_1001234657,/mnt/disk5,datanode3
blk_1001234658,/mnt/disk1,datanode1
blk_1001234658,/mnt/disk6,datanode2
blk_1001234658,/mnt/disk4,datanode3
blk_1001234659,/mnt/disk2,datanode1
blk_1001234659,/mnt/disk4,datanode2
blk_1001234659,/mnt/disk7,datanode3
blk_1001234660,/mnt/disk3,datanode1
blk_1001234660,/mnt/disk4,datanode2
blk_1001234660,/mnt/disk5,datanode3
blk_1001234661,/mnt/disk1,datanode1
blk_1001234661,/mnt/disk4,datanode2
blk_1001234661,/mnt/disk6,datanode3
blk_1001234662,/mnt/disk2,datanode1
blk_1001234662,/mnt/disk3,datanode2
blk_1001234662,/mnt/disk4,datanode3
blk_1001234663,/mnt/disk4,datanode1
blk_1001234663,/mnt/disk5,datanode2
blk_1001234663,/mnt/disk7,datanode3
blk_1001234664,/mnt/disk1,datanode1
blk_1001234664,/mnt/disk4,datanode2
blk_1001234664,/mnt/disk6,datanode3
blk_1001234665,/mnt/disk2,datanode1
blk_1001234665,/mnt/disk4,datanode2
blk_1001234665,/mnt/disk7,datanode3
blk_1001234666,/mnt/disk3,datanode1
blk_1001234666,/mnt/disk5,datanode2
blk_1001234666,/mnt/disk4,datanode3
blk_1001234667,/mnt/disk1,datanode1
blk_1001234667,/mnt/disk2,datanode2
blk_1001234667,/mnt/disk6,datanode3
blk_1001234668,/mnt/disk3,datanode1
blk_1001234668,/mnt/disk4,datanode2
blk_1001234668,/mnt/disk7,datanode3
blk_1001234669,/mnt/disk4,datanode1
blk_1001234669,/mnt/disk5,datanode2
blk_1001234669,/mnt/disk6,datanode3
blk_1001234670,/mnt/disk1,datanode1
blk_1001234670,/mnt/disk4,datanode2
blk_1001234670,/mnt/disk7,datanode3
blk_1001234671,/mnt/disk2,datanode1
blk_1001234671,/mnt/disk3,datanode2
blk_1001234671,/mnt/disk4,datanode3
blk_1001234672,/mnt/disk4,datanode1
blk_1001234672,/mnt/disk5,datanode2
blk_1001234672,/mnt/disk6,datanode3
blk_1001234673,/mnt/disk1,datanode1
blk_1001234673,/mnt/disk4,datanode2
blk_1001234673,/mnt/disk7,datanode3
blk_1001234674,/mnt/disk2,datanode1
blk_1001234674,/mnt/disk4,datanode2
blk_1001234674,/mnt/disk6,datanode3
blk_1001234675,/mnt/disk3,datanode1
blk_1001234675,/mnt/disk4,datanode2
blk_1001234675,/mnt/disk5,datanode3
blk_1001234676,/mnt/disk1,datanode1
blk_1001234676,/mnt/disk4,datanode2
blk_1001234676,/mnt/disk7,datanode3
blk_1001234677,/mnt/disk2,datanode1
blk_1001234677,/mnt/disk6,datanode2
blk_1001234677,/mnt/disk4,datanode3
blk_1001234678,/mnt/disk3,datanode1
blk_1001234678,/mnt/disk4,datanode2
blk_1001234678,/mnt/disk5,datanode3
blk_1001234679,/mnt/disk1,datanode1
blk_1001234679,/mnt/disk2,datanode2
blk_1001234679,/mnt/disk4,datanode3
blk_1001234680,/mnt/disk4,datanode1
blk_1001234680,/mnt/disk6,datanode2
blk_1001234680,/mnt/disk7,datanode3
blk_1001234681,/mnt/disk1,datanode1
blk_1001234681,/mnt/disk3,datanode2
blk_1001234681,/mnt/disk4,datanode3
blk_1001234682,/mnt/disk2,datanode1
blk_1001234682,/mnt/disk4,datanode2
blk_1001234682,/mnt/disk5,datanode3
blk_1001234683,/mnt/disk3,datanode1
blk_1001234683,/mnt/disk4,datanode2
blk_1001234683,/mnt/disk6,datanode3
blk_1001234684,/mnt/disk1,datanode1
blk_1001234684,/mnt/disk4,datanode2
blk_1001234684,/mnt/disk7,datanode3
blk_1001234685,/mnt/disk2,datanode1
blk_1001234685,/mnt/disk5,datanode2
blk_1001234685,/mnt/disk4,datanode3
blk_1001234686,/mnt/disk3,datanode1
blk_1001234686,/mnt/disk4,datanode2
blk_1001234686,/mnt/disk6,datanode3
blk_1001234687,/mnt/disk1,datanode1
blk_1001234687,/mnt/disk2,datanode2
blk_1001234687,/mnt/disk4,datanode3
blk_1001234688,/mnt/disk4,datanode1
blk_1001234688,/mnt/disk5,datanode2
blk_1001234688,/mnt/disk7,datanode3
blk_1001234689,/mnt/disk1,datanode1
blk_1001234689,/mnt/disk3,datanode2
blk_1001234689,/mnt/disk4,datanode3
blk_1001234690,/mnt/disk2,datanode1
blk_1001234690,/mnt/disk4,datanode2
blk_1001234690,/mnt/disk6,datanode3
blk_1001234691,/mnt/disk3,datanode1
blk_1001234691,/mnt/disk4,datanode2
blk_1001234691,/mnt/disk5,datanode3
blk_1001234692,/mnt/disk1,datanode1
blk_1001234692,/mnt/disk4,datanode2
blk_1001234692,/mnt/disk7,datanode3
blk_1001234693,/mnt/disk2,datanode1
blk_1001234693,/mnt/disk6,datanode2
blk_1001234693,/mnt/disk4,datanode3
blk_1001234694,/mnt/disk3,datanode1
blk_1001234694,/mnt/disk4,datanode2
blk_1001234694,/mnt/disk5,datanode3
blk_1001234695,/mnt/disk1,datanode1
blk_1001234695,/mnt/disk2,datanode2
blk_1001234695,/mnt/disk4,datanode3
blk_1001234696,/mnt/disk4,datanode1
blk_1001234696,/mnt/disk6,datanode2
blk_1001234696,/mnt/disk7,datanode3
blk_1001234697,/mnt/disk1,datanode1
blk_1001234697,/mnt/disk4,datanode2
blk_1001234698,/mnt/disk2,datanode1
blk_1001234698,/mnt/disk3,datanode2
blk_1001234698,/mnt/disk4,datanode3
blk_1001234699,/mnt/disk4,datanode1
blk_1001234699,/mnt/disk5,datanode2
blk_1001234699,/mnt/disk6,datanode3
blk_1001234700,/mnt/disk1,datanode1
blk_1001234700,/mnt/disk4,datanode2
blk_1001234700,/mnt/disk7,datanode3
blk_1001234701,/mnt/disk2,datanode1
blk_1001234701,/mnt/disk4,datanode2
blk_1001234701,/mnt/disk5,datanode3
blk_1001234702,/mnt/disk3,datanode1
blk_1001234702,/mnt/disk4,datanode2
blk_1001234702,/mnt/disk6,datanode3
blk_1001234703,/mnt/disk1,datanode1
blk_1001234703,/mnt/disk2,datanode2
blk_1001234703,/mnt/disk4,datanode3
blk_1001234704,/mnt/disk4,datanode1
blk_1001234704,/mnt/disk5,datanode2
blk_1001234704,/mnt/disk7,datanode3
blk_1001234705,/mnt/disk3,datanode1
blk_1001234705,/mnt/disk4,datanode2
blk_1001234705,/mnt/disk6,datanode3
blk_1001234706,/mnt/disk1,datanode1
blk_1001234706,/mnt/disk4,datanode2
blk_1001234706,/mnt/disk7,datanode3
blk_1001234707,/mnt/disk2,datanode1
blk_1001234707,/mnt/disk4,datanode2
blk_1001234707,/mnt/disk5,datanode3
blk_1001234708,/mnt/disk3,datanode1
blk_1001234708,/mnt/disk4,datanode2
blk_1001234708,/mnt/disk6,datanode3
blk_1001234709,/mnt/disk1,datanode1
blk_1001234709,/mnt/disk2,datanode2
blk_1001234709,/mnt/disk4,datanode3
blk_1001234710,/mnt/disk4,datanode1
blk_1001234710,/mnt/disk5,datanode2
blk_1001234710,/mnt/disk7,datanode3
blk_1001234711,/mnt/disk3,datanode1
blk_1001234711,/mnt/disk4,datanode2
blk_1001234711,/mnt/disk6,datanode3
blk_1001234712,/mnt/disk1,datanode1
blk_1001234712,/mnt/disk4,datanode2
blk_1001234712,/mnt/disk7,datanode3
blk_1001234713,/mnt/disk2,datanode1
blk_1001234713,/mnt/disk4,datanode2
blk_1001234713,/mnt/disk5,datanode3
blk_1001234714,/mnt/disk3,datanode1
blk_1001234714,/mnt/disk4,datanode2
blk_1001234714,/mnt/disk6,datanode3
blk_1001234715,/mnt/disk1,datanode1
blk_1001234715,/mnt/disk2,datanode2
blk_1001234715,/mnt/disk4,datanode3
blk_1001234716,/mnt/disk4,datanode1
blk_1001234716,/mnt/disk5,datanode2
blk_1001234716,/mnt/disk7,datanode3
blk_1001234717,/mnt/disk3,datanode1
blk_1001234717,/mnt/disk4,datanode2
blk_1001234717,/mnt/disk6,datanode3
blk_1001234718,/mnt/disk1,datanode1
blk_1001234718,/mnt/disk4,datanode2
blk_1001234718,/mnt/disk7,datanode3
blk_1001234719,/mnt/disk2,datanode1
blk_1001234719,/mnt/disk4,datanode2
blk_1001234719,/mnt/disk5,datanode3
blk_1001234720,/mnt/disk3,datanode1
blk_1001234720,/mnt/disk4,datanode2
blk_1001234720,/mnt/disk6,datanode3
blk_1001234721,/mnt/disk1,datanode1
blk_1001234721,/mnt/disk2,datanode2
blk_1001234721,/mnt/disk4,datanode3
blk_1001234722,/mnt/disk4,datanode1
blk_1001234722,/mnt/disk5,datanode2
blk_1001234722,/mnt/disk7,datanode3
blk_1001234723,/mnt/disk3,datanode1
blk_1001234723,/mnt/disk4,datanode2
blk_1001234723,/mnt/disk6,datanode3
blk_1001234724,/mnt/disk1,datanode1
blk_1001234724,/mnt/disk4,datanode2
blk_1001234724,/mnt/disk7,datanode3
blk_1001234725,/mnt/disk2,datanode1
blk_1001234725,/mnt/disk4,datanode2
blk_1001234725,/mnt/disk5,datanode3
blk_1001234726,/mnt/disk3,datanode1
blk_1001234726,/mnt/disk4,datanode2
blk_1001234726,/mnt/disk6,datanode3
blk_1001234727,/mnt/disk1,datanode1
blk_1001234727,/mnt/disk2,datanode2
blk_1001234727,/mnt/disk4,datanode3
blk_1001234728,/mnt/disk4,datanode1
blk_1001234728,/mnt/disk5,datanode2
blk_1001234728,/mnt/disk7,datanode3
blk_1001234729,/mnt/disk3,datanode1
blk_1001234729,/mnt/disk4,datanode2
blk_1001234729,/mnt/disk6,datanode3
blk_1001234730,/mnt/disk1,datanode1
blk_1001234730,/mnt/disk4,datanode2
blk_1001234730,/mnt/disk7,datanode3
blk_1001234731,/mnt/disk2,datanode1
blk_1001234731,/mnt/disk4,datanode2
blk_1001234731,/mnt/disk5,datanode3
blk_1001234732,/mnt/disk3,datanode1
blk_1001234732,/mnt/disk4,datanode2
blk_1001234732,/mnt/disk6,datanode3
blk_1001234733,/mnt/disk1,datanode1
blk_1001234733,/mnt/disk2,datanode2
blk_1001234733,/mnt/disk4,datanode3
blk_1001234734,/mnt/disk4,datanode1
blk_1001234734,/mnt/disk5,datanode2
blk_1001234734,/mnt/disk7,datanode3
blk_1001234735,/mnt/disk3,datanode1
blk_1001234735,/mnt/disk4,datanode2
blk_1001234735,/mnt/disk6,datanode3
blk_1001234736,/mnt/disk1,datanode1
blk_1001234736,/mnt/disk4,datanode2
blk_1001234736,/mnt/disk7,datanode3
blk_1001234737,/mnt/disk2,datanode1
blk_1001234737,/mnt/disk4,datanode2
blk_1001234737,/mnt/disk5,datanode3
blk_1001234738,/mnt/disk3,datanode1
blk_1001234738,/mnt/disk4,datanode2
blk_1001234738,/mnt/disk6,datanode3
blk_1001234739,/mnt/disk1,datanode1
blk_1001234739,/mnt/disk2,datanode2
blk_1001234739,/mnt/disk4,datanode3
blk_1001234740,/mnt/disk4,datanode1
blk_1001234740,/mnt/disk5,datanode2
blk_1001234740,/mnt/disk7,datanode3
blk_1001234741,/mnt/disk3,datanode1
blk_1001234741,/mnt/disk4,datanode2
blk_1001234741,/mnt/disk6,datanode3
blk_1001234742,/mnt/disk1,datanode1
blk_1001234742,/mnt/disk4,datanode2
blk_1001234742,/mnt/disk7,datanode3
blk_1001234743,/mnt/disk2,datanode1
blk_1001234743,/mnt/disk4,datanode2
blk_1001234743,/mnt/disk5,datanode3
blk_1001234744,/mnt/disk3,datanode1
blk_1001234744,/mnt/disk4,datanode2
blk_1001234744,/mnt/disk6,datanode3
blk_1001234745,/mnt/disk1,datanode1
blk_1001234745,/mnt/disk2,datanode2
blk_1001234745,/mnt/disk4,datanode3
blk_1001234746,/mnt/disk4,datanode1
blk_1001234746,/mnt/disk5,datanode2
blk_1001234746,/mnt/disk7,datanode3
blk_1001234747,/mnt/disk3,datanode1
blk_1001234747,/mnt/disk4,datanode2
blk_1001234747,/mnt/disk6,datanode3
blk_1001234748,/mnt/disk1,datanode1
blk_1001234748,/mnt/disk4,datanode2
blk_1001234748,/mnt/disk7,datanode3
blk_1001234749,/mnt/disk2,datanode1
blk_1001234749,/mnt/disk4,datanode2
blk_1001234749,/mnt/disk5,datanode3
blk_1001234750,/mnt/disk3,datanode1
blk_1001234750,/mnt/disk4,datanode2
blk_1001234750,/mnt/disk6,datanode3
blk_1001234751,/mnt/disk1,datanode1
blk_1001234751,/mnt/disk2,datanode2
blk_1001234751,/mnt/disk4,datanode3
blk_1001234751,/mnt/disk7,datanode3
blk_1001234752,/mnt/disk4,datanode1
blk_1001234752,/mnt/disk5,datanode2
blk_1001234752,/mnt/disk6,datanode3
blk_1001234753,/mnt/disk3,datanode1
blk_1001234753,/mnt/disk4,datanode2
blk_1001234753,/mnt/disk7,datanode3
blk_1001234754,/mnt/disk1,datanode1
blk_1001234754,/mnt/disk4,datanode2
blk_1001234754,/mnt/disk5,datanode3
blk_1001234755,/mnt/disk2,datanode1
blk_1001234755,/mnt/disk4,datanode2
blk_1001234755,/mnt/disk6,datanode3
blk_1001234756,/mnt/disk3,datanode1
blk_1001234756,/mnt/disk4,datanode2
blk_1001234756,/mnt/disk7,datanode3
blk_1001234757,/mnt/disk1,datanode1
blk_1001234757,/mnt/disk5,datanode2
blk_1001234757,/mnt/disk4,datanode3
blk_1001234758,/mnt/disk2,datanode1
blk_1001234758,/mnt/disk4,datanode2
blk_1001234758,/mnt/disk6,datanode3
blk_1001234759,/mnt/disk3,datanode1
blk_1001234759,/mnt/disk4,datanode2
blk_1001234759,/mnt/disk7,datanode3
blk_1001234760,/mnt/disk1,datanode1
blk_1001234760,/mnt/disk4,datanode2
blk_1001234760,/mnt/disk5,datanode3
blk_1001234761,/mnt/disk2,datanode1
blk_1001234761,/mnt/disk4,datanode2
blk_1001234761,/mnt/disk6,datanode3
blk_1001234762,/mnt/disk3,datanode1
blk_1001234762,/mnt/disk4,datanode2
blk_1001234762,/mnt/disk7,datanode3
blk_1001234763,/mnt/disk1,datanode1
blk_1001234763,/mnt/disk5,datanode2
blk_1001234763,/mnt/disk4,datanode3
blk_1001234764,/mnt/disk2,datanode1
blk_1001234764,/mnt/disk4,datanode2
blk_1001234764,/mnt/disk6,datanode3
blk_1001234765,/mnt/disk3,datanode1
blk_1001234765,/mnt/disk4,datanode2
blk_1001234765,/mnt/disk7,datanode3
blk_1001234766,/mnt/disk1,datanode1
blk_1001234766,/mnt/disk4,datanode2
blk_1001234766,/mnt/disk5,datanode3
blk_1001234767,/mnt/disk2,datanode1
blk_1001234767,/mnt/disk4,datanode2
blk_1001234767,/mnt/disk6,datanode3
blk_1001234768,/mnt/disk3,datanode1
blk_1001234768,/mnt/disk4,datanode2
blk_1001234768,/mnt/disk7,datanode3
blk_1001234769,/mnt/disk1,datanode1
blk_1001234769,/mnt/disk5,datanode2
blk_1001234769,/mnt/disk4,datanode3
blk_1001234770,/mnt/disk2,datanode1
blk_1001234770,/mnt/disk4,datanode2
blk_1001234770,/mnt/disk6,datanode3
blk_1001234771,/mnt/disk3,datanode1
blk_1001234771,/mnt/disk4,datanode2
blk_1001234771,/mnt/disk7,datanode3
blk_1001234772,/mnt/disk1,datanode1
blk_1001234772,/mnt/disk4,datanode2
blk_1001234772,/mnt/disk5,datanode3
blk_1001234773,/mnt/disk2,datanode1
blk_1001234773,/mnt/disk4,datanode2
blk_1001234773,/mnt/disk6,datanode3
blk_1001234774,/mnt/disk3,datanode1
blk_1001234774,/mnt/disk4,datanode2
blk_1001234774,/mnt/disk7,datanode3
blk_1001234775,/mnt/disk1,datanode1
blk_1001234775,/mnt/disk5,datanode2
blk_1001234775,/mnt/disk4,datanode3
blk_1001234776,/mnt/disk2,datanode1
blk_1001234776,/mnt/disk4,datanode2
blk_1001234776,/mnt/disk6,datanode3
blk_1001234777,/mnt/disk3,datanode1
blk_1001234777,/mnt/disk4,datanode2
blk_1001234777,/mnt/disk7,datanode3
blk_1001234778,/mnt/disk1,datanode1
blk_1001234778,/mnt/disk4,datanode2
blk_1001234778,/mnt/disk5,datanode3
blk_1001234779,/mnt/disk2,datanode1
