sensor_id,temperature_c,humidity_pct,pressure_hpa,timestamp
SENSOR-009,22.2,46.9,1013.1,2024-01-01T19:00:00Z
SENSOR-009,21.9,47.6,1012.9,2024-01-01T20:00:00Z
SENSOR-009,21.7,48.1,1012.7,2024-01-01T21:00:00Z
SENSOR-009,21.5,48.5,1012.6,2024-01-01T22:00:00Z
SENSOR-009,21.3,48.9,1012.5,2024-01-01T23:00:00Z
SENSOR-010,23.2,43.9,1013.6,2024-01-01T00:00:00Z
SENSOR-010,22.8,44.7,1013.4,2024-01-01T01:00:00Z
SENSOR-010,22.5,45.4,1013.2,2024-01-01T02:00:00Z
SENSOR-010,22.2,46.1,1013.0,2024-01-01T03:00:00Z
SENSOR-010,22.0,46.7,1012.9,2024-01-01T04:00:00Z
SENSOR-010,21.8,47.2,1012.7,2024-01-01T05:00:00Z
SENSOR-010,22.1,46.5,1012.9,2024-01-01T06:00:00Z
SENSOR-010,22.8,45.2,1013.4,2024-01-01T07:00:00Z
SENSOR-010,23.6,43.6,1014.0,2024-01-01T08:00:00Z
SENSOR-010,24.4,42.0,1014.5,2024-01-01T09:00:00Z
SENSOR-010,25.0,40.5,1014.9,2024-01-01T10:00:00Z
SENSOR-010,25.5,39.3,1015.2,2024-01-01T11:00:00Z
SENSOR-010,25.9,38.4,1015.4,2024-01-01T12:00:00Z
SENSOR-010,26.0,38.0,1015.5,2024-01-01T13:00:00Z
SENSOR-010,25.8,38.6,1015.3,2024-01-01T14:00:00Z
SENSOR-010,25.3,39.8,1015.0,2024-01-01T15:00:00Z
SENSOR-010,24.7,41.3,1014.6,2024-01-01T16:00:00Z
SENSOR-010,24.1,42.8,1014.2,2024-01-01T17:00:00Z
SENSOR-010,23.6,43.9,1013.9,2024-01-01T18:00:00Z
SENSOR-010,23.2,44.7,1013.7,2024-01-01T19:00:00Z
SENSOR-010,22.9,45.4,1013.5,2024-01-01T20:00:00Z
SENSOR-010,22.7,45.9,1013.3,2024-01-01T21:00:00Z
SENSOR-010,22.5,46.3,1013.2,2024-01-01T22:00:00Z
SENSOR-010,22.3,46.7,1013.1,2024-01-01T23:00:00Z
SENSOR-011,22.4,45.5,1013.1,2024-01-02T00:00:00Z
SENSOR-011,22.0,46.3,1012.9,2024-01-02T01:00:00Z
SENSOR-011,21.7,47.0,1012.7,2024-01-02T02:00:00Z
SENSOR-011,21.4,47.7,1012.5,2024-01-02T03:00:00Z
SENSOR-011,21.2,48.3,1012.4,2024-01-02T04:00:00Z
SENSOR-011,21.0,48.8,1012.2,2024-01-02T05:00:00Z
SENSOR-011,21.3,48.1,1012.4,2024-01-02T06:00:00Z
SENSOR-011,22.0,46.8,1012.9,2024-01-02T07:00:00Z
SENSOR-011,22.8,45.2,1013.5,2024-01-02T08:00:00Z
SENSOR-011,23.6,43.6,1014.0,2024-01-02T09:00:00Z
SENSOR-011,24.3,42.1,1014.4,2024-01-02T10:00:00Z
SENSOR-011,24.9,40.7,1014.7,2024-01-02T11:00:00Z
SENSOR-011,25.3,39.6,1014.9,2024-01-02T12:00:00Z
SENSOR-011,25.5,39.0,1015.0,2024-01-02T13:00:00Z
SENSOR-011,25.3,39.5,1014.8,2024-01-02T14:00:00Z
SENSOR-011,24.8,40.8,1014.5,2024-01-02T15:00:00Z
SENSOR-011,24.2,42.3,1014.1,2024-01-02T16:00:00Z
SENSOR-011,23.6,43.8,1013.7,2024-01-02T17:00:00Z
SENSOR-011,23.1,44.9,1013.4,2024-01-02T18:00:00Z
SENSOR-011,22.7,45.7,1013.2,2024-01-02T19:00:00Z
SENSOR-011,22.4,46.4,1013.0,2024-01-02T20:00:00Z
SENSOR-011,22.2,46.9,1012.8,2024-01-02T21:00:00Z
SENSOR-011,22.0,47.3,1012.7,2024-01-02T22:00:00Z
SENSOR-011,21.8,47.7,1012.6,2024-01-02T23:00:00Z
SENSOR-012,21.5,47.4,1012.9,2024-01-02T00:00:00Z
SENSOR-012,21.2,48.1,1012.7,2024-01-02T01:00:00Z
SENSOR-012,20.9,48.8,1012.5,2024-01-02T02:00:00Z
SENSOR-012,20.7,49.4,1012.3,2024-01-02T03:00:00Z
SENSOR-012,20.5,49.9,1012.2,2024-01-02T04:00:00Z
SENSOR-012,20.3,50.4,1012.0,2024-01-02T05:00:00Z
SENSOR-012,20.6,49.7,1012.2,2024-01-02T06:00:00Z
SENSOR-012,21.3,48.4,1012.7,2024-01-02T07:00:00Z
SENSOR-012,22.1,46.8,1013.3,2024-01-02T08:00:00Z
SENSOR-012,22.9,45.2,1013.8,2024-01-02T09:00:00Z
SENSOR-012,23.6,43.6,1014.2,2024-01-02T10:00:00Z
SENSOR-012,24.2,42.2,1014.5,2024-01-02T11:00:00Z
SENSOR-012,24.6,41.0,1014.7,2024-01-02T12:00:00Z
SENSOR-012,24.8,40.4,1014.8,2024-01-02T13:00:00Z
SENSOR-012,24.6,40.9,1014.6,2024-01-02T14:00:00Z
SENSOR-012,24.1,42.2,1014.3,2024-01-02T15:00:00Z
SENSOR-012,23.5,43.7,1013.9,2024-01-02T16:00:00Z
SENSOR-012,22.9,45.2,1013.5,2024-01-02T17:00:00Z
SENSOR-012,22.4,46.4,1013.2,2024-01-02T18:00:00Z
SENSOR-012,22.0,47.2,1013.0,2024-01-02T19:00:00Z
SENSOR-012,21.7,47.9,1012.8,2024-01-02T20:00:00Z
SENSOR-012,21.5,48.4,1012.6,2024-01-02T21:00:00Z
SENSOR-012,21.3,48.8,1012.5,2024-01-02T22:00:00Z
SENSOR-012,21.1,49.2,1012.4,2024-01-02T23:00:00Z
SENSOR-013,23.4,43.6,1013.8,2024-01-02T00:00:00Z
SENSOR-013,23.0,44.4,1013.6,2024-01-02T01:00:00Z
SENSOR-013,22.7,45.1,1013.4,2024-01-02T02:00:00Z
SENSOR-013,22.4,45.8,1013.2,2024-01-02T03:00:00Z
SENSOR-013,22.2,46.4,1013.1,2024-01-02T04:00:00Z
SENSOR-013,22.0,46.9,1012.9,2024-01-02T05:00:00Z
SENSOR-013,22.3,46.2,1013.1,2024-01-02T06:00:00Z
SENSOR-013,23.0,44.9,1013.6,2024-01-02T07:00:00Z
SENSOR-013,23.8,43.3,1014.2,2024-01-02T08:00:00Z
SENSOR-013,24.6,41.7,1014.7,2024-01-02T09:00:00Z
SENSOR-013,25.2,40.2,1015.1,2024-01-02T10:00:00Z
SENSOR-013,25.7,39.0,1015.4,2024-01-02T11:00:00Z
SENSOR-013,26.1,38.1,1015.6,2024-01-02T12:00:00Z
SENSOR-013,26.2,37.7,1015.7,2024-01-02T13:00:00Z
SENSOR-013,26.0,38.3,1015.5,2024-01-02T14:00:00Z
SENSOR-013,25.5,39.5,1015.2,2024-01-02T15:00:00Z
SENSOR-013,24.9,41.0,1014.8,2024-01-02T16:00:00Z
SENSOR-013,24.3,42.5,1014.4,2024-01-02T17:00:00Z
SENSOR-013,23.8,43.6,1014.1,2024-01-02T18:00:00Z
SENSOR-013,23.4,44.4,1013.9,2024-01-02T19:00:00Z
SENSOR-013,23.1,45.1,1013.7,2024-01-02T20:00:00Z
SENSOR-013,22.9,45.6,1013.5,2024-01-02T21:00:00Z
SENSOR-013,22.7,46.0,1013.4,2024-01-02T22:00:00Z
SENSOR-013,22.5,46.4,1013.3,2024-01-02T23:00:00Z
SENSOR-014,22.6,45.2,1013.3,2024-01-02T00:00:00Z
SENSOR-014,22.2,46.0,1013.1,2024-01-02T01:00:00Z
SENSOR-014,21.9,46.7,1012.9,2024-01-02T02:00:00Z
SENSOR-014,21.6,47.4,1012.7,2024-01-02T03:00:00Z
SENSOR-014,21.4,48.0,1012.6,2024-01-02T04:00:00Z
SENSOR-014,21.2,48.5,1012.4,2024-01-02T05:00:00Z
SENSOR-014,21.5,47.8,1012.6,2024-01-02T06:00:00Z
SENSOR-014,22.2,46.5,1013.1,2024-01-02T07:00:00Z
SENSOR-014,23.0,44.9,1013.7,2024-01-02T08:00:00Z
SENSOR-014,23.8,43.3,1014.2,2024-01-02T09:00:00Z
SENSOR-014,24.5,41.8,1014.6,2024-01-02T10:00:00Z
SENSOR-014,25.1,40.4,1014.9,2024-01-02T11:00:00Z
SENSOR-014,25.5,39.3,1015.1,2024-01-02T12:00:00Z
SENSOR-014,25.7,38.7,1015.2,2024-01-02T13:00:00Z
SENSOR-014,25.5,39.2,1015.0,2024-01-02T14:00:00Z
SENSOR-014,25.0,40.5,1014.7,2024-01-02T15:00:00Z
SENSOR-014,24.4,42.0,1014.3,2024-01-02T16:00:00Z
SENSOR-014,23.8,43.5,1013.9,2024-01-02T17:00:00Z
SENSOR-014,23.3,44.6,1013.6,2024-01-02T18:00:00Z
SENSOR-014,22.9,45.4,1013.4,2024-01-02T19:00:00Z
SENSOR-014,22.6,46.1,1013.2,2024-01-02T20:00:00Z
SENSOR-014,22.4,46.6,1013.0,2024-01-02T21:00:00Z
SENSOR-014,22.2,47.0,1012.9,2024-01-02T22:00:00Z
SENSOR-014,22.0,47.4,1012.8,2024-01-02T23:00:00Z
SENSOR-015,21.8,46.9,1013.0,2024-01-02T00:00:00Z
SENSOR-015,21.5,47.6,1012.8,2024-01-02T01:00:00Z
SENSOR-015,21.2,48.3,1012.6,2024-01-02T02:00:00Z
SENSOR-015,21.0,48.9,1012.4,2024-01-02T03:00:00Z
SENSOR-015,20.8,49.5,1012.3,2024-01-02T04:00:00Z
SENSOR-015,20.6,50.0,1012.1,2024-01-02T05:00:00Z
SENSOR-015,20.9,49.3,1012.3,2024-01-02T06:00:00Z
SENSOR-015,21.6,48.0,1012.8,2024-01-02T07:00:00Z
SENSOR-015,22.4,46.4,1013.4,2024-01-02T08:00:00Z
SENSOR-015,23.2,44.8,1013.9,2024-01-02T09:00:00Z
SENSOR-015,23.9,43.2,1014.3,2024-01-02T10:00:00Z
SENSOR-015,24.5,41.7,1014.6,2024-01-02T11:00:00Z
SENSOR-015,24.9,40.6,1014.8,2024-01-02T12:00:00Z
SENSOR-015,25.1,40.0,1014.9,2024-01-02T13:00:00Z
SENSOR-015,24.9,40.5,1014.7,2024-01-02T14:00:00Z
SENSOR-015,24.4,41.8,1014.4,2024-01-02T15:00:00Z
SENSOR-015,23.8,43.3,1014.0,2024-01-02T16:00:00Z
SENSOR-015,23.2,44.8,1013.6,2024-01-02T17:00:00Z
SENSOR-015,22.7,46.0,1013.3,2024-01-02T18:00:00Z
SENSOR-015,22.3,46.8,1013.1,2024-01-02T19:00:00Z
SENSOR-015,22.0,47.5,1012.9,2024-01-02T20:00:00Z
SENSOR-015,21.8,48.0,1012.7,2024-01-02T21:00:00Z
SENSOR-015,21.6,48.4,1012.6,2024-01-02T22:00:00Z
SENSOR-015,21.4,48.8,1012.5,2024-01-02T23:00:00Z
SENSOR-016,23.1,44.1,1013.5,2024-01-02T00:00:00Z
SENSOR-016,22.7,44.9,1013.3,2024-01-02T01:00:00Z
SENSOR-016,22.4,45.6,1013.1,2024-01-02T02:00:00Z
SENSOR-016,22.1,46.3,1012.9,2024-01-02T03:00:00Z
SENSOR-016,21.9,46.9,1012.8,2024-01-02T04:00:00Z
SENSOR-016,21.7,47.4,1012.6,2024-01-02T05:00:00Z
SENSOR-016,22.0,46.7,1012.8,2024-01-02T06:00:00Z
SENSOR-016,22.7,45.4,1013.3,2024-01-02T07:00:00Z
SENSOR-016,23.5,43.8,1013.9,2024-01-02T08:00:00Z
SENSOR-016,24.3,42.2,1014.4,2024-01-02T09:00:00Z
SENSOR-016,24.9,40.7,1014.8,2024-01-02T10:00:00Z
SENSOR-016,25.4,39.5,1015.1,2024-01-02T11:00:00Z
SENSOR-016,25.8,38.6,1015.3,2024-01-02T12:00:00Z
SENSOR-016,25.9,38.2,1015.4,2024-01-02T13:00:00Z
SENSOR-016,25.7,38.8,1015.2,2024-01-02T14:00:00Z
SENSOR-016,25.2,40.0,1014.9,2024-01-02T15:00:00Z
SENSOR-016,24.6,41.5,1014.5,2024-01-02T16:00:00Z
SENSOR-016,24.0,43.0,1014.1,2024-01-02T17:00:00Z
SENSOR-016,23.5,44.1,1013.8,2024-01-02T18:00:00Z
SENSOR-016,23.1,44.9,1013.6,2024-01-02T19:00:00Z
SENSOR-016,22.8,45.6,1013.4,2024-01-02T20:00:00Z
SENSOR-016,22.6,46.1,1013.2,2024-01-02T21:00:00Z
SENSOR-016,22.4,46.5,1013.1,2024-01-02T22:00:00Z
SENSOR-016,22.2,46.9,1013.0,2024-01-02T23:00:00Z
SENSOR-017,22.9,44.6,1013.4,2024-01-03T00:00:00Z
SENSOR-017,22.5,45.4,1013.2,2024-01-03T01:00:00Z
SENSOR-017,22.2,46.1,1013.0,2024-01-03T02:00:00Z
