transaction_id,customer_id,product_category,transaction_date,amount,region
TXN_0000000057,CUST_07210,Electronics,2023-01-30,1899.99,North
TXN_0000000058,CUST_02543,Clothing,2023-08-26,113.25,East
TXN_0000000059,CUST_05876,Home & Garden,2023-04-22,478.99,South
TXN_0000000060,CUST_08109,Books,2023-10-08,33.50,Central
TXN_0000000061,CUST_01654,Toys,2023-07-14,234.75,West
TXN_0000000062,CUST_09987,Sports,2023-03-31,512.00,North
TXN_0000000063,CUST_03543,Food & Beverage,2023-11-16,82.99,East
TXN_0000000064,CUST_06210,Beauty,2023-05-03,127.25,South
TXN_0000000065,CUST_04876,Electronics,2023-09-20,1725.50,Central
TXN_0000000066,CUST_07321,Clothing,2023-02-15,98.75,West
TXN_0000000067,CUST_02109,Home & Garden,2023-12-22,601.00,North
TXN_0000000068,CUST_05654,Books,2023-06-08,41.99,East
TXN_0000000069,CUST_08987,Toys,2023-01-14,198.50,South
TXN_0000000070,CUST_01210,Sports,2023-08-02,445.25,Central
TXN_0000000071,CUST_09543,Food & Beverage,2023-04-18,74.75,West
TXN_0000000072,CUST_03876,Beauty,2023-10-25,139.99,North
TXN_0000000073,CUST_06109,Electronics,2023-07-31,2299.00,East
TXN_0000000074,CUST_04654,Clothing,2023-03-12,105.50,South
TXN_0000000075,CUST_07987,Home & Garden,2023-11-03,489.75,Central
TXN_0000000076,CUST_02210,Books,2023-05-19,36.25,West
TXN_0000000077,CUST_05543,Toys,2023-09-06,223.00,North
TXN_0000000078,CUST_08876,Sports,2023-02-27,578.50,East
TXN_0000000079,CUST_01321,Food & Beverage,2023-12-14,88.99,South
TXN_0000000080,CUST_09109,Beauty,2023-06-20,148.75,Central
TXN_0000000081,CUST_03654,Electronics,2023-01-26,1550.00,West
TXN_0000000082,CUST_06987,Clothing,2023-08-12,119.25,North
TXN_0000000083,CUST_04210,Home & Garden,2023-04-08,523.50,East
TXN_0000000084,CUST_07543,Books,2023-10-30,39.99,South
TXN_0000000085,CUST_02876,Toys,2023-07-26,256.75,Central
TXN_0000000086,CUST_05109,Sports,2023-03-24,489.00,West
TXN_0000000087,CUST_08432,Food & Beverage,2023-11-30,76.50,North
TXN_0000000088,CUST_01765,Beauty,2023-05-16,162.25,East
TXN_0000000089,CUST_09098,Electronics,2023-09-12,1975.99,South
TXN_0000000090,CUST_03987,Clothing,2023-02-03,92.50,Central
TXN_0000000091,CUST_06210,Home & Garden,2023-12-09,567.00,West
TXN_0000000092,CUST_04543,Books,2023-06-24,43.75,North
TXN_0000000093,CUST_07876,Toys,2023-01-11,211.99,East
TXN_0000000094,CUST_02321,Sports,2023-08-18,534.25,South
TXN_0000000095,CUST_05654,Food & Beverage,2023-04-14,81.50,Central
TXN_0000000096,CUST_08987,Beauty,2023-10-06,151.75,West
TXN_0000000097,CUST_01432,Electronics,2023-07-02,2450.00,North
TXN_0000000098,CUST_09765,Clothing,2023-03-20,108.99,East
TXN_0000000099,CUST_03210,Home & Garden,2023-11-25,612.50,South
TXN_0000000100,CUST_06543,Books,2023-05-31,35.25,Central
TXN_0000000101,CUST_04876,Toys,2023-09-27,289.75,West
TXN_0000000102,CUST_07109,Sports,2023-02-10,456.00,North
TXN_0000000103,CUST_02654,Food & Beverage,2023-12-16,93.99,East
TXN_0000000104,CUST_05987,Beauty,2023-06-12,174.50,South
TXN_0000000105,CUST_08210,Electronics,2023-01-18,1825.00,Central
TXN_0000000106,CUST_01543,Clothing,2023-08-24,115.25,West
TXN_0000000107,CUST_09876,Home & Garden,2023-04-30,545.75,North
TXN_0000000108,CUST_03321,Books,2023-10-16,40.99,East
TXN_0000000109,CUST_06654,Toys,2023-07-22,245.50,South
TXN_0000000110,CUST_04987,Sports,2023-03-07,601.25,Central
TXN_0000000111,CUST_07210,Food & Beverage,2023-11-12,85.75,West
TXN_0000000112,CUST_02543,Beauty,2023-05-08,168.99,North
TXN_0000000113,CUST_05876,Electronics,2023-09-04,2175.50,East
TXN_0000000114,CUST_08109,Clothing,2023-02-19,121.75,South
TXN_0000000115,CUST_01654,Home & Garden,2023-12-26,589.00,Central
TXN_0000000116,CUST_09987,Books,2023-06-15,37.50,West
TXN_0000000117,CUST_03543,Toys,2023-01-03,267.99,North
TXN_0000000118,CUST_06210,Sports,2023-08-09,523.75,East
TXN_0000000119,CUST_04876,Food & Beverage,2023-04-05,89.25,South
TXN_0000000120,CUST_07321,Beauty,2023-10-21,183.50,Central
TXN_0000000121,CUST_02109,Electronics,2023-07-17,1650.00,West
TXN_0000000122,CUST_05654,Clothing,2023-03-26,128.99,North
TXN_0000000123,CUST_08987,Home & Garden,2023-11-07,634.25,East
TXN_0000000124,CUST_01210,Books,2023-05-23,44.75,South
TXN_0000000125,CUST_09543,Toys,2023-09-19,278.50,Central
TXN_0000000126,CUST_03876,Sports,2023-02-24,567.00,West
TXN_0000000127,CUST_06109,Food & Beverage,2023-12-10,91.99,North
TXN_0000000128,CUST_04654,Beauty,2023-06-26,195.75,East
TXN_0000000129,CUST_07987,Electronics,2023-01-22,2325.50,South
TXN_0000000130,CUST_02210,Clothing,2023-08-28,134.25,Central
TXN_0000000131,CUST_05543,Home & Garden,2023-04-24,678.99,West
TXN_0000000132,CUST_08876,Books,2023-10-10,41.50,North
TXN_0000000133,CUST_01321,Toys,2023-07-06,301.75,East
TXN_0000000134,CUST_09109,Sports,2023-03-13,612.25,South
TXN_0000000135,CUST_03654,Food & Beverage,2023-11-19,95.50,Central
TXN_0000000136,CUST_06987,Beauty,2023-05-05,208.99,West
TXN_0000000137,CUST_04210,Electronics,2023-09-11,1775.00,North
TXN_0000000138,CUST_07543,Clothing,2023-02-16,141.50,East
TXN_0000000139,CUST_02876,Home & Garden,2023-12-02,723.75,South
TXN_0000000140,CUST_05109,Books,2023-06-18,38.25,Central
TXN_0000000141,CUST_08432,Toys,2023-01-29,312.99,West
TXN_0000000142,CUST_01765,Sports,2023-08-05,534.50,North
TXN_0000000143,CUST_09098,Food & Beverage,2023-04-11,99.75,East
TXN_0000000144,CUST_03987,Beauty,2023-10-27,221.25,South
TXN_0000000145,CUST_06210,Electronics,2023-07-23,2099.99,Central
TXN_0000000146,CUST_04543,Clothing,2023-03-09,148.75,West
TXN_0000000147,CUST_07876,Home & Garden,2023-11-14,768.50,North
TXN_0000000148,CUST_02321,Books,2023-05-20,46.99,East
TXN_0000000149,CUST_05654,Toys,2023-09-26,345.25,South
TXN_0000000150,CUST_08987,Sports,2023-02-06,589.75,Central
TXN_0000000151,CUST_01432,Food & Beverage,2023-12-18,103.50,West
TXN_0000000152,CUST_09765,Beauty,2023-06-14,234.99,North
TXN_0000000153,CUST_03210,Electronics,2023-01-05,1925.00,East
TXN_0000000154,CUST_06543,Clothing,2023-08-11,155.25,South
TXN_0000000155,CUST_04876,Home & Garden,2023-04-17,812.75,Central
TXN_0000000156,CUST_07109,Books,2023-10-03,49.50,West
TXN_0000000157,CUST_02654,Toys,2023-07-29,367.99,North
TXN_0000000158,CUST_05987,Sports,2023-03-15,645.00,East
TXN_0000000159,CUST_08210,Food & Beverage,2023-11-20,107.25,South
TXN_0000000160,CUST_01543,Beauty,2023-05-26,248.75,Central
TXN_0000000161,CUST_09876,Electronics,2023-09-17,2475.50,West
TXN_0000000162,CUST_03321,Clothing,2023-02-12,162.99,North
TXN_0000000163,CUST_06654,Home & Garden,2023-12-08,857.25,East
TXN_0000000164,CUST_04987,Books,2023-06-04,52.75,South
TXN_0000000165,CUST_07210,Toys,2023-01-20,389.50,Central
TXN_0000000166,CUST_02543,Sports,2023-08-16,701.25,West
TXN_0000000167,CUST_05876,Food & Beverage,2023-04-12,111.99,North
TXN_0000000168,CUST_08109,Beauty,2023-10-28,262.50,East
TXN_0000000169,CUST_01654,Electronics,2023-07-14,1850.00,South
TXN_0000000170,CUST_09987,Clothing,2023-03-21,169.75,Central
TXN_0000000171,CUST_03543,Home & Garden,2023-11-26,901.99,West
TXN_0000000172,CUST_06210,Books,2023-05-12,55.25,North
TXN_0000000173,CUST_04876,Toys,2023-09-08,412.75,East
TXN_0000000174,CUST_07321,Sports,2023-02-18,756.50,South
TXN_0000000175,CUST_02109,Food & Beverage,2023-12-24,116.75,Central
TXN_0000000176,CUST_05654,Beauty,2023-06-30,276.25,West
TXN_0000000177,CUST_08987,Electronics,2023-01-16,2625.99,North
TXN_0000000178,CUST_01210,Clothing,2023-08-22,177.50,East
TXN_0000000179,CUST_09543,Home & Garden,2023-04-28,946.75,South
TXN_0000000180,CUST_03876,Books,2023-10-14,58.99,Central
TXN_0000000181,CUST_06109,Toys,2023-07-10,434.25,West
TXN_0000000182,CUST_04654,Sports,2023-03-27,812.75,North
TXN_0000000183,CUST_07987,Food & Beverage,2023-11-12,121.50,East
TXN_0000000184,CUST_02210,Beauty,2023-05-18,289.99,South
TXN_0000000185,CUST_05543,Electronics,2023-09-14,1975.00,Central
TXN_0000000186,CUST_08876,Clothing,2023-02-09,184.25,West
TXN_0000000187,CUST_01321,Home & Garden,2023-12-05,991.50,North
TXN_0000000188,CUST_09109,Books,2023-06-21,61.75,East
TXN_0000000189,CUST_03654,Toys,2023-01-27,456.99,South
TXN_0000000190,CUST_06987,Sports,2023-08-03,868.00,Central
TXN_0000000191,CUST_04210,Food & Beverage,2023-04-19,126.25,West
TXN_0000000192,CUST_07543,Beauty,2023-10-05,303.75,North
TXN_0000000193,CUST_02876,Electronics,2023-07-21,2125.50,East
TXN_0000000194,CUST_05109,Clothing,2023-03-08,191.99,South
TXN_0000000195,CUST_08432,Home & Garden,2023-11-23,1036.25,Central
TXN_0000000196,CUST_01765,Books,2023-05-14,64.50,West
TXN_0000000197,CUST_09098,Toys,2023-09-30,479.75,North
TXN_0000000198,CUST_03987,Sports,2023-02-25,923.25,East
TXN_0000000199,CUST_06210,Food & Beverage,2023-12-11,131.99,South
TXN_0000000200,CUST_04543,Beauty,2023-06-27,317.50,Central
TXN_0000000201,CUST_07876,Electronics,2023-01-13,2275.00,West
TXN_0000000202,CUST_02321,Clothing,2023-08-19,199.75,North
TXN_0000000203,CUST_05654,Home & Garden,2023-04-15,1081.99,East
TXN_0000000204,CUST_08987,Books,2023-10-31,67.25,South
TXN_0000000205,CUST_01432,Toys,2023-07-27,502.50,Central
TXN_0000000206,CUST_09765,Sports,2023-03-04,978.75,West
TXN_0000000207,CUST_03210,Food & Beverage,2023-11-29,136.75,North
TXN_0000000208,CUST_06543,Beauty,2023-05-21,331.25,East
TXN_0000000209,CUST_04876,Electronics,2023-09-07,1825.99,South
TXN_0000000210,CUST_07109,Clothing,2023-02-11,206.50,Central
TXN_0000000211,CUST_02654,Home & Garden,2023-12-17,1127.75,West
TXN_0000000212,CUST_05987,Books,2023-06-13,70.99,North
TXN_0000000213,CUST_08210,Toys,2023-01-24,525.25,East
TXN_0000000214,CUST_01543,Sports,2023-08-30,1034.00,South
TXN_0000000215,CUST_09876,Food & Beverage,2023-04-06,141.50,Central
TXN_0000000216,CUST_03321,Beauty,2023-10-22,345.99,West
TXN_0000000217,CUST_06654,Electronics,2023-07-18,2425.50,North
TXN_0000000218,CUST_04987,Clothing,2023-03-25,214.25,East
TXN_0000000219,CUST_07210,Home & Garden,2023-11-10,1173.50,South
TXN_0000000220,CUST_02543,Books,2023-05-27,73.75,Central
TXN_0000000221,CUST_05876,Toys,2023-09-23,547.99,West
TXN_0000000222,CUST_08109,Sports,2023-02-04,1089.25,North
TXN_0000000223,CUST_01654,Food & Beverage,2023-12-30,146.25,East
TXN_0000000224,CUST_09987,Beauty,2023-06-10,359.75,South
TXN_0000000225,CUST_03543,Electronics,2023-01-09,1975.00,Central
TXN_0000000226,CUST_06210,Clothing,2023-08-15,221.99,West
TXN_0000000227,CUST_04876,Home & Garden,2023-04-21,1219.25,North
TXN_0000000228,CUST_07321,Books,2023-10-07,76.50,East
TXN_0000000229,CUST_02109,Toys,2023-07-03,570.75,South
TXN_0000000230,CUST_05654,Sports,2023-03-19,1145.50,Central
TXN_0000000231,CUST_08987,Food & Beverage,2023-11-24,151.99,West
TXN_0000000232,CUST_01210,Beauty,2023-05-10,373.50,North
TXN_0000000233,CUST_09543,Electronics,2023-09-16,2125.75,East
TXN_0000000234,CUST_03876,Clothing,2023-02-22,229.25,South
TXN_0000000235,CUST_06109,Home & Garden,2023-12-08,1265.99,Central
TXN_0000000236,CUST_04654,Books,2023-06-24,79.25,West
TXN_0000000237,CUST_07987,Toys,2023-01-31,593.50,North
TXN_0000000238,CUST_02210,Sports,2023-08-07,1201.75,East
TXN_0000000239,CUST_05543,Food & Beverage,2023-04-13,156.75,South
TXN_0000000240,CUST_08876,Beauty,2023-10-29,387.25,Central
TXN_0000000241,CUST_01321,Electronics,2023-07-25,2275.99,West
TXN_0000000242,CUST_09109,Clothing,2023-03-02,236.99,North
TXN_0000000243,CUST_03654,Home & Garden,2023-11-17,1312.75,East
TXN_0000000244,CUST_06987,Books,2023-05-03,82.99,South
TXN_0000000245,CUST_04210,Toys,2023-09-09,616.25,Central
TXN_0000000246,CUST_07543,Sports,2023-02-14,1258.00,West
TXN_0000000247,CUST_02876,Food & Beverage,2023-12-20,162.50,North
TXN_0000000248,CUST_05109,Beauty,2023-06-16,401.99,East
TXN_0000000249,CUST_08432,Electronics,2023-01-12,1825.50,South
TXN_0000000250,CUST_01765,Clothing,2023-08-28,244.75,Central
TXN_0000000251,CUST_09098,Home & Garden,2023-04-24,1359.50,West
TXN_0000000252,CUST_03987,Books,2023-10-10,85.75,North
TXN_0000000253,CUST_06210,Toys,2023-07-16,639.99,East
TXN_0000000254,CUST_04543,Sports,2023-03-23,1314.25,South
TXN_0000000255,CUST_07876,Food & Beverage,2023-11-08,167.25,Central
TXN_0000000256,CUST_02321,Beauty,2023-05-24,415.75,West
TXN_0000000257,CUST_05654,Electronics,2023-09-20,2425.25,North
TXN_0000000258,CUST_08987,Clothing,2023-02-07,252.50,East
TXN_0000000259,CUST_01432,Home & Garden,2023-12-13,1406.25,South
TXN_0000000260,CUST_09765,Books,2023-06-09,88.50,Central
TXN_0000000261,CUST_03210,Toys,2023-01-25,662.75,West
TXN_0000000262,CUST_06543,Sports,2023-08-11,1370.50,North
TXN_0000000263,CUST_04876,Food & Beverage,2023-04-07,172.99,East
TXN_0000000264,CUST_07109,Beauty,2023-10-23,429.50,South
TXN_0000000265,CUST_02654,Electronics,2023-07-09,1975.99,Central
TXN_0000000266,CUST_05987,Clothing,2023-03-16,260.25,West
TXN_0000000267,CUST_08210,Home & Garden,2023-11-21,1453.99,North
TXN_0000000268,CUST_01543,Books,2023-05-07,91.25,East
TXN_0000000269,CUST_09876,Toys,2023-09-13,685.50,South
TXN_0000000270,CUST_03321,Sports,2023-02-28,1426.75,Central
TXN_0000000271,CUST_06654,Food & Beverage,2023-12-04,178.75,West
TXN_0000000272,CUST_04987,Beauty,2023-06-30,443.25,North
TXN_0000000273,CUST_07210,Electronics,2023-01-18,2125.75,East
TXN_0000000274,CUST_02543,Clothing,2023-08-24,267.99,South
TXN_0000000275,CUST_05876,Home & Garden,2023-04-30,1501.75,Central
TXN_0000000276,CUST_08109,Books,2023-10-16,94.99,West
TXN_0000000277,CUST_01654,Toys,2023-07-22,708.25,North
TXN_0000000278,CUST_09987,Sports,2023-03-09,1483.00,East
TXN_0000000279,CUST_03543,Food & Beverage,2023-11-14,183.50,South
TXN_0000000280,CUST_06210,Beauty,2023-05-20,457.99,Central
TXN_0000000281,CUST_04876,Electronics,2023-09-06,2275.50,West
TXN_0000000282,CUST_07321,Clothing,2023-02-01,275.75,North
TXN_0000000283,CUST_02109,Home & Garden,2023-12-27,1549.50,East
TXN_0000000284,CUST_05654,Books,2023-06-13,97.75,South
TXN_0000000285,CUST_08987,Toys,2023-01-04,731.99,Central
TXN_0000000286,CUST_01210,Sports,2023-08-20,1539.25,West
TXN_0000000287,CUST_09543,Food & Beverage,2023-04-16,189.25,North
TXN_0000000288,CUST_03876,Beauty,2023-10-02,471.75,East
TXN_0000000289,CUST_06109,Electronics,2023-07-28,1825.25,South
TXN_0000000290,CUST_04654,Clothing,2023-03-05,283.50,Central
TXN_0000000291,CUST_07987,Home & Garden,2023-11-10,1597.25,West
TXN_0000000292,CUST_02210,Books,2023-05-26,100.50,North
TXN_0000000293,CUST_05543,Toys,2023-09-22,754.75,East
TXN_0000000294,CUST_08876,Sports,2023-02-17,1595.50,South
TXN_0000000295,CUST_01321,Food & Beverage,2023-12-03,194.99,Central
TXN_0000000296,CUST_09109,Beauty,2023-06-19,485.50,West
TXN_0000000297,CUST_03654,Electronics,2023-01-21,2425.99,North
TXN_0000000298,CUST_06987,Clothing,2023-08-17,291.25,East
TXN_0000000299,CUST_04210,Home & Garden,2023-04-23,1645.99,South
TXN_0000000300,CUST_07543,Books,2023-10-09,103.25,Central
TXN_0000000301,CUST_02876,Toys,2023-07-15,777.50,West
TXN_0000000302,CUST_05109,Sports,2023-03-22,1651.75,North
TXN_0000000303,CUST_08432,Food & Beverage,2023-11-27,200.75,East
TXN_0000000304,CUST_01765,Beauty,2023-05-13,499.25,South
TXN_0000000305,CUST_09098,Electronics,2023-09-29,1975.75,Central
TXN_0000000306,CUST_03987,Clothing,2023-02-20,299.99,West
TXN_0000000307,CUST_06210,Home & Garden,2023-12-16,1694.75,North
TXN_0000000308,CUST_04543,Books,2023-06-22,106.99,East
TXN_0000000309,CUST_07876,Toys,2023-01-08,800.25,South
TXN_0000000310,CUST_02321,Sports,2023-08-14,1708.00,Central
TXN_0000000311,CUST_05654,Food & Beverage,2023-04-10,205.50,West
TXN_0000000312,CUST_08987,Beauty,2023-10-26,513.99,North
TXN_0000000313,CUST_01432,Electronics,2023-07-12,2125.50,East
TXN_0000000314,CUST_09765,Clothing,2023-03-29,307.75,South
TXN_0000000315,CUST_03210,Home & Garden,2023-11-04,1743.50,Central
TXN_0000000316,CUST_06543,Books,2023-05-16,109.75,West
TXN_0000000317,CUST_04876,Toys,2023-09-12,823.99,North
TXN_0000000318,CUST_07109,Sports,2023-02-05,1764.25,East
TXN_0000000319,CUST_02654,Food & Beverage,2023-12-21,211.25,South
TXN_0000000320,CUST_05987,Beauty,2023-06-07,527.75,Central
TXN_0000000321,CUST_08210,Electronics,2023-01-14,2275.25,West
TXN_0000000322,CUST_01543,Clothing,2023-08-30,315.50,North
TXN_0000000323,CUST_09876,Home & Garden,2023-04-26,1792.25,East
TXN_0000000324,CUST_03321,Books,2023-10-12,112.50,South
TXN_0000000325,CUST_06654,Toys,2023-07-08,846.75,Central
TXN_0000000326,CUST_04987,Sports,2023-03-15,1820.50,West
TXN_0000000327,CUST_07210,Food & Beverage,2023-11-20,216.99,North
TXN_0000000328,CUST_02543,Beauty,2023-05-02,541.50,East
TXN_0000000329,CUST_05876,Electronics,2023-09-18,1825.99,South
TXN_0000000330,CUST_08109,Clothing,2023-02-23,323.25,Central
TXN_0000000331,CUST_01654,Home & Garden,2023-12-09,1841.99,West
TXN_0000000332,CUST_09987,Books,2023-06-25,115.25,North
TXN_0000000333,CUST_03543,Toys,2023-01-17,869.50,East
TXN_0000000334,CUST_06210,Sports,2023-08-23,1876.75,South
TXN_0000000335,CUST_04876,Food & Beverage,2023-04-19,222.75,Central
TXN_0000000336,CUST_07321,Beauty,2023-10-05,555.25,West
TXN_0000000337,CUST_02109,Electronics,2023-07-21,2425.75,North
TXN_0000000338,CUST_05654,Clothing,2023-03-08,331.99,East
TXN_0000000339,CUST_08987,Home & Garden,2023-11-13,1891.75,South
TXN_0000000340,CUST_01210,Books,2023-05-29,118.99,Central
TXN_0000000341,CUST_09543,Toys,2023-09-15,892.25,West
TXN_0000000342,CUST_03876,Sports,2023-02-10,1933.00,North
TXN_0000000343,CUST_06109,Food & Beverage,2023-12-26,228.50,East
TXN_0000000344,CUST_04654,Beauty,2023-06-12,569.99,South
TXN_0000000345,CUST_07987,Electronics,2023-01-28,1975.50,Central
TXN_0000000346,CUST_02210,Clothing,2023-08-04,339.75,West
TXN_0000000347,CUST_05543,Home & Garden,2023-04-20,1941.50,North
TXN_0000000348,CUST_08876,Books,2023-10-16,121.75,East
TXN_0000000349,CUST_01321,Toys,2023-07-12,915.99,South
TXN_0000000350,CUST_09109,Sports,2023-03-19,1989.25,Central
TXN_0000000351,CUST_03654,Food & Beverage,2023-11-24,234.25,West
TXN_0000000352,CUST_06987,Beauty,2023-05-10,583.75,North
TXN_0000000353,CUST_04210,Electronics,2023-09-26,2125.25,East
TXN_0000000354,CUST_07543,Clothing,2023-02-16,347.50,South
TXN_0000000355,CUST_02876,Home & Garden,2023-12-12,1991.25,Central
TXN_0000000356,CUST_05109,Books,2023-06-28,124.50,West
TXN_0000000357,CUST_08432,Toys,2023-01-10,938.75,North
TXN_0000000358,CUST_01765,Sports,2023-08-16,2045.50,East
TXN_0000000359,CUST_09098,Food & Beverage,2023-04-12,239.99,South
TXN_0000000360,CUST_03987,Beauty,2023-10-28,597.50,Central
TXN_0000000361,CUST_06210,Electronics,2023-07-24,2275.99,West
TXN_0000000362,CUST_04543,Clothing,2023-03-11,355.25,North
TXN_0000000363,CUST_07876,Home & Garden,2023-11-16,2041.99,East
TXN_0000000364,CUST_02321,Books,2023-05-22,127.25,South
TXN_0000000365,CUST_05654,Toys,2023-09-08,961.50,Central
TXN_0000000366,CUST_08987,Sports,2023-02-03,2101.75,West
TXN_0000000367,CUST_01432,Food & Beverage,2023-12-29,245.75,North
TXN_0000000368,CUST_09765,Beauty,2023-06-15,611.25,East
TXN_0000000369,CUST_03210,Electronics,2023-01-06,1825.75,South
TXN_0000000370,CUST_06543,Clothing,2023-08-22,363.99,Central
TXN_0000000371,CUST_04876,Home & Garden,2023-04-28,2092.75,West
TXN_0000000372,CUST_07109,Books,2023-10-14,130.99,North
TXN_0000000373,CUST_02654,Toys,2023-07-10,984.25,East
TXN_0000000374,CUST_05987,Sports,2023-03-27,2158.00,South
TXN_0000000375,CUST_08210,Food & Beverage,2023-11-12,251.50,Central
TXN_0000000376,CUST_01543,Beauty,2023-05-08,625.99,West
TXN_0000000377,CUST_09876,Electronics,2023-09-24,2425.50,North
TXN_0000000378,CUST_03321,Clothing,2023-02-19,371.75,East
TXN_0000000379,CUST_06654,Home & Garden,2023-12-15,2143.50,South
TXN_0000000380,CUST_04987,Books,2023-06-01,133.75,Central
TXN_0000000381,CUST_07210,Toys,2023-01-23,1007.99,West
TXN_0000000382,CUST_02543,Sports,2023-08-09,2214.25,North
TXN_0000000383,CUST_05876,Food & Beverage,2023-04-05,257.25,East
TXN_0000000384,CUST_08109,Beauty,2023-10-21,639.75,South
TXN_0000000385,CUST_01654,Electronics,2023-07-17,1975.25,Central
TXN_0000000386,CUST_09987,Clothing,2023-03-14,379.50,West
TXN_0000000387,CUST_03543,Home & Garden,2023-11-29,2194.25,North
TXN_0000000388,CUST_06210,Books,2023-05-25,136.50,East
TXN_0000000389,CUST_04876,Toys,2023-09-11,1030.75,South
TXN_0000000390,CUST_07321,Sports,2023-02-26,2270.50,Central
TXN_0000000391,CUST_02109,Food & Beverage,2023-12-02,262.99,West
TXN_0000000392,CUST_05654,Beauty,2023-06-18,653.50,North
TXN_0000000393,CUST_08987,Electronics,2023-01-30,2125.99,East
TXN_0000000394,CUST_01210,Clothing,2023-08-26,387.25,South
TXN_0000000395,CUST_09543,Home & Garden,2023-04-22,2245.99,Central
TXN_0000000396,CUST_03876,Books,2023-10-08,139.25,West
TXN_0000000397,CUST_06109,Toys,2023-07-04,1053.50,North
TXN_0000000398,CUST_04654,Sports,2023-03-21,2326.75,East
TXN_0000000399,CUST_07987,Food & Beverage,2023-11-06,268.75,South
TXN_0000000400,CUST_02210,Beauty,2023-05-12,667.25,Central
TXN_0000000401,CUST_05543,Electronics,2023-09-28,2275.75,West
TXN_0000000402,CUST_08876,Clothing,2023-02-13,395.99,North
TXN_0000000403,CUST_01321,Home & Garden,2023-12-19,2297.75,East
