procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
00:29:00 2  0  748160 3189280  526144 4633680   3    0   156   304  895 1275 33 8 57 2 0
00:30:00 1  0  751580 3212640  526208 4637440   4    0   172   348  920 1365 36 10 52 2 0
00:31:00 2  0  754840 3178960  526272 4641280   3    0   164   316  900 1295 34 9 55 2 0
00:32:00 1  1  758320 3156480  526336 4645120   4    0   192   372  955 1460 38 12 48 2 0
00:33:00 2  0  761680 3198720  526400 4648880   3    0   168   336  925 1385 36 10 52 2 0
00:34:00 1  0  764920 3234240  526464 4652640   3    0   158   308  895 1270 33 8 57 2 0
00:35:00 2  0  768480 3201760  526528 4656480   4    0   176   352  935 1410 37 11 50 2 0
00:36:00 1  0  771840 3178320  526592 4660320   3    0   162   324  910 1330 35 9 54 2 0
00:37:00 2  1  775160 3212560  526656 4664080   3    0   188   368  945 1445 38 11 49 2 0
00:38:00 1  0  778640 3189440  526720 4667920   4    0   172   336  920 1375 36 10 52 2 0
00:39:00 2  0  781920 3223680  526784 4671680   3    0   164   312  900 1295 34 9 55 2 0
00:40:00 1  0  785360 3198560  526848 4675520   3    0   176   348  930 1395 36 10 52 2 0
00:41:00 2  0  788680 3167920  526912 4679360   4    0   168   328  910 1325 35 9 54 2 0
00:42:00 1  1  792240 3201280  526976 4683200   3    0   192   376  960 1475 39 12 47 2 0
00:43:00 2  0  795560 3234720  527040 4686960   3    0   176   344  930 1405 37 10 51 2 0
00:44:00 1  0  798920 3189760  527104 4690800   4    0   168   316  905 1285 34 8 56 2 0
00:45:00 2  0  802480 3212480  527168 4694640   3    0   184   360  940 1430 38 11 49 2 0
00:46:00 1  0  805760 3178640  527232 4698480   3    0   172   332  915 1355 36 9 53 2 0
00:47:00 2  1  809320 3156320  527296 4702320   4    0   196   384  970 1495 39 12 47 2 0
00:48:00 1  0  812680 3198880  527360 4706080   3    0   180   352  935 1415 37 10 51 2 0
00:49:00 2  0  815920 3234560  527424 4709920   3    0   172   324  910 1335 35 9 54 2 0
00:50:00 1  0  819480 3201120  527488 4713760   4    0   188   368  945 1450 38 11 49 2 0
00:51:00 2  0  822840 3178320  527552 4717600   3    0   176   340  920 1375 36 10 52 2 0
00:52:00 1  1  826360 3212640  527616 4721440   4    0   200   388  975 1510 40 12 46 2 0
00:53:00 2  0  829680 3189440  527680 4725280   3    0   184   356  940 1425 37 10 51 2 0
00:54:00 1  0  833160 3223920  527744 4729120   3    0   176   332  915 1350 35 9 54 2 0
00:55:00 2  0  836520 3198720  527808 4732960   4    0   192   372  950 1465 38 11 49 2 0
00:56:00 1  0  839840 3167840  527872 4736800   3    0   180   348  925 1390 36 10 52 2 0
00:57:00 2  1  843480 3201280  527936 4740640   4    0   204   392  980 1525 40 12 46 2 0
00:58:00 1  0  846840 3234880  528000 4744480   3    0   188   364  945 1435 37 11 50 2 0
00:59:00 2  0  850160 3189760  528064 4748320   3    0   180   340  920 1365 36 9 53 2 0
01:00:00 1  0  853640 3212560  528128 4752160   4    0   196   380  960 1485 39 12 47 2 0
01:01:00 2  0  856920 3178240  528192 4756000   3    0   184   352  935 1410 37 10 51 2 0
01:02:00 1  1  860480 3156480  528256 4759840   4    0   208   396  985 1540 40 13 45 2 0
01:03:00 2  0  863840 3198880  528320 4763680   3    0   192   368  950 1445 38 11 49 2 0
01:04:00 1  0  867120 3234320  528384 4767520   3    0   184   344  925 1375 36 9 53 2 0
01:05:00 2  0  870680 3201120  528448 4771360   4    0   200   388  965 1500 39 12 47 2 0
01:06:00 1  0  873960 3178640  528512 4775200   3    0   188   360  940 1425 37 10 51 2 0
01:07:00 2  1  877520 3212480  528576 4779040   4    0   212   404  990 1555 41 13 44 2 0
01:08:00 1  0  880880 3189760  528640 4782880   3    0   196   376  955 1465 38 11 49 2 0
01:09:00 2  0  884160 3223680  528704 4786720   3    0   188   352  930 1395 36 10 52 2 0
01:10:00 1  0  887720 3198560  528768 4790560   4    0   204   392  970 1515 40 12 46 2 0
01:11:00 2  0  891040 3167920  528832 4794400   3    0   192   368  945 1440 37 11 50 2 0
01:12:00 1  1  894600 3201280  528896 4798240   4    0   216   408  995 1570 41 13 44 2 0
01:13:00 2  0  897960 3234720  528960 4802080   3    0   200   384  960 1485 39 12 47 2 0
01:14:00 1  0  901240 3189440  529024 4805920   3    0   192   360  935 1410 37 10 51 2 0
01:15:00 2  0  904800 3212640  529088 4809760   4    0   208   400  975 1530 40 12 46 2 0
01:16:00 1  0  908120 3178960  529152 4813600   3    0   196   376  950 1455 38 11 49 2 0
01:17:00 2  1  911680 3156320  529216 4817440   4    0   220   416 1000 1585 42 13 43 2 0
01:18:00 1  0  915040 3198880  529280 4821280   3    0   204   392  965 1500 39 12 47 2 0
01:19:00 2  0  918360 3234560  529344 4825120   3    0   196   368  940 1425 37 10 51 2 0
01:20:00 1  0  921920 3201120  529408 4828960   4    0   212   404  980 1545 40 12 46 2 0
01:21:00 2  0  925240 3178320  529472 4832800   3    0   200   384  955 1470 38 11 49 2 0
01:22:00 1  1  928800 3212640  529536 4836640   4    0   224   420 1005 1600 42 14 42 2 0
01:23:00 2  0  932160 3189440  529600 4840480   3    0   208   396  970 1515 40 12 46 2 0
01:24:00 1  0  935480 3223920  529664 4844320   3    0   200   372  945 1440 37 11 50 2 0
01:25:00 2  0  939040 3198720  529728 4848160   4    0   216   408  985 1560 41 13 44 2 0
01:26:00 1  0  942360 3167840  529792 4852000   3    0   204   388  960 1485 39 12 47 2 0
01:27:00 2  1  945920 3201280  529856 4855840   4    0   228   428 1010 1615 42 14 42 2 0
01:28:00 1  0  949280 3234880  529920 4859680   3    0   212   404  975 1530 40 12 46 2 0
01:29:00 2  0  952600 3189760  529984 4863520   3    0   204   380  950 1455 38 11 49 2 0
01:30:00 1  0  956160 3212560  530048 4867360   4    0   220   416  990 1575 41 13 44 2 0
01:31:00 2  0  959480 3178240  530112 4871200   3    0   208   396  965 1500 39 12 47 2 0
01:32:00 1  1  963040 3156480  530176 4875040   4    0   232   436 1015 1630 43 14 41 2 0
01:33:00 2  0  966400 3198880  530240 4878880   3    0   216   412  980 1545 40 12 46 2 0
01:34:00 1  0  969720 3234320  530304 4882720   3    0   208   388  955 1470 38 11 49 2 0
01:35:00 2  0  973280 3201120  530368 4886560   4    0   224   424  995 1590 41 13 44 2 0
01:36:00 1  0  976600 3178640  530432 4890400   3    0   212   404  970 1515 39 12 47 2 0
01:37:00 2  1  980160 3212480  530496 4894240   4    0   236   444 1020 1645 43 15 40 2 0
01:38:00 1  0  983520 3189760  530560 4898080   3    0   220   420  985 1560 41 13 44 2 0
01:39:00 2  0  986840 3223680  530624 4901920   3    0   212   396  960 1485 39 12 47 2 0
01:40:00 1  0  990400 3198560  530688 4905760   4    0   228   432 1000 1605 42 14 42 2 0
01:41:00 2  0  993720 3167920  530752 4909600   3    0   216   412  975 1530 40 12 46 2 0
01:42:00 1  1  997280 3201280  530816 4913440   4    0   240   452 1025 1660 44 15 39 2 0
01:43:00 2  0 1000640 3234720  530880 4917280   3    0   224   428  990 1575 41 13 44 2 0
01:44:00 1  0 1003960 3189440  530944 4921120   3    0   216   404  965 1500 39 12 47 2 0
01:45:00 2  0 1007520 3212640  531008 4924960   4    0   232   440 1005 1620 42 14 42 2 0
01:46:00 1  0 1010840 3178960  531072 4928800   3    0   220   420  980 1545 40 12 46 2 0
01:47:00 2  1 1014400 3156320  531136 4932640   4    0   244   460 1030 1675 44 15 39 2 0
01:48:00 1  0 1017760 3198880  531200 4936480   3    0   228   436  995 1590 41 13 44 2 0
01:49:00 2  0 1021080 3234560  531264 4940320   3    0   220   412  970 1515 39 12 47 2 0
01:50:00 1  0 1024640 3201120  531328 4944160   4    0   236   448 1010 1635 43 14 41 2 0
01:51:00 2  0 1027960 3178320  531392 4948000   3    0   224   428  985 1560 41 13 44 2 0
01:52:00 1  1 1031520 3212640  531456 4951840   4    0   248   468 1035 1690 44 16 38 2 0
01:53:00 2  0 1034880 3189440  531520 4955680   3    0   232   444 1000 1605 42 14 42 2 0
01:54:00 1  0 1038200 3223920  531584 4959520   3    0   224   420  975 1530 40 12 46 2 0
01:55:00 2  0 1041760 3198720  531648 4963360   4    0   240   456 1015 1650 43 15 40 2 0
01:56:00 1  0 1045080 3167840  531712 4967200   3    0   228   436  990 1575 41 13 44 2 0
01:57:00 2  1 1048640 3201280  531776 4971040   4    0   252   476 1040 1705 45 16 37 2 0
01:58:00 1  0 1052000 3234880  531840 4974880   3    0   236   452 1005 1620 42 14 42 2 0
01:59:00 2  0 1055320 3189760  531904 4978720   3    0   228   428  980 1545 40 12 46 2 0
02:00:00 1  0 1058880 3212560  531968 4982560   4    0   244   464 1020 1665 43 15 40 2 0
02:01:00 2  0 1062200 3178240  532032 4986400   3    0   232   444  995 1590 41 13 44 2 0
02:02:00 1  1 1065760 3156480  532096 4990240   4    0   256   484 1045 1720 45 16 37 2 0
02:03:00 2  0 1069120 3198880  532160 4994080   3    0   240   460 1010 1635 43 14 41 2 0
02:04:00 1  0 1072440 3234320  532224 4997920   3    0   232   436  985 1560 41 13 44 2 0
02:05:00 2  0 1076000 3201120  532288 5001760   4    0   248   472 1025 1680 44 15 39 2 0
02:06:00 1  0 1079320 3178640  532352 5005600   3    0   236   452 1000 1605 42 14 42 2 0
02:07:00 2  1 1082880 3212480  532416 5009440   4    0   260   492 1050 1735 46 17 36 2 0
02:08:00 1  0 1086240 3189760  532480 5013280   3    0   244   468 1015 1650 43 15 40 2 0
02:09:00 2  0 1089560 3223680  532544 5017120   3    0   236   444  990 1575 41 13 44 2 0
02:10:00 1  0 1093120 3198560  532608 5020960   4    0   252   480 1030 1695 44 16 38 2 0
02:11:00 2  0 1096440 3167920  532672 5024800   3    0   240   460 1005 1620 42 14 42 2 0
02:12:00 1  1 1100000 3201280  532736 5028640   4    0   264   500 1055 1750 46 17 35 2 0
02:13:00 2  0 1103360 3234720  532800 5032480   3    0   248   476 1020 1665 44 15 39 2 0
02:14:00 1  0 1106680 3189440  532864 5036320   3    0   240   452  995 1590 42 14 42 2 0
02:15:00 2  0 1110240 3212640  532928 5040160   4    0   256   488 1035 1710 45 16 37 2 0
02:16:00 1  0 1113560 3178960  532992 5044000   3    0   244   468 1010 1635 43 15 40 2 0
02:17:00 2  1 1117120 3156320  533056 5047840   4    0   268   508 1060 1765 47 17 34 2 0
02:18:00 1  0 1120480 3198880  533120 5051680   3    0   252   484 1025 1680 44 16 38 2 0
02:19:00 2  0 1123800 3234560  533184 5055520   3    0   244   460 1000 1605 42 14 42 2 0
02:20:00 1  0 1127360 3201120  533248 5059360   4    0   260   496 1040 1725 45 16 37 2 0
02:21:00 2  0 1130680 3178320  533312 5063200   3    0   248   476 1015 1650 43 15 40 2 0
02:22:00 1  1 1134240 3212640  533376 5067040   4    0   272   516 1065 1780 47 18 33 2 0
02:23:00 2  0 1137600 3189440  533440 5070880   3    0   256   492 1030 1695 45 16 37 2 0
02:24:00 1  0 1140920 3223920  533504 5074720   3    0   248   468 1005 1620 43 15 40 2 0
02:25:00 2  0 1144480 3198720  533568 5078560   4    0   264   504 1045 1740 46 17 35 2 0
02:26:00 1  0 1147800 3167840  533632 5082400   3    0   252   484 1020 1665 44 15 39 2 0
02:27:00 2  1 1151360 3201280  533696 5086240   4    0   276   524 1070 1795 48 18 32 2 0
02:28:00 1  0 1154720 3234880  533760 5090080   3    0   260   500 1035 1710 45 16 37 2 0
02:29:00 2  0 1158040 3189760  533824 5093920   3    0   252   476 1010 1635 43 15 40 2 0
02:30:00 1  0 1161600 3212560  533888 5097760   4    0   268   512 1050 1755 46 17 35 2 0
02:31:00 2  0 1164920 3178240  533952 5101600   3    0   256   492 1025 1680 44 16 38 2 0
02:32:00 1  1 1168480 3156480  534016 5105440   4    0   280   532 1075 1810 48 19 31 2 0
02:33:00 2  0 1171840 3198880  534080 5109280   3    0   264   508 1040 1725 46 17 35 2 0
02:34:00 1  0 1175160 3234320  534144 5113120   3    0   256   484 1015 1650 44 15 39 2 0
02:35:00 2  0 1178720 3201120  534208 5116960   4    0   272   520 1055 1770 47 18 33 2 0
02:36:00 1  0 1182040 3178640  534272 5120800   3    0   260   500 1030 1695 45 16 37 2 0
02:37:00 2  1 1185600 3212480  534336 5124640   4    0   284   540 1080 1825 49 19 30 2 0
02:38:00 1  0 1188960 3189760  534400 5128480   3    0   268   516 1045 1740 46 17 35 2 0
02:39:00 2  0 1192280 3223680  534464 5132320   3    0   260   492 1020 1665 44 16 38 2 0
02:40:00 1  0 1195840 3198560  534528 5136160   4    0   276   528 1060 1785 47 18 33 2 0
02:41:00 2  0 1199160 3167920  534592 5140000   3    0   264   508 1035 1710 45 17 36 2 0
02:42:00 1  1 1202720 3201280  534656 5143840   4    0   288   548 1085 1840 49 19 30 2 0
02:43:00 2  0 1206080 3234720  534720 5147680   3    0   272   524 1050 1755 47 18 33 2 0
02:44:00 1  0 1209400 3189440  534784 5151520   3    0   264   500 1025 1680 45 16 37 2 0
02:45:00 2  0 1212960 3212640  534848 5155360   4    0   280   536 1065 1800 48 19 31 2 0
02:46:00 1  0 1216280 3178960  534912 5159200   3    0   268   516 1040 1725 46 17 35 2 0
02:47:00 2  1 1219840 3156320  534976 5163040   4    0   292   556 1090 1855 50 20 28 2 0
02:48:00 1  0 1223200 3198880  535040 5166880   3    0   276   532 1055 1770 47 18 33 2 0
02:49:00 2  0 1226520 3234560  535104 5170720   3    0   268   508 1030 1695 45 17 36 2 0
02:50:00 1  0 1230080 3201120  535168 5174560   4    0   284   544 1070 1815 48 19 31 2 0
02:51:00 2  0 1233400 3178320  535232 5178400   3    0   272   524 1045 1740 46 18 34 2 0
02:52:00 1  1 1236960 3212640  535296 5182240   4    0   296   564 1095 1870 50 20 28 2 0
02:53:00 2  0 1240320 3189440  535360 5186080   3    0   280   540 1060 1785 48 19 31 2 0
02:54:00 1  0 1243640 3223920  535424 5189920   3    0   272   516 1035 1710 46 17 35 2 0
02:55:00 2  0 1247200 3198720  535488 5193760   4    0   288   552 1075 1830 49 19 30 2 0
02:56:00 1  0 1250520 3167840  535552 5197600   3    0   276   532 1050 1755 47 18 33 2 0
02:57:00 2  1 1254080 3201280  535616 5201440   4    0   300   572 1100 1885 51 21 26 2 0
02:58:00 1  0 1257440 3234880  535680 5205280   3    0   284   548 1065 1800 48 19 31 2 0
02:59:00 2  0 1260760 3189760  535744 5209120   3    0   276   524 1040 1725 46 18 34 2 0
03:00:00 1  0 1264320 3212560  535808 5212960   4    0   292   560 1080 1845 49 20 29 2 0
03:01:00 2  0 1267640 3178240  535872 5216800   3    0   280   540 1055 1770 47 18 33 2 0
03:02:00 1  1 1271200 3156480  535936 5220640   4    0   304   580 1105 1900 51 21 26 2 0
03:03:00 2  0 1274560 3198880  536000 5224480   3    0   288   556 1070 1815 49 20 29 2 0
03:04:00 1  0 1277880 3234320  536064 5228320   3    0   280   532 1045 1740 47 18 33 2 0
03:05:00 2  0 1281440 3201120  536128 5232160   4    0   296   568 1085 1860 50 21 27 2 0
03:06:00 1  0 1284760 3178640  536192 5236000   3    0   284   548 1060 1785 48 19 31 2 0
03:07:00 2  1 1288320 3212480  536256 5239840   4    0   308   588 1110 1915 52 22 24 2 0
03:08:00 1  0 1291680 3189760  536320 5243680   3    0   292   564 1075 1830 49 20 29 2 0
03:09:00 2  0 1295000 3223680  536384 5247520   3    0   284   540 1050 1755 47 19 32 2 0
03:10:00 1  0 1298560 3198560  536448 5251360   4    0   300   576 1090 1875 50 21 27 2 0
03:11:00 2  0 1301880 3167920  536512 5255200   3    0   288   556 1065 1800 48 20 30 2 0
03:12:00 1  1 1305440 3201280  536576 5259040   4    0   312   596 1115 1930 52 22 24 2 0
03:13:00 2  0 1308800 3234720  536640 5262880   3    0   296   572 1080 1845 50 21 27 2 0
03:14:00 1  0 1312120 3189440  536704 5266720   3    0   288   548 1055 1770 48 19 31 2 0
03:15:00 2  0 1315680 3212640  536768 5270560   4    0   304   584 1095 1890 51 22 25 2 0
03:16:00 1  0 1319000 3178960  536832 5274400   3    0   292   564 1070 1815 49 20 29 2 0
03:17:00 2  1 1322560 3156320  536896 5278240   4    0   316   604 1120 1945 53 23 22 2 0
03:18:00 1  0 1325920 3198880  536960 5282080   3    0   300   580 1085 1860 50 21 27 2 0
03:19:00 2  0 1329240 3234560  537024 5285920   3    0   292   556 1060 1785 48 20 30 2 0
03:20:00 1  0 1332800 3201120  537088 5289760   4    0   308   592 1100 1905 51 22 25 2 0
03:21:00 2  0 1336120 3178320  537152 5293600   3    0   296   572 1075 1830 49 21 28 2 0
03:22:00 1  1 1339680 3212640  537216 5297440   4    0   320   612 1125 1960 53 23 22 2 0
03:23:00 2  0 1343040 3189440  537280 5301280   3    0   304   588 1090 1875 51 22 25 2 0
03:24:00 1  0 1346360 3223920  537344 5305120   3    0   296   564 1065 1800 49 20 29 2 0
03:25:00 2  0 1349920 3198720  537408 5308960   4    0   312   600 1105 1920 52 23 23 2 0
03:26:00 1  0 1353240 3167840  537472 5312800   3    0   300   580 1080 1845 50 21 27 2 0
03:27:00 2  1 1356800 3201280  537536 5316640   4    0   324   620 1130 1975 54 24 20 2 0
03:28:00 1  0 1360160 3234880  537600 5320480   3    0   308   596 1095 1890 51 22 25 2 0
03:29:00 2  0 1363480 3189760  537664 5324320   3    0   300   572 1070 1815 49 21 28 2 0
03:30:00 1  0 1367040 3212560  537728 5328160   4    0   316   608 1110 1935 52 23 23 2 0
03:31:00 2  0 1370360 3178240  537792 5332000   3    0   304   588 1085 1860 50 22 26 2 0
03:32:00 1  1 1373920 3156480  537856 5335840   4    0   328   628 1135 1990 54 24 20 2 0
03:33:00 2  0 1377280 3198880  537920 5339680   3    0   312   604 1100 1905 52 23 23 2 0
03:34:00 1  0 1380600 3234320  537984 5343520   3    0   304   580 1075 1830 50 21 27 2 0
03:35:00 2  0 1384160 3201120  538048 5347360   4    0   320   616 1115 1950 53 24 21 2 0
03:36:00 1  0 1387480 3178640  538112 5351200   3    0   308   596 1090 1875 51 22 25 2 0
03:37:00 2  1 1391040 3212480  538176 5355040   4    0   332   636 1140 2005 55 25 18 2 0
03:38:00 1  0 1394400 3189760  538240 5358880   3    0   316   612 1105 1920 52 23 23 2 0
03:39:00 2  0 1397720 3223680  538304 5362720   3    0   308   588 1080 1845 50 22 26 2 0
03:40:00 1  0 1401280 3198560  538368 5366560   4    0   324   624 1120 1965 53 24 21 2 0
03:41:00 2  0 1404600 3167920  538432 5370400   3    0   312   604 1095 1890 51 23 24 2 0
03:42:00 1  1 1408160 3201280  538496 5374240   4    0   336   644 1145 2020 55 25 18 2 0
03:43:00 2  0 1411520 3234720  538560 5378080   3    0   320   620 1110 1935 53 24 21 2 0
03:44:00 1  0 1414840 3189440  538624 5381920   3    0   312   596 1085 1860 51 22 25 2 0
03:45:00 2  0 1418400 3212640  538688 5385760   4    0   328   632 1125 1980 54 25 19 2 0
03:46:00 1  0 1421720 3178960  538752 5389600   3    0   316   612 1100 1905 52 23 23 2 0
03:47:00 2  1 1425280 3156320  538816 5393440   4    0   340   652 1150 2035 56 26 16 2 0
03:48:00 1  0 1428640 3198880  538880 5397280   3    0   324   628 1115 1950 53 24 21 2 0
03:49:00 2  0 1431960 3234560  538944 5401120   3    0   316   604 1090 1875 51 23 24 2 0
03:50:00 1  0 1435520 3201120  539008 5404960   4    0   332   640 1130 1995 54 25 19 2 0
03:51:00 2  0 1438840 3178320  539072 5408800   3    0   320   620 1105 1920 52 24 22 2 0
03:52:00 1  1 1442400 3212640  539136 5412640   4    0   344   660 1155 2050 56 26 16 2 0
03:53:00 2  0 1445760 3189440  539200 5416480   3    0   328   636 1120 1965 54 25 19 2 0
03:54:00 1  0 1449080 3223920  539264 5420320   3    0   320   612 1095 1890 52 23 23 2 0
03:55:00 2  0 1452640 3198720  539328 5424160   4    0   336   648 1135 2010 55 26 17 2 0
03:56:00 1  0 1455960 3167840  539392 5428000   3    0   324   628 1110 1935 53 24 21 2 0
03:57:00 2  1 1459520 3201280  539456 5431840   4    0   348   668 1160 2065 57 27 14 2 0
03:58:00 1  0 1462880 3234880  539520 5435680   3    0   332   644 1125 1980 54 25 19 2 0
03:59:00 2  0 1466200 3189760  539584 5439520   3    0   324   620 1100 1905 52 24 22 2 0
04:00:00 1  0 1469760 3212560  539648 5443360   4    0   340   656 1140 2025 55 26 17 2 0
04:01:00 2  0 1473080 3178240  539712 5447200   3    0   328   636 1115 1950 53 25 20 2 0
04:02:00 1  1 1476640 3156480  539776 5451040   4    0   352   676 1165 2080 57 27 14 2 0
04:03:00 2  0 1480000 3198880  539840 5454880   3    0   336   652 1130 1995 55 26 17 2 0
04:04:00 1  0 1483320 3234320  539904 5458720   3    0   328   628 1105 1920 53 24 21 2 0
04:05:00 2  0 1486880 3201120  539968 5462560   4    0   344   664 1145 2040 56 27 15 2 0
04:06:00 1  0 1490200 3178640  540032 5466400   3    0   332   644 1120 1965 54 25 19 2 0
04:07:00 2  1 1493760 3212480  540096 5470240   4    0   356   684 1170 2095 58 28 12 2 0
04:08:00 1  0 1497120 3189760  540160 5474080   3    0   340   660 1135 2010 55 26 17 2 0
04:09:00 2  0 1500440 3223680  540224 5477920   3    0   332   636 1110 1935 53 25 20 2 0
04:10:00 1  0 1504000 3198560  540288 5481760   4    0   348   672 1150 2055 56 27 15 2 0
04:11:00 2  0 1507320 3167920  540352 5485600   3    0   336   652 1125 1980 54 26 18 2 0
04:12:00 1  1 1510880 3201280  540416 5489440   4    0   360   692 1175 2110 58 28 12 2 0
04:13:00 2  0 1514240 3234720  540480 5493280   3    0   344   668 1140 2025 56 27 15 2 0
04:14:00 1  0 1517560 3189440  540544 5497120   3    0   336   644 1115 1950 54 25 19 2 0
04:15:00 2  0 1521120 3212640  540608 5500960   4    0   352   680 1155 2070 57 28 13 2 0
04:16:00 1  0 1524440 3178960  540672 5504800   3    0   340   660 1130 1995 55 26 17 2 0
04:17:00 2  1 1528000 3156320  540736 5508640   4    0   364   700 1180 2125 59 29 10 2 0
04:18:00 1  0 1531360 3198880  540800 5512480   3    0   348   676 1145 2040 56 27 15 2 0
04:19:00 2  0 1534680 3234560  540864 5516320   3    0   340   652 1120 1965 54 26 18 2 0
04:20:00 1  0 1538240 3201120  540928 5520160   4    0   356   688 1160 2085 57 28 13 2 0
04:21:00 2  0 1541560 3178320  540992 5524000   3    0   344   668 1135 2010 55 27 16 2 0
04:22:00 1  1 1545120 3212640  541056 5527840   4    0   368   708 1185 2140 59 29 10 2 0
04:23:00 2  0 1548480 3189440  541120 5531680   3    0   352   684 1150 2055 57 28 13 2 0
04:24:00 1  0 1551800 3223920  541184 5535520   3    0   344   660 1125 1980 55 26 17 2 0
04:25:00 2  0 1555360 3198720  541248 5539360   4    0   360   696 1165 2100 58 29 11 2 0
04:26:00 1  0 1558680 3167840  541312 5543200   3    0   348   676 1140 2025 56 27 15 2 0
04:27:00 2  1 1562240 3201280  541376 5547040   4    0   372   716 1190 2155 60 30 8 2 0
04:28:00 1  0 1565600 3234880  541440 5550880   3    0   356   692 1155 2070 57 28 13 2 0
04:29:00 2  0 1568920 3189760  541504 5554720   3    0   348   668 1130 1995 55 27 16 2 0
04:30:00 1  0 1572480 3212560  541568 5558560   4    0   364   704 1170 2115 58 29 11 2 0
04:31:00 2  0 1575800 3178240  541632 5562400   3    0   352   684 1145 2040 56 28 14 2 0
04:32:00 1  1 1579360 3156480  541696 5566240   4    0   376   724 1195 2170 60 30 8 2 0
04:33:00 2  0 1582720 3198880  541760 5570080   3    0   360   700 1160 2085 58 29 11 2 0
04:34:00 1  0 1586040 3234320  541824 5573920   3    0   352   676 1135 2010 56 27 15 2 0
04:35:00 2  0 1589600 3201120  541888 5577760   4    0   368   712 1175 2130 59 30 9 2 0
04:36:00 1  0 1592920 3178640  541952 5581600   3    0   356   692 1150 2055 57 28 13 2 0
04:37:00 2  1 1596480 3212480  542016 5585440   4    0   380   732 1200 2185 61 31 6 2 0
04:38:00 1  0 1599840 3189760  542080 5589280   3    0   364   708 1165 2100 58 29 11 2 0
04:39:00 2  0 1603160 3223680  542144 5593120   3    0   356   684 1140 2025 56 28 14 2 0
04:40:00 1  0 1606720 3198560  542208 5596960   4    0   372   720 1180 2145 59 30 9 2 0
04:41:00 2  0 1610040 3167920  542272 5600800   3    0   360   700 1155 2070 57 29 12 2 0
04:42:00 1  1 1613600 3201280  542336 5604640   4    0   384   740 1205 2200 61 31 6 2 0
04:43:00 2  0 1616960 3234720  542400 5608480   3    0   368   716 1170 2115 59 30 9 2 0
04:44:00 1  0 1620280 3189440  542464 5612320   3    0   360   692 1145 2040 57 28 13 2 0
04:45:00 2  0 1623840 3212640  542528 5616160   4    0   376   728 1185 2160 60 31 7 2 0
04:46:00 1  0 1627160 3178960  542592 5620000   3    0   364   708 1160 2085 58 29 11 2 0
