2024-01-15 06:00:15 UTC | INFO | (agent.py:125) | Datadog Agent v7.48.0 starting
2024-01-15 06:46:02 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 06:46:03 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 06:46:03 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 06:46:04 UTC | INFO | (checks.process:67) | Running check: process
2024-01-15 06:46:04 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 06:46:05 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 06:46:05 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 06:46:06 UTC | WARNING | (collector.py:287) | Check collector queue size: 1247
2024-01-15 06:46:06 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 06:46:07 UTC | INFO | (checks.process:67) | Running check: process
2024-01-15 06:46:07 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 06:46:08 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 06:46:08 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 06:46:09 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 06:46:10 UTC | INFO | (checks.process:67) | Running check: process
2024-01-15 06:46:10 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 06:46:11 UTC | WARNING | (collector.py:287) | Check collector queue size: 2156
2024-01-15 06:46:11 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 06:46:12 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 06:46:12 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 06:46:13 UTC | INFO | (checks.process:67) | Running check: process
2024-01-15 06:46:13 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 06:46:14 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 06:46:15 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 06:46:15 UTC | WARNING | (config.py:445) | Check interval may be too aggressive
2024-01-15 06:46:16 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 06:46:16 UTC | INFO | (checks.process:67) | Running check: process
2024-01-15 06:46:17 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 06:46:18 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 06:46:18 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 06:46:19 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 06:46:20 UTC | INFO | (checks.process:67) | Running check: process
2024-01-15 06:46:20 UTC | WARNING | (collector.py:287) | Check collector queue size: 3482
2024-01-15 06:46:21 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 06:46:21 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 06:46:22 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 06:46:23 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 06:46:23 UTC | INFO | (checks.process:67) | Running check: process
2024-01-15 06:46:24 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 06:46:25 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 06:46:25 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 06:46:26 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 06:46:27 UTC | INFO | (checks.process:67) | Running check: process
2024-01-15 06:46:27 UTC | WARNING | (forwarder.py:234) | Forwarder experiencing backpressure
2024-01-15 06:46:28 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 06:46:28 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 06:46:29 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 06:46:30 UTC | WARNING | (collector.py:287) | Check collector queue size: 4891
2024-01-15 06:46:30 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 06:46:31 UTC | INFO | (checks.process:67) | Running check: process
2024-01-15 06:46:31 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 06:46:32 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 06:46:33 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 06:46:33 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 06:46:34 UTC | INFO | (checks.process:67) | Running check: process
2024-01-15 06:46:35 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 06:46:35 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 06:46:36 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 06:46:37 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 06:46:37 UTC | INFO | (checks.process:67) | Running check: process
2024-01-15 06:46:38 UTC | WARNING | (collector.py:287) | Check collector queue size: 5634
2024-01-15 06:46:38 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 06:46:39 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 06:46:40 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 06:46:40 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 06:46:41 UTC | INFO | (checks.process:67) | Running check: process
2024-01-15 07:15:42 UTC | WARNING | (collector.py:287) | Check collector queue size: 18456
2024-01-15 07:15:43 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 07:15:43 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 07:15:44 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 07:15:45 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 07:15:45 UTC | INFO | (checks.process:67) | Running check: process
2024-01-15 07:45:22 UTC | WARNING | (collector.py:287) | Check collector queue size: 25789
2024-01-15 07:45:23 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 07:45:23 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 07:45:24 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 07:45:25 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 08:15:56 UTC | WARNING | (collector.py:287) | Check collector queue size: 32145
2024-01-15 08:15:57 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 08:15:57 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 08:15:58 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 08:15:59 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 08:45:12 UTC | WARNING | (collector.py:287) | Check collector queue size: 38921
2024-01-15 08:45:13 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 08:45:13 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 08:45:14 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 09:10:45 UTC | WARNING | (collector.py:287) | Check collector queue size: 44567
2024-01-15 09:10:46 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 09:10:46 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 09:10:47 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 09:10:48 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 09:10:48 UTC | INFO | (checks.process:67) | Running check: process
2024-01-15 09:15:01 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 09:15:01 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 09:15:02 UTC | WARNING | (collector.py:287) | Check collector queue size: 45234
2024-01-15 09:15:02 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 09:15:03 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 09:15:04 UTC | INFO | (checks.process:67) | Running check: process
2024-01-15 09:15:04 UTC | INFO | (checks.disk:45) | Running check: disk
2024-01-15 09:15:05 UTC | INFO | (checks.cpu:52) | Running check: cpu
2024-01-15 09:15:06 UTC | INFO | (checks.memory:38) | Running check: memory
2024-01-15 09:15:06 UTC | WARNING | (config.py:445) | Check interval may be too aggressive
2024-01-15 09:15:07 UTC | INFO | (checks.network:91) | Running check: network
2024-01-15 09:15:08 UTC | INFO | (checks.process:67) | Running check: process
