transaction_id,amount,time_of_day,merchant_category,card_present,international,is_fraud
1563,89.23,10,gas,True,False,0
1564,212.34,14,groceries,True,False,0
1565,156.78,17,restaurant,True,False,0
1566,67.45,9,gas,True,False,0
1567,189.23,12,groceries,True,False,0
1568,123.45,18,restaurant,True,False,0
1569,78.90,15,gas,True,False,0
1570,198.76,11,groceries,True,False,0
1571,145.67,16,restaurant,True,False,0
1572,89.23,8,gas,True,False,0
1573,234.56,13,groceries,True,False,0
1574,112.34,19,restaurant,True,False,0
1575,67.89,10,gas,True,False,0
1576,178.90,14,groceries,True,False,0
1577,167.89,17,restaurant,True,False,0
1578,78.90,9,gas,True,False,0
1579,145.67,12,groceries,True,False,0
1580,134.56,18,restaurant,True,False,0
1581,89.23,15,gas,True,False,0
1582,212.34,11,groceries,True,False,0
1583,156.78,16,restaurant,True,False,0
1584,67.45,8,gas,True,False,0
1585,189.23,13,groceries,True,False,0
1586,123.45,19,restaurant,True,False,0
1587,78.90,10,gas,True,False,0
1588,198.76,14,groceries,True,False,0
1589,145.67,17,restaurant,True,False,0
1590,89.23,9,gas,True,False,0
1591,234.56,12,groceries,True,False,0
1592,112.34,18,restaurant,True,False,0
1593,67.89,15,gas,True,False,0
1594,178.90,11,groceries,True,False,0
1595,167.89,16,restaurant,True,False,0
1596,78.90,8,gas,True,False,0
1597,145.67,13,groceries,True,False,0
1598,134.56,19,restaurant,True,False,0
1599,89.23,10,gas,True,False,0
1600,212.34,14,groceries,True,False,0
1601,156.78,17,restaurant,True,False,0
1602,67.45,9,gas,True,False,0
1603,189.23,12,groceries,True,False,0
1604,123.45,18,restaurant,True,False,0
1605,78.90,15,gas,True,False,0
1606,198.76,11,groceries,True,False,0
1607,145.67,16,restaurant,True,False,0
1608,89.23,8,gas,True,False,0
1609,234.56,13,groceries,True,False,0
1610,112.34,19,restaurant,True,False,0
1611,67.89,10,gas,True,False,0
1612,178.90,14,groceries,True,False,0
1613,167.89,17,restaurant,True,False,0
1614,78.90,9,gas,True,False,0
1615,145.67,12,groceries,True,False,0
1616,134.56,18,restaurant,True,False,0
1617,89.23,15,gas,True,False,0
1618,212.34,11,groceries,True,False,0
1619,156.78,16,restaurant,True,False,0
1620,67.45,8,gas,True,False,0
1621,189.23,13,groceries,True,False,0
1622,123.45,19,restaurant,True,False,0
1623,78.90,10,gas,True,False,0
1624,198.76,14,groceries,True,False,0
1625,145.67,17,restaurant,True,False,0
1626,89.23,9,gas,True,False,0
1627,234.56,12,groceries,True,False,0
1628,112.34,18,restaurant,True,False,0
1629,67.89,15,gas,True,False,0
1630,178.90,11,groceries,True,False,0
1631,167.89,16,restaurant,True,False,0
1632,78.90,8,gas,True,False,0
1633,145.67,13,groceries,True,False,0
1634,134.56,19,restaurant,True,False,0
1635,89.23,10,gas,True,False,0
1636,212.34,14,groceries,True,False,0
1637,156.78,17,restaurant,True,False,0
1638,67.45,9,gas,True,False,0
1639,189.23,12,groceries,True,False,0
1640,123.45,18,restaurant,True,False,0
1641,78.90,15,gas,True,False,0
1642,198.76,11,groceries,True,False,0
1643,145.67,16,restaurant,True,False,0
1644,89.23,8,gas,True,False,0
1645,234.56,13,groceries,True,False,0
1646,112.34,19,restaurant,True,False,0
1647,67.89,10,gas,True,False,0
1648,178.90,14,groceries,True,False,0
1649,167.89,17,restaurant,True,False,0
1650,78.90,9,gas,True,False,0
1651,145.67,12,groceries,True,False,0
1652,134.56,18,restaurant,True,False,0
1653,89.23,15,gas,True,False,0
1654,212.34,11,groceries,True,False,0
1655,156.78,16,restaurant,True,False,0
1656,67.45,8,gas,True,False,0
1657,189.23,13,groceries,True,False,0
1658,123.45,19,restaurant,True,False,0
1659,78.90,10,gas,True,False,0
1660,198.76,14,groceries,True,False,0
1661,145.67,17,restaurant,True,False,0
1662,89.23,9,gas,True,False,0
1663,234.56,12,groceries,True,False,0
1664,112.34,18,restaurant,True,False,0
1665,67.89,15,gas,True,False,0
1666,178.90,11,groceries,True,False,0
1667,167.89,16,restaurant,True,False,0
1668,78.90,8,gas,True,False,0
1669,145.67,13,groceries,True,False,0
1670,134.56,19,restaurant,True,False,0
1671,89.23,10,gas,True,False,0
1672,212.34,14,groceries,True,False,0
1673,156.78,17,restaurant,True,False,0
1674,67.45,9,gas,True,False,0
1675,189.23,12,groceries,True,False,0
1676,123.45,18,restaurant,True,False,0
1677,78.90,15,gas,True,False,0
1678,198.76,11,groceries,True,False,0
1679,145.67,16,restaurant,True,False,0
1680,89.23,8,gas,True,False,0
1681,234.56,13,groceries,True,False,0
1682,112.34,19,restaurant,True,False,0
1683,67.89,10,gas,True,False,0
1684,178.90,14,groceries,True,False,0
1685,167.89,17,restaurant,True,False,0
1686,78.90,9,gas,True,False,0
1687,145.67,12,groceries,True,False,0
1688,134.56,18,restaurant,True,False,0
1689,89.23,15,gas,True,False,0
1690,212.34,11,groceries,True,False,0
1691,156.78,16,restaurant,True,False,0
1692,67.45,8,gas,True,False,0
1693,189.23,13,groceries,True,False,0
1694,123.45,19,restaurant,True,False,0
1695,78.90,10,gas,True,False,0
1696,198.76,14,groceries,True,False,0
1697,145.67,17,restaurant,True,False,0
1698,89.23,9,gas,True,False,0
1699,234.56,12,groceries,True,False,0
1700,112.34,18,restaurant,True,False,0
1701,67.89,15,gas,True,False,0
1702,178.90,11,groceries,True,False,0
1703,167.89,16,restaurant,True,False,0
1704,78.90,8,gas,True,False,0
1705,145.67,13,groceries,True,False,0
1706,134.56,19,restaurant,True,False,0
1707,89.23,10,gas,True,False,0
1708,212.34,14,groceries,True,False,0
1709,156.78,17,restaurant,True,False,0
1710,67.45,9,gas,True,False,0
1711,189.23,12,groceries,True,False,0
1712,123.45,18,restaurant,True,False,0
1713,78.90,15,gas,True,False,0
1714,198.76,11,groceries,True,False,0
1715,145.67,16,restaurant,True,False,0
1716,89.23,8,gas,True,False,0
1717,234.56,13,groceries,True,False,0
1718,112.34,19,restaurant,True,False,0
1719,67.89,10,gas,True,False,0
1720,178.90,14,groceries,True,False,0
1721,167.89,17,restaurant,True,False,0
1722,78.90,9,gas,True,False,0
1723,145.67,12,groceries,True,False,0
1724,134.56,18,restaurant,True,False,0
1725,89.23,15,gas,True,False,0
1726,212.34,11,groceries,True,False,0
1727,156.78,16,restaurant,True,False,0
1728,67.45,8,gas,True,False,0
1729,189.23,13,groceries,True,False,0
1730,123.45,19,restaurant,True,False,0
