ride_id,pickup_lat,pickup_lon,timestamp,fare_amount
SF_031,37.7729,-122.4214,invalid-date,18.30
SF_032,37.7769,-122.4274,2024-01-15T19:00:48Z,15.70
SF_033,37.7709,-122.4334,2024-01-15T19:15:59Z,12.90
SF_035,37.7629,-122.4414,2024-01-15T20:00:21Z,20.50
SF_036,37.7569,-122.4474,2024-01-15T20:15:32Z,17.10
SF_037,37.7929,-122.4114,2024-01-15T20:30:43Z,14.80
SF_038,37.7749,-122.4194,2024-01-15T21:00:54Z,11.60
SF_039,37.7789,-122.4254,2024-01-15T21:15:05Z,18.90
SF_040,37.7729,-122.4314,2024-01-15T21:30:16Z,16.20
SF_022,37.7669,-122.4374,2024-01-15T22:00:27Z,13.70
SF_042,37.7609,-122.4434,2024-01-15T22:15:38Z,21.40
SF_043,37.7909,-122.4094,2024-01-15T22:30:49Z,18.60
SF_044,37.7739,-122.4204,2024-01-15T23:00:00Z,15.30
SF_045,-190.7000,-122.4264,2024-01-15T23:15:11Z,12.20
SF_046,37.7719,-122.4324,2024-01-15T23:30:22Z,19.80
SF_047,37.7799,-122.4144,2024-01-16T00:00:33Z,17.00
SF_048,37.7639,-122.4404,2024-01-16T00:15:44Z,14.40
SF_049,37.7579,-122.4464,2024-01-16T00:30:55Z,-8.75
SF_050,37.7919,-122.4124,2024-01-16T01:00:06Z,21.90
SF_051,37.7759,-122.4184,2024-01-16T01:15:17Z,18.10
SF_052,37.7699,-122.4244,2024-01-16T01:30:28Z,15.50
SF_053,37.7799,-122.4304,2024-01-16T02:00:39Z,12.70
SF_054,37.7739,-122.4364,2024-01-16T02:15:50Z,20.10
SF_055,37.7679,-122.4424,2024-01-16T02:30:01Z,17.30
SF_056,37.7619,-122.4484,2024-01-16T03:00:12Z,14.90
SF_057,37.7959,-122.4104,2024-13-45,11.20
SF_058,37.7899,-122.4164,2024-01-16T03:45:34Z,19.50
SF_059,37.7749,-122.4224,2024-01-16T04:00:45Z,16.80
SF_060,37.7789,-122.4284,2024-01-16T04:15:56Z,13.40
SF_061,37.7729,-122.4344,2024-01-16T04:30:07Z,21.60
SF_062,37.7669,-122.4404,2024-01-16T05:00:18Z,18.20
SF_063,105.2000,-122.4464,2024-01-16T05:15:29Z,15.60
SF_064,37.7949,-122.4124,2024-01-16T05:30:40Z,12.30
SF_066,37.7649,-122.4254,2024-01-16T06:15:02Z,17.90
SF_067,37.7589,-122.4314,2024-01-16T06:30:13Z,15.10
SF_068,37.7779,-122.4374,2024-01-16T07:00:24Z,12.60
SF_069,37.7719,-122.4434,2024-01-16T07:15:35Z,20.80
SF_070,37.7659,-122.4494,2024-01-16T07:30:46Z,18.40
SF_047,37.7599,-122.4454,2024-01-16T08:00:57Z,15.80
SF_072,37.7939,-122.4134,2024-01-16T08:15:08Z,13.10
SF_073,37.7769,-122.4214,2024-01-16T08:30:19Z,-15.25
SF_074,37.7809,-122.4274,2024-01-16T09:00:30Z,19.70
SF_075,37.7749,-122.4334,2024-01-16T09:15:41Z,16.40
SF_076,37.7689,-122.4394,not-a-timestamp,14.00
SF_077,37.7629,-122.4454,2024-01-16T10:00:03Z,21.20
SF_078,-95.8000,-122.4114,2024-01-16T10:15:14Z,18.50
SF_079,37.7709,-122.4174,2024-01-16T10:30:25Z,15.90
SF_080,37.7649,-122.4234,2024-01-16T11:00:36Z,12.40
SF_081,37.7789,-122.4294,2024-01-16T11:15:47Z,20.60
SF_082,37.7729,-122.4354,2024-01-16T11:30:58Z,17.70
SF_083,37.7669,-122.4414,2024-01-16T12:00:09Z,14.50
SF_084,37.7609,-122.4474,2024-01-16T12:15:20Z,11.90
SF_085,37.7949,-122.4094,2024-01-16T12:30:31Z,19.30
SF_087,37.7739,-122.4214,2024-01-16T13:15:53Z,14.70
SF_088,37.7779,-122.4274,2024-01-16T13:30:04Z,12.00
SF_089,37.7719,-122.4334,2024-01-16T14:00:15Z,20.90
SF_090,37.7659,-122.4394,2024-01-16T14:15:26Z,18.80
SF_091,37.7799,-122.4454,2024-01-16T14:30:37Z,-22.50
SF_092,37.7739,-122.4114,2024-01-16T15:00:48Z,16.10
SF_093,37.7679,-122.4174,2024-01-16T15:15:59Z,13.80
SF_094,37.7619,-122.4234,2024-01-16T15:30:10Z,21.30
SF_095,220.0000,-122.4294,2024-01-16T16:00:21Z,19.00
SF_096,37.7959,-122.4354,2024-01-16T16:15:32Z,16.60
SF_097,37.7709,-122.4414,2024-01-16T16:30:43Z,14.10
SF_098,37.7649,-122.4474,2024-01-16T17:00:54Z,11.50
SF_099,37.7789,-122.4134,2024-01-16T17:15:05Z,20.20
SF_072,37.7729,-122.4194,2024-01-16T17:30:16Z,17.50
SF_101,37.7669,-122.4254,2024-01-16T18:00:27Z,15.20
SF_102,37.7809,-122.4314,2024-01-16T18:15:38Z,12.80
SF_104,37.7689,-122.4434,2024-01-16T19:00:00Z,18.60
SF_105,37.7629,-122.4494,2024-01-16T19:15:11Z,16.30
SF_106,37.7969,-122.4104,2024-01-16T19:30:22Z,13.60
SF_107,37.7799,-122.4164,2024-01-16T20:00:33Z,21.80
SF_108,37.7739,-122.4224,2024-01-16T20:15:44Z,19.40
SF_109,-88.5000,-122.4284,2024-01-16T20:30:55Z,16.70
SF_110,37.7779,-122.4344,2024-01-16T21:00:06Z,-9.90
SF_111,37.7719,-122.4404,2024-01-16T21:15:17Z,14.30
SF_112,37.7659,-122.4464,2024-01-16T21:30:28Z,11.70
SF_113,37.7799,-122.4124,2024-01-16T22:00:39Z,20.70
SF_114,37.7739,-122.4184,2024-01-16T22:15:50Z,18.00
SF_115,37.7679,-122.4244,2024-01-16T22:30:01Z,15.40
SF_116,37.7619,-122.4304,2024-01-16T23:00:12Z,12.50
SF_117,37.7959,-122.4364,2024-01-16T23:15:23Z,21.00
SF_099,37.7709,-122.4424,2024-01-16T23:30:34Z,18.30
SF_119,37.7649,-122.4484,2024-01-16T23:45:45Z,15.70
SF_120,37.7789,-122.4144,2024-01-17T00:00:56Z,13.30
SF_121,37.7729,-122.4204,2024-01-17T00:15:07Z,20.40
SF_122,37.7669,-122.4264,2024-01-17T00:30:18Z,17.60
SF_123,37.7809,-122.4324,2024-01-17T01:00:29Z,14.90
SF_124,185.3000,-122.4384,2024-01-17T01:15:40Z,11.80
SF_125,37.7689,-122.4444,2024-01-17T01:30:51Z,19.10
SF_126,37.7629,-122.4104,2024-01-17T02:00:02Z,16.50
SF_128,37.7799,-122.4224,2024-01-17T02:30:24Z,12.90
SF_129,37.7739,-122.4284,2024-01-17T03:00:35Z,21.50
SF_130,37.7779,-122.4344,2024-01-17T03:15:46Z,18.70
SF_131,37.7719,-122.4404,2024-01-17T03:30:57Z,-18.60
SF_132,37.7659,-122.4464,2024-01-17T04:00:08Z,16.00
SF_133,37.7799,-122.4124,2024-01-17T04:15:19Z,13.20
SF_134,37.7739,-122.4184,2024-01-17T04:30:30Z,20.30
SF_135,37.7679,-122.4244,2024-01-17T05:00:41Z,17.90
SF_136,37.7619,-122.4304,2024-01-17T05:15:52Z,15.10
SF_137,37.7959,-122.4364,2024-01-17T05:30:03Z,12.60
SF_138,-110.0000,-122.4424,2024-01-17T06:00:14Z,21.70
SF_139,37.7709,-122.4484,2024-01-17T06:15:25Z,19.20
SF_140,37.7649,-122.4144,2024-01-17T06:30:36Z,16.40
SF_141,37.7789,-122.4204,2024-01-17T07:00:47Z,13.90
SF_143,37.7669,-122.4324,2024-01-17T07:30:09Z,18.50
SF_144,37.7809,-122.4384,2024-01-17T08:00:20Z,16.80
SF_145,37.7749,-122.4444,2024-01-17T08:15:31Z,14.20
SF_146,37.7689,-122.4104,2024-01-17T08:30:42Z,11.40
SF_147,37.7629,-122.4164,2024-01-17T09:00:53Z,20.00
SF_148,37.7969,-122.4224,2024-01-17T09:15:04Z,17.40
SF_149,37.7799,-122.4284,2024-01-17T09:30:15Z,-25.30
SF_150,37.7739,-122.4344,2024-01-17T10:00:26Z,15.60
SF_151,37.7779,-122.4404,2024-01-17T10:15:37Z,13.00
SF_152,37.7719,-122.4464,2024-01-17T10:30:48Z,21.10
SF_153,37.7659,-122.4124,2024-01-17T11:00:59Z,18.90
SF_154,37.7799,-122.4184,2024-01-17T11:15:10Z,16.20
SF_155,37.7739,-122.4244,2024-01-17T11:30:21Z,14.60
SF_156,37.7679,-122.4304,2024-01-17T12:00:32Z,11.90
SF_157,37.7619,-122.4364,2024-01-17T12:15:43Z,20.50
SF_158,37.7959,-122.4424,2024-01-17T12:30:54Z,17.80
SF_159,37.7709,-122.4484,2024-01-17T13:00:05Z,15.30
SF_160,37.7649,-122.4144,2024-01-17T13:15:16Z,12.70
