ride_id,pickup_lat,pickup_lon,timestamp,fare_amount
NY_063,40.7534,-73.9890,2024-01-21T15:18:52Z,25.00
NY_064,40.7389,-73.9745,2024-01-21T16:30:10Z,9.50
NY_065,40.7623,-73.9612,2024-01-21T17:42:25Z,15.25
NY_067,40.7489,-73.9723,2024-01-22T09:22:50Z,20.50
NY_068,40.7734,-73.9590,2024-01-22T10:35:15Z,11.75
NY_069,92.4567,-73.9945,2024-01-22T11:48:28Z,17.50
NY_070,40.7345,-73.9812,2024-01-22T12:15:40Z,23.25
NY_071,40.7567,-73.9656,2024-01-22T13:28:52Z,14.00
NY_072,40.7212,-73.9534,2024-01-22T14:40:10Z,19.75
NY_073,40.7445,-73.9890,2024-01-22T15:52:25Z,26.00
NY_074,40.7690,-73.9745,2024-01-22T16:10:38Z,8.25
NY_075,40.7123,-73.9612,2024-01-22T17:22:50Z,13.50
NY_005,40.7556,-73.9867,2024-01-23T08:35:15Z,18.25
NY_076,40.7389,-73.9723,2024-01-23T09:48:28Z,24.75
NY_077,40.7634,-73.9590,2024-01-23T10:15:40Z,10.00
NY_078,40.7278,-73.9945,2024-01-23T11:28:52Z,-20.00
NY_079,40.7501,-73.9812,2024-01-23T12:40:10Z,16.50
NY_080,40.7167,-73.9656,2024-01-23T13:52:25Z,22.25
NY_081,40.7612,-73.9534,2024-01-23T14:10:38Z,12.75
NY_082,40.7445,-195.8765,2024-01-23T15:22:50Z,18.00
NY_083,40.7723,-73.9890,2024-01-23T16:35:15Z,25.50
NY_084,40.7290,-73.9745,2024-01-23T17:48:28Z,9.25
NY_085,40.7534,-73.9612,2024-01-24T08:15:40Z,14.75
NY_086,40.7178,-73.9867,99999999,20.00
NY_087,40.7601,-73.9723,2024-01-24T10:40:10Z,11.50
NY_088,40.7412,-73.9590,2024-01-24T11:52:25Z,17.75
NY_089,40.7656,-73.9945,2024-01-24T12:10:38Z,23.50
NY_006,40.7234,-73.9812,2024-01-24T13:22:50Z,8.00
NY_090,40.7489,-73.9656,2024-01-24T14:35:15Z,15.50
NY_092,40.7567,-73.9890,2024-01-24T16:15:40Z,21.00
NY_093,40.7345,-73.9745,2024-01-24T17:28:52Z,12.25
NY_094,40.7690,-73.9612,2024-01-25T08:40:10Z,18.50
NY_095,-98.7654,-73.9867,2024-01-25T09:52:25Z,24.25
NY_096,40.7212,-73.9723,2024-01-25T10:10:38Z,10.75
NY_097,40.7445,-73.9590,2024-01-25T11:22:50Z,16.00
NY_098,40.7623,-73.9945,2024-01-25T12:35:15Z,22.75
NY_099,40.7289,-73.9812,2024-01-25T13:48:28Z,-18.25
NY_100,40.7512,-73.9656,2024-01-25T14:15:40Z,13.00
NY_101,40.7156,-73.9534,2024-01-25T15:28:52Z,19.25
NY_102,40.7601,-73.9890,2024-01-25T16:40:10Z,25.75
NY_103,40.7389,-73.9745,2024-01-25T17:52:25Z,9.00
NY_007,40.7645,-73.9612,2024-01-26T08:10:38Z,14.50
NY_104,40.7223,-73.9867,2024-01-26T09:22:50Z,20.25
NY_105,40.7478,-73.9723,2024-01-26T10:35:15Z,11.00
NY_106,40.7734,188.9876,2024-01-26T11:48:28Z,17.25
NY_107,40.7312,-73.9590,2024-01-26T12:15:40Z,23.00
NY_108,40.7556,-73.9945,2024-01-26T13:28:52Z,8.50
NY_109,40.7190,-73.9812,2024-01-26T14:40:10Z,15.75
NY_111,40.7701,-73.9534,2024-01-26T16:10:38Z,21.50
NY_112,40.7334,-73.9890,2024-01-26T17:22:50Z,12.00
NY_113,40.7589,-73.9745,2024-01-27T08:35:15Z,18.25
NY_114,40.7167,-73.9612,2024-01-27T09:48:28Z,24.00
NY_115,40.7423,-73.9867,2024-01-27T10:15:40Z,10.50
NY_008,40.7678,-73.9723,2024-01-27T11:28:52Z,16.75
NY_116,93.5678,-73.9590,2024-01-27T12:40:10Z,22.50
NY_117,40.7245,-73.9945,2024-01-27T13:52:25Z,13.25
NY_118,40.7501,-73.9812,2024-01-27T14:10:38Z,-22.75
NY_119,40.7134,-73.9656,2024-01-27T15:22:50Z,19.00
NY_120,40.7612,-73.9534,2024-01-27T16:35:15Z,25.25
NY_121,40.7389,-73.9890,2024-01-27T17:48:28Z,9.75
NY_122,40.7556,-73.9745,2024-01-28T08:15:40Z,14.25
NY_123,40.7223,-73.9612,invalid-date-time,20.75
NY_124,40.7489,-73.9867,2024-01-28T10:40:10Z,11.25
NY_125,40.7723,-73.9723,2024-01-28T11:52:25Z,17.00
NY_126,40.7301,-73.9590,2024-01-28T12:10:38Z,23.75
NY_009,40.7545,-73.9945,2024-01-28T13:22:50Z,8.75
NY_128,40.7456,-73.9656,2024-01-28T15:48:28Z,15.00
NY_129,40.7690,-73.9534,2024-01-28T16:15:40Z,21.75
NY_130,40.7267,-73.9890,2024-01-28T17:28:52Z,12.50
NY_131,40.7523,-73.9745,2024-01-29T08:40:10Z,18.75
NY_132,40.7145,-73.9612,2024-01-29T09:52:25Z,24.50
NY_133,40.7601,-73.9867,2024-01-29T10:10:38Z,10.25
NY_134,40.7389,-190.4567,2024-01-29T11:22:50Z,16.50
NY_135,40.7634,-73.9723,2024-01-29T12:35:15Z,22.25
NY_136,-101.2345,-73.9590,2024-01-29T13:48:28Z,13.75
NY_137,40.7212,-73.9945,2024-01-29T14:15:40Z,19.50
NY_138,40.7467,-73.9812,2024-01-29T15:28:52Z,-25.00
NY_139,40.7734,-73.9656,2024-01-29T16:40:10Z,9.50
NY_140,40.7323,-73.9534,2024-01-29T17:52:25Z,15.25
NY_010,40.7578,-73.9890,2024-01-30T08:10:38Z,21.00
NY_141,40.7189,-73.9745,2024-01-30T09:22:50Z,11.75
NY_142,40.7445,-73.9612,2024-01-30T10:35:15Z,17.50
NY_143,40.7690,-73.9867,2024-01-30T11:48:28Z,23.25
NY_144,40.7256,-73.9723,2024-01-30T12:15:40Z,8.00
NY_145,40.7512,-73.9590,2024-01-30T13:28:52Z,14.75
NY_146,40.7156,-73.9945,2024-01-30T14:40:10Z,20.50
NY_148,40.7390,-73.9656,2024-01-30T16:10:38Z,12.75
NY_149,40.7667,-73.9534,2024-01-30T17:22:50Z,18.00
NY_150,40.7234,-73.9890,2024-01-30T18:35:15Z,25.50
