event_id,customer_id,timestamp,event_type
EVT-0068,CUST-045,2024-01-02T09:34:22Z,inquiry
EVT-0069,CUST-056,2024-01-02T09:35:33Z,support_ticket
EVT-0070,CUST-067,2024-01-02T09:36:44Z,complaint
EVT-0071,CUST-078,2024-01-02T09:37:55Z,purchase
EVT-0072,CUST-089,2024-01-02T09:39:06Z,refund
EVT-0073,CUST-015,2024-01-02T09:40:17Z,complaint
EVT-0074,CUST-026,2024-01-02T09:41:28Z,support_ticket
EVT-0075,CUST-037,2024-01-02T09:42:39Z,inquiry
EVT-0076,CUST-048,2024-01-02T09:43:50Z,purchase
EVT-0077,CUST-001,2024-01-02T10:45:01Z,complaint
EVT-0078,CUST-012,2024-01-02T10:46:12Z,refund
EVT-0079,CUST-023,2024-01-02T10:47:23Z,support_ticket
EVT-0080,CUST-034,2024-01-02T10:48:34Z,complaint
EVT-0081,CUST-045,2024-01-02T10:49:45Z,refund
EVT-0082,CUST-056,2024-01-02T10:50:56Z,complaint
EVT-0083,CUST-067,2024-01-02T10:52:07Z,inquiry
EVT-0084,CUST-078,2024-01-02T10:53:18Z,inquiry
EVT-0085,CUST-089,2024-01-02T10:54:29Z,support_ticket
EVT-0086,CUST-015,2024-01-02T10:55:40Z,refund
EVT-0087,CUST-026,2024-01-02T10:56:51Z,purchase
EVT-0088,CUST-037,2024-01-02T10:58:02Z,complaint
EVT-0089,CUST-048,2024-01-02T10:59:13Z,support_ticket
EVT-0090,CUST-059,2024-01-02T11:00:24Z,purchase
EVT-0091,CUST-001,2024-01-02T11:01:35Z,refund
EVT-0092,CUST-012,2024-01-02T11:02:46Z,support_ticket
EVT-0093,CUST-023,2024-01-02T11:03:57Z,inquiry
EVT-0094,CUST-034,2024-01-02T11:05:08Z,refund
EVT-0095,CUST-045,2024-01-02T11:06:19Z,purchase
EVT-0096,CUST-056,2024-01-02T11:07:30Z,refund
EVT-0097,CUST-067,2024-01-02T11:08:41Z,purchase
EVT-0098,CUST-078,2024-01-02T11:09:52Z,complaint
EVT-0099,CUST-089,2024-01-02T11:11:03Z,inquiry
EVT-0100,CUST-015,2024-01-02T11:12:14Z,purchase
EVT-0101,CUST-026,2024-01-03T08:13:25Z,inquiry
EVT-0102,CUST-037,2024-01-03T08:14:36Z,refund
EVT-0103,CUST-048,2024-01-03T08:15:47Z,inquiry
EVT-0104,CUST-059,2024-01-03T08:16:58Z,complaint
EVT-0105,CUST-001,2024-01-03T08:18:09Z,purchase
EVT-0106,CUST-012,2024-01-03T08:19:20Z,inquiry
EVT-0107,CUST-023,2024-01-03T08:20:31Z,complaint
EVT-0108,CUST-034,2024-01-03T08:21:42Z,purchase
EVT-0109,CUST-045,2024-01-03T08:22:53Z,support_ticket
EVT-0110,CUST-056,2024-01-03T08:24:04Z,inquiry
EVT-0111,CUST-067,2024-01-03T08:25:15Z,refund
EVT-0112,CUST-078,2024-01-03T08:26:26Z,purchase
EVT-0113,CUST-089,2024-01-03T08:27:37Z,complaint
EVT-0114,CUST-015,2024-01-03T08:28:48Z,support_ticket
EVT-0115,CUST-026,2024-01-03T08:29:59Z,complaint
EVT-0116,CUST-037,2024-01-03T08:31:10Z,purchase
EVT-0117,CUST-048,2024-01-03T08:32:21Z,refund
EVT-0118,CUST-059,2024-01-03T08:33:32Z,support_ticket
EVT-0119,CUST-070,2024-01-03T08:34:43Z,purchase
EVT-0120,CUST-001,2024-01-03T09:35:54Z,inquiry
EVT-0121,CUST-012,2024-01-03T09:37:05Z,purchase
EVT-0122,CUST-023,2024-01-03T09:38:16Z,refund
EVT-0123,CUST-034,2024-01-03T09:39:27Z,support_ticket
EVT-0124,CUST-045,2024-01-03T09:40:38Z,complaint
EVT-0125,CUST-056,2024-01-03T09:41:49Z,purchase
EVT-0126,CUST-067,2024-01-03T09:43:00Z,support_ticket
EVT-0127,CUST-078,2024-01-03T09:44:11Z,refund
EVT-0128,CUST-089,2024-01-03T09:45:22Z,purchase
EVT-0129,CUST-015,2024-01-03T09:46:33Z,complaint
EVT-0130,CUST-026,2024-01-03T09:47:44Z,refund
EVT-0131,CUST-037,2024-01-03T09:48:55Z,support_ticket
EVT-0132,CUST-048,2024-01-03T09:50:06Z,complaint
EVT-0133,CUST-059,2024-01-03T09:51:17Z,inquiry
EVT-0134,CUST-070,2024-01-03T09:52:28Z,refund
EVT-0135,CUST-001,2024-01-03T10:53:39Z,support_ticket
EVT-0136,CUST-012,2024-01-03T10:54:50Z,complaint
EVT-0137,CUST-023,2024-01-03T10:56:01Z,purchase
EVT-0138,CUST-034,2024-01-03T10:57:12Z,inquiry
EVT-0139,CUST-045,2024-01-03T10:58:23Z,refund
EVT-0140,CUST-056,2024-01-03T10:59:34Z,support_ticket
EVT-0141,CUST-067,2024-01-03T11:00:45Z,complaint
EVT-0142,CUST-078,2024-01-03T11:01:56Z,support_ticket
EVT-0143,CUST-089,2024-01-03T11:03:07Z,refund
EVT-0144,CUST-015,2024-01-03T11:04:18Z,purchase
EVT-0145,CUST-026,2024-01-03T11:05:29Z,purchase
EVT-0146,CUST-037,2024-01-03T11:06:40Z,complaint
EVT-0147,CUST-048,2024-01-03T11:07:51Z,purchase
EVT-0148,CUST-059,2024-01-03T11:09:02Z,refund
EVT-0149,CUST-070,2024-01-03T11:10:13Z,support_ticket
EVT-0150,CUST-001,2024-01-03T11:11:24Z,complaint
EVT-0151,CUST-012,2024-01-04T08:12:35Z,refund
EVT-0152,CUST-023,2024-01-04T08:13:46Z,support_ticket
EVT-0153,CUST-034,2024-01-04T08:14:57Z,complaint
EVT-0154,CUST-045,2024-01-04T08:16:08Z,purchase
EVT-0155,CUST-056,2024-01-04T08:17:19Z,complaint
EVT-0156,CUST-067,2024-01-04T08:18:30Z,inquiry
EVT-0157,CUST-078,2024-01-04T08:19:41Z,complaint
EVT-0158,CUST-089,2024-01-04T08:20:52Z,support_ticket
EVT-0159,CUST-015,2024-01-04T08:22:03Z,inquiry
EVT-0160,CUST-026,2024-01-04T08:23:14Z,support_ticket
EVT-0161,CUST-037,2024-01-04T08:24:25Z,refund
EVT-0162,CUST-048,2024-01-04T08:25:36Z,inquiry
EVT-0163,CUST-059,2024-01-04T08:26:47Z,purchase
EVT-0164,CUST-070,2024-01-04T08:27:58Z,inquiry
EVT-0165,CUST-001,2024-01-04T08:29:09Z,refund
EVT-0166,CUST-012,2024-01-04T08:30:20Z,purchase
EVT-0167,CUST-023,2024-01-04T08:31:31Z,inquiry
EVT-0168,CUST-034,2024-01-04T08:32:42Z,refund
EVT-0169,CUST-045,2024-01-04T08:33:53Z,inquiry
EVT-0170,CUST-056,2024-01-04T08:35:04Z,refund
EVT-0171,CUST-067,2024-01-04T08:36:15Z,purchase
EVT-0172,CUST-078,2024-01-04T08:37:26Z,inquiry
EVT-0173,CUST-089,2024-01-04T08:38:37Z,complaint
EVT-0174,CUST-015,2024-01-04T08:39:48Z,refund
EVT-0175,CUST-026,2024-01-04T08:40:59Z,inquiry
EVT-0176,CUST-037,2024-01-04T08:42:10Z,purchase
EVT-0177,CUST-048,2024-01-04T08:43:21Z,support_ticket
EVT-0178,CUST-059,2024-01-04T08:44:32Z,complaint
EVT-0179,CUST-070,2024-01-04T08:45:43Z,complaint
EVT-0180,CUST-001,2024-01-04T09:46:54Z,purchase
EVT-0181,CUST-012,2024-01-04T09:48:05Z,support_ticket
EVT-0182,CUST-023,2024-01-04T09:49:16Z,complaint
EVT-0183,CUST-034,2024-01-04T09:50:27Z,purchase
EVT-0184,CUST-045,2024-01-04T09:51:38Z,support_ticket
EVT-0185,CUST-056,2024-01-04T09:52:49Z,purchase
EVT-0186,CUST-067,2024-01-04T09:54:00Z,support_ticket
EVT-0187,CUST-078,2024-01-04T09:55:11Z,purchase
EVT-0188,CUST-089,2024-01-04T09:56:22Z,inquiry
EVT-0189,CUST-015,2024-01-04T09:57:33Z,complaint
EVT-0190,CUST-026,2024-01-04T09:58:44Z,complaint
EVT-0191,CUST-037,2024-01-04T09:59:55Z,inquiry
EVT-0192,CUST-048,2024-01-04T10:01:06Z,complaint
EVT-0193,CUST-059,2024-01-04T10:02:17Z,refund
EVT-0194,CUST-070,2024-01-04T10:03:28Z,purchase
EVT-0195,CUST-001,2024-01-04T10:04:39Z,inquiry
EVT-0196,CUST-012,2024-01-04T10:05:50Z,inquiry
EVT-0197,CUST-023,2024-01-04T10:07:01Z,refund
EVT-0198,CUST-034,2024-01-04T10:08:12Z,support_ticket
EVT-0199,CUST-045,2024-01-04T10:09:23Z,complaint
EVT-0200,CUST-056,2024-01-04T10:10:34Z,inquiry
EVT-0201,CUST-067,2024-01-05T08:11:45Z,complaint
EVT-0202,CUST-078,2024-01-05T08:12:56Z,support_ticket
EVT-0203,CUST-089,2024-01-05T08:14:07Z,purchase
EVT-0204,CUST-015,2024-01-05T08:15:18Z,purchase
EVT-0205,CUST-026,2024-01-05T08:16:29Z,refund
EVT-0206,CUST-037,2024-01-05T08:17:40Z,support_ticket
EVT-0207,CUST-048,2024-01-05T08:18:51Z,refund
EVT-0208,CUST-059,2024-01-05T08:20:02Z,support_ticket
EVT-0209,CUST-070,2024-01-05T08:21:13Z,complaint
EVT-0210,CUST-001,2024-01-05T08:22:24Z,support_ticket
EVT-0211,CUST-012,2024-01-05T08:23:35Z,refund
EVT-0212,CUST-023,2024-01-05T08:24:46Z,purchase
EVT-0213,CUST-034,2024-01-05T08:25:57Z,complaint
EVT-0214,CUST-045,2024-01-05T08:27:08Z,refund
EVT-0215,CUST-056,2024-01-05T08:28:19Z,support_ticket
EVT-0216,CUST-067,2024-01-05T08:29:30Z,refund
EVT-0217,CUST-078,2024-01-05T08:30:41Z,complaint
EVT-0218,CUST-089,2024-01-05T08:31:52Z,refund
EVT-0219,CUST-015,2024-01-05T08:33:03Z,support_ticket
EVT-0220,CUST-026,2024-01-05T08:34:14Z,purchase
EVT-0221,CUST-037,2024-01-05T08:35:25Z,complaint
EVT-0222,CUST-048,2024-01-05T08:36:36Z,purchase
EVT-0223,CUST-059,2024-01-05T08:37:47Z,inquiry
EVT-0224,CUST-070,2024-01-05T08:38:58Z,refund
EVT-0225,CUST-001,2024-01-05T09:40:09Z,complaint
EVT-0226,CUST-012,2024-01-05T09:41:20Z,complaint
EVT-0227,CUST-023,2024-01-05T09:42:31Z,support_ticket
EVT-0228,CUST-034,2024-01-05T09:43:42Z,inquiry
EVT-0229,CUST-045,2024-01-05T09:44:53Z,purchase
EVT-0230,CUST-056,2024-01-05T09:46:04Z,complaint
EVT-0231,CUST-067,2024-01-05T09:47:15Z,purchase
EVT-0232,CUST-078,2024-01-05T09:48:26Z,refund
EVT-0233,CUST-089,2024-01-05T09:49:37Z,support_ticket
EVT-0234,CUST-015,2024-01-05T09:50:48Z,complaint
EVT-0235,CUST-026,2024-01-05T09:51:59Z,support_ticket
EVT-0236,CUST-037,2024-01-05T09:53:10Z,inquiry
EVT-0237,CUST-048,2024-01-05T09:54:21Z,complaint
EVT-0238,CUST-059,2024-01-05T09:55:32Z,purchase
EVT-0239,CUST-070,2024-01-05T09:56:43Z,support_ticket
EVT-0240,CUST-001,2024-01-05T09:57:54Z,refund
EVT-0241,CUST-012,2024-01-05T09:59:05Z,purchase
EVT-0242,CUST-023,2024-01-05T10:00:16Z,complaint
EVT-0243,CUST-034,2024-01-05T10:01:27Z,refund
EVT-0244,CUST-045,2024-01-05T10:02:38Z,support_ticket
EVT-0245,CUST-056,2024-01-05T10:03:49Z,refund
EVT-0246,CUST-067,2024-01-05T10:05:00Z,inquiry
EVT-0247,CUST-078,2024-01-05T10:06:11Z,purchase
EVT-0248,CUST-089,2024-01-05T10:07:22Z,complaint
EVT-0249,CUST-015,2024-01-05T10:08:33Z,refund
EVT-0250,CUST-026,2024-01-05T10:09:44Z,inquiry
EVT-0251,CUST-037,2024-01-06T08:10:55Z,purchase
EVT-0252,CUST-048,2024-01-06T08:12:06Z,inquiry
EVT-0253,CUST-059,2024-01-06T08:13:17Z,complaint
EVT-0254,CUST-070,2024-01-06T08:14:28Z,inquiry
EVT-0255,CUST-001,2024-01-06T08:15:39Z,purchase
EVT-0256,CUST-012,2024-01-06T08:16:50Z,support_ticket
EVT-0257,CUST-023,2024-01-06T08:18:01Z,inquiry
EVT-0258,CUST-034,2024-01-06T08:19:12Z,purchase
EVT-0259,CUST-045,2024-01-06T08:20:23Z,inquiry
EVT-0260,CUST-056,2024-01-06T08:21:34Z,purchase
EVT-0261,CUST-067,2024-01-06T08:22:45Z,support_ticket
EVT-0262,CUST-078,2024-01-06T08:23:56Z,inquiry
EVT-0263,CUST-089,2024-01-06T08:25:07Z,purchase
EVT-0264,CUST-015,2024-01-06T08:26:18Z,purchase
EVT-0265,CUST-026,2024-01-06T08:27:29Z,complaint
EVT-0266,CUST-037,2024-01-06T08:28:40Z,refund
EVT-0267,CUST-048,2024-01-06T08:29:51Z,support_ticket
EVT-0268,CUST-059,2024-01-06T08:31:02Z,refund
EVT-0269,CUST-070,2024-01-06T08:32:13Z,purchase
EVT-0270,CUST-001,2024-01-06T09:33:24Z,inquiry
EVT-0271,CUST-012,2024-01-06T09:34:35Z,inquiry
EVT-0272,CUST-023,2024-01-06T09:35:46Z,purchase
EVT-0273,CUST-034,2024-01-06T09:36:57Z,support_ticket
EVT-0274,CUST-045,2024-01-06T09:38:08Z,complaint
EVT-0275,CUST-056,2024-01-06T09:39:19Z,refund
EVT-0276,CUST-067,2024-01-06T09:40:30Z,complaint
EVT-0277,CUST-078,2024-01-06T09:41:41Z,support_ticket
EVT-0278,CUST-089,2024-01-06T09:42:52Z,refund
EVT-0279,CUST-015,2024-01-06T09:44:03Z,inquiry
EVT-0280,CUST-026,2024-01-06T09:45:14Z,refund
EVT-0281,CUST-037,2024-01-06T09:46:25Z,support_ticket
EVT-0282,CUST-048,2024-01-06T09:47:36Z,complaint
EVT-0283,CUST-059,2024-01-06T09:48:47Z,support_ticket
EVT-0284,CUST-070,2024-01-06T09:49:58Z,support_ticket
EVT-0285,CUST-001,2024-01-06T09:51:09Z,support_ticket
EVT-0286,CUST-012,2024-01-06T09:52:20Z,complaint
EVT-0287,CUST-023,2024-01-06T09:53:31Z,refund
EVT-0288,CUST-034,2024-01-06T09:54:42Z,complaint
EVT-0289,CUST-045,2024-01-06T09:55:53Z,inquiry
EVT-0290,CUST-056,2024-01-06T09:57:04Z,purchase
EVT-0291,CUST-067,2024-01-06T09:58:15Z,refund
EVT-0292,CUST-078,2024-01-06T09:59:26Z,complaint
EVT-0293,CUST-089,2024-01-06T10:00:37Z,inquiry
EVT-0294,CUST-015,2024-01-06T10:01:48Z,support_ticket
EVT-0295,CUST-026,2024-01-06T10:02:59Z,purchase
EVT-0296,CUST-037,2024-01-06T10:04:10Z,purchase
EVT-0297,CUST-048,2024-01-06T10:05:21Z,refund
EVT-0298,CUST-059,2024-01-06T10:06:32Z,inquiry
EVT-0299,CUST-070,2024-01-06T10:07:43Z,complaint
EVT-0300,CUST-001,2024-01-06T10:08:54Z,complaint
EVT-0301,CUST-012,2024-01-07T08:10:05Z,refund
EVT-0302,CUST-023,2024-01-07T08:11:16Z,purchase
EVT-0303,CUST-034,2024-01-07T08:12:27Z,refund
EVT-0304,CUST-045,2024-01-07T08:13:38Z,complaint
EVT-0305,CUST-056,2024-01-07T08:14:49Z,support_ticket
EVT-0306,CUST-067,2024-01-07T08:16:00Z,purchase
EVT-0307,CUST-078,2024-01-07T08:17:11Z,support_ticket
EVT-0308,CUST-089,2024-01-07T08:18:22Z,complaint
EVT-0309,CUST-015,2024-01-07T08:19:33Z,complaint
EVT-0310,CUST-026,2024-01-07T08:20:44Z,support_ticket
EVT-0311,CUST-037,2024-01-07T08:21:55Z,complaint
EVT-0312,CUST-048,2024-01-07T08:23:06Z,purchase
EVT-0313,CUST-059,2024-01-07T08:24:17Z,purchase
EVT-0314,CUST-070,2024-01-07T08:25:28Z,inquiry
EVT-0315,CUST-001,2024-01-07T08:26:39Z,refund
EVT-0316,CUST-012,2024-01-07T08:27:50Z,purchase
EVT-0317,CUST-023,2024-01-07T08:29:01Z,support_ticket
EVT-0318,CUST-034,2024-01-07T08:30:12Z,purchase
EVT-0319,CUST-045,2024-01-07T08:31:23Z,purchase
EVT-0320,CUST-056,2024-01-07T08:32:34Z,inquiry
EVT-0321,CUST-067,2024-01-07T08:33:45Z,inquiry
EVT-0322,CUST-078,2024-01-07T08:34:56Z,refund
EVT-0323,CUST-089,2024-01-07T08:36:07Z,inquiry
EVT-0324,CUST-015,2024-01-07T08:37:18Z,purchase
EVT-0325,CUST-026,2024-01-07T08:38:29Z,inquiry
EVT-0326,CUST-037,2024-01-07T08:39:40Z,refund
EVT-0327,CUST-048,2024-01-07T08:40:51Z,inquiry
EVT-0328,CUST-059,2024-01-07T08:42:02Z,complaint
EVT-0329,CUST-070,2024-01-07T08:43:13Z,refund
EVT-0330,CUST-001,2024-01-07T09:44:24Z,purchase
EVT-0331,CUST-012,2024-01-07T09:45:35Z,inquiry
EVT-0332,CUST-023,2024-01-07T09:46:46Z,complaint
EVT-0333,CUST-034,2024-01-07T09:47:57Z,inquiry
EVT-0334,CUST-045,2024-01-07T09:49:08Z,support_ticket
EVT-0335,CUST-056,2024-01-07T09:50:19Z,complaint
EVT-0336,CUST-067,2024-01-07T09:51:30Z,support_ticket
EVT-0337,CUST-078,2024-01-07T09:52:41Z,inquiry
EVT-0338,CUST-089,2024-01-07T09:53:52Z,refund
EVT-0339,CUST-015,2024-01-07T09:55:03Z,refund
EVT-0340,CUST-026,2024-01-07T09:56:14Z,complaint
EVT-0341,CUST-037,2024-01-07T09:57:25Z,purchase
EVT-0342,CUST-048,2024-01-07T09:58:36Z,support_ticket
EVT-0343,CUST-059,2024-01-07T09:59:47Z,refund
EVT-0344,CUST-070,2024-01-07T10:00:58Z,purchase
EVT-0345,CUST-001,2024-01-07T10:02:09Z,inquiry
EVT-0346,CUST-012,2024-01-07T10:03:20Z,support_ticket
EVT-0347,CUST-023,2024-01-07T10:04:31Z,refund
EVT-0348,CUST-034,2024-01-07T10:05:42Z,support_ticket
EVT-0349,CUST-045,2024-01-07T10:06:53Z,refund
EVT-0350,CUST-056,2024-01-07T10:08:04Z,refund
EVT-0351,CUST-067,2024-01-08T08:09:15Z,complaint
EVT-0352,CUST-078,2024-01-08T08:10:26Z,purchase
EVT-0353,CUST-089,2024-01-08T08:11:37Z,purchase
EVT-0354,CUST-015,2024-01-08T08:12:48Z,inquiry
EVT-0355,CUST-026,2024-01-08T08:13:59Z,refund
EVT-0356,CUST-037,2024-01-08T08:15:10Z,inquiry
EVT-0357,CUST-048,2024-01-08T08:16:21Z,purchase
EVT-0358,CUST-059,2024-01-08T08:17:32Z,support_ticket
EVT-0359,CUST-070,2024-01-08T08:18:43Z,refund
EVT-0360,CUST-001,2024-01-08T08:19:54Z,support_ticket
EVT-0361,CUST-012,2024-01-08T08:21:05Z,purchase
EVT-0362,CUST-023,2024-01-08T08:22:16Z,inquiry
EVT-0363,CUST-034,2024-01-08T08:23:27Z,complaint
EVT-0364,CUST-045,2024-01-08T08:24:38Z,inquiry
EVT-0365,CUST-056,2024-01-08T08:25:49Z,purchase
EVT-0366,CUST-067,2024-01-08T08:27:00Z,refund
EVT-0367,CUST-078,2024-01-08T08:28:11Z,complaint
EVT-0368,CUST-089,2024-01-08T08:29:22Z,support_ticket
EVT-0369,CUST-015,2024-01-08T08:30:33Z,complaint
EVT-0370,CUST-026,2024-01-08T08:31:44Z,purchase
EVT-0371,CUST-037,2024-01-08T08:32:55Z,support_ticket
EVT-0372,CUST-048,2024-01-08T08:34:06Z,complaint
EVT-0373,CUST-059,2024-01-08T08:35:17Z,inquiry
EVT-0374,CUST-070,2024-01-08T08:36:28Z,support_ticket
EVT-0375,CUST-001,2024-01-08T09:37:39Z,complaint
EVT-0376,CUST-012,2024-01-08T09:38:50Z,refund
EVT-0377,CUST-023,2024-01-08T09:40:01Z,purchase
EVT-0378,CUST-034,2024-01-08T09:41:12Z,refund
EVT-0379,CUST-045,2024-01-08T09:42:23Z,complaint
EVT-0380,CUST-056,2024-01-08T09:43:34Z,support_ticket
EVT-0381,CUST-067,2024-01-08T09:44:45Z,purchase
EVT-0382,CUST-078,2024-01-08T09:45:56Z,inquiry
EVT-0383,CUST-089,2024-01-08T09:47:07Z,complaint
EVT-0384,CUST-015,2024-01-08T09:48:18Z,support_ticket
EVT-0385,CUST-026,2024-01-08T09:49:29Z,inquiry
EVT-0386,CUST-037,2024-01-08T09:50:40Z,complaint
EVT-0387,CUST-048,2024-01-08T09:51:51Z,refund
EVT-0388,CUST-059,2024-01-08T09:53:02Z,purchase
EVT-0389,CUST-070,2024-01-08T09:54:13Z,complaint
EVT-0390,CUST-001,2024-01-08T09:55:24Z,purchase
EVT-0391,CUST-012,2024-01-08T09:56:35Z,complaint
EVT-0392,CUST-023,2024-01-08T09:57:46Z,inquiry
EVT-0393,CUST-034,2024-01-08T09:58:57Z,purchase
EVT-0394,CUST-045,2024-01-08T10:00:08Z,refund
EVT-0395,CUST-056,2024-01-08T10:01:19Z,inquiry
EVT-0396,CUST-067,2024-01-08T10:02:30Z,support_ticket
EVT-0397,CUST-078,2024-01-08T10:03:41Z,complaint
EVT-0398,CUST-089,2024-01-08T10:04:52Z,inquiry
EVT-0399,CUST-015,2024-01-08T10:06:03Z,purchase
EVT-0400,CUST-026,2024-01-08T10:07:14Z,support_ticket
EVT-0401,CUST-037,2024-01-09T08:08:25Z,purchase
EVT-0402,CUST-048,2024-01-09T08:09:36Z,inquiry
EVT-0403,CUST-059,2024-01-09T08:10:47Z,complaint
EVT-0404,CUST-070,2024-01-09T08:11:58Z,inquiry
EVT-0405,CUST-001,2024-01-09T08:13:09Z,refund
EVT-0406,CUST-012,2024-01-09T08:14:20Z,support_ticket
EVT-0407,CUST-023,2024-01-09T08:15:31Z,complaint
EVT-0408,CUST-034,2024-01-09T08:16:42Z,purchase
EVT-0409,CUST-045,2024-01-09T08:17:53Z,support_ticket
EVT-0410,CUST-056,2024-01-09T08:19:04Z,complaint
EVT-0411,CUST-067,2024-01-09T08:20:15Z,inquiry
EVT-0412,CUST-078,2024-01-09T08:21:26Z,purchase
EVT-0413,CUST-089,2024-01-09T08:22:37Z,refund
EVT-0414,CUST-015,2024-01-09T08:23:48Z,purchase
EVT-0415,CUST-026,2024-01-09T08:24:59Z,complaint
EVT-0416,CUST-037,2024-01-09T08:26:10Z,refund
EVT-0417,CUST-048,2024-01-09T08:27:21Z,purchase
EVT-0418,CUST-059,2024-01-09T08:28:32Z,refund
EVT-0419,CUST-070,2024-01-09T08:29:43Z,purchase
EVT-0420,CUST-001,2024-01-09T09:30:54Z,purchase
EVT-0421,CUST-012,2024-01-09T09:32:05Z,inquiry
EVT-0422,CUST-023,2024-01-09T09:33:16Z,support_ticket
EVT-0423,CUST-034,2024-01-09T09:34:27Z,inquiry
EVT-0424,CUST-045,2024-01-09T09:35:38Z,complaint
EVT-0425,CUST-056,2024-01-09T09:36:49Z,refund
EVT-0426,CUST-067,2024-01-09T09:38:00Z,complaint
EVT-0427,CUST-078,2024-01-09T09:39:11Z,support_ticket
EVT-0428,CUST-089,2024-01-09T09:40:22Z,purchase
EVT-0429,CUST-015,2024-01-09T09:41:33Z,refund
EVT-0430,CUST-026,2024-01-09T09:42:44Z,refund
EVT-0431,CUST-037,2024-01-09T09:43:55Z,support_ticket
