transaction_id,customer_id,amount,timestamp,product_category
TXN_000029,CUST_00089,87.45,2024-01-20 12:20:20,Books
TXN_000030,CUST_00042,234.90,2024-01-20 13:35:35,Clothing
TXN_000031,CUST_00017,189.99,2024-01-21 08:50:45,Food
TXN_000032,CUST_00042,567.80,2024-01-21 10:05:00,Electronics
TXN_000033,CUST_00089,145.25,2024-01-21 11:20:15,Home
TXN_000034,CUST_00042,98.60,2024-01-21 12:35:30,Books
TXN_000035,CUST_00017,378.45,2024-01-21 13:50:40,Electronics
TXN_000036,CUST_00042,223.70,2024-01-22 09:05:55,Clothing
TXN_000037,CUST_00089,456.90,2024-01-22 10:20:10,Electronics
TXN_000038,CUST_00042,134.50,2024-01-22 11:35:25,Food
TXN_000039,CUST_00017,289.99,2024-01-22 12:50:35,Home
TXN_000040,CUST_00042,412.80,2024-01-22 14:05:50,Electronics
TXN_000041,CUST_00089,76.35,2024-01-23 08:20:05,Books
TXN_000042,CUST_00042,198.25,2024-01-23 09:35:20,Clothing
TXN_000043,CUST_00017,534.60,2024-01-23 10:50:30,Electronics
TXN_000044,CUST_00042,267.40,2024-01-23 12:05:45,Food
TXN_000045,CUST_00089,389.75,2024-01-23 13:20:00,Home
TXN_000046,CUST_00042,145.90,2024-01-24 08:35:15,Books
TXN_000047,CUST_00017,456.25,2024-01-24 09:50:25,Electronics
TXN_000048,CUST_00042,98.80,2024-01-24 11:05:40,Clothing
TXN_000049,CUST_00089,612.30,2024-01-24 12:20:55,Electronics
TXN_000050,CUST_00042,234.55,2024-01-24 13:36:10,Food
TXN_000051,CUST_00017,178.90,2024-01-25 08:51:20,Home
TXN_000052,CUST_00042,523.45,2024-01-25 10:06:35,Electronics
TXN_000053,CUST_00089,89.70,2024-01-25 11:21:50,Books
TXN_000054,CUST_00042,367.20,2024-01-25 12:37:05,Clothing
TXN_000055,CUST_00017,445.80,2024-01-25 13:52:15,Electronics
TXN_000056,CUST_00042,156.95,2024-01-26 09:07:30,Food
TXN_000057,CUST_00089,278.40,2024-01-26 10:22:45,Home
TXN_000058,CUST_00042,489.60,2024-01-26 11:38:00,Electronics
TXN_000059,CUST_00017,123.75,2024-01-26 12:53:10,Books
TXN_000060,CUST_00042,298.50,2024-01-26 14:08:25,Clothing
TXN_000061,CUST_00089,534.90,2024-01-27 08:23:40,Electronics
TXN_000062,CUST_00042,87.25,2024-01-27 09:38:55,Food
TXN_000063,CUST_00017,412.60,2024-01-27 10:54:05,Home
TXN_000064,CUST_00042,234.80,2024-01-27 12:09:20,Electronics
TXN_000065,CUST_00089,167.45,2024-01-27 13:24:35,Books
TXN_000066,CUST_00042,456.30,2024-01-28 08:39:50,Clothing
TXN_000067,CUST_00017,289.95,2024-01-28 09:55:00,Electronics
TXN_000068,CUST_00042,123.70,2024-01-28 11:10:15,Food
TXN_000069,CUST_00089,598.20,2024-01-28 12:25:30,Electronics
TXN_000070,CUST_00042,345.55,2024-01-28 13:40:45,Home
TXN_000071,CUST_00017,178.40,2024-01-29 08:56:00,Books
TXN_000072,CUST_00042,267.85,2024-01-29 10:11:10,Clothing
TXN_000073,CUST_00089,423.60,2024-01-29 11:26:25,Electronics
TXN_000074,CUST_00042,98.95,2024-01-29 12:41:40,Food
TXN_000075,CUST_00017,534.20,2024-01-29 13:56:55,Home
TXN_000076,CUST_00042,189.75,2024-01-30 09:12:05,Electronics
TXN_000077,CUST_00089,312.40,2024-01-30 10:27:20,Books
TXN_000078,CUST_00042,445.90,2024-01-30 11:42:35,Clothing
TXN_000079,CUST_00017,156.65,2024-01-30 12:57:50,Food
TXN_000080,CUST_00042,578.30,2024-01-30 14:13:00,Electronics
TXN_000081,CUST_00089,234.50,2024-01-31 08:28:15,Home
TXN_000082,CUST_00042,123.85,2024-01-31 09:43:30,Books
TXN_000083,CUST_00017,489.70,2024-01-31 10:58:45,Electronics
TXN_000084,CUST_00042,367.25,2024-01-31 12:14:00,Clothing
TXN_000085,CUST_00089,198.60,2024-01-31 13:29:10,Food
TXN_000086,CUST_00042,456.40,2024-02-01 08:44:25,Electronics
TXN_000087,CUST_00017,289.95,2024-02-01 09:59:40,Home
TXN_000088,CUST_00042,134.70,2024-02-01 11:14:55,Books
TXN_000089,CUST_00089,523.80,2024-02-01 12:30:05,Electronics
TXN_000090,CUST_00042,267.50,2024-02-01 13:45:20,Clothing
TXN_000091,CUST_00017,412.35,2024-02-02 09:00:35,Electronics
TXN_000092,CUST_00042,178.90,2024-02-02 10:15:50,Food
TXN_000093,CUST_00089,345.60,2024-02-02 11:31:00,Home
TXN_000094,CUST_00042,489.25,2024-02-02 12:46:15,Electronics
TXN_000095,CUST_00017,123.85,2024-02-02 14:01:30,Books
TXN_000096,CUST_00042,298.70,2024-02-03 08:16:45,Clothing
TXN_000097,CUST_00089,567.40,2024-02-03 09:32:00,Electronics
TXN_000098,CUST_00042,189.95,2024-02-03 10:47:10,Food
TXN_000099,CUST_00017,434.60,2024-02-03 12:02:25,Home
TXN_000100,CUST_00042,356.80,2024-02-03 13:17:40,Electronics
TXN_000101,CUST_00089,145.25,2024-02-04 08:32:55,Books
TXN_000102,CUST_00042,267.45,2024-02-04 09:48:05,Clothing
TXN_000103,CUST_00017,512.90,2024-02-04 11:03:20,Electronics
TXN_000104,CUST_00042,98.75,2024-02-04 12:18:35,Food
TXN_000105,CUST_00089,423.50,2024-02-04 13:33:50,Home
TXN_000106,CUST_00042,234.60,2024-02-05 08:49:00,Electronics
TXN_000107,CUST_00017,378.25,2024-02-05 10:04:15,Books
TXN_000108,CUST_00042,456.85,2024-02-05 11:19:30,Clothing
TXN_000109,CUST_00089,189.90,2024-02-05 12:34:45,Food
TXN_000110,CUST_00042,534.70,2024-02-05 13:50:00,Electronics
TXN_000111,CUST_00017,267.40,2024-02-06 09:05:10,Home
TXN_000112,CUST_00042,145.95,2024-02-06 10:20:25,Books
TXN_000113,CUST_00089,489.60,2024-02-06 11:35:40,Electronics
TXN_000114,CUST_00042,323.50,2024-02-06 12:50:55,Clothing
TXN_000115,CUST_00017,198.75,2024-02-06 14:06:05,Food
TXN_000116,CUST_00042,467.30,2024-02-07 08:21:20,Electronics
TXN_000117,CUST_00089,134.85,2024-02-07 09:36:35,Home
TXN_000118,CUST_00042,289.60,2024-02-07 10:51:50,Books
TXN_000119,CUST_00017,545.20,2024-02-07 12:07:00,Electronics
TXN_000120,CUST_00042,178.95,2024-02-07 13:22:15,Clothing
TXN_000121,CUST_00089,412.40,2024-02-08 08:37:30,Electronics
TXN_000122,CUST_00042,256.70,2024-02-08 09:52:45,Food
TXN_000123,CUST_00017,367.85,2024-02-08 11:08:00,Home
TXN_000124,CUST_00042,498.50,2024-02-08 12:23:10,Electronics
TXN_000125,CUST_00089,123.90,2024-02-08 13:38:25,Books
TXN_000126,CUST_00042,334.65,2024-02-09 08:53:40,Clothing
TXN_000127,CUST_00017,456.30,2024-02-09 10:08:55,Electronics
TXN_000128,CUST_00042,189.75,2024-02-09 11:24:05,Food
TXN_000129,CUST_00089,578.90,2024-02-09 12:39:20,Electronics
TXN_000130,CUST_00042,267.40,2024-02-09 13:54:35,Home
TXN_000131,CUST_00001,156.80,2024-02-10 09:10:50,Electronics
TXN_000132,CUST_00003,289.50,2024-02-10 10:26:00,Books
TXN_000133,CUST_00005,423.75,2024-02-10 11:41:15,Clothing
TXN_000134,CUST_00007,198.30,2024-02-10 12:56:30,Food
TXN_000135,CUST_00009,534.60,2024-02-10 14:11:45,Home
TXN_000136,CUST_00011,167.90,2024-02-11 08:27:00,Electronics
TXN_000137,CUST_00013,345.25,2024-02-11 09:42:10,Books
TXN_000138,CUST_00015,278.80,2024-02-11 10:57:25,Clothing
TXN_000139,CUST_00019,412.50,2024-02-11 12:12:40,Food
TXN_000140,CUST_00021,189.95,2024-02-11 13:27:55,Home
TXN_000141,CUST_00023,523.40,2024-02-12 08:43:05,Electronics
TXN_000142,CUST_00025,156.75,2024-02-12 09:58:20,Books
TXN_000143,CUST_00027,389.60,2024-02-12 11:13:35,Clothing
TXN_000144,CUST_00029,234.85,2024-02-12 12:28:50,Food
TXN_000145,CUST_00031,467.20,2024-02-12 13:44:00,Electronics
TXN_000146,CUST_00033,198.50,2024-02-13 09:00:15,Home
TXN_000147,CUST_00035,312.75,2024-02-13 10:15:30,Books
TXN_000148,CUST_00037,445.90,2024-02-13 11:30:45,Electronics
TXN_000149,CUST_00039,178.65,2024-02-13 12:46:00,Clothing
TXN_000150,CUST_00041,289.40,2024-02-13 14:01:10,Food
TXN_000151,CUST_00043,534.80,2024-02-14 08:16:25,Electronics
TXN_000152,CUST_00045,167.95,2024-02-14 09:31:40,Home
TXN_000153,CUST_00047,423.60,2024-02-14 10:46:55,Books
TXN_000154,CUST_00049,256.30,2024-02-14 12:02:05,Clothing
TXN_000155,CUST_00051,398.75,2024-02-14 13:17:20,Electronics
TXN_000156,CUST_00053,189.50,2024-02-15 08:32:35,Food
TXN_000157,CUST_00055,467.80,2024-02-15 09:47:50,Home
TXN_000158,CUST_00057,134.90,2024-02-15 11:03:00,Books
TXN_000159,CUST_00059,512.45,2024-02-15 12:18:15,Electronics
TXN_000160,CUST_00061,278.60,2024-02-15 13:33:30,Clothing
TXN_000161,CUST_00063,345.25,2024-02-16 08:48:45,Food
TXN_000162,CUST_00065,489.90,2024-02-16 10:04:00,Electronics
TXN_000163,CUST_00067,156.75,2024-02-16 11:19:10,Home
TXN_000164,CUST_00069,412.30,2024-02-16 12:34:25,Books
TXN_000165,CUST_00071,234.85,2024-02-16 13:49:40,Clothing
TXN_000166,CUST_00073,567.50,2024-02-17 09:04:55,Electronics
TXN_000167,CUST_00075,198.65,2024-02-17 10:20:05,Food
TXN_000168,CUST_00077,389.40,2024-02-17 11:35:20,Home
TXN_000169,CUST_00079,267.90,2024-02-17 12:50:35,Books
TXN_000170,CUST_00081,445.75,2024-02-17 14:05:50,Electronics
TXN_000171,CUST_00083,178.50,2024-02-18 08:21:00,Clothing
TXN_000172,CUST_00085,523.60,2024-02-18 09:36:15,Electronics
TXN_000173,CUST_00087,145.85,2024-02-18 10:51:30,Food
TXN_000174,CUST_00091,412.40,2024-02-18 12:06:45,Home
TXN_000175,CUST_00093,289.95,2024-02-18 13:22:00,Books
TXN_000176,CUST_00095,534.70,2024-02-19 08:37:10,Electronics
TXN_000177,CUST_00097,198.25,2024-02-19 09:52:25,Clothing
TXN_000178,CUST_00099,367.80,2024-02-19 11:07:40,Food
TXN_000179,CUST_00002,456.50,2024-02-19 12:22:55,Electronics
TXN_000180,CUST_00004,234.65,2024-02-19 13:38:05,Home
